회사명,거래소코드,회계년도,[제조]당기순이익(손실)(IFRS),[제조]자본(*)(IFRS)
(주)이글루코퍼레이션,67920,15-Dec,-3801333,33916377
(주)이글루코퍼레이션,67920,16-Dec,3704708,36645935
(주)이글루코퍼레이션,67920,17-Dec,4208616,41627409
(주)이글루코퍼레이션,67920,18-Dec,8603309,48354772
(주)이글루코퍼레이션,67920,19-Dec,2256917,48459326
(주)이글벳,44960,11-Dec,805521,15922904
(주)이글벳,44960,12-Dec,688923,16186126
(주)이글벳,44960,13-Dec,709623,17420980
(주)이글벳,44960,14-Dec,1028495,29111304
(주)이글벳,44960,15-Dec,1033901,30928773
(주)이글벳,44960,16-Dec,2234140,31656665
(주)이글벳,44960,17-Dec,1555384,31912941
(주)이글벳,44960,18-Dec,1041915,34546253
(주)이글벳,44960,19-Dec,1232267,35533022
(주)이노메트리,302430,18-Dec,5433976,48737964
(주)이노메트리,302430,19-Dec,5198970,53273076
(주)이노션,214320,15-Dec,54746541,563891825
(주)이노션,214320,16-Dec,44743651,589099697
(주)이노션,214320,17-Dec,38379976,607450227
(주)이노션,214320,18-Dec,45998180,631272111
(주)이노션,214320,19-Dec,38316257,637230081
(주)이노와이어리스,73490,11-Dec,12030501,65242990
(주)이노와이어리스,73490,12-Dec,10191723,74483447
(주)이노와이어리스,73490,13-Dec,1286534,74869606
(주)이노와이어리스,73490,14-Dec,1606374,76475980
(주)이노와이어리스,73490,15-Dec,-2521152,73954828
(주)이노와이어리스,73490,16-Dec,-7770006,66184822
(주)이노와이어리스,73490,17-Dec,3939572,70124394
(주)이노와이어리스,73490,18-Dec,-5316304,65237277
(주)이노와이어리스,73490,19-Dec,6971738,72209015
(주)이노인스트루먼트,215790,15-Dec,,
(주)이노인스트루먼트,215790,16-Dec,,
(주)이노인스트루먼트,215790,17-Dec,4050193,61195131
(주)이노인스트루먼트,215790,18-Dec,-4803942,59608658
(주)이노인스트루먼트,215790,19-Dec,-24329750,37007413
(주)이노테라피,246960,19-Dec,-3988932,15082260
(주)이녹스,88390,11-Dec,9231782,62409262
(주)이녹스,88390,12-Dec,12536029,75889041
(주)이녹스,88390,13-Dec,27868142,125455791
(주)이녹스,88390,14-Dec,15297165,135144787
(주)이녹스,88390,15-Dec,12405541,138714759
(주)이녹스,88390,16-Dec,5114997,141429005
(주)이녹스,88390,17-Dec,176580964,164230651
(주)이녹스,88390,18-Dec,-27807897,134872326
(주)이녹스,88390,19-Dec,-9562606,124364201
(주)이녹스첨단소재,272290,17-Dec,17123085,124638407
(주)이녹스첨단소재,272290,18-Dec,30715090,146201065
(주)이녹스첨단소재,272290,19-Dec,40318084,185686726
(주)이라이콤,41520,11-Dec,26040711,90248670
(주)이라이콤,41520,12-Dec,27874490,143085088
(주)이라이콤,41520,13-Dec,42670220,183017795
(주)이라이콤,41520,14-Dec,40651355,220498992
(주)이라이콤,41520,15-Dec,16293925,229471458
(주)이라이콤,41520,16-Dec,7386459,229546843
(주)이라이콤,41520,17-Dec,-10559701,209497039
(주)이라이콤,41520,18-Dec,4579140,211857474
(주)이라이콤,41520,19-Dec,-4123351,202706233
(주)이랜시스,264850,17-Dec,,
(주)이랜시스,264850,18-Dec,,
(주)이랜시스,264850,19-Dec,992822,23860590
(주)이랜텍,54210,11-Dec,880844,85136678
(주)이랜텍,54210,12-Dec,4619763,90438911
(주)이랜텍,54210,13-Dec,10510005,106761212
(주)이랜텍,54210,14-Dec,7441065,112969964
(주)이랜텍,54210,15-Dec,10659241,124010023
(주)이랜텍,54210,16-Dec,5684104,151701013
(주)이랜텍,54210,17-Dec,-1007277,149567083
(주)이랜텍,54210,18-Dec,5049031,152014292
(주)이랜텍,54210,19-Dec,-23219035,140786589
(주)이루온,65440,11-Dec,733706,20988086
(주)이루온,65440,12-Dec,-3174753,17899047
(주)이루온,65440,13-Dec,1000034,19248227
(주)이루온,65440,14-Dec,-7115730,11828282
(주)이루온,65440,15-Dec,8027,12051066
(주)이루온,65440,16-Dec,-2879597,19432657
(주)이루온,65440,17-Dec,-2169643,17791741
(주)이루온,65440,18-Dec,317100,33077964
(주)이루온,65440,19-Dec,1480736,34603108
(주)이마트,139480,11-Dec,247595480,5506010105
(주)이마트,139480,12-Dec,307327216,5935490389
(주)이마트,139480,13-Dec,483323099,6509183557
(주)이마트,139480,14-Dec,314767630,6908360417
(주)이마트,139480,15-Dec,488693382,7032715691
(주)이마트,139480,16-Dec,384004686,7754577517
(주)이마트,139480,17-Dec,640880089,8366233088
(주)이마트,139480,18-Dec,361994019,8229146573
(주)이마트,139480,19-Dec,291146048,8599890923
(주)이미지스테크놀로지,115610,11-Dec,1811602,26807311
(주)이미지스테크놀로지,115610,12-Dec,213260,26708118
(주)이미지스테크놀로지,115610,13-Dec,1567456,27667610
(주)이미지스테크놀로지,115610,14-Dec,1225433,28863963
(주)이미지스테크놀로지,115610,15-Dec,1531477,30395440
(주)이미지스테크놀로지,115610,16-Dec,1355505,31750946
(주)이미지스테크놀로지,115610,17-Dec,-5412483,26338463
(주)이미지스테크놀로지,115610,18-Dec,-7203807,19134656
(주)이미지스테크놀로지,115610,19-Dec,-7391122,11741950
(주)이브이수성,84180,11-Dec,4106958,20950266
(주)이브이수성,84180,12-Dec,2008359,22674474
(주)이브이수성,84180,13-Dec,2135870,24302844
(주)이브이수성,84180,14-Dec,2382628,25487390
(주)이브이수성,84180,15-Dec,2038974,26412919
(주)이브이수성,84180,16-Dec,2371005,28238384
(주)이브이수성,84180,17-Dec,-21871484,17074994
(주)이브이수성,84180,18-Dec,-13392493,15961383
(주)이브이수성,84180,19-Dec,-6179992,16312556
(주)이브이첨단소재,131400,11-Dec,8315671,33293731
(주)이브이첨단소재,131400,12-Dec,1616032,34019780
(주)이브이첨단소재,131400,13-Dec,1844299,40743190
(주)이브이첨단소재,131400,14-Dec,-4658750,35357165
(주)이브이첨단소재,131400,15-Dec,-8548259,27021672
(주)이브이첨단소재,131400,16-Dec,-4858550,33402849
(주)이브이첨단소재,131400,17-Dec,843678,35010650
(주)이브이첨단소재,131400,18-Dec,1963962,36036434
(주)이브이첨단소재,131400,19-Dec,-1964592,46484429
(주)이상네트웍스,80010,11-Dec,2932230,55031753
(주)이상네트웍스,80010,12-Dec,2160023,56309873
(주)이상네트웍스,80010,13-Dec,2275973,58321274
(주)이상네트웍스,80010,14-Dec,2849267,60944619
(주)이상네트웍스,80010,15-Dec,1824463,62455543
(주)이상네트웍스,80010,16-Dec,4026443,66429309
(주)이상네트웍스,80010,17-Dec,5604004,71651242
(주)이상네트웍스,80010,18-Dec,4242229,77207114
(주)이상네트웍스,80010,19-Dec,546055,80442037
(주)이수앱지스,86890,11-Dec,-5388829,15711699
(주)이수앱지스,86890,12-Dec,-6374683,14362274
(주)이수앱지스,86890,13-Dec,-8190513,22281245
(주)이수앱지스,86890,14-Dec,-11197539,17408022
(주)이수앱지스,86890,15-Dec,-9773362,46589296
(주)이수앱지스,86890,16-Dec,-4367053,43251664
(주)이수앱지스,86890,17-Dec,-8729138,62051710
(주)이수앱지스,86890,18-Dec,-12988973,59734335
(주)이수앱지스,86890,19-Dec,-17816396,55182838
(주)이수페타시스,7660,11-Dec,12516311,152958639
(주)이수페타시스,7660,12-Dec,14117631,161321468
(주)이수페타시스,7660,13-Dec,26635930,186270035
(주)이수페타시스,7660,14-Dec,27638140,202458708
(주)이수페타시스,7660,15-Dec,22743480,220316475
(주)이수페타시스,7660,16-Dec,19871636,239109778
(주)이수페타시스,7660,17-Dec,-14602362,175663662
(주)이수페타시스,7660,18-Dec,-7297412,180261489
(주)이수페타시스,7660,19-Dec,-69903126,99600367
(주)이수화학,5950,11-Dec,5166554,516066389
(주)이수화학,5950,12-Dec,34149768,548360378
(주)이수화학,5950,13-Dec,18689832,549113921
(주)이수화학,5950,14-Dec,-1423007,544983224
(주)이수화학,5950,15-Dec,-15259520,531796716
(주)이수화학,5950,16-Dec,24293350,549380088
(주)이수화학,5950,17-Dec,3271192,513655649
(주)이수화학,5950,18-Dec,28334323,600499337
(주)이수화학,5950,19-Dec,-4431369,585739969
(주)이스타코,15020,11-Dec,-2661347,39117809
(주)이스타코,15020,12-Dec,-4935375,34124869
(주)이스타코,15020,13-Dec,19802551,53927420
(주)이스타코,15020,14-Dec,-2735727,51191693
(주)이스타코,15020,15-Dec,1456331,52648024
(주)이스타코,15020,16-Dec,-8132299,44515725
(주)이스타코,15020,17-Dec,-388879,44126846
(주)이스타코,15020,18-Dec,-7330422,36796424
(주)이스타코,15020,19-Dec,10952190,48886041
(주)이스트소프트,47560,11-Dec,12457476,42968658
(주)이스트소프트,47560,12-Dec,-984004,41416072
(주)이스트소프트,47560,13-Dec,-3494452,38320750
(주)이스트소프트,47560,14-Dec,170185,42146004
(주)이스트소프트,47560,15-Dec,-272793,44803479
(주)이스트소프트,47560,16-Dec,-5271488,38927158
(주)이스트소프트,47560,17-Dec,-1170368,38053159
(주)이스트소프트,47560,18-Dec,-657459,35685503
(주)이스트소프트,47560,19-Dec,-3326298,47917270
(주)이씨에스텔레콤,67010,11-Mar,2580680,24475824
(주)이씨에스텔레콤,67010,12-Mar,2961578,26609378
(주)이씨에스텔레콤,67010,13-Mar,3461566,29920742
(주)이씨에스텔레콤,67010,14-Mar,4380888,33280577
(주)이씨에스텔레콤,67010,15-Mar,4649798,36751504
(주)이씨에스텔레콤,67010,16-Mar,5000936,40212768
(주)이씨에스텔레콤,67010,17-Mar,2689779,41381112
(주)이씨에스텔레콤,67010,18-Mar,2947962,43223799
(주)이씨에스텔레콤,67010,19-Mar,1882181,43780887
(주)이아이디,93230,11-Dec,-25749230,61925168
(주)이아이디,93230,12-Dec,-31510757,31129250
(주)이아이디,93230,13-Dec,-15870286,19453056
(주)이아이디,93230,14-Dec,-21897222,16528132
(주)이아이디,93230,15-Dec,-2681317,38058811
(주)이아이디,93230,16-Dec,-14308759,27865626
(주)이아이디,93230,17-Dec,959318,68856280
(주)이아이디,93230,18-Dec,-10050104,73645333
(주)이아이디,93230,19-Dec,-916976,139294248
(주)이엔에프테크놀로지,102710,11-Dec,14537750,78584562
(주)이엔에프테크놀로지,102710,12-Dec,17909050,95757606
(주)이엔에프테크놀로지,102710,13-Dec,10572320,106197614
(주)이엔에프테크놀로지,102710,14-Dec,14099141,119741466
(주)이엔에프테크놀로지,102710,15-Dec,21624729,141335055
(주)이엔에프테크놀로지,102710,16-Dec,19427560,160273246
(주)이엔에프테크놀로지,102710,17-Dec,23503449,183227515
(주)이엔에프테크놀로지,102710,18-Dec,26711180,207513324
(주)이엔에프테크놀로지,102710,19-Dec,40366337,245546076
(주)이엔코퍼레이션,66980,11-Dec,-7004222,30510064
(주)이엔코퍼레이션,66980,12-Dec,-9911827,22815806
(주)이엔코퍼레이션,66980,13-Dec,-3619581,39865667
(주)이엔코퍼레이션,66980,14-Dec,-25648506,44157727
(주)이엔코퍼레이션,66980,15-Dec,-9531695,50652786
(주)이엔코퍼레이션,66980,16-Dec,510661,103818036
(주)이엔코퍼레이션,66980,17-Dec,694226,107687629
(주)이엔코퍼레이션,66980,18-Dec,-12549688,100982853
(주)이엔코퍼레이션,66980,19-Dec,4295549,102462506
(주)이엔플러스,74610,11-Dec,-5049557,11572749
(주)이엔플러스,74610,12-Dec,-4497924,8156459
(주)이엔플러스,74610,13-Dec,-1751094,6477000
(주)이엔플러스,74610,14-Dec,514726,7846706
(주)이엔플러스,74610,15-Dec,622114,8560059
(주)이엔플러스,74610,16-Dec,2156132,13986909
(주)이엔플러스,74610,17-Dec,-9255967,15403962
(주)이엔플러스,74610,18-Dec,-1232766,40592229
(주)이엔플러스,74610,19-Dec,-39106141,49674418
(주)이엘피,63760,17-Dec,16256839,53843847
(주)이엘피,63760,18-Dec,14642103,66503910
(주)이엘피,63760,19-Dec,4105582,69908282
(주)이엠넷,123570,11-Dec,4483159,27707817
(주)이엠넷,123570,12-Dec,4923716,31515924
(주)이엠넷,123570,13-Dec,2626592,31746645
(주)이엠넷,123570,14-Dec,1338413,32970295
(주)이엠넷,123570,15-Dec,2037917,34846664
(주)이엠넷,123570,16-Dec,882225,37731488
(주)이엠넷,123570,17-Dec,2692632,41566621
(주)이엠넷,123570,18-Dec,7159978,48580621
(주)이엠넷,123570,19-Dec,6027278,53429502
(주)이엠앤아이,83470,11-Dec,-9605219,14649387
(주)이엠앤아이,83470,12-Dec,1710554,24772413
(주)이엠앤아이,83470,13-Dec,6381790,37664009
(주)이엠앤아이,83470,14-Dec,6233705,48704930
(주)이엠앤아이,83470,15-Dec,5067788,51914326
(주)이엠앤아이,83470,16-Dec,3378668,59565613
(주)이엠앤아이,83470,17-Dec,-26735808,33167556
(주)이엠앤아이,83470,18-Dec,-69866100,-33725063
(주)이엠앤아이,83470,19-Dec,29969603,5097462
(주)이엠텍,91120,11-Dec,-1450743,27360758
(주)이엠텍,91120,12-Dec,13159065,49902367
(주)이엠텍,91120,13-Dec,20823384,72532990
(주)이엠텍,91120,14-Dec,13506724,87374624
(주)이엠텍,91120,15-Dec,15506523,104614498
(주)이엠텍,91120,16-Dec,7396423,110254086
(주)이엠텍,91120,17-Dec,3919552,134097100
(주)이엠텍,91120,18-Dec,31747919,186351646
(주)이엠텍,91120,19-Dec,-8488768,167936399
(주)이오테크닉스,39030,11-Dec,14839814,180066361
(주)이오테크닉스,39030,12-Dec,26482514,205634491
(주)이오테크닉스,39030,13-Dec,27538506,231928085
(주)이오테크닉스,39030,14-Dec,44055342,275690540
(주)이오테크닉스,39030,15-Dec,23087578,297347166
(주)이오테크닉스,39030,16-Dec,7037909,302814270
(주)이오테크닉스,39030,17-Dec,18364193,319689725
(주)이오테크닉스,39030,18-Dec,5477796,320917192
(주)이오테크닉스,39030,19-Dec,7255388,329418908
(주)이원,17940,11-Dec,63718908,984769262
(주)이원,17940,12-Dec,71659530,1047687854
(주)이원,17940,13-Dec,58935462,1096882143
(주)이원,17940,14-Dec,43679769,1128677172
(주)이원,17940,15-Dec,77688185,1195725239
(주)이원,17940,16-Dec,52856110,1233182282
(주)이원,17940,17-Dec,63939714,1283894876
(주)이원,17940,18-Dec,63905827,1332437887
(주)이원,17940,19-Dec,16232362,1336364545
(주)이월드,84680,11-Dec,-6463271,101257456
(주)이월드,84680,12-Dec,-6792503,94259128
(주)이월드,84680,13-Dec,-12199658,92185753
(주)이월드,84680,14-Dec,3967999,92480109
(주)이월드,84680,15-Dec,-2436193,126338661
(주)이월드,84680,16-Dec,2076548,128042406
(주)이월드,84680,17-Dec,3758538,131717447
(주)이월드,84680,18-Dec,9294040,163990809
(주)이월드,84680,19-Dec,12866243,387038451
(주)이즈미디어,181340,17-Dec,-909529,33430392
(주)이즈미디어,181340,18-Dec,3105980,36512705
(주)이즈미디어,181340,19-Dec,-1489261,34469846
(주)이지,37370,11-Dec,3419716,52426398
(주)이지,37370,12-Dec,5275971,57316396
(주)이지,37370,13-Dec,4961250,61902646
(주)이지,37370,14-Dec,2705688,64233334
(주)이지,37370,15-Dec,2723137,66581472
(주)이지,37370,16-Dec,320568,66527040
(주)이지,37370,17-Dec,-1344581,50727022
(주)이지,37370,18-Dec,-16437847,33936911
(주)이지,37370,19-Dec,1478688,35419096
(주)이지홀딩스,35810,11-Dec,4775814,149937621
(주)이지홀딩스,35810,12-Dec,14416628,165260992
(주)이지홀딩스,35810,13-Dec,15130854,184876331
(주)이지홀딩스,35810,14-Dec,17403058,211448858
(주)이지홀딩스,35810,15-Dec,16178432,237384420
(주)이지홀딩스,35810,16-Dec,20067617,254740860
(주)이지홀딩스,35810,17-Dec,16268299,281926339
(주)이지홀딩스,35810,18-Dec,5954153,293328584
(주)이지홀딩스,35810,19-Dec,15135572,303699054
(주)이큐셀,160600,15-Dec,6373334,32015616
(주)이큐셀,160600,16-Dec,806038,32855006
(주)이큐셀,160600,17-Dec,1782749,38125677
(주)이큐셀,160600,18-Dec,5819397,38669461
(주)이큐셀,160600,19-Dec,-39569186,18846765
(주)이크레더블,92130,11-Sep,5669127,21891026
(주)이크레더블,92130,12-Sep,5420506,23818887
(주)이크레더블,92130,13-Dec,5333092,25552862
(주)이크레더블,92130,14-Dec,5743038,27441948
(주)이크레더블,92130,15-Dec,7028238,30299827
(주)이크레더블,92130,16-Dec,9252659,34494174
(주)이크레더블,92130,17-Dec,10272309,38383375
(주)이크레더블,92130,18-Dec,11806614,43806881
(주)이크레더블,92130,19-Dec,12957448,48695117
(주)이퓨쳐,134060,11-Dec,-108376,16376509
(주)이퓨쳐,134060,12-Dec,41547,16348160
(주)이퓨쳐,134060,13-Dec,770337,16672666
(주)이퓨쳐,134060,14-Dec,622496,17163492
(주)이퓨쳐,134060,15-Dec,-357618,16780953
(주)이퓨쳐,134060,16-Dec,188200,16947752
(주)이퓨쳐,134060,17-Dec,-579692,16496402
(주)이퓨쳐,134060,18-Dec,333234,16872062
(주)이퓨쳐,134060,19-Dec,1713288,18390639
(주)인디에프,14990,11-Dec,-25896253,104568106
(주)인디에프,14990,12-Dec,-9159812,95121043
(주)인디에프,14990,13-Dec,-5787449,89944710
(주)인디에프,14990,14-Dec,-8266528,81122246
(주)인디에프,14990,15-Dec,-5873378,75386331
(주)인디에프,14990,16-Dec,-9568848,65542100
(주)인디에프,14990,17-Dec,710163,66359247
(주)인디에프,14990,18-Dec,200208,66100341
(주)인디에프,14990,19-Dec,-3269905,62471499
(주)인바디,41830,11-Dec,5303605,41153540
(주)인바디,41830,12-Dec,4325870,44934905
(주)인바디,41830,13-Dec,5566824,49957224
(주)인바디,41830,14-Dec,8745881,58158600
(주)인바디,41830,15-Dec,15540392,72882233
(주)인바디,41830,16-Dec,16020006,87813228
(주)인바디,41830,17-Dec,17971479,101570155
(주)인바디,41830,18-Dec,20032242,119726652
(주)인바디,41830,19-Dec,21726507,136093732
(주)인바이오젠,101140,11-Dec,794544,5804679
(주)인바이오젠,101140,12-Dec,-1368782,4526045
(주)인바이오젠,101140,13-Dec,-1380321,3670110
(주)인바이오젠,101140,14-Dec,-1612376,4124318
(주)인바이오젠,101140,15-Dec,-5686229,7799700
(주)인바이오젠,101140,16-Dec,-2255875,5751446
(주)인바이오젠,101140,17-Dec,-1210953,11324401
(주)인바이오젠,101140,18-Dec,1664029,23351988
(주)인바이오젠,101140,19-Dec,13123922,65996478
(주)인산가,277410,17-Dec,,
(주)인산가,277410,18-Dec,-1036418,23318099
(주)인산가,277410,19-Dec,2879825,29582608
(주)인성정보,33230,11-Dec,823172,31234468
(주)인성정보,33230,12-Dec,1848191,32933763
(주)인성정보,33230,13-Dec,4929068,37844056
(주)인성정보,33230,14-Dec,-5225456,31995062
(주)인성정보,33230,15-Dec,-5488465,26369354
(주)인성정보,33230,16-Dec,1101308,34161469
(주)인성정보,33230,17-Dec,-3541643,42313681
(주)인성정보,33230,18-Dec,-69384,39925525
(주)인성정보,33230,19-Dec,-399991,38260560
(주)인스코비,6490,11-Dec,-3529425,10967744
(주)인스코비,6490,12-Dec,-8718764,14231086
(주)인스코비,6490,13-Dec,-6901096,23090404
(주)인스코비,6490,14-Dec,-7757949,21342828
(주)인스코비,6490,15-Dec,-22014186,28005708
(주)인스코비,6490,16-Dec,-6909975,34507157
(주)인스코비,6490,17-Dec,-3259796,35179251
(주)인스코비,6490,18-Dec,-7830805,29415526
(주)인스코비,6490,19-Dec,-23784371,24589801
(주)인지디스플레이,37330,11-Dec,13796151,94341390
(주)인지디스플레이,37330,12-Dec,14068883,107431338
(주)인지디스플레이,37330,13-Dec,1752455,108578058
(주)인지디스플레이,37330,14-Dec,2694586,109360160
(주)인지디스플레이,37330,15-Dec,-5167585,103456942
(주)인지디스플레이,37330,16-Dec,4860665,106252974
(주)인지디스플레이,37330,17-Dec,4430028,107838768
(주)인지디스플레이,37330,18-Dec,3816601,108986063
(주)인지디스플레이,37330,19-Dec,12363662,136634469
(주)인콘,83640,11-Dec,1920038,24188997
(주)인콘,83640,12-Dec,3227528,26990318
(주)인콘,83640,13-Dec,3256353,31259279
(주)인콘,83640,14-Dec,2374364,38461797
(주)인콘,83640,15-Dec,2229271,48027245
(주)인콘,83640,16-Dec,-881216,47178127
(주)인콘,83640,17-Dec,860022,48110911
(주)인콘,83640,18-Dec,-1874563,50413523
(주)인콘,83640,19-Dec,-11279998,65180785
(주)인터로조,119610,11-Dec,6837900,38731005
(주)인터로조,119610,12-Dec,8659144,46711964
(주)인터로조,119610,13-Dec,9032514,55153703
(주)인터로조,119610,14-Dec,7363219,61241375
(주)인터로조,119610,15-Dec,12593351,74084149
(주)인터로조,119610,16-Dec,19623035,90929549
(주)인터로조,119610,17-Dec,19593544,102989954
(주)인터로조,119610,18-Dec,14769548,122053018
(주)인터로조,119610,19-Dec,18080487,132752905
(주)인터엠,17250,11-Sep,1158809,72340451
(주)인터엠,17250,12-Sep,1153778,71975471
(주)인터엠,17250,13-Sep,1301635,71872431
(주)인터엠,17250,14-Sep,3392312,74110615
(주)인터엠,17250,15-Sep,2380986,76253037
(주)인터엠,17250,16-Sep,938251,74852353
(주)인터엠,17250,17-Sep,2014666,83235697
(주)인터엠,17250,18-Sep,-5195776,75781863
(주)인터엠,17250,19-Sep,-8274996,65621987
(주)인터플렉스,51370,11-Dec,31081347,250349378
(주)인터플렉스,51370,12-Dec,54438492,300323966
(주)인터플렉스,51370,13-Dec,-740432,369513129
(주)인터플렉스,51370,14-Dec,-58777621,310700428
(주)인터플렉스,51370,15-Dec,-89516396,219972501
(주)인터플렉스,51370,16-Dec,-59947178,213231570
(주)인터플렉스,51370,17-Dec,35999774,324573432
(주)인터플렉스,51370,18-Dec,-81865403,243350069
(주)인터플렉스,51370,19-Dec,-27790885,217307735
(주)인텍플러스,64290,11-Dec,4890307,27576797
(주)인텍플러스,64290,12-Dec,3083581,29702534
(주)인텍플러스,64290,13-Dec,-6824999,23060853
(주)인텍플러스,64290,14-Dec,-5638646,16851693
(주)인텍플러스,64290,15-Dec,452263,17671852
(주)인텍플러스,64290,16-Dec,-3552563,14934835
(주)인텍플러스,64290,17-Dec,227513,18735885
(주)인텍플러스,64290,18-Dec,-6774266,16440656
(주)인텍플러스,64290,19-Dec,5455916,21752092
(주)인텔리안테크놀로지스,189300,16-Dec,6993746,66175719
(주)인텔리안테크놀로지스,189300,17-Dec,3771615,66945022
(주)인텔리안테크놀로지스,189300,18-Dec,9793545,77808724
(주)인텔리안테크놀로지스,189300,19-Dec,5449931,80209749
(주)인트로메딕,150840,13-Dec,2233639,17218744
(주)인트로메딕,150840,14-Dec,1167031,18529778
(주)인트로메딕,150840,15-Dec,-882048,19459158
(주)인트로메딕,150840,16-Dec,-5581632,14247936
(주)인트로메딕,150840,17-Dec,-4191332,10879908
(주)인트로메딕,150840,18-Dec,-5105384,15185433
(주)인트로메딕,150840,19-Dec,-17028032,17012122
(주)인트론바이오테크놀로지,48530,11-Dec,323771,10003891
(주)인트론바이오테크놀로지,48530,12-Dec,-1184208,11928983
(주)인트론바이오테크놀로지,48530,13-Dec,353675,17484431
(주)인트론바이오테크놀로지,48530,14-Dec,20531,19388762
(주)인트론바이오테크놀로지,48530,15-Dec,1557912,34441631
(주)인트론바이오테크놀로지,48530,16-Dec,-584394,49173751
(주)인트론바이오테크놀로지,48530,17-Dec,-8641039,30462982
(주)인트론바이오테크놀로지,48530,18-Dec,8774377,39330152
(주)인트론바이오테크놀로지,48530,19-Dec,-3086521,65246305
(주)인팩,23810,11-Dec,7656381,47828717
(주)인팩,23810,12-Dec,4042125,50431103
(주)인팩,23810,13-Dec,15503329,65990035
(주)인팩,23810,14-Dec,12225675,75869699
(주)인팩,23810,15-Dec,6030979,78777100
(주)인팩,23810,16-Dec,7273851,84633249
(주)인팩,23810,17-Dec,4188712,86800854
(주)인팩,23810,18-Dec,1786818,87696472
(주)인팩,23810,19-Dec,-720928,84711745
(주)인포마크,175140,15-Dec,-678172,26797799
(주)인포마크,175140,16-Dec,1082969,28155999
(주)인포마크,175140,17-Dec,-6983528,21874178
(주)인포마크,175140,18-Dec,1915432,23694659
(주)인포마크,175140,19-Dec,-11700367,11841966
(주)인포바인,115310,11-Dec,9388143,38551107
(주)인포바인,115310,12-Dec,9984560,43578707
(주)인포바인,115310,13-Dec,11736514,51775754
(주)인포바인,115310,14-Dec,12405455,60404394
(주)인포바인,115310,15-Dec,10036966,65176957
(주)인포바인,115310,16-Dec,11945879,73843877
(주)인포바인,115310,17-Dec,11291454,75461134
(주)인포바인,115310,18-Dec,7240777,78647058
(주)인포바인,115310,19-Dec,9028113,84899321
(주)인피니트헬스케어,71200,11-Dec,-1838858,50698641
(주)인피니트헬스케어,71200,12-Dec,-5492087,46538426
(주)인피니트헬스케어,71200,13-Dec,8182948,55549326
(주)인피니트헬스케어,71200,14-Dec,1566834,57777599
(주)인피니트헬스케어,71200,15-Dec,3352385,61184396
(주)인피니트헬스케어,71200,16-Dec,7351125,69098764
(주)인피니트헬스케어,71200,17-Dec,1792829,70504920
(주)인피니트헬스케어,71200,18-Dec,4678175,76747439
(주)인피니트헬스케어,71200,19-Dec,7000986,84099667
(주)일승,333430,19-Dec,,
(주)일신바이오베이스,68330,11-Dec,819011,19763005
(주)일신바이오베이스,68330,12-Dec,1546461,21343321
(주)일신바이오베이스,68330,13-Dec,976157,22235773
(주)일신바이오베이스,68330,14-Dec,1856746,24222376
(주)일신바이오베이스,68330,15-Dec,2391390,24152837
(주)일신바이오베이스,68330,16-Dec,2554970,32694897
(주)일신바이오베이스,68330,17-Dec,1886607,34714390
(주)일신바이오베이스,68330,18-Dec,3133630,35182157
(주)일신바이오베이스,68330,19-Dec,4269018,39242081
(주)일신석재,7110,11-Dec,679001,55345866
(주)일신석재,7110,12-Dec,816346,55734316
(주)일신석재,7110,13-Dec,326717,55921655
(주)일신석재,7110,14-Dec,-568366,55291514
(주)일신석재,7110,15-Dec,-2587787,52379298
(주)일신석재,7110,16-Dec,-2242721,50306782
(주)일신석재,7110,17-Dec,169046,50723606
(주)일신석재,7110,18-Dec,413277,51044947
(주)일신석재,7110,19-Dec,909320,51935935
(주)일야,58450,11-Dec,-4076260,20999543
(주)일야,58450,12-Dec,-6729886,14368683
(주)일야,58450,13-Dec,1472011,15537002
(주)일야,58450,14-Dec,3253584,18564824
(주)일야,58450,15-Dec,2843897,24686014
(주)일야,58450,16-Dec,2078887,25742913
(주)일야,58450,17-Dec,-4782793,20907507
(주)일야,58450,18-Dec,-11625465,13882406
(주)일야,58450,19-Dec,-3416597,10559005
(주)일지테크,19540,11-Dec,5172500,55181229
(주)일지테크,19540,12-Dec,19468478,74046746
(주)일지테크,19540,13-Dec,13992590,90425785
(주)일지테크,19540,14-Dec,17741070,106954493
(주)일지테크,19540,15-Dec,10902973,116343590
(주)일지테크,19540,16-Dec,9794770,121952489
(주)일지테크,19540,17-Dec,11245785,130928438
(주)일지테크,19540,18-Dec,7533275,137044890
(주)일지테크,19540,19-Dec,3180074,139584512
(주)일진파워,94820,11-Dec,4746732,60299058
(주)일진파워,94820,12-Dec,526365,57259755
(주)일진파워,94820,13-Dec,4438682,58721643
(주)일진파워,94820,14-Dec,4658564,60943589
(주)일진파워,94820,15-Dec,3252595,61003463
(주)일진파워,94820,16-Dec,6906893,65280223
(주)일진파워,94820,17-Dec,14579108,77928533
(주)일진파워,94820,18-Dec,15837894,89339736
(주)일진파워,94820,19-Dec,11769340,95980831
(주)잇츠한불,226320,15-Dec,83736160,316868538
(주)잇츠한불,226320,16-Dec,58386785,339847746
(주)잇츠한불,226320,17-Dec,27499575,440382574
(주)잇츠한불,226320,18-Dec,8802619,438346339
(주)잇츠한불,226320,19-Dec,-3099622,431578964
(주)잉크테크,49550,11-Dec,-9690954,32360196
(주)잉크테크,49550,12-Dec,1916370,39703085
(주)잉크테크,49550,13-Dec,131372,49893533
