회사명,거래소코드,회계년도,자본(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),유형자산(*)(IFRS연결)(천원),건설중인자산(IFRS연결)(천원),종업원수(IFRS연결),부가가치(IFRS연결)(백만원),기계장치(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),유형자산회전율(연결),순운전자본회전률(연결),운전자본회전률(연결),노동장비율(연결),기계장비율(연결),자본집약도(연결),총자본투자효율(연결),설비투자효율(연결),기계투자효율(연결),부가가치율(연결)
(주)삼양홀딩스,70,19-Dec,2029506524,3589513891,1259477808,527130896,1408101480,96177000,,409187.87,984756000,2488563009,0.693286914,3.398065819,6.796131637,,,,20.16193913,31.18989517,41.55220887,16.44273697
(주)삼에스코리아,60310,11-Mar,18667553,36432133,11883395,8314693,18075649,4021004,,9673.3,4946757,27394090,0.751921113,7.676205522,15.35241104,,,,51.81878953,68.82635598,195.5483158,35.31163109
(주)삼에스코리아,60310,12-Mar,29676313,50464380,17766954,10654422,26644127,1831490,,10541.73,8568296,31177984,0.6178216,4.383528116,8.767056233,,,,35.52237099,42.48532713,123.031814,33.8114549
(주)삼에스코리아,60310,13-Mar,47776707,67660583,19522816,11238238,40633638,15921820,,10369.72,9356348,32236446,0.476443515,3.891139174,7.782278349,,,,21.70455155,41.96259458,110.8308498,32.16768995
(주)삼에스코리아,60310,14-Mar,42992826,71312012,18126888,15919336,44720207,13044159,,5628.71,12497933,28862985,0.404742261,13.07465691,26.14931381,,,,13.09220752,17.76960939,45.03712734,19.50148261
(주)삼에스코리아,60310,15-Mar,37939808,67359972,16069077,22116831,41222707,3674181,,6103.59,22848399,23210542,0.344574698,-3.837877996,-7.675755991,,,,16.08756165,16.25520533,26.7134253,26.29662849
(주)삼에스코리아,60310,16-Mar,34603759,57746389,13426669,16138354,37130483,4117634,,3859.59,21269830,23742422,0.411149899,-8.75559735,-17.5111947,,,,11.15367264,11.69117515,18.1458432,16.25609215
(주)삼에스코리아,60310,17-Mar,29179667,53706904,16712869,15356228,30512675,4482684,,-54.93,21538699,26486288,0.49316356,19.52343177,39.04686354,,,,-0.188247522,-0.211025812,-0.255029331,-0.20739033
(주)삼에스코리아,60310,18-Mar,30752339,49520999,12801670,12539084,29530492,4726204,,6641.04,21885049,31546170,0.637026123,120.1365267,240.2730534,,,,21.59523541,26.77375783,30.34509998,21.05181073
(주)삼에스코리아,60310,19-Mar,34371682,53329221,18079336,17221418,28022560,3772896,,9999,23074407,35751939,0.670400548,41.6729093,83.3458186,,,,29.09080795,41.23356101,43.33372468,27.96771386
(주)삼원강재,23000,11-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼원강재,23000,12-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼원강재,23000,13-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼원강재,23000,14-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼원강재,23000,15-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼원강재,23000,16-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼원강재,23000,17-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼원강재,23000,18-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼원강재,23000,19-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼익악기,2450,11-Dec,144578918,351805364,146591168,184266251,61377066,0,,40011.27,9783991,164701388,0.468160537,-4.371626414,-8.743252828,,,,27.67434599,65.18928422,408.9463083,24.29321968
(주)삼익악기,2450,12-Dec,143987635,322968331,128315925,157478820,57943125,0,,48803.45,21048241,155583864,0.481731021,-5.334993799,-10.6699876,,,,33.89419515,84.22647208,231.8647435,31.367938
(주)삼익악기,2450,13-Dec,181705462,344769973,243499210,123473110,51497735,54838,,101837.4,19375756,158442932,0.459561286,1.320070651,2.640141303,,,,56.0453158,197.9620238,525.5918788,64.27386739
(주)삼익악기,2450,14-Dec,212510706,378836770,201396451,112776764,55244308,132000,,38002.62,20543215,155112617,0.409444461,1.750317816,3.500635632,,,,17.88268493,68.95486939,184.988669,24.50001859
(주)삼익악기,2450,15-Dec,218089776,408469903,194567651,118641649,62865098,1821573,,48886.84,20854414,160730157,0.393493268,2.116931654,4.233863308,,,,22.41592472,80.08521788,234.4196293,30.41547455
(주)삼익악기,2450,16-Dec,224443121,414022232,188528325,140262129,68904921,2577153,,76567.15,22290793,208647230,0.503951754,4.32284388,8.64568776,,,,34.11427789,115.4375495,343.4922661,36.69694057
(주)삼익악기,2450,17-Dec,206619454,599793052,165910698,199856419,215317928,3910714,,81619.71,105140394,262407793,0.43749722,-7.730217102,-15.4604342,,,,39.50243233,38.60781686,77.62926017,31.10414865
(주)삼익악기,2450,18-Dec,211479756,594358054,162516131,212518355,232562864,8961449,,64391.95,77098637,240038309,0.403861456,-4.800552651,-9.601105303,,,,30.44828083,28.79764871,83.51892135,26.82569723
(주)삼익악기,2450,19-Dec,224164954,612852995,176555843,152538274,236809543,499723,,58116.55,82749230,265391541,0.433042741,11.04989189,22.09978379,,,,25.92579659,24.59337069,70.23213388,21.89841838
(주)삼일,32280,11-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일,32280,12-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일,32280,13-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일,32280,14-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일,32280,15-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일,32280,16-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일,32280,17-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일,32280,18-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일,32280,19-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일기업공사,2290,11-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일기업공사,2290,12-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일기업공사,2290,13-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일기업공사,2290,14-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일기업공사,2290,15-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일기업공사,2290,16-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일기업공사,2290,17-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일기업공사,2290,18-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일기업공사,2290,19-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일씨엔에스,4440,16-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일씨엔에스,4440,17-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일씨엔에스,4440,18-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼일씨엔에스,4440,19-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)삼진,32750,11-Dec,40000189,91828914,35773213,45308317,46034915,1207793,,16741.85,9334124,88289560,0.961457085,-9.259422865,-18.51884573,,,,41.85442724,37.34759059,179.3617698,18.96243452
(주)삼진,32750,12-Dec,42627028,76497227,24660126,26061390,42259018,8221,,21839.26,17497708,137309465,1.794960032,-97.98971857,-195.9794371,,,,51.23336302,51.68958115,124.8121183,15.90513808
(주)삼진,32750,13-Dec,47076711,72673320,24419371,19235073,39616972,1154,,22692.81,15405035,146331345,2.013549746,28.22587455,56.45174911,,,,48.20389853,57.2821947,147.3077471,15.50782575
(주)삼진,32750,14-Dec,53431802,83318947,32752096,23509856,41750073,31126,,26391.07,18137256,137443780,1.649610142,14.87126281,29.74252562,,,,49.3920643,63.25919492,145.5075123,19.20135637
(주)삼진,32750,15-Dec,58188527,78358394,27498181,14183854,39981429,0,,24646.77,17655511,115714410,1.476732793,8.69096951,17.38193902,,,,42.35675187,61.64554549,139.5981685,21.2996549
(주)삼진,32750,16-Dec,62853110,83807458,36983830,15130310,36202096,0,,24457.01,14039915,98172878,1.171409805,4.49231419,8.98462838,,,,38.91137606,67.55688952,174.1962825,24.91218603
(주)삼진,32750,17-Dec,63290262,79676217,35904272,10703006,33660348,0,,9888.55,9663495,108784102,1.365327146,4.316612586,8.633225172,,,,15.62412556,29.37744434,102.3289193,9.090069062
(주)삼진,32750,18-Dec,64765932,78444968,40052429,10566484,34181047,0,,15237.69,9941067,87691023,1.11786677,2.973993983,5.947987965,,,,23.52732298,44.57935417,153.2802264,17.37656772
(주)삼진,32750,19-Dec,76734298,96419553,57422007,16449261,26632615,0,,31067.82,13124587,135228931,1.402505268,3.300460531,6.600921061,,,,40.48752749,116.653284,236.7146486,22.97424062
(주)삼진엘앤디,54090,11-Dec,78798373,196287402,98131137,98114411,82727352,2684042,,52340.98,110346210,256603250,1.307283338,15341.57898,30683.15796,,,,66.42393492,65.39082404,47.43341887,20.39762941
(주)삼진엘앤디,54090,12-Dec,82287923,184033478,94462647,76026421,74409578,542175,,68702.36,92678970,269052489,1.461975788,14.59368577,29.18737154,,,,83.49021034,93.00768297,74.12939527,25.53492824
(주)삼진엘앤디,54090,13-Dec,92672566,184020091,99546692,61439313,69765262,313811,,61299.74,94722290,247897578,1.347122353,6.505238211,13.01047642,,,,66.14658755,88.26272039,64.71522173,24.7278495
(주)삼진엘앤디,54090,14-Dec,88483165,172919117,90627888,63700666,68499405,36000,,43004.59,102290590,229979167,1.329981155,8.540768409,17.08153682,,,,48.60200243,62.8139807,42.04158955,18.69934158
(주)삼진엘앤디,54090,15-Dec,102047080,201281074,115615139,77557225,69715485,13665,,67419.54,108248633,281480920,1.398447029,7.396120555,14.79224111,,,,66.06709374,96.72565221,62.28211676,23.95172646
(주)삼진엘앤디,54090,16-Dec,98816014,197988798,113496490,80457522,66520238,6068461,,52368.59,100781611,256575199,1.295907655,7.765835755,15.53167151,,,,52.99605588,86.62870241,51.96244581,20.41062044
(주)삼진엘앤디,54090,17-Dec,88776975,162170125,87230679,56500597,57687916,151440,,31440.01,77987990,220648773,1.360600622,7.180220769,14.36044154,,,,35.41459934,54.64361425,40.31391244,14.2488941
(주)삼진엘앤디,54090,18-Dec,92147028,171051336,93151222,55787503,64474548,110100,,40234.08,76215885,215217526,1.258204297,5.760067032,11.52013406,,,,43.66291662,62.50978801,52.78962515,18.69461133
(주)삼진엘앤디,54090,19-Dec,92608719,170409136,92067629,60796959,64733164,17038,,39578.58,78429076,230790590,1.354332258,7.380417177,14.76083435,,,,42.73742303,61.15721451,50.46416714,17.14913073
(주)삼천리,4690,11-Dec,1142056810,2445760692,927342244,745714264,1263703683,94832560,,203454.74,96037793,2998510382,1.226003178,16.50907741,33.01815482,,,,17.81476527,17.40608832,211.8486209,6.785193782
(주)삼천리,4690,12-Dec,1163778776,2775289821,1082024304,1001090300,1333284410,101946778,,220120.64,103233525,3455369500,1.245048165,42.69366804,85.38733608,,,,18.91430266,17.87654615,213.2259264,6.370393673
(주)삼천리,4690,13-Dec,1195230173,2747656135,979687732,692656552,1357249664,51903112,,252840.67,129415020,3658069483,1.331341807,12.74450212,25.48900425,,,,21.15414049,19.36962024,195.3719669,6.911860783
(주)삼천리,4690,14-Dec,1318184722,3659823478,1176261372,858335090,2220388444,71996978,,227875.54,737162131,3754788200,1.025947897,11.81024789,23.62049577,,,,17.28707185,10.60679786,30.91254019,6.068931931
(주)삼천리,4690,15-Dec,1349051200,3543526900,1024346057,773230802,2254981893,115718939,,311654.28,711823690,3667872079,1.035090796,14.60632919,29.21265838,,,,23.10173847,14.56830164,43.78251024,8.496868846
(주)삼천리,4690,16-Dec,1362989763,3690167118,1202758041,796315752,2219471376,38604000,,311248.38,745384060,3063254301,0.830112622,7.536750933,15.07350187,,,,22.8357093,14.27177019,41.75677972,10.1607098
(주)삼천리,4690,17-Dec,1355816089,3704259229,1185500907,908736795,2226888521,77019991,,307197.56,758167646,3295097686,0.889542951,11.90579827,23.81159654,,,,22.65776033,14.28913237,40.51842117,9.322866551
(주)삼천리,4690,18-Dec,1368320165,3699411189,1174762031,758477199,2261959842,71003372,,342827.65,787199522,3458139501,0.934781057,8.307147499,16.614295,,,,25.05463698,15.64739668,43.55028686,9.913644314
(주)삼천리,4690,19-Dec,1392949320,3912362195,1315726675,973326769,2202288913,54583177,,361429.08,792543465,3461627493,0.884792184,10.10989615,20.21979231,,,,25.94703733,16.82861269,45.60369191,10.44101599
(주)삼표시멘트,38500,11-Dec,533091123,1560204642,272461466,831674346,959956896,5728000,,121606.46,850901896,584534130,0.374652218,-1.045280162,-2.090560325,,,,22.811571,12.74395069,14.29147832,20.80399651
(주)삼표시멘트,38500,12-Dec,462042745,1475796322,297326215,480694678,905692917,3979000,,134953.32,865216000,635366594,0.430524582,-3.464972022,-6.929944044,,,,29.20797295,14.9663122,15.59764498,21.24022907
(주)삼표시멘트,38500,13-Dec,257401157,1379971344,314173295,954122235,846611032,8528000,,-38097.04,847947032,609732692,0.441844459,-0.952783345,-1.905566691,,,,-14.80064831,-4.54573575,-4.492856106,-6.248154396
(주)삼표시멘트,38500,14-Dec,570082944,1312244568,313115903,206072404,763028620,12474000,,544251.47,851084000,557237633,0.424644648,5.205712054,10.41142411,,,,95.46882181,72.51323961,63.94803216,97.66954667
(주)삼표시멘트,38500,15-Dec,549198460,1107696145,183975092,163376914,692386462,26303000,,175599.59,818886462,563812485,0.508995619,27.37195906,54.74391813,,,,31.97379505,26.36300104,21.44370412,31.14503397
(주)삼표시멘트,38500,16-Dec,596713854,1263350828,247756281,228624930,764193226,42977000,,200096.8,220650226,615909683,0.487520702,32.19373702,64.38747405,,,,33.53312457,27.74435638,90.68506461,32.4880101
(주)삼표시멘트,38500,17-Dec,632315705,1265303707,200454948,301288814,803546715,53110000,,215821.63,217380000,671307465,0.530550461,-6.657559525,-13.31511905,,,,34.13194205,28.75947108,99.28311252,32.14944586
(주)삼표시멘트,38500,18-Dec,621044662,1306846597,232279779,222738283,815753383,43841000,,150067.48,942473000,576027308,0.44077653,60.37075402,120.741508,,,,24.16371787,19.44099917,15.92273519,26.05214682
(주)삼표시멘트,38500,19-Dec,635202566,1346969002,219605709,264390830,869731980,29827000,,211055.14,958789980,595485610,0.442093032,-13.29650555,-26.5930111,,,,33.22643064,25.12845441,22.01265599,35.44252564
(주)삼화네트웍스,46390,11-Dec,31890552,39433601,16789429,6696173,534986,0,,2186.99,429076,25839976,0.655278122,2.560122918,5.120245835,,,,6.857799138,408.793875,509.6975827,8.463591452
(주)삼화네트웍스,46390,12-Dec,27516378,31727874,9724070,3352353,516289,0,,-711.01,429076,18778857,0.591872528,2.94722082,5.89444164,,,,-2.583952001,-137.7155043,-165.7072407,-3.78622618
(주)삼화네트웍스,46390,13-Dec,33136477,40350090,23574404,5926957,370006,0,,5698.47,427876,43754688,1.084376466,2.479377782,4.958755564,,,,17.19696997,1540.102052,1331.804074,13.02367874
(주)삼화네트웍스,46390,14-Dec,34233570,40734259,23182101,4972933,212297,0,,1677.03,427876,32846587,0.806362698,1.803848863,3.607697727,,,,4.898787944,789.9452183,391.9429928,5.105644614
(주)삼화네트웍스,46390,15-Dec,32199799,35922984,17785456,2005151,129696,0,,1046.93,427876,19754542,0.549913727,1.251847921,2.503695841,,,,3.251355699,807.2184185,244.6807019,5.299692597
(주)삼화네트웍스,46390,16-Dec,39264089,44917658,32763216,3606387,941143,800889,,11478.58,427876,45701998,1.01746173,1.567454335,3.134908669,,,,29.234296,8184.137351,2682.688442,25.11614481
(주)삼화네트웍스,46390,17-Dec,38636426,44058838,33758305,2778135,1066192,807917,,4120.64,223000,21001397,0.476667065,0.677898055,1.355796111,,,,10.66516867,1595.446714,1847.820628,19.62078999
(주)삼화네트웍스,46390,18-Dec,34513983,54810391,39104676,17449812,1010856,816243,,1341.12,223000,12559043,0.229136169,0.579964067,1.159928134,,,,3.885729445,689.1214873,601.3991031,10.67852065
(주)삼화네트웍스,46390,19-Dec,34912293,43303787,22065880,5129272,1293913,0,,8639.33,223000,54197930,1.251574833,3.200046314,6.400092628,,,,24.74581088,667.690177,3874.139013,15.94033204
(주)상보,27580,11-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)상보,27580,12-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)상보,27580,13-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)상보,27580,14-Dec,60534451,174701109,90643763,97142289,69926526,683300,,25898.61,52502110,226913198,1.298865241,-34.91764102,-69.83528203,,,,42.78325742,37.40237348,49.32870317,11.41344366
(주)상보,27580,15-Dec,54398904,176565283,90142374,95379435,69932639,645900,,25712.38,60248487,178636196,1.01172888,-34.11000865,-68.2200173,,,,47.26635669,37.1101027,42.67722109,14.39371224
(주)상보,27580,16-Dec,53600599,168504610,94307034,95594173,65179030,2493084,,5799.8,64612929,151681829,0.900164269,-117.8441715,-235.6883429,,,,10.82040147,9.252153585,8.976222081,3.823661699
(주)상보,27580,17-Dec,47793017,162384453,94263784,85021716,57570907,1911234,,21248.76,66991881,127789248,0.786954943,13.8269106,27.6538212,,,,44.45996787,38.17622141,31.71841077,16.62797171
(주)상보,27580,18-Dec,19854325,118184340,76791567,92426377,36370453,1874275,,-6178.97,44624098,127480778,1.078660489,-8.153650604,-16.30730121,,,,-31.12153145,-17.91204231,-13.84671125,-4.846981715
(주)상보,27580,19-Dec,29448685,104559643,73605090,70482770,26808320,608500,,2032.04,37926823,48850032,0.46719777,15.64542776,31.29085552,,,,6.900274155,7.755931148,5.357791239,4.159751625
(주)상상인,38540,11-Dec,47139206,64585941,49628145,16498179,2108028,0,,14702.82,0,56869524,0.880524819,1.716558478,3.433116955,,,,31.19021563,697.4679653,#DIV/0!,25.85360131
(주)상상인,38540,12-Dec,65719142,404172271,215068005,297217507,8166404,0,,13495.99,0,84221148,0.208379332,-1.025217998,-2.050435997,,,,20.53585849,165.2623358,#DIV/0!,16.02446692
(주)상상인,38540,13-Dec,77778241,421979627,233265550,307727731,8197762,0,,23759.05,0,97953874,0.232129391,-1.31548489,-2.63096978,,,,30.54716807,289.8236128,#DIV/0!,24.25534492
(주)상상인,38540,14-Dec,97786380,467464220,340166320,307364790,11218626,0,,42207.62,0,203079435,0.434427762,6.191157394,12.38231479,,,,43.16308672,376.2280693,#DIV/0!,20.78379822
(주)상상인,38540,15-Dec,154970478,786123379,526857785,522775379,35462250,78050,,61709.98,59332445,191150036,0.243155262,46.82288729,93.64577458,,,,39.82047471,174.3998169,104.0071415,32.28353041
(주)상상인,38540,16-Dec,198014009,1435888907,866702881,1047164186,28042933,0,,117095.16,507670,334876891,0.23321922,-1.855671447,-3.711342894,,,,59.13478576,417.5567513,23065.21165,34.96662898
(주)상상인,38540,17-Dec,294247599,2043693616,1476179618,1595011278,27215975,0,,151327.32,507670,397628354,0.194563584,-3.346148274,-6.692296548,,,,51.42856578,556.0238794,29808.20612,38.05747716
(주)상상인,38540,18-Dec,431677177,2842816258,2088914182,2131231409,82319278,16726221,,230214.45,11666110,484381840,0.170388022,-11.44644568,-22.89289135,,,,53.33023432,350.9738081,1973.360872,47.52747337
(주)상상인,38540,19-Dec,618663099,3627156735,2776704979,2612867545,99405346,4190054,,242189.19,8330733,541349885,0.149249102,3.304189231,6.608378461,,,,39.14718534,254.3595518,2907.177436,44.73801449
(주)상상인인더스트리,101000,11-Dec,21079287,82070053,37419382,50355681,38332664,7640410,,-9663.95,6747224,40353408,0.491694675,-3.119393576,-6.238787152,,,,-45.84571575,-31.48660897,-143.2285337,-23.94828709
(주)상상인인더스트리,101000,12-Dec,13804457,86691925,34808920,60787388,48625346,9835594,,8240.93,11655286,51031861,0.588657606,-1.964390702,-3.928781405,,,,59.69760346,21.24512165,70.70551508,16.14859783
(주)상상인인더스트리,101000,13-Dec,27259278,97563737,38671677,52153545,55362912,19540559,,16925.98,8889498,67380433,0.69062989,-4.997855861,-9.995711722,,,,62.09254699,47.24977167,190.4042276,25.1200226
(주)상상인인더스트리,101000,14-Dec,30722634,113789347,51343121,62612635,57349758,22878591,,14795.92,8222922,130219265,1.144388894,-11.55500273,-23.11000545,,,,48.15967277,42.92259673,179.9350644,11.36231263
(주)상상인인더스트리,101000,15-Dec,35779868,111356662,45747436,46903008,58828897,23427291,,18233.07,9900058,122422515,1.099373067,-105.9410534,-211.8821069,,,,50.95901975,51.50351089,184.1713453,14.89355941
(주)상상인인더스트리,101000,16-Dec,44863128,132078004,43133080,85939709,80691977,46212928,,25031.12,9311042,128443782,0.972484275,-3.000558208,-6.001116416,,,,55.79441541,72.59805803,268.8326398,19.4879967
(주)상상인인더스트리,101000,17-Dec,47288364,168270390,38289163,118273662,117487602,29973768,,-2447.1,18208728,95702436,0.568741987,-1.196512289,-2.393024578,,,,-5.174845973,-2.79624362,-13.43915951,-2.556988205
(주)상상인인더스트리,101000,18-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)상상인인더스트리,101000,19-Dec,24665123,47833180,37536008,17264221,7883352,440,,-2974.14,948414,32880655,0.687402656,1.621990947,3.243981895,,,,-12.05807893,-37.72895093,-313.5909002,-9.045257766
(주)상아프론테크,89980,11-Dec,72320456,112844339,45362217,25809660,64553649,5595146,,27547.46,38033474,106413933,0.943015254,5.442456094,10.88491219,,,,38.0908273,46.72347261,72.42951301,25.88708003
(주)상아프론테크,89980,12-Dec,74419954,119965860,48028736,29323637,69587402,4326552,,28753.45,45059884,94040100,0.783890517,5.027511482,10.05502296,,,,38.63674788,44.05926371,63.81163786,30.57573312
(주)상아프론테크,89980,13-Dec,80548148,143645644,63245094,45024726,78720491,2763512,,34841.96,51162757,107811747,0.75053962,5.917100412,11.83420082,,,,43.25606592,45.87065002,68.1002394,32.31740601
(주)상아프론테크,89980,14-Dec,84285159,154764487,65178966,58464008,86211690,1579398,,37073.91,55239845,128382851,0.829536889,19.11893581,38.23787163,,,,43.9862847,43.80586786,67.11443524,28.87761855
(주)상아프론테크,89980,15-Dec,92602348,180814312,74396076,67154115,101834348,17137351,,45561.24,61385841,143739802,0.7949581,19.8481878,39.69637561,,,,49.20095547,53.79321772,74.22108952,31.69702432
(주)상아프론테크,89980,16-Dec,98399836,201973938,90646896,77854534,102379829,9291458,,52721.12,68091316,156294805,0.773836499,12.21782224,24.43564449,,,,53.57846328,56.63555977,77.42708336,33.73184413
(주)상아프론테크,89980,17-Dec,109483779,219920722,105225178,81088414,105236239,2652786,,54529.28,29319285,153236134,0.696778969,6.348661072,12.69732214,,,,49.80580731,53.15601923,185.9843444,35.58513164
(주)상아프론테크,89980,18-Dec,119217493,239055868,124765324,114414698,104806860,1790619,,63418.05,77958753,182073848,0.761637225,17.5906122,35.1812244,,,,53.1952555,61.56121538,81.34820987,34.83094947
(주)상아프론테크,89980,19-Dec,143805479,248318385,131580936,93698860,107223450,2755067,,60137.96,81285508,186171234,0.749727951,4.914493968,9.828987936,,,,41.81896296,57.56570387,73.98361833,32.30249846
(주)상지카일룸,42940,11-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)상지카일룸,42940,12-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)상지카일룸,42940,13-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)상지카일룸,42940,14-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)상지카일룸,42940,15-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)상지카일룸,42940,16-Dec,2581385,20633897,14798803,16019253,1267408,0,,-3444,0,5908248,0.286336992,-4.8410406,-9.6820812,,,,-133.4167511,-271.7356999,#DIV/0!,-58.29139197
(주)상지카일룸,42940,17-Dec,26787407,40446347,20897415,9567773,310327,0,,-5366.43,0,13455342,0.332671378,1.187622875,2.375245749,,,,-20.033406,-1729.282338,#DIV/0!,-39.88326718
(주)상지카일룸,42940,18-Dec,44529668,127635929,101377776,79779816,239024,0,,14538.01,0,31021854,0.243049541,1.436332598,2.872665196,,,,32.64791914,6082.238604,#DIV/0!,46.86376901
