회사명,거래소코드,회계년도,매출액(수익)(요약)(IFRS)(백만원),매출원가(요약)(IFRS)(백만원),매출액(수익)(요약)(IFRS연결)(백만원),매출원가(요약)(IFRS연결)(백만원),통계청 한국표준산업분류 10차(소분류)
(주)CMG제약,058820,2001/12,,,,,  의약품 제조업
(주)CMG제약,058820,2002/12,,,,,  의약품 제조업
(주)CMG제약,058820,2003/12,,,,,  의약품 제조업
(주)CMG제약,058820,2004/12,,,,,  의약품 제조업
(주)CMG제약,058820,2005/12,,,,,  의약품 제조업
(주)CMG제약,058820,2006/12,,,,,  의약품 제조업
(주)CMG제약,058820,2007/12,1796,1482,,,  의약품 제조업
(주)CMG제약,058820,2008/12,10808,6852,,,  의약품 제조업
(주)CMG제약,058820,2009/12,10147,7678,,,  의약품 제조업
(주)CMG제약,058820,2010/12,11350,8218,11350,8218,  의약품 제조업
(주)CMG제약,058820,2011/12,17752,10326,17752,10326,  의약품 제조업
(주)CMG제약,058820,2012/12,16255,11649,16255,11649,  의약품 제조업
(주)CMG제약,058820,2013/12,20322,12507,20402,12507,  의약품 제조업
(주)CMG제약,058820,2014/12,22753,14318,22753,14318,  의약품 제조업
(주)CMG제약,058820,2015/12,27042,17238,27042,17238,  의약품 제조업
(주)CMG제약,058820,2016/12,32970,19663,32970,19663,  의약품 제조업
(주)CMG제약,058820,2017/12,41536,23498,41536,23498,  의약품 제조업
(주)CMG제약,058820,2018/12,49865,27125,49865,27125,  의약품 제조업
(주)CMG제약,058820,2019/12,58623,29700,58623,29700,  의약품 제조업
(주)CMG제약,058820,2020/12,64460,33249,,,  의약품 제조업
(주)DB하이텍,000990,2000/12,,,,,  반도체 제조업
(주)DB하이텍,000990,2001/12,,,,,  반도체 제조업
(주)DB하이텍,000990,2002/12,,,,,  반도체 제조업
(주)DB하이텍,000990,2003/12,,,,,  반도체 제조업
(주)DB하이텍,000990,2004/12,,,,,  반도체 제조업
(주)DB하이텍,000990,2005/12,,,,,  반도체 제조업
(주)DB하이텍,000990,2006/12,,,,,  반도체 제조업
(주)DB하이텍,000990,2007/12,1372190,1156010,1462818,1238988,  반도체 제조업
(주)DB하이텍,000990,2008/12,1347649,1143619,1880811,1511457,  반도체 제조업
(주)DB하이텍,000990,2009/12,1152893,1005610,1236479,1081310,  반도체 제조업
(주)DB하이텍,000990,2010/12,593442,727263,620043,753813,  반도체 제조업
(주)DB하이텍,000990,2011/12,534317,443140,552216,460441,  반도체 제조업
(주)DB하이텍,000990,2012/12,583902,486953,590786,494003,  반도체 제조업
(주)DB하이텍,000990,2013/12,493752,404501,493752,404501,  반도체 제조업
(주)DB하이텍,000990,2014/12,567718,430813,567718,430813,  반도체 제조업
(주)DB하이텍,000990,2015/12,666595,436916,666595,436916,  반도체 제조업
(주)DB하이텍,000990,2016/12,773140,483130,773140,483130,  반도체 제조업
(주)DB하이텍,000990,2017/12,679738,426171,679738,426171,  반도체 제조업
(주)DB하이텍,000990,2018/12,669279,453943,669279,453943,  반도체 제조업
(주)DB하이텍,000990,2019/12,807416,513293,807416,513293,  반도체 제조업
(주)DB하이텍,000990,2020/12,935920,577035,935920,577035,  반도체 제조업
(주)ES큐브,050120,2002/06,,,,,  생활용품 도매업
(주)ES큐브,050120,2003/06,,,,,  생활용품 도매업
(주)ES큐브,050120,2004/06,,,,,  생활용품 도매업
(주)ES큐브,050120,2005/12,,,,,  생활용품 도매업
(주)ES큐브,050120,2006/12,,,,,  생활용품 도매업
(주)ES큐브,050120,2007/12,11781,10360,,,  생활용품 도매업
(주)ES큐브,050120,2008/12,12987,11720,,,  생활용품 도매업
(주)ES큐브,050120,2009/12,28258,22306,,,  생활용품 도매업
(주)ES큐브,050120,2010/12,34640,27040,43887,32967,  생활용품 도매업
(주)ES큐브,050120,2011/12,41700,29105,53380,38477,  생활용품 도매업
(주)ES큐브,050120,2012/12,44178,31651,55971,40291,  생활용품 도매업
(주)ES큐브,050120,2013/12,45823,34023,58597,44089,  생활용품 도매업
(주)ES큐브,050120,2014/12,37188,30574,44460,34937,  생활용품 도매업
(주)ES큐브,050120,2015/12,36887,30736,42153,30433,  생활용품 도매업
(주)ES큐브,050120,2016/12,34818,28469,34289,24454,  생활용품 도매업
(주)ES큐브,050120,2017/12,37105,30497,35746,26058,  생활용품 도매업
(주)ES큐브,050120,2018/12,31309,25694,33764,26036,  생활용품 도매업
(주)ES큐브,050120,2019/12,28527,22708,43708,35511,  생활용품 도매업
(주)ES큐브,050120,2020/12,30293,24197,80672,56530,  생활용품 도매업
(주)HJ중공업,097230,2007/12,1444721,1252695,1218728,1099381,  토목 건설업
(주)HJ중공업,097230,2008/12,3848033,3182744,3403175,2868343,  토목 건설업
(주)HJ중공업,097230,2009/12,3227619,2635434,3679824,3145502,  토목 건설업
(주)HJ중공업,097230,2010/12,2734440,2436522,3167774,2841789,  토목 건설업
(주)HJ중공업,097230,2011/12,2316017,2156842,2891499,2664558,  토목 건설업
(주)HJ중공업,097230,2012/12,1980761,1833445,2549319,2358260,  토목 건설업
(주)HJ중공업,097230,2013/12,1927307,1900927,2529341,2464368,  토목 건설업
(주)HJ중공업,097230,2014/12,1799016,1798250,2520325,2537259,  토목 건설업
(주)HJ중공업,097230,2015/12,2041347,1972358,3115473,3004437,  토목 건설업
(주)HJ중공업,097230,2016/12,1928591,1776465,2813271,2753545,  토목 건설업
(주)HJ중공업,097230,2017/12,1737428,1545012,2452314,2431066,  토목 건설업
(주)HJ중공업,097230,2018/12,1750954,1551132,1697869,1557089,  토목 건설업
(주)HJ중공업,097230,2019/12,1609530,1439132,1628751,1451267,  토목 건설업
(주)HJ중공업,097230,2020/12,1694634,1564813,1695815,1565344,  토목 건설업
(주)MH에탄올,023150,2000/12,,,,,  알코올음료 제조업
(주)MH에탄올,023150,2001/12,,,,,  알코올음료 제조업
(주)MH에탄올,023150,2002/12,,,,,  알코올음료 제조업
(주)MH에탄올,023150,2003/12,,,,,  알코올음료 제조업
(주)MH에탄올,023150,2004/12,,,,,  알코올음료 제조업
(주)MH에탄올,023150,2005/12,,,,,  알코올음료 제조업
(주)MH에탄올,023150,2006/12,,,,,  알코올음료 제조업
(주)MH에탄올,023150,2007/12,40145,28122,,,  알코올음료 제조업
(주)MH에탄올,023150,2008/12,43176,31254,49352,41784,  알코올음료 제조업
(주)MH에탄올,023150,2009/12,43825,31981,64449,52198,  알코올음료 제조업
(주)MH에탄올,023150,2010/12,43305,31860,55048,46933,  알코올음료 제조업
(주)MH에탄올,023150,2011/12,43207,32716,44785,37259,  알코올음료 제조업
(주)MH에탄올,023150,2012/12,45489,35478,59768,49030,  알코올음료 제조업
(주)MH에탄올,023150,2013/12,46299,33248,62200,54317,  알코올음료 제조업
(주)MH에탄올,023150,2014/12,48984,37110,48984,37110,  알코올음료 제조업
(주)MH에탄올,023150,2015/12,50386,36425,50386,36425,  알코올음료 제조업
(주)MH에탄올,023150,2016/12,48897,33962,48897,33962,  알코올음료 제조업
(주)MH에탄올,023150,2017/12,48270,34577,51977,37226,  알코올음료 제조업
(주)MH에탄올,023150,2018/12,46943,34331,72796,53525,  알코올음료 제조업
(주)MH에탄올,023150,2019/12,46992,35416,80879,54219,  알코올음료 제조업
(주)MH에탄올,023150,2020/12,51277,38909,94645,59824,  알코올음료 제조업
(주)SH에너지화학,002360,2000/06,,,,,  기초 화학물질 제조업
(주)SH에너지화학,002360,2001/06,,,,,  기초 화학물질 제조업
(주)SH에너지화학,002360,2002/06,,,,,  기초 화학물질 제조업
(주)SH에너지화학,002360,2003/06,,,,,  기초 화학물질 제조업
(주)SH에너지화학,002360,2004/06,,,,,  기초 화학물질 제조업
(주)SH에너지화학,002360,2005/06,,,,,  기초 화학물질 제조업
(주)SH에너지화학,002360,2006/12,,,,,  기초 화학물질 제조업
(주)SH에너지화학,002360,2007/12,134601,121848,233764,218694,  기초 화학물질 제조업
(주)SH에너지화학,002360,2008/12,139034,129658,248526,252028,  기초 화학물질 제조업
(주)SH에너지화학,002360,2009/12,136846,122352,136846,122352,  기초 화학물질 제조업
(주)SH에너지화학,002360,2010/12,150354,137805,150631,137805,  기초 화학물질 제조업
(주)SH에너지화학,002360,2011/12,172753,160574,173209,160790,  기초 화학물질 제조업
(주)SH에너지화학,002360,2012/12,191908,178517,193950,178829,  기초 화학물질 제조업
(주)SH에너지화학,002360,2013/12,229784,213397,231912,213952,  기초 화학물질 제조업
(주)SH에너지화학,002360,2014/12,226971,196830,230913,197662,  기초 화학물질 제조업
(주)SH에너지화학,002360,2015/12,213882,179081,216441,179135,  기초 화학물질 제조업
(주)SH에너지화학,002360,2016/12,214380,179726,218398,179759,  기초 화학물질 제조업
(주)SH에너지화학,002360,2017/12,184673,161712,188115,161824,  기초 화학물질 제조업
(주)SH에너지화학,002360,2018/12,180753,169058,183599,171330,  기초 화학물질 제조업
(주)SH에너지화학,002360,2019/12,138162,131861,140853,134184,  기초 화학물질 제조업
(주)SH에너지화학,002360,2020/12,91354,90391,93584,92496,  기초 화학물질 제조업
(주)SIMPAC,009160,2000/12,,,,,  1차 철강 제조업
(주)SIMPAC,009160,2001/12,,,,,  1차 철강 제조업
(주)SIMPAC,009160,2002/12,,,,,  1차 철강 제조업
(주)SIMPAC,009160,2003/12,,,,,  1차 철강 제조업
(주)SIMPAC,009160,2004/12,,,,,  1차 철강 제조업
(주)SIMPAC,009160,2005/12,,,,,  1차 철강 제조업
(주)SIMPAC,009160,2006/12,,,,,  1차 철강 제조업
(주)SIMPAC,009160,2007/12,110684,87590,,,  1차 철강 제조업
(주)SIMPAC,009160,2008/12,131802,107266,,,  1차 철강 제조업
(주)SIMPAC,009160,2009/12,122549,96843,122569,96843,  1차 철강 제조업
(주)SIMPAC,009160,2010/12,180593,143182,181795,143921,  1차 철강 제조업
(주)SIMPAC,009160,2011/12,213868,169699,215366,170410,  1차 철강 제조업
(주)SIMPAC,009160,2012/12,223855,182102,225353,182862,  1차 철강 제조업
(주)SIMPAC,009160,2013/12,204528,163875,205751,164405,  1차 철강 제조업
(주)SIMPAC,009160,2014/12,227492,188349,263152,220085,  1차 철강 제조업
(주)SIMPAC,009160,2015/12,213152,171342,269528,221413,  1차 철강 제조업
(주)SIMPAC,009160,2016/12,215839,175972,267074,217714,  1차 철강 제조업
(주)SIMPAC,009160,2017/12,203150,168484,230635,193010,  1차 철강 제조업
(주)SIMPAC,009160,2018/12,268864,243575,306151,271995,  1차 철강 제조업
(주)SIMPAC,009160,2019/12,391971,357127,430085,385305,  1차 철강 제조업
(주)SIMPAC,009160,2020/12,272087,244369,365863,328185,  1차 철강 제조업
(주)SNT에너지,100840,2008/12,200452,148052,,,  일반 목적용 기계 제조업
(주)SNT에너지,100840,2009/12,182779,123887,,,  일반 목적용 기계 제조업
(주)SNT에너지,100840,2010/12,213919,188599,,,  일반 목적용 기계 제조업
(주)SNT에너지,100840,2011/12,195319,181220,,,  일반 목적용 기계 제조업
(주)SNT에너지,100840,2012/12,230708,191839,,,  일반 목적용 기계 제조업
(주)SNT에너지,100840,2013/12,200751,161808,,,  일반 목적용 기계 제조업
(주)SNT에너지,100840,2014/12,242747,203611,,,  일반 목적용 기계 제조업
(주)SNT에너지,100840,2015/12,260094,202305,,,  일반 목적용 기계 제조업
(주)SNT에너지,100840,2016/12,254090,204980,,,  일반 목적용 기계 제조업
(주)SNT에너지,100840,2017/12,184092,146050,,,  일반 목적용 기계 제조업
(주)SNT에너지,100840,2018/12,139516,118750,,,  일반 목적용 기계 제조업
(주)SNT에너지,100840,2019/12,202823,170292,213327,177635,  일반 목적용 기계 제조업
(주)SNT에너지,100840,2020/12,229991,190965,237400,197311,  일반 목적용 기계 제조업
(주)SNT홀딩스,036530,2002/12,,,,,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2003/12,,,,,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2004/12,,,,,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2005/12,,,,,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2006/12,,,,,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2007/12,157276,127002,1246833,1043692,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2008/12,33063,16270,1090956,915596,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2009/12,31729,8806,1176421,963351,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2010/12,2069,0,1500161,1254983,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2011/12,2258,0,1663846,1449349,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2012/12,8718,0,1668750,1465169,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2013/12,8827,0,1576368,1379202,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2014/12,7702,0,1552375,1380124,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2015/12,8475,0,1612747,1331347,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2016/12,9818,0,1537700,1336618,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2017/12,7418,0,1508152,1303372,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2018/12,7292,0,1401307,1221120,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2019/12,11016,0,1512115,1284171,  회사 본부 및 경영 컨설팅 서비스업
(주)SNT홀딩스,036530,2020/12,25310,0,1435755,1227112,  회사 본부 및 경영 컨설팅 서비스업
(주)STX,011810,2000/12,,,,,  상품 종합 도매업
(주)STX,011810,2001/12,,,,,  상품 종합 도매업
(주)STX,011810,2002/12,,,,,  상품 종합 도매업
(주)STX,011810,2003/12,,,,,  상품 종합 도매업
(주)STX,011810,2004/12,,,,,  상품 종합 도매업
(주)STX,011810,2005/12,,,,,  상품 종합 도매업
(주)STX,011810,2006/12,,,,,  상품 종합 도매업
(주)STX,011810,2007/12,1255199,1039501,8346309,7419896,  상품 종합 도매업
(주)STX,011810,2008/12,2418950,2257675,16265269,15004284,  상품 종합 도매업
(주)STX,011810,2009/12,2225676,2223632,16994194,16536795,  상품 종합 도매업
(주)STX,011810,2010/12,3191730,2984563,4045884,3780427,  상품 종합 도매업
(주)STX,011810,2011/12,4173397,3988988,5967701,5516021,  상품 종합 도매업
(주)STX,011810,2012/12,4116767,3997635,6159850,6353608,  상품 종합 도매업
(주)STX,011810,2013/12,1895063,1814171,2449401,3140865,  상품 종합 도매업
(주)STX,011810,2014/12,1291351,1233380,1634606,1513363,  상품 종합 도매업
(주)STX,011810,2015/12,1362127,1352181,1630827,1586081,  상품 종합 도매업
(주)STX,011810,2016/12,1465561,1494187,1720153,1635394,  상품 종합 도매업
(주)STX,011810,2017/12,1595494,1541890,1803878,1718572,  상품 종합 도매업
(주)STX,011810,2018/12,1329890,1319737,1502985,1483048,  상품 종합 도매업
(주)STX,011810,2019/12,1237876,1225459,1471164,1424697,  상품 종합 도매업
(주)STX,011810,2020/12,788462,774576,975567,935191,  상품 종합 도매업
(주)TCC스틸,002710,2000/12,,,,,  1차 철강 제조업
(주)TCC스틸,002710,2001/12,,,,,  1차 철강 제조업
(주)TCC스틸,002710,2002/12,,,,,  1차 철강 제조업
(주)TCC스틸,002710,2003/12,,,,,  1차 철강 제조업
(주)TCC스틸,002710,2004/12,,,,,  1차 철강 제조업
(주)TCC스틸,002710,2005/12,,,,,  1차 철강 제조업
(주)TCC스틸,002710,2006/12,,,,,  1차 철강 제조업
(주)TCC스틸,002710,2007/12,267844,240463,297902,266875,  1차 철강 제조업
(주)TCC스틸,002710,2008/12,407634,327988,437462,354572,  1차 철강 제조업
(주)TCC스틸,002710,2009/12,342201,301163,363845,320306,  1차 철강 제조업
(주)TCC스틸,002710,2010/12,412110,367619,460900,411175,  1차 철강 제조업
(주)TCC스틸,002710,2011/12,456928,419063,514424,472274,  1차 철강 제조업
(주)TCC스틸,002710,2012/12,440568,399338,501337,457928,  1차 철강 제조업
(주)TCC스틸,002710,2013/12,419484,385343,500833,474105,  1차 철강 제조업
(주)TCC스틸,002710,2014/12,401324,364985,518995,483588,  1차 철강 제조업
(주)TCC스틸,002710,2015/12,350075,311691,495796,451937,  1차 철강 제조업
(주)TCC스틸,002710,2016/12,317236,281559,444454,402899,  1차 철강 제조업
(주)TCC스틸,002710,2017/12,333762,304471,391370,356978,  1차 철강 제조업
(주)TCC스틸,002710,2018/12,351302,320799,413176,377890,  1차 철강 제조업
(주)TCC스틸,002710,2019/12,339334,312320,437174,405618,  1차 철강 제조업
(주)TCC스틸,002710,2020/12,323435,306534,431798,411335,  1차 철강 제조업
(주)가비아,079940,2005/12,,,,,  소프트웨어 개발 및 공급업
(주)가비아,079940,2006/12,,,,,  소프트웨어 개발 및 공급업
(주)가비아,079940,2007/12,17845,8085,27270,12730,  소프트웨어 개발 및 공급업
(주)가비아,079940,2008/12,20480,9822,32695,17447,  소프트웨어 개발 및 공급업
(주)가비아,079940,2009/12,22034,11397,35645,19328,  소프트웨어 개발 및 공급업
(주)가비아,079940,2010/12,26066,14344,40623,21744,  소프트웨어 개발 및 공급업
(주)가비아,079940,2011/12,33793,20762,52839,29174,  소프트웨어 개발 및 공급업
(주)가비아,079940,2012/12,38482,23494,69058,40302,  소프트웨어 개발 및 공급업
(주)가비아,079940,2013/12,40508,24558,70676,38883,  소프트웨어 개발 및 공급업
(주)가비아,079940,2014/12,43906,26875,80432,45276,  소프트웨어 개발 및 공급업
(주)가비아,079940,2015/12,48447,28807,91649,50079,  소프트웨어 개발 및 공급업
(주)가비아,079940,2016/12,49431,28803,102179,54999,  소프트웨어 개발 및 공급업
(주)가비아,079940,2017/12,52366,30562,116218,60313,  소프트웨어 개발 및 공급업
(주)가비아,079940,2018/12,55198,31655,128728,65751,  소프트웨어 개발 및 공급업
(주)가비아,079940,2019/12,58254,34532,148307,75650,  소프트웨어 개발 및 공급업
(주)가비아,079940,2020/12,64097,36827,169045,85881,  소프트웨어 개발 및 공급업
(주)강스템바이오텍,217730,2015/12,1485,253,,,  기초 의약물질 및 생물학적 제제 제조업
(주)강스템바이오텍,217730,2016/12,843,58,,,  기초 의약물질 및 생물학적 제제 제조업
(주)강스템바이오텍,217730,2017/12,5394,2403,9133,5874,  기초 의약물질 및 생물학적 제제 제조업
(주)강스템바이오텍,217730,2018/12,1001,277,9165,7988,  기초 의약물질 및 생물학적 제제 제조업
(주)강스템바이오텍,217730,2019/12,282,141,6005,6429,  기초 의약물질 및 생물학적 제제 제조업
(주)강스템바이오텍,217730,2020/12,295,51,9138,8092,  기초 의약물질 및 생물학적 제제 제조업
(주)강원랜드,035250,2003/12,,,,,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2004/12,,,,,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2005/12,,,,,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2006/12,,,,,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2007/12,1066507,467919,,,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2008/12,1149283,475983,,,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2009/12,1206659,514498,1206659,514498,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2010/12,1313380,487543,1313788,490131,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2011/12,1263651,530019,1265686,538388,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2012/12,1292896,639098,1296191,647846,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2013/12,1356906,718287,1361287,726092,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2014/12,1492291,713324,1496541,722298,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2015/12,1630977,754752,1633717,759646,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2016/12,1694575,782104,1696533,785177,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2017/12,1602902,785131,1604470,787534,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2018/12,1436042,727186,1438059,729593,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2019/12,1517612,734363,1520080,736659,  유원지 및 기타 오락관련 서비스업
(주)강원랜드,035250,2020/12,477475,544369,478579,544500,  유원지 및 기타 오락관련 서비스업
(주)강원에너지,114190,2009/11,38673,30597,,,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)강원에너지,114190,2010/11,30619,23931,,,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)강원에너지,114190,2011/11,50223,37632,,,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)강원에너지,114190,2012/12,106471,85441,,,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)강원에너지,114190,2013/12,50661,38917,,,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)강원에너지,114190,2014/12,51481,40566,,,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)강원에너지,114190,2015/12,48853,40525,46189,38265,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)강원에너지,114190,2016/12,44449,37207,42287,35270,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)강원에너지,114190,2017/12,83113,82248,82035,81170,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)강원에너지,114190,2018/12,85905,80012,85905,80012,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)강원에너지,114190,2019/12,42550,48689,42550,48689,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)강원에너지,114190,2020/12,38345,40204,38345,40204,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)갤럭시아에스엠,011420,2000/12,,,,,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2001/12,,,,,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2002/12,,,,,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2003/12,,,,,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2004/12,,,,,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2005/12,,,,,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2006/12,,,,,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2007/12,46164,36336,,,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2008/12,54450,43187,,,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2009/12,47884,42349,,,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2010/12,42705,35631,56624,47616,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2011/12,31931,26327,47331,38695,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2012/12,37398,33746,55050,47555,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2013/12,30904,28202,46437,41765,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2014/12,33028,31284,43886,40217,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2015/12,53785,48457,62473,56010,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2016/12,45666,45279,52626,51679,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2017/12,36918,37068,37281,37435,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2018/12,22030,24112,22060,27428,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2019/12,28733,26938,28733,26938,  스포츠 서비스업
(주)갤럭시아에스엠,011420,2020/12,19540,16666,,,  스포츠 서비스업
(주)경농,002100,2000/12,,,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2001/12,,,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2002/12,,,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2003/12,,,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2004/12,,,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2005/12,,,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2006/12,,,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2007/12,128992,77863,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2008/12,140802,93791,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2009/12,149832,95150,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2010/12,143043,93206,143434,93364,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2011/12,120728,79074,121254,79220,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2012/12,131021,83086,136970,87614,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2013/12,139237,85548,196359,129161,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2014/12,134807,81145,188483,122780,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2015/12,137609,84402,196419,127106,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2016/12,143210,90377,203985,135372,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2017/12,143175,90974,206534,138860,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2018/12,146217,91409,212655,139911,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2019/12,151342,94631,227511,153098,"  비료, 농약 및 살균, 살충제 제조업"
(주)경농,002100,2020/12,165655,107536,248296,167684,"  비료, 농약 및 살균, 살충제 제조업"
(주)경동나비엔,009450,2000/12,,,,,  가정용 기기 제조업
(주)경동나비엔,009450,2001/12,,,,,  가정용 기기 제조업
(주)경동나비엔,009450,2002/12,,,,,  가정용 기기 제조업
(주)경동나비엔,009450,2003/12,,,,,  가정용 기기 제조업
(주)경동나비엔,009450,2004/12,,,,,  가정용 기기 제조업
(주)경동나비엔,009450,2005/12,,,,,  가정용 기기 제조업
(주)경동나비엔,009450,2006/12,,,,,  가정용 기기 제조업
(주)경동나비엔,009450,2007/12,176294,138459,184546,142481,  가정용 기기 제조업
(주)경동나비엔,009450,2008/12,204876,156529,213965,161705,  가정용 기기 제조업
(주)경동나비엔,009450,2009/12,233315,181450,253009,186750,  가정용 기기 제조업
(주)경동나비엔,009450,2010/12,278277,213052,307182,222261,  가정용 기기 제조업
(주)경동나비엔,009450,2011/12,318269,246619,341247,251541,  가정용 기기 제조업
(주)경동나비엔,009450,2012/12,341339,268143,379014,282583,  가정용 기기 제조업
(주)경동나비엔,009450,2013/12,371601,284158,414178,296169,  가정용 기기 제조업
(주)경동나비엔,009450,2014/12,382392,293438,428985,313841,  가정용 기기 제조업
(주)경동나비엔,009450,2015/12,448302,334830,512031,352051,  가정용 기기 제조업
(주)경동나비엔,009450,2016/12,506082,369055,583253,382333,  가정용 기기 제조업
(주)경동나비엔,009450,2017/12,569820,423217,684661,446079,  가정용 기기 제조업
(주)경동나비엔,009450,2018/12,618058,466382,726742,487844,  가정용 기기 제조업
(주)경동나비엔,009450,2019/12,655419,479160,774291,509636,  가정용 기기 제조업
(주)경동나비엔,009450,2020/12,746325,530411,873409,543042,  가정용 기기 제조업
(주)경동도시가스,267290,2017/12,870829,793617,871548,793238,  연료용 가스 제조 및 배관공급업
(주)경동도시가스,267290,2018/12,1605687,1480519,1606532,1480519,  연료용 가스 제조 및 배관공급업
(주)경동도시가스,267290,2019/12,1421866,1310792,1422708,1310189,  연료용 가스 제조 및 배관공급업
(주)경동도시가스,267290,2020/12,1086023,984204,1086831,983458,  연료용 가스 제조 및 배관공급업
(주)경동인베스트,012320,2000/12,,,,,  기타 금융업
(주)경동인베스트,012320,2001/12,,,,,  기타 금융업
(주)경동인베스트,012320,2002/12,,,,,  기타 금융업
