회사명,거래소코드,회계년도,매출액(수익)(요약)(IFRS)(백만원),매출원가(요약)(IFRS)(백만원),매출액(수익)(요약)(IFRS연결)(백만원),매출원가(요약)(IFRS연결)(백만원),통계청 한국표준산업분류 10차(소분류)
(주)젬백스&카엘,082270,2016/12,26191,17582,109128,92937,  특수 목적용 기계 제조업
(주)젬백스&카엘,082270,2017/12,43956,28227,47875,31627,  특수 목적용 기계 제조업
(주)젬백스&카엘,082270,2018/12,45662,28619,47240,29807,  특수 목적용 기계 제조업
(주)젬백스&카엘,082270,2019/12,40814,26369,42664,28015,  특수 목적용 기계 제조업
(주)젬백스&카엘,082270,2020/12,65663,40136,65663,40115,  특수 목적용 기계 제조업
(주)젬백스링크,064800,2002/12,,,,,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2003/12,,,,,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2004/12,,,,,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2005/12,,,,,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2006/12,,,,,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2007/12,20486,13636,,,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2008/12,26449,17307,,,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2009/12,28678,19715,,,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2010/12,28991,21011,31542,22739,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2011/12,30220,23110,44115,32876,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2012/12,24511,19975,35663,29850,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2013/12,20256,15299,28414,22035,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2014/12,17520,12447,20593,15806,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2015/12,15932,11798,,,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2016/12,16426,12651,33108,27821,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2017/12,14117,10436,193680,82679,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2018/12,41963,29275,52907,36547,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2019/12,95230,66322,95069,65155,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)젬백스링크,064800,2020/12,93562,67938,93407,66576,"  섬유, 의복, 신발 및 가죽제품 소매업"
(주)조비,001550,2000/12,,,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2001/12,,,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2002/12,,,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2003/12,,,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2004/12,,,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2005/12,,,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2006/12,,,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2007/12,49177,40222,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2008/12,51413,42458,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2009/12,60001,45048,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2010/12,48513,39278,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2011/12,40365,38952,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2012/12,48495,41324,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2013/12,61373,47203,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2014/12,54846,43642,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2015/12,58828,43910,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2016/12,59059,45081,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2017/12,59948,46281,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2018/12,60513,45595,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2019/12,70897,56109,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조비,001550,2020/12,73655,55665,,,"  비료, 농약 및 살균, 살충제 제조업"
(주)조이시티,067000,2008/12,15894,0,,,  소프트웨어 개발 및 공급업
(주)조이시티,067000,2009/12,21870,0,,,  소프트웨어 개발 및 공급업
(주)조이시티,067000,2010/12,25327,0,29552,0,  소프트웨어 개발 및 공급업
(주)조이시티,067000,2011/12,39270,0,43753,0,  소프트웨어 개발 및 공급업
(주)조이시티,067000,2012/12,60211,0,62984,0,  소프트웨어 개발 및 공급업
(주)조이시티,067000,2013/12,37463,0,37472,0,  소프트웨어 개발 및 공급업
(주)조이시티,067000,2014/12,46006,0,46521,0,  소프트웨어 개발 및 공급업
(주)조이시티,067000,2015/12,57491,0,57536,0,  소프트웨어 개발 및 공급업
(주)조이시티,067000,2016/12,72470,0,72519,0,  소프트웨어 개발 및 공급업
(주)조이시티,067000,2017/12,90618,0,92184,0,  소프트웨어 개발 및 공급업
(주)조이시티,067000,2018/12,86819,0,87222,0,  소프트웨어 개발 및 공급업
(주)조이시티,067000,2019/12,102530,0,103136,0,  소프트웨어 개발 및 공급업
(주)조이시티,067000,2020/12,164110,0,165384,0,  소프트웨어 개발 및 공급업
(주)조흥,002600,2000/12,,,,,  기타 식품 제조업
(주)조흥,002600,2001/12,,,,,  기타 식품 제조업
(주)조흥,002600,2002/12,,,,,  기타 식품 제조업
(주)조흥,002600,2003/12,,,,,  기타 식품 제조업
(주)조흥,002600,2004/12,,,,,  기타 식품 제조업
(주)조흥,002600,2005/12,,,,,  기타 식품 제조업
(주)조흥,002600,2006/12,,,,,  기타 식품 제조업
(주)조흥,002600,2007/12,66135,59990,,,  기타 식품 제조업
(주)조흥,002600,2008/12,66436,61622,,,  기타 식품 제조업
(주)조흥,002600,2009/12,56856,47770,,,  기타 식품 제조업
(주)조흥,002600,2010/12,66711,57985,,,  기타 식품 제조업
(주)조흥,002600,2011/12,99010,85270,,,  기타 식품 제조업
(주)조흥,002600,2012/12,96207,85188,,,  기타 식품 제조업
(주)조흥,002600,2013/12,99637,89101,,,  기타 식품 제조업
(주)조흥,002600,2014/12,112728,100144,,,  기타 식품 제조업
(주)조흥,002600,2015/12,113154,99520,,,  기타 식품 제조업
(주)조흥,002600,2016/12,129693,107231,,,  기타 식품 제조업
(주)조흥,002600,2017/12,162127,136417,,,  기타 식품 제조업
(주)조흥,002600,2018/12,168071,145928,,,  기타 식품 제조업
(주)조흥,002600,2019/12,195063,171099,,,  기타 식품 제조업
(주)조흥,002600,2020/12,222604,197183,,,  기타 식품 제조업
(주)종근당,185750,2013/12,86318,40087,,,  의약품 제조업
(주)종근당,185750,2014/12,544130,263789,,,  의약품 제조업
(주)종근당,185750,2015/12,592493,296312,,,  의약품 제조업
(주)종근당,185750,2016/12,831986,497099,,,  의약품 제조업
(주)종근당,185750,2017/12,884277,524706,884363,524706,  의약품 제조업
(주)종근당,185750,2018/12,955705,575816,956219,575816,  의약품 제조업
(주)종근당,185750,2019/12,1078618,675059,1079338,675059,  의약품 제조업
(주)종근당,185750,2020/12,1300544,810918,1303006,813866,  의약품 제조업
(주)종근당바이오,063160,2001/12,,,,,  의약품 제조업
(주)종근당바이오,063160,2002/12,,,,,  의약품 제조업
(주)종근당바이오,063160,2003/12,,,,,  의약품 제조업
(주)종근당바이오,063160,2004/12,,,,,  의약품 제조업
(주)종근당바이오,063160,2005/12,,,,,  의약품 제조업
(주)종근당바이오,063160,2006/12,,,,,  의약품 제조업
(주)종근당바이오,063160,2007/12,66410,56744,,,  의약품 제조업
(주)종근당바이오,063160,2008/12,83393,62023,,,  의약품 제조업
(주)종근당바이오,063160,2009/12,106554,76928,,,  의약품 제조업
(주)종근당바이오,063160,2010/12,121568,89436,,,  의약품 제조업
(주)종근당바이오,063160,2011/12,110528,86647,,,  의약품 제조업
(주)종근당바이오,063160,2012/12,113760,90850,,,  의약품 제조업
(주)종근당바이오,063160,2013/12,100371,85670,,,  의약품 제조업
(주)종근당바이오,063160,2014/12,106390,97303,,,  의약품 제조업
(주)종근당바이오,063160,2015/12,106691,86174,,,  의약품 제조업
(주)종근당바이오,063160,2016/12,113013,86626,,,  의약품 제조업
(주)종근당바이오,063160,2017/12,118187,93301,,,  의약품 제조업
(주)종근당바이오,063160,2018/12,124510,101090,,,  의약품 제조업
(주)종근당바이오,063160,2019/12,137184,101010,137184,101010,  의약품 제조업
(주)종근당바이오,063160,2020/12,124319,96585,124600,96736,  의약품 제조업
(주)종근당홀딩스,001630,2000/12,,,,,  의약품 제조업
(주)종근당홀딩스,001630,2001/12,,,,,  의약품 제조업
(주)종근당홀딩스,001630,2002/12,,,,,  의약품 제조업
(주)종근당홀딩스,001630,2003/12,,,,,  의약품 제조업
(주)종근당홀딩스,001630,2004/12,,,,,  의약품 제조업
(주)종근당홀딩스,001630,2005/12,,,,,  의약품 제조업
(주)종근당홀딩스,001630,2006/12,,,,,  의약품 제조업
(주)종근당홀딩스,001630,2007/12,252022,95123,316994,150010,  의약품 제조업
(주)종근당홀딩스,001630,2008/12,303233,118062,381590,176183,  의약품 제조업
(주)종근당홀딩스,001630,2009/12,354497,145313,452468,212113,  의약품 제조업
(주)종근당홀딩스,001630,2010/12,419633,162213,546510,255628,  의약품 제조업
(주)종근당홀딩스,001630,2011/12,442195,174105,569164,262113,  의약품 제조업
(주)종근당홀딩스,001630,2012/12,461246,208934,595434,295775,  의약품 제조업
(주)종근당홀딩스,001630,2013/12,3249,0,560618,275762,  의약품 제조업
(주)종근당홀딩스,001630,2014/12,11188,0,181395,122966,  의약품 제조업
(주)종근당홀딩스,001630,2015/12,14136,0,221832,151666,  의약품 제조업
(주)종근당홀딩스,001630,2016/12,13218,0,335676,233146,  의약품 제조업
(주)종근당홀딩스,001630,2017/12,12666,0,450735,283732,  의약품 제조업
(주)종근당홀딩스,001630,2018/12,19756,0,531114,328181,  의약품 제조업
(주)종근당홀딩스,001630,2019/12,16701,178,720644,391974,  의약품 제조업
(주)종근당홀딩스,001630,2020/12,23561,1120,858119,444223,  의약품 제조업
(주)좋은사람들,033340,2000/12,,,,,  봉제의복 제조업
(주)좋은사람들,033340,2001/12,,,,,  봉제의복 제조업
(주)좋은사람들,033340,2002/12,,,,,  봉제의복 제조업
(주)좋은사람들,033340,2003/12,,,,,  봉제의복 제조업
(주)좋은사람들,033340,2004/12,,,,,  봉제의복 제조업
(주)좋은사람들,033340,2005/12,,,,,  봉제의복 제조업
(주)좋은사람들,033340,2006/12,,,,,  봉제의복 제조업
(주)좋은사람들,033340,2007/12,121985,69699,,,  봉제의복 제조업
(주)좋은사람들,033340,2008/12,114965,65397,,,  봉제의복 제조업
(주)좋은사람들,033340,2009/12,113207,63566,,,  봉제의복 제조업
(주)좋은사람들,033340,2010/12,119626,63180,119972,63311,  봉제의복 제조업
(주)좋은사람들,033340,2011/12,128075,72022,128318,72127,  봉제의복 제조업
(주)좋은사람들,033340,2012/12,136767,71955,137135,71701,  봉제의복 제조업
(주)좋은사람들,033340,2013/12,145743,80861,146157,80855,  봉제의복 제조업
(주)좋은사람들,033340,2014/12,134650,72929,135451,72793,  봉제의복 제조업
(주)좋은사람들,033340,2015/12,123836,66816,123969,65095,  봉제의복 제조업
(주)좋은사람들,033340,2016/12,126618,72859,126643,71312,  봉제의복 제조업
(주)좋은사람들,033340,2017/12,119283,67548,119279,66282,  봉제의복 제조업
(주)좋은사람들,033340,2018/12,128374,58013,128374,57210,  봉제의복 제조업
(주)좋은사람들,033340,2019/12,126695,65853,126695,65054,  봉제의복 제조업
(주)좋은사람들,033340,2020/12,111683,66658,112029,65994,  봉제의복 제조업
(주)주연테크,044380,2006/12,,,,,  컴퓨터 및 주변장치 제조업
(주)주연테크,044380,2007/12,261636,220354,,,  컴퓨터 및 주변장치 제조업
(주)주연테크,044380,2008/12,154864,145334,,,  컴퓨터 및 주변장치 제조업
(주)주연테크,044380,2009/12,144516,121460,,,  컴퓨터 및 주변장치 제조업
(주)주연테크,044380,2010/12,109478,90997,,,  컴퓨터 및 주변장치 제조업
(주)주연테크,044380,2011/12,64689,60284,,,  컴퓨터 및 주변장치 제조업
(주)주연테크,044380,2012/12,74735,64287,,,  컴퓨터 및 주변장치 제조업
(주)주연테크,044380,2013/12,60198,51413,,,  컴퓨터 및 주변장치 제조업
(주)주연테크,044380,2014/12,42813,36152,,,  컴퓨터 및 주변장치 제조업
(주)주연테크,044380,2015/12,52012,45707,,,  컴퓨터 및 주변장치 제조업
(주)주연테크,044380,2016/12,49666,40647,49685,40664,  컴퓨터 및 주변장치 제조업
(주)주연테크,044380,2017/12,52069,45302,60907,52196,  컴퓨터 및 주변장치 제조업
(주)주연테크,044380,2018/12,38574,35094,44309,34874,  컴퓨터 및 주변장치 제조업
(주)주연테크,044380,2019/12,47366,45171,70518,63926,  컴퓨터 및 주변장치 제조업
(주)주연테크,044380,2020/12,62661,57053,62661,57053,  컴퓨터 및 주변장치 제조업
(주)중앙디앤엠,051980,2001/12,,,,,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2002/12,,,,,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2003/12,,,,,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2004/12,,,,,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2005/12,,,,,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2006/12,,,,,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2007/12,61892,24735,,,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2008/12,44944,17850,,,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2009/12,19216,15007,,,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2010/12,15398,12625,15398,12625,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2011/12,39347,30917,38845,30915,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2012/12,45389,39359,45389,39359,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2013/12,22719,23108,28925,27751,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2014/12,14845,15609,20513,20508,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2015/12,15911,20861,18839,23710,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2016/12,12242,10794,17854,15386,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2017/12,6558,4437,7156,4744,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2018/12,9988,7801,11235,8437,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2019/12,7057,9668,9781,12075,  플라스틱제품 제조업
(주)중앙디앤엠,051980,2020/12,6179,7159,10755,11970,  플라스틱제품 제조업
(주)중앙백신연구소,072020,2003/12,,,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2004/12,,,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2005/12,,,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2006/12,,,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2007/12,12117,4970,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2008/12,14592,5465,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2009/12,15551,6255,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2010/12,16097,6570,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2011/12,15589,7528,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2012/12,19263,8059,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2013/12,24349,12105,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2014/12,29609,16963,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2015/12,34605,22392,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2016/12,37900,21023,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2017/12,31867,16727,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2018/12,33153,19484,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2019/12,32903,18951,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙백신연구소,072020,2020/12,36318,19471,,,  기초 의약물질 및 생물학적 제제 제조업
(주)중앙에너비스,000440,2000/09,,,,,  기타 전문 도매업
(주)중앙에너비스,000440,2001/09,,,,,  기타 전문 도매업
(주)중앙에너비스,000440,2002/09,,,,,  기타 전문 도매업
(주)중앙에너비스,000440,2003/09,,,,,  기타 전문 도매업
(주)중앙에너비스,000440,2004/09,,,,,  기타 전문 도매업
(주)중앙에너비스,000440,2005/09,,,,,  기타 전문 도매업
(주)중앙에너비스,000440,2006/09,,,,,  기타 전문 도매업
(주)중앙에너비스,000440,2007/09,89436,77543,,,  기타 전문 도매업
(주)중앙에너비스,000440,2008/09,99816,87854,,,  기타 전문 도매업
(주)중앙에너비스,000440,2009/09,81863,70752,,,  기타 전문 도매업
(주)중앙에너비스,000440,2010/09,94993,82793,,,  기타 전문 도매업
(주)중앙에너비스,000440,2011/09,113273,98991,,,  기타 전문 도매업
(주)중앙에너비스,000440,2012/09,105198,91568,,,  기타 전문 도매업
(주)중앙에너비스,000440,2013/09,86441,72974,,,  기타 전문 도매업
(주)중앙에너비스,000440,2014/09,84717,71453,101393,81703,  기타 전문 도매업
(주)중앙에너비스,000440,2015/12,67183,54885,90447,69262,  기타 전문 도매업
(주)중앙에너비스,000440,2016/12,68791,55684,91628,69987,  기타 전문 도매업
(주)중앙에너비스,000440,2017/12,70819,58636,,,  기타 전문 도매업
(주)중앙에너비스,000440,2018/12,76133,63437,,,  기타 전문 도매업
(주)중앙에너비스,000440,2019/12,65688,53922,65702,53922,  기타 전문 도매업
(주)중앙에너비스,000440,2020/12,53553,42974,53565,42974,  기타 전문 도매업
(주)지노믹트리,228760,2019/12,282,733,282,733,  의료용품 및 기타 의약 관련제품 제조업
(주)지노믹트리,228760,2020/12,1774,1313,1239,1184,  의료용품 및 기타 의약 관련제품 제조업
(주)지놈앤컴퍼니,314130,2020/12,151,0,151,0,  기초 의약물질 및 생물학적 제제 제조업
(주)지누스,013890,2000/12,,,,,  가구 제조업
(주)지누스,013890,2001/12,,,,,  가구 제조업
(주)지누스,013890,2002/12,,,,,  가구 제조업
(주)지누스,013890,2003/12,,,,,  가구 제조업
(주)지누스,013890,2004/12,,,,,  가구 제조업
(주)지누스,013890,2019/12,246122,163568,817138,556943,  가구 제조업
(주)지누스,013890,2020/12,203705,108543,989525,671970,  가구 제조업
(주)지니뮤직,043610,2000/12,,,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2001/12,,,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2002/12,,,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2003/12,,,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2004/12,,,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2005/12,,,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2006/12,,,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2007/12,26800,19779,33768,26028,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2008/12,33786,26059,39204,31001,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2009/12,38493,25909,43477,30495,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2010/12,40149,26312,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2011/12,31432,19986,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2012/12,30239,16528,31393,17487,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2013/12,50828,33320,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2014/12,86340,53617,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2015/12,89179,0,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2016/12,111287,0,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2017/12,155642,117270,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2018/12,171233,120717,171233,120717,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2019/12,230469,165050,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니뮤직,043610,2020/12,246968,194521,,,"  자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)지니틱스,303030,2018/12,,,,,  반도체 제조업
(주)지니틱스,303030,2019/12,54945,38944,,,  반도체 제조업
(주)지니틱스,303030,2020/12,40393,29300,,,  반도체 제조업
(주)지란지교시큐리티,208350,2014/12,,,,,  소프트웨어 개발 및 공급업
(주)지란지교시큐리티,208350,2015/12,,,,,  소프트웨어 개발 및 공급업
(주)지란지교시큐리티,208350,2016/12,19863,9940,,,  소프트웨어 개발 및 공급업
(주)지란지교시큐리티,208350,2017/12,21597,12523,41764,22364,  소프트웨어 개발 및 공급업
(주)지란지교시큐리티,208350,2018/12,21070,11606,53775,31884,  소프트웨어 개발 및 공급업
(주)지란지교시큐리티,208350,2019/12,24523,14670,60830,37348,  소프트웨어 개발 및 공급업
(주)지란지교시큐리티,208350,2020/12,24594,15132,62606,41692,  소프트웨어 개발 및 공급업
(주)지씨셀,144510,2016/12,42419,32165,,,"  그 외 기타 전문, 과학 및 기술 서비스업"
(주)지씨셀,144510,2017/12,45796,35586,,,"  그 외 기타 전문, 과학 및 기술 서비스업"
(주)지씨셀,144510,2018/12,50620,38383,,,"  그 외 기타 전문, 과학 및 기술 서비스업"
(주)지씨셀,144510,2019/12,55264,41186,57895,43490,"  그 외 기타 전문, 과학 및 기술 서비스업"
(주)지씨셀,144510,2020/12,79372,56111,85562,62274,"  그 외 기타 전문, 과학 및 기술 서비스업"
(주)지어소프트,051160,2002/12,,,,,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2003/12,,,,,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2004/12,,,,,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2005/12,,,,,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2006/12,,,,,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2007/12,36504,27977,,,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2008/12,33033,28428,,,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2009/12,36247,30342,,,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2010/12,49038,39701,49038,39701,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2011/12,46257,39804,49991,42681,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2012/12,24793,25079,39670,36573,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2013/12,22506,23993,37187,35197,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2014/12,18555,16308,36165,29616,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2015/12,18100,16704,38227,31646,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2016/12,36425,33641,79594,69897,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2017/12,43691,39837,100468,82765,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2018/12,56642,46979,131555,102570,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2019/12,50464,42622,159567,120345,  소프트웨어 개발 및 공급업
(주)지어소프트,051160,2020/12,54822,46208,258890,190454,  소프트웨어 개발 및 공급업
(주)지에스,078930,2004/12,,,,,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2005/12,,,,,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2006/12,,,,,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2007/12,420163,4415,27391542,24175575,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2008/12,139236,30440,40123073,36880476,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2009/12,533564,2548,34536777,30770415,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2010/12,213615,0,6242899,4865665,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2011/12,347939,0,8493431,6709807,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2012/12,168342,0,9837819,8097119,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2013/12,330061,0,9583193,7897886,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2014/12,253556,0,10866131,9688695,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2015/12,178162,0,12301179,9421461,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2016/12,374216,0,13462426,10273002,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2017/12,493029,0,16209942,12449146,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2018/12,506038,0,17744385,13650612,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2019/12,365336,0,17786063,13803643,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스,078930,2020/12,306286,0,15444214,12685522,  회사 본부 및 경영 컨설팅 서비스업
(주)지에스글로벌,001250,2000/12,,,,,  상품 종합 도매업
(주)지에스글로벌,001250,2001/12,,,,,  상품 종합 도매업
(주)지에스글로벌,001250,2002/12,,,,,  상품 종합 도매업
(주)지에스글로벌,001250,2003/12,,,,,  상품 종합 도매업
(주)지에스글로벌,001250,2004/12,,,,,  상품 종합 도매업
(주)지에스글로벌,001250,2005/12,,,,,  상품 종합 도매업
(주)지에스글로벌,001250,2006/12,,,,,  상품 종합 도매업
(주)지에스글로벌,001250,2007/12,1050359,1001632,1423671,1358939,  상품 종합 도매업
(주)지에스글로벌,001250,2008/12,1303117,1245329,1864167,1786476,  상품 종합 도매업
(주)지에스글로벌,001250,2009/12,1153563,1092703,1487588,1399241,  상품 종합 도매업
(주)지에스글로벌,001250,2010/12,1400513,1356958,1648526,1582360,  상품 종합 도매업
(주)지에스글로벌,001250,2011/12,2288494,2231582,2896907,2808671,  상품 종합 도매업
(주)지에스글로벌,001250,2012/12,2685282,2624542,3399536,3275462,  상품 종합 도매업
(주)지에스글로벌,001250,2013/12,2111241,2063210,2401224,2324596,  상품 종합 도매업
(주)지에스글로벌,001250,2014/12,2507551,2452263,2769988,2685673,  상품 종합 도매업
