회사명,거래소코드,회계년도,[제조]당기순이익(손실)(IFRS연결),[제조]자본(*)(IFRS연결)
국일제지(주),78130,13-Dec,60475,37281427
국일제지(주),78130,14-Dec,-5623507,30756704
국일제지(주),78130,15-Dec,,
국일제지(주),78130,16-Dec,,
국일제지(주),78130,17-Dec,,
국일제지(주),78130,18-Dec,,
국일제지(주),78130,19-Dec,-38326422,43996046
국제약품(주),2720,11-Mar,4279060,73872229
국제약품(주),2720,12-Dec,-18940026,55352388
국제약품(주),2720,13-Dec,1671940,58328922
국제약품(주),2720,14-Dec,-6917252,50853063
국제약품(주),2720,15-Dec,-5884459,68458879
국제약품(주),2720,16-Dec,798939,67519224
국제약품(주),2720,17-Dec,1038655,67778304
국제약품(주),2720,18-Dec,2182873,68698153
국제약품(주),2720,19-Dec,-4761812,60953953
그랜드코리아레저(주),114090,11-Dec,,
그랜드코리아레저(주),114090,12-Dec,,
그랜드코리아레저(주),114090,13-Dec,,
그랜드코리아레저(주),114090,14-Dec,,
그랜드코리아레저(주),114090,15-Dec,,
그랜드코리아레저(주),114090,16-Dec,,
그랜드코리아레저(주),114090,17-Dec,,
그랜드코리아레저(주),114090,18-Dec,77740630,562086555
그랜드코리아레저(주),114090,19-Dec,72396402,585172372
그레이트리치과기유한공사,900290,16-Jun,35046704,168914664
그레이트리치과기유한공사,900290,17-Jun,48067247,291526037
그레이트리치과기유한공사,900290,18-Jun,52840288,342505936
그레이트리치과기유한공사,900290,19-Jun,64944266,507106657
그린케미칼(주),83420,11-Dec,,
그린케미칼(주),83420,12-Dec,,
그린케미칼(주),83420,13-Dec,,
그린케미칼(주),83420,14-Dec,,
그린케미칼(주),83420,15-Dec,,
그린케미칼(주),83420,16-Dec,,
그린케미칼(주),83420,17-Dec,,
그린케미칼(주),83420,18-Dec,,
그린케미칼(주),83420,19-Dec,,
극동유화(주),14530,11-Dec,,
극동유화(주),14530,12-Dec,,
극동유화(주),14530,13-Dec,,
극동유화(주),14530,14-Dec,9300068,119668332
극동유화(주),14530,15-Dec,14487630,130516205
극동유화(주),14530,16-Dec,13985965,139880976
극동유화(주),14530,17-Dec,15103874,148390946
극동유화(주),14530,18-Dec,16292225,159930221
극동유화(주),14530,19-Dec,14202848,169282719
글로벌에스엠테크리미티드,900070,11-Dec,1388599,87858721
글로벌에스엠테크리미티드,900070,12-Dec,2367992,81688766
글로벌에스엠테크리미티드,900070,13-Dec,529517,82725582
글로벌에스엠테크리미티드,900070,14-Dec,-3738855,79927866
글로벌에스엠테크리미티드,900070,15-Dec,216528,87174538
글로벌에스엠테크리미티드,900070,16-Dec,4369863,92939840
글로벌에스엠테크리미티드,900070,17-Dec,665344,91584288
글로벌에스엠테크리미티드,900070,18-Dec,348594,89479264
글로벌에스엠테크리미티드,900070,19-Dec,3381617,93092820
글로벌텍스프리(주),204620,14-Dec,,
글로벌텍스프리(주),204620,15-Dec,,
글로벌텍스프리(주),204620,16-Dec,,
글로벌텍스프리(주),204620,17-Dec,-2368883,64041953
글로벌텍스프리(주),204620,18-Dec,8365701,73914922
글로벌텍스프리(주),204620,19-Dec,5807872,72902531
글로본(주),19660,11-Mar,,
글로본(주),19660,12-Mar,,
글로본(주),19660,13-Mar,,
글로본(주),19660,14-Mar,,
글로본(주),19660,15-Mar,,
글로본(주),19660,16-Mar,,
글로본(주),19660,17-Dec,,
글로본(주),19660,18-Dec,,
글로본(주),19660,19-Dec,,
금강공업(주),14280,11-Dec,210436,192841072
금강공업(주),14280,12-Dec,10715450,202150447
금강공업(주),14280,13-Dec,18468245,257339628
금강공업(주),14280,14-Dec,23066991,274606804
금강공업(주),14280,15-Dec,7634880,269957869
금강공업(주),14280,16-Dec,35763918,304798428
금강공업(주),14280,17-Dec,26631679,331106549
금강공업(주),14280,18-Dec,14872445,354235315
금강공업(주),14280,19-Dec,-4951774,345941608
금강철강(주),53260,11-Dec,8852117,82945701
금강철강(주),53260,12-Dec,8455954,90698417
금강철강(주),53260,13-Dec,7706526,95973215
금강철강(주),53260,14-Dec,5862980,99911939
금강철강(주),53260,15-Dec,6772942,104704227
금강철강(주),53260,16-Dec,5648383,108918749
금강철강(주),53260,17-Dec,2976051,107467707
금강철강(주),53260,18-Dec,5256295,109046913
금강철강(주),53260,19-Dec,4389382,110072771
금호건설(주),2990,11-Dec,-49517847,121155781
금호건설(주),2990,12-Dec,-727923205,14520651
금호건설(주),2990,13-Dec,52624235,153166685
금호건설(주),2990,14-Dec,105802212,300902829
금호건설(주),2990,15-Dec,-6109525,290170399
금호건설(주),2990,16-Dec,36036543,311258016
금호건설(주),2990,17-Dec,95278014,392692827
금호건설(주),2990,18-Dec,-470572,356297250
금호건설(주),2990,19-Dec,11717127,376492604
금호석유화학(주),11780,11-Dec,543769089,1557077504
금호석유화학(주),11780,12-Dec,126109125,1658351955
금호석유화학(주),11780,13-Dec,-42712971,1559758926
금호석유화학(주),11780,14-Dec,88334748,1641582073
금호석유화학(주),11780,15-Dec,121866343,1663749145
금호석유화학(주),11780,16-Dec,80764817,1727900732
금호석유화학(주),11780,17-Dec,217647432,1956803041
금호석유화학(주),11780,18-Dec,503082598,2348147098
금호석유화학(주),11780,19-Dec,294696728,2629571508
금호전기(주),1210,11-Dec,308307,270118195
금호전기(주),1210,12-Dec,-67108708,216259574
금호전기(주),1210,13-Dec,-18056370,185936980
금호전기(주),1210,14-Dec,-4626424,194634133
금호전기(주),1210,15-Dec,-56359653,181001766
금호전기(주),1210,16-Dec,-17415921,160139275
금호전기(주),1210,17-Dec,-20183319,138262018
금호전기(주),1210,18-Dec,-20930538,34692433
금호전기(주),1210,19-Dec,-33237746,16852180
금호타이어(주),73240,11-Dec,-26854087,569500143
금호타이어(주),73240,12-Dec,130586237,930124108
금호타이어(주),73240,13-Dec,100958039,1138200532
금호타이어(주),73240,14-Dec,131608464,1325992579
금호타이어(주),73240,15-Dec,-67465561,1260796338
금호타이어(주),73240,16-Dec,-37895035,1214083550
금호타이어(주),73240,17-Dec,-112339293,929048662
금호타이어(주),73240,18-Dec,-191930087,1341733408
금호타이어(주),73240,19-Dec,-43403023,1292634167
기신정기(주),92440,11-Mar,14370127,186965294
기신정기(주),92440,12-Mar,8545054,192951140
기신정기(주),92440,13-Mar,16144408,201766026
기신정기(주),92440,14-Mar,19692368,216354532
기신정기(주),92440,15-Mar,18078959,228829934
기신정기(주),92440,16-Mar,3092936,227924787
기신정기(주),92440,17-Mar,876984,222574855
기신정기(주),92440,18-Mar,9674785,228244044
기신정기(주),92440,19-Mar,15063123,233642729
기아(주),270,11-Dec,3519236000,13509710000
기아(주),270,12-Dec,3864704000,16848062000
기아(주),270,13-Dec,3817059000,20254795000
기아(주),270,14-Dec,2993593000,22483865000
기아(주),270,15-Dec,2630600000,24204031000
기아(주),270,16-Dec,2754640000,26579424000
기아(주),270,17-Dec,968018000,26861177000
기아(주),270,18-Dec,1155943000,27243464000
기아(주),270,19-Dec,1826659000,28978138000
깨끗한나라(주),4540,11-Dec,1186614,104662409
깨끗한나라(주),4540,12-Dec,14372455,116760874
깨끗한나라(주),4540,13-Dec,16070007,178356097
깨끗한나라(주),4540,14-Dec,2634568,180539191
깨끗한나라(주),4540,15-Dec,-1409118,204100093
깨끗한나라(주),4540,16-Dec,7627494,210627629
깨끗한나라(주),4540,17-Dec,-22191343,188121600
깨끗한나라(주),4540,18-Dec,-33648698,174667553
깨끗한나라(주),4540,19-Dec,-11786430,162444334
나노캠텍(주),91970,11-Dec,1068501,43397301
나노캠텍(주),91970,12-Dec,1554620,44556932
나노캠텍(주),91970,13-Dec,3818065,49535828
나노캠텍(주),91970,14-Dec,1690098,49548348
나노캠텍(주),91970,15-Dec,-9581435,41145397
나노캠텍(주),91970,16-Dec,-4574659,63505727
나노캠텍(주),91970,17-Dec,-8132254,55220515
나노캠텍(주),91970,18-Dec,1121181,65909070
나노캠텍(주),91970,19-Dec,-16256599,59198235
나라엠앤디(주),51490,11-Dec,10276871,67253226
나라엠앤디(주),51490,12-Dec,6154236,71012192
나라엠앤디(주),51490,13-Dec,4896070,71866350
나라엠앤디(주),51490,14-Dec,4301373,73833559
나라엠앤디(주),51490,15-Dec,3725634,76569963
나라엠앤디(주),51490,16-Dec,2114457,77807215
나라엠앤디(주),51490,17-Dec,1883151,78410372
나라엠앤디(주),51490,18-Dec,3744173,79893645
나라엠앤디(주),51490,19-Dec,1119549,80741037
나무기술(주),242040,16-Dec,,
나무기술(주),242040,17-Dec,,
나무기술(주),242040,18-Dec,-7299426,13395371
나무기술(주),242040,19-Dec,3842143,18080746
나이스정보통신(주),36800,11-Dec,,
나이스정보통신(주),36800,12-Dec,,
나이스정보통신(주),36800,13-Dec,,
나이스정보통신(주),36800,14-Dec,,
나이스정보통신(주),36800,15-Dec,,
나이스정보통신(주),36800,16-Dec,30314590,151749034
나이스정보통신(주),36800,17-Dec,36577569,180643980
나이스정보통신(주),36800,18-Dec,30046504,206123598
나이스정보통신(주),36800,19-Dec,29474779,231093265
나이스평가정보(주),30190,11-Dec,15374206,91920544
나이스평가정보(주),30190,12-Dec,11158877,98101082
나이스평가정보(주),30190,13-Dec,15479835,107589422
나이스평가정보(주),30190,14-Dec,17829748,117714181
나이스평가정보(주),30190,15-Dec,22227497,133649664
나이스평가정보(주),30190,16-Dec,28312278,155324809
나이스평가정보(주),30190,17-Dec,30669953,171539869
나이스평가정보(주),30190,18-Dec,38305271,198356572
나이스평가정보(주),30190,19-Dec,40781413,224181072
남광토건(주),1260,11-Dec,-159675816,-65692576
남광토건(주),1260,12-Dec,-300128210,46934624
남광토건(주),1260,13-Dec,-41868136,28117872
남광토건(주),1260,14-Dec,-105988304,-65919546
남광토건(주),1260,15-Dec,-77030132,39440516
남광토건(주),1260,16-Dec,-2149173,40652218
남광토건(주),1260,17-Dec,1700256,43309990
남광토건(주),1260,18-Dec,5715675,49112604
남광토건(주),1260,19-Dec,3863897,52872926
남양유업(주),3920,11-Dec,47976490,818970287
남양유업(주),3920,12-Dec,61072044,870835574
남양유업(주),3920,13-Dec,-45539806,826492143
남양유업(주),3920,14-Dec,164295,823933554
남양유업(주),3920,15-Dec,26656983,849148223
남양유업(주),3920,16-Dec,37176242,889290582
남양유업(주),3920,17-Dec,5020771,894973258
남양유업(주),3920,18-Dec,2015324,888822844
남양유업(주),3920,19-Dec,29231216,912238537
남해화학(주),25860,11-Dec,,
남해화학(주),25860,12-Dec,,
남해화학(주),25860,13-Dec,,
남해화학(주),25860,14-Dec,,
남해화학(주),25860,15-Dec,,
남해화학(주),25860,16-Dec,14402619,397981503
남해화학(주),25860,17-Dec,26703742,421392460
남해화학(주),25860,18-Dec,,
남해화학(주),25860,19-Dec,,
남화산업(주),111710,18-Dec,,
남화산업(주),111710,19-Dec,,
남화토건(주),91590,12-Dec,7239180,111520348
남화토건(주),91590,13-Dec,6090583,116098578
남화토건(주),91590,14-Dec,5926965,120907982
남화토건(주),91590,15-Dec,2237321,122174301
남화토건(주),91590,16-Dec,5951006,127274742
남화토건(주),91590,17-Dec,8152391,134562763
남화토건(주),91590,18-Dec,447974,134256591
남화토건(주),91590,19-Dec,5122991,138678864
네이버(주),35420,11-Dec,452128293,1577862030
네이버(주),35420,12-Dec,544428552,1903568275
네이버(주),35420,13-Dec,1895289315,1475309016
네이버(주),35420,14-Dec,451763103,1797418215
네이버(주),35420,15-Dec,516986279,2269578519
네이버(주),35420,16-Dec,759072951,4129598863
네이버(주),35420,17-Dec,770101670,5305186235
네이버(주),35420,18-Dec,627901873,5949140513
네이버(주),35420,19-Dec,396821062,6503926069
넥센타이어(주),2350,11-Dec,87765441,565043169
넥센타이어(주),2350,12-Dec,133395135,677794569
넥센타이어(주),2350,13-Dec,123967608,797000806
넥센타이어(주),2350,14-Dec,129837531,933364908
넥센타이어(주),2350,15-Dec,127120026,1034045126
넥센타이어(주),2350,16-Dec,175961705,1202749981
넥센타이어(주),2350,17-Dec,125401984,1338933844
넥센타이어(주),2350,18-Dec,103543311,1428184674
넥센타이어(주),2350,19-Dec,118452091,1557904774
넷마블(주),251270,17-Dec,360883596,4465268998
넷마블(주),251270,18-Dec,214932108,4551535691
넷마블(주),251270,19-Dec,169769227,4648340955
농업회사법인(주)농우바이오,54050,11-Oct,14171649,127136808
농업회사법인(주)농우바이오,54050,13-Sep,11465724,155188642
농업회사법인(주)농우바이오,54050,14-Sep,14259109,164833941
농업회사법인(주)농우바이오,54050,15-Sep,16177278,180592234
농업회사법인(주)농우바이오,54050,16-Dec,-7547888,167880871
농업회사법인(주)농우바이오,54050,17-Dec,9229015,174668820
농업회사법인(주)농우바이오,54050,18-Dec,28648917,228654362
농업회사법인(주)농우바이오,54050,19-Dec,6985733,231754792
농업회사법인아시아종묘(주),154030,18-Sep,-2196173,18773558
농업회사법인아시아종묘(주),154030,19-Sep,-4126452,14685021
뉴지랩파마(주),214870,15-Dec,,
뉴지랩파마(주),214870,16-Dec,,
뉴지랩파마(주),214870,17-Dec,-9115400,37841680
뉴지랩파마(주),214870,18-Dec,-7362296,31793619
뉴지랩파마(주),214870,19-Dec,-2690266,67149587
다믈멀티미디어(주),93640,11-Dec,,
다믈멀티미디어(주),93640,12-Dec,,
다믈멀티미디어(주),93640,13-Dec,,
다믈멀티미디어(주),93640,14-Dec,,
다믈멀티미디어(주),93640,15-Dec,,
다믈멀티미디어(주),93640,16-Dec,,
다믈멀티미디어(주),93640,17-Dec,,
다믈멀티미디어(주),93640,18-Dec,,
다믈멀티미디어(주),93640,19-Dec,,
다스코(주),58730,11-Dec,3228018,58809124
다스코(주),58730,12-Dec,,
다스코(주),58730,13-Dec,,
다스코(주),58730,14-Dec,,
다스코(주),58730,15-Dec,8435624,84524194
다스코(주),58730,16-Dec,12311539,104009493
다스코(주),58730,17-Dec,18648663,120824154
다스코(주),58730,18-Dec,18160285,126705922
다스코(주),58730,19-Dec,1888514,123317721
대동금속(주),20400,11-Dec,,
대동금속(주),20400,12-Dec,,
대동금속(주),20400,13-Dec,,
대동금속(주),20400,14-Dec,,
대동금속(주),20400,15-Dec,,
대동금속(주),20400,16-Dec,,
대동금속(주),20400,17-Dec,,
대동금속(주),20400,18-Dec,,
대동금속(주),20400,19-Dec,,
대동기어(주),8830,11-Dec,,
대동기어(주),8830,12-Dec,,
대동기어(주),8830,13-Dec,,
대동기어(주),8830,14-Dec,,
대동기어(주),8830,15-Dec,,
대동기어(주),8830,16-Dec,,
대동기어(주),8830,17-Dec,,
대동기어(주),8830,18-Dec,,
대동기어(주),8830,19-Dec,,
대동전자(주),8110,11-Mar,1585112,111050074
대동전자(주),8110,12-Mar,-3087760,109599925
대동전자(주),8110,13-Mar,13293914,116476106
대동전자(주),8110,14-Mar,6557338,110390894
대동전자(주),8110,15-Mar,284950,131606595
대동전자(주),8110,16-Mar,-2092540,128847900
대동전자(주),8110,17-Mar,2196872,128789189
대동전자(주),8110,18-Mar,680178,129503798
대동전자(주),8110,19-Mar,3456273,137903976
대림비앤코(주),5750,11-Dec,1165489,148723457
대림비앤코(주),5750,12-Dec,-4612562,141898863
대림비앤코(주),5750,13-Dec,-2959087,138461056
대림비앤코(주),5750,14-Dec,3256538,139760827
대림비앤코(주),5750,15-Dec,7896701,145824599
대림비앤코(주),5750,16-Dec,7358482,154364210
대림비앤코(주),5750,17-Dec,6735859,159230289
대림비앤코(주),5750,18-Dec,3922309,160091365
대림비앤코(주),5750,19-Dec,2026520,159409462
대림통상(주),6570,11-Dec,-2034063,147739569
대림통상(주),6570,12-Dec,-7422315,138639389
대림통상(주),6570,13-Dec,-7270814,131623087
대림통상(주),6570,14-Dec,-1588604,126348912
대림통상(주),6570,15-Dec,-3720601,118564327
대림통상(주),6570,16-Dec,339196,116566666
대림통상(주),6570,17-Dec,-4306828,110736976
대림통상(주),6570,18-Dec,-1219551,106726740
대림통상(주),6570,19-Dec,-11708649,91716203
대모엔지니어링(주),317850,19-Dec,1730843,43398153
대보마그네틱(주),290670,18-Dec,,
대보마그네틱(주),290670,19-Dec,,
대봉엘에스(주),78140,11-Dec,3183942,36556867
대봉엘에스(주),78140,12-Dec,3493148,39542698
대봉엘에스(주),78140,13-Dec,5256875,44245244
대봉엘에스(주),78140,14-Dec,5666460,49357375
대봉엘에스(주),78140,15-Dec,7529702,56332748
대봉엘에스(주),78140,16-Dec,8847906,64626325
대봉엘에스(주),78140,17-Dec,7766068,70312271
대봉엘에스(주),78140,18-Dec,6600685,76058249
대봉엘에스(주),78140,19-Dec,6238777,84906471
대상(주),1680,11-Dec,54255802,547080322
대상(주),1680,12-Dec,87971592,626192218
대상(주),1680,13-Dec,105760975,712967658
대상(주),1680,14-Dec,90020443,784483201
대상(주),1680,15-Dec,47195418,818540764
대상(주),1680,16-Dec,60063308,867270458
대상(주),1680,17-Dec,51771864,884441103
대상(주),1680,18-Dec,65398472,928715159
대상(주),1680,19-Dec,108874639,1022187729
대상홀딩스(주),84690,11-Dec,27267237,415120197
대상홀딩스(주),84690,12-Dec,37999272,440238583
대상홀딩스(주),84690,13-Dec,84689485,896205761
대상홀딩스(주),84690,14-Dec,93074179,968957717
대상홀딩스(주),84690,15-Dec,52988790,998043059
대상홀딩스(주),84690,16-Dec,67217401,1050229459
대상홀딩스(주),84690,17-Dec,59380602,1073261266
대상홀딩스(주),84690,18-Dec,45638481,1094779716
대상홀딩스(주),84690,19-Dec,138230329,1209302820
대성산업(주),128820,11-Dec,-58456438,706028070
대성산업(주),128820,12-Dec,-85405187,613476744
대성산업(주),128820,13-Dec,-307238606,442949566
대성산업(주),128820,14-Dec,-412725670,14644570
대성산업(주),128820,15-Dec,-126000606,116615040
대성산업(주),128820,16-Dec,-134051518,69796088
대성산업(주),128820,17-Dec,223143992,403600453
대성산업(주),128820,18-Dec,-6828313,451369589
대성산업(주),128820,19-Dec,-63092818,387310100
대성에너지(주),117580,11-Dec,,
대성에너지(주),117580,12-Dec,,
대성에너지(주),117580,13-Dec,,
대성에너지(주),117580,14-Dec,,
대성에너지(주),117580,15-Dec,,
대성에너지(주),117580,16-Dec,,
대성에너지(주),117580,17-Dec,,
대성에너지(주),117580,18-Dec,12895039,301990605
대성에너지(주),117580,19-Dec,13033218,306476682
대성홀딩스(주),16710,11-Dec,39054246,458621821
대성홀딩스(주),16710,12-Dec,32970985,474974867
대성홀딩스(주),16710,13-Dec,28341414,495571819
대성홀딩스(주),16710,14-Dec,26975107,518538139
대성홀딩스(주),16710,15-Dec,27663013,535097440
대성홀딩스(주),16710,16-Dec,23359911,544265027
대성홀딩스(주),16710,17-Dec,32183555,521121922
대성홀딩스(주),16710,18-Dec,23779129,532614436
대성홀딩스(주),16710,19-Dec,17926751,539809803
대신정보통신(주),20180,11-Mar,,
대신정보통신(주),20180,12-Mar,,
대신정보통신(주),20180,13-Mar,,
대신정보통신(주),20180,14-Mar,,
대신정보통신(주),20180,15-Mar,,
대신정보통신(주),20180,16-Mar,,
대신정보통신(주),20180,17-Mar,,
대신정보통신(주),20180,18-Mar,,
대신정보통신(주),20180,19-Mar,,
대아티아이(주),45390,11-Dec,2763458,53025572
대아티아이(주),45390,12-Dec,2827417,58580658
대아티아이(주),45390,13-Dec,2834500,61568716
대아티아이(주),45390,14-Dec,4941384,66330828
대아티아이(주),45390,15-Dec,5178917,71800798
대아티아이(주),45390,16-Dec,10846993,82953771
대아티아이(주),45390,17-Dec,6683577,89946257
대아티아이(주),45390,18-Dec,6292359,93539432
대아티아이(주),45390,19-Dec,2334929,96647881
대양전기공업(주),108380,11-Dec,,
대양전기공업(주),108380,12-Dec,13455658,108715449
대양전기공업(주),108380,13-Dec,15041181,124017994
대양전기공업(주),108380,14-Dec,14189511,139177218
대양전기공업(주),108380,15-Dec,17119155,155617068
대양전기공업(주),108380,16-Dec,16378077,171702867
대양전기공업(주),108380,17-Dec,11832661,183732928
대양전기공업(주),108380,18-Dec,12687781,195546334
대양전기공업(주),108380,19-Dec,12498665,207996287
대양제지공업(주),6580,11-Dec,3226495,97493922
대양제지공업(주),6580,12-Dec,11702389,106524686
대양제지공업(주),6580,13-Dec,4108182,109395070
대양제지공업(주),6580,14-Dec,6102732,113613959
대양제지공업(주),6580,15-Dec,-17912925,94696027
대양제지공업(주),6580,16-Dec,2768148,99270434
대양제지공업(주),6580,17-Dec,-2605603,95349673
대양제지공업(주),6580,18-Dec,30515500,123416871
대양제지공업(주),6580,19-Dec,25691597,147173825
대영포장(주),14160,11-Dec,,
대영포장(주),14160,12-Dec,,
대영포장(주),14160,13-Dec,,
대영포장(주),14160,14-Dec,,
대영포장(주),14160,15-Dec,,
대영포장(주),14160,16-Dec,,
대영포장(주),14160,17-Dec,,
대영포장(주),14160,18-Dec,,
대영포장(주),14160,19-Dec,,
대우전자부품(주),9320,11-Dec,-5595582,20188758
대우전자부품(주),9320,12-Dec,-3291496,17202184
대우전자부품(주),9320,13-Dec,-3234934,14979903
대우전자부품(주),9320,14-Dec,331085,24284585
대우전자부품(주),9320,15-Dec,1127999,29009021
대우전자부품(주),9320,16-Dec,2462001,35406272
대우전자부품(주),9320,17-Dec,2908884,38121880
대우전자부품(주),9320,18-Dec,,
대우전자부품(주),9320,19-Dec,,
대우조선해양(주),42660,11-Dec,559293211,4268375913
대우조선해양(주),42660,12-Dec,-278825136,3865914051
대우조선해양(주),42660,13-Dec,-920418515,2928714661
대우조선해양(주),42660,14-Dec,-852747122,2026815806
대우조선해양(주),42660,15-Dec,-2209243775,618871231
대우조선해양(주),42660,16-Dec,-2789487511,659377226
대우조선해양(주),42660,17-Dec,645758363,2990661325
대우조선해양(주),42660,18-Dec,320051707,3840221572
대우조선해양(주),42660,19-Dec,-46485191,3754896549
대원강업(주),430,11-Dec,42429775,407090599
대원강업(주),430,12-Dec,48819238,452992073
대원강업(주),430,13-Dec,37787880,486175106
대원강업(주),430,14-Dec,18423940,490608161
대원강업(주),430,15-Dec,26264887,510373779
대원강업(주),430,16-Dec,46141124,554171396
대원강업(주),430,17-Dec,26231366,558745922
대원강업(주),430,18-Dec,23857286,570720025
대원강업(주),430,19-Dec,21198893,587299075
대원미디어(주),48910,11-Dec,-100469,68807680
대원미디어(주),48910,12-Dec,-1679058,65154718
대원미디어(주),48910,13-Dec,-13588211,51090584
대원미디어(주),48910,14-Dec,679308,54837940
대원미디어(주),48910,15-Dec,4989480,66261961
대원미디어(주),48910,16-Dec,480426,74341188
대원미디어(주),48910,17-Dec,7797097,80950350
대원미디어(주),48910,18-Dec,4153603,101545423
대원미디어(주),48910,19-Dec,3181392,101197640
대원산업(주),5710,11-Dec,13985101,125176438
대원산업(주),5710,12-Dec,24876200,143060876
대원산업(주),5710,13-Dec,28662983,170661035
대원산업(주),5710,14-Dec,13176545,180106282
대원산업(주),5710,15-Dec,6375591,186289531
대원산업(주),5710,16-Dec,42811295,221444272
대원산업(주),5710,17-Dec,33962435,252443794
대원산업(주),5710,18-Dec,28082773,276109965
대원산업(주),5710,19-Dec,40393156,311378123
대원전선(주),6340,11-Dec,1541494,67942072
대원전선(주),6340,12-Dec,2414838,71514705
대원전선(주),6340,13-Dec,3431234,74356855
대원전선(주),6340,14-Dec,1351077,76698915
대원전선(주),6340,15-Dec,3511451,81194729
대원전선(주),6340,16-Dec,2122648,82312280
대원전선(주),6340,17-Dec,1560817,80331179
대원전선(주),6340,18-Dec,1238629,81391574
대원전선(주),6340,19-Dec,-817858,80356718
대원제약(주),3220,11-Dec,9256910,103916648
대원제약(주),3220,12-Dec,9766152,112924867
대원제약(주),3220,13-Dec,12233291,123251492
대원제약(주),3220,14-Dec,15597355,134511316
대원제약(주),3220,15-Dec,17333481,148661015
대원제약(주),3220,16-Dec,19723252,162013006
대원제약(주),3220,17-Dec,10274805,168129146
대원제약(주),3220,18-Dec,23286287,183198203
대원제약(주),3220,19-Dec,26879413,204216340
대원화성(주),24890,11-Dec,-6410504,38431190
대원화성(주),24890,12-Dec,-4980989,35619185
대원화성(주),24890,13-Dec,-1311053,35992580
대원화성(주),24890,14-Dec,5825496,45196750
대원화성(주),24890,15-Dec,11480286,64184528
대원화성(주),24890,16-Dec,7227117,71131744
대원화성(주),24890,17-Dec,1585812,72396614
대원화성(주),24890,18-Dec,1082609,73261971
대원화성(주),24890,19-Dec,5860058,79428180
대정화금(주),120240,11-Dec,,
대정화금(주),120240,12-Dec,,
대정화금(주),120240,13-Dec,,
대정화금(주),120240,14-Dec,,
대정화금(주),120240,15-Dec,,
대정화금(주),120240,16-Dec,,
대정화금(주),120240,17-Dec,,
대정화금(주),120240,18-Dec,,
대정화금(주),120240,19-Dec,,
대주산업(주),3310,11-Dec,298349,44678866
대주산업(주),3310,12-Dec,-103272,44543787
대주산업(주),3310,13-Dec,1165490,45764285
대주산업(주),3310,14-Dec,1535025,47002718
대주산업(주),3310,15-Dec,1371935,47852965
대주산업(주),3310,16-Dec,1925580,48488885
대주산업(주),3310,17-Dec,2691415,50478367
대주산업(주),3310,18-Dec,1681282,50954273
대주산업(주),3310,19-Dec,1807378,52082544
대주전자재료(주),78600,11-Dec,4848097,39448332
대주전자재료(주),78600,12-Dec,4457747,46101765
대주전자재료(주),78600,13-Dec,-979146,48339323
대주전자재료(주),78600,14-Dec,-6361527,42354678
대주전자재료(주),78600,15-Dec,-4878627,53031324
대주전자재료(주),78600,16-Dec,705712,58471290
대주전자재료(주),78600,17-Dec,-7917179,54461578
대주전자재료(주),78600,18-Dec,471117,83582537
대주전자재료(주),78600,19-Dec,-700955,82166177
대창단조(주),15230,11-Dec,22719344,83693770
대창단조(주),15230,12-Dec,23438850,104072302
대창단조(주),15230,13-Dec,18058693,119895701
대창단조(주),15230,14-Dec,18089272,137994255
대창단조(주),15230,15-Dec,15753505,151567747
대창단조(주),15230,16-Dec,13970140,163202396
대창단조(주),15230,17-Dec,12710147,171666656
대창단조(주),15230,18-Dec,12494892,181349275
대창단조(주),15230,19-Dec,15614482,190498002
대한광통신(주),10170,11-Dec,,
대한광통신(주),10170,12-Dec,,
대한광통신(주),10170,13-Dec,,
대한광통신(주),10170,14-Dec,-27273566,74397193
대한광통신(주),10170,15-Dec,-1338448,73160980
대한광통신(주),10170,16-Dec,-12587337,60406778
대한광통신(주),10170,17-Dec,13208577,96421773
대한광통신(주),10170,18-Dec,21282037,191069541
대한광통신(주),10170,19-Dec,-11700630,179400265
대한그린파워(주),60900,11-Dec,898005,17663939
대한그린파워(주),60900,12-Dec,-5790210,17215335
대한그린파워(주),60900,13-Dec,-16569817,11621981
대한그린파워(주),60900,14-Dec,,
대한그린파워(주),60900,15-Dec,,
대한그린파워(주),60900,16-Dec,,
대한그린파워(주),60900,17-Dec,,
대한그린파워(주),60900,18-Dec,-13331758,15759085
대한그린파워(주),60900,19-Dec,-9871211,23333464
대한뉴팜(주),54670,11-Dec,,
대한뉴팜(주),54670,12-Dec,,
대한뉴팜(주),54670,13-Dec,,
대한뉴팜(주),54670,14-Dec,,
대한뉴팜(주),54670,15-Dec,,
대한뉴팜(주),54670,16-Dec,,
대한뉴팜(주),54670,17-Dec,,
대한뉴팜(주),54670,18-Dec,,
대한뉴팜(주),54670,19-Dec,,
대한방직(주),1070,11-Dec,-14635803,86594715
대한방직(주),1070,12-Dec,-16845323,70284717
대한방직(주),1070,13-Dec,1916087,71940184
대한방직(주),1070,14-Dec,-11525318,171324942
대한방직(주),1070,15-Dec,-7072189,163758137
대한방직(주),1070,16-Dec,-4138013,179040928
대한방직(주),1070,17-Dec,-9603954,168344222
대한방직(주),1070,18-Dec,12434234,176808742
대한방직(주),1070,19-Dec,-15955034,126078156
대한약품공업(주),23910,11-Dec,,
대한약품공업(주),23910,12-Dec,,
대한약품공업(주),23910,13-Dec,,
대한약품공업(주),23910,14-Dec,,
대한약품공업(주),23910,15-Dec,,
대한약품공업(주),23910,16-Dec,,
