회사명,거래소코드,회계년도,[제조]당기순이익(손실)(IFRS연결),[제조]자본(*)(IFRS연결)
(주)세아제강지주,3030,19-Dec,14745475,1352347018
(주)세아특수강,19440,11-Dec,29175813,207401521
(주)세아특수강,19440,12-Dec,21371983,216382039
(주)세아특수강,19440,13-Dec,33007145,244062715
(주)세아특수강,19440,14-Dec,32164628,274781125
(주)세아특수강,19440,15-Dec,19214190,287388704
(주)세아특수강,19440,16-Dec,23667736,305854126
(주)세아특수강,19440,17-Dec,23700203,321304414
(주)세아특수강,19440,18-Dec,11067241,325093225
(주)세아특수강,19440,19-Dec,10992895,327395154
(주)세아홀딩스,58650,11-Dec,234301214,2152642538
(주)세아홀딩스,58650,12-Dec,126618021,2185668996
(주)세아홀딩스,58650,13-Dec,23163452,2182536295
(주)세아홀딩스,58650,14-Dec,164521941,2316747081
(주)세아홀딩스,58650,15-Dec,207073751,2787656496
(주)세아홀딩스,58650,16-Dec,161892655,2924149208
(주)세아홀딩스,58650,17-Dec,211120899,3045979620
(주)세아홀딩스,58650,18-Dec,64509520,3007293022
(주)세아홀딩스,58650,19-Dec,48464791,3032378480
(주)세우글로벌,13000,11-Dec,-1403234,27893673
(주)세우글로벌,13000,12-Dec,1356974,29265758
(주)세우글로벌,13000,13-Dec,1134469,30249208
(주)세우글로벌,13000,14-Dec,256730,30367459
(주)세우글로벌,13000,15-Dec,625009,31685094
(주)세우글로벌,13000,16-Dec,428964,31882656
(주)세우글로벌,13000,17-Dec,446713,32243084
(주)세우글로벌,13000,18-Dec,528299,32663719
(주)세우글로벌,13000,19-Dec,82818,39833036
(주)세운메디칼,100700,11-Dec,3680903,46709402
(주)세운메디칼,100700,12-Dec,5413131,51251288
(주)세운메디칼,100700,13-Dec,8680712,58722378
(주)세운메디칼,100700,14-Dec,6115047,64348732
(주)세운메디칼,100700,15-Dec,3083323,66647389
(주)세운메디칼,100700,16-Dec,8490381,74267684
(주)세운메디칼,100700,17-Dec,9306122,78675754
(주)세운메디칼,100700,18-Dec,10075163,87710097
(주)세운메디칼,100700,19-Dec,9978657,96176799
(주)세원물산,24830,11-Dec,,
(주)세원물산,24830,12-Dec,,
(주)세원물산,24830,13-Dec,,
(주)세원물산,24830,14-Dec,,
(주)세원물산,24830,15-Dec,,
(주)세원물산,24830,16-Dec,,
(주)세원물산,24830,17-Dec,,
(주)세원물산,24830,18-Dec,,
(주)세원물산,24830,19-Dec,,
(주)세원정공,21820,11-Jun,47563644,234543191
(주)세원정공,21820,12-Jun,70732875,314328513
(주)세원정공,21820,13-Jun,79923167,399425088
(주)세원정공,21820,14-Jun,67974435,435958354
(주)세원정공,21820,15-Jun,64116921,526418621
(주)세원정공,21820,16-Jun,56809840,569620476
(주)세원정공,21820,17-Jun,-2193959,551838702
(주)세원정공,21820,18-Jun,-14416531,538318785
(주)세원정공,21820,19-Jun,-18361641,511839215
(주)세이브존아이앤씨,67830,11-Dec,16019785,250879959
(주)세이브존아이앤씨,67830,12-Dec,18047805,265922526
(주)세이브존아이앤씨,67830,13-Dec,21555114,287350225
(주)세이브존아이앤씨,67830,14-Dec,25178635,311031414
(주)세이브존아이앤씨,67830,15-Dec,25728289,336372147
(주)세이브존아이앤씨,67830,16-Dec,27084469,362476661
(주)세이브존아이앤씨,67830,17-Dec,28854035,389804011
(주)세이브존아이앤씨,67830,18-Dec,25422811,434633619
(주)세이브존아이앤씨,67830,19-Dec,22262341,447932116
(주)세종메디칼,258830,18-Dec,3597545,42963883
(주)세종메디칼,258830,19-Dec,3062980,45740448
(주)세중,39310,11-Dec,10329335,64527867
(주)세중,39310,12-Dec,12890324,71721169
(주)세중,39310,13-Dec,10446746,76312855
(주)세중,39310,14-Dec,7745911,77426340
(주)세중,39310,15-Dec,7094255,80757860
(주)세중,39310,16-Dec,9102705,86477605
(주)세중,39310,17-Dec,-1272896,83817943
(주)세중,39310,18-Dec,-1003471,83482864
(주)세중,39310,19-Dec,2311228,85941314
(주)세진중공업,75580,15-Dec,23786766,170239815
(주)세진중공업,75580,16-Dec,19686994,158389131
(주)세진중공업,75580,17-Dec,1867594,157012035
(주)세진중공업,75580,18-Dec,1768188,158369457
(주)세진중공업,75580,19-Dec,3096433,162334095
(주)세진티에스,67770,11-Dec,1448380,61023884
(주)세진티에스,67770,12-Dec,-1449179,58305416
(주)세진티에스,67770,13-Dec,-5074513,49685811
(주)세진티에스,67770,14-Dec,804116,50683612
(주)세진티에스,67770,15-Dec,-5566473,45179343
(주)세진티에스,67770,16-Dec,-449021,44493684
(주)세진티에스,67770,17-Dec,-2457380,41609097
(주)세진티에스,67770,18-Dec,-2376566,39294777
(주)세진티에스,67770,19-Dec,-2108201,37486133
(주)세코닉스,53450,11-Dec,2216106,65971065
(주)세코닉스,53450,12-Dec,14967842,87971712
(주)세코닉스,53450,13-Dec,20390074,108116238
(주)세코닉스,53450,14-Dec,14177281,122916132
(주)세코닉스,53450,15-Dec,9006915,129966956
(주)세코닉스,53450,16-Dec,9021574,136688600
(주)세코닉스,53450,17-Dec,-2356373,129558947
(주)세코닉스,53450,18-Dec,-1935804,127901540
(주)세코닉스,53450,19-Dec,-17493670,109332733
(주)세토피아,222810,15-Dec,,
(주)세토피아,222810,16-Dec,,
(주)세토피아,222810,17-Dec,,
(주)세토피아,222810,18-Dec,,
(주)세토피아,222810,19-Dec,-36530356,2984507
(주)세화피앤씨,252500,16-Dec,,
(주)세화피앤씨,252500,17-Dec,,
(주)세화피앤씨,252500,18-Dec,,
(주)세화피앤씨,252500,19-Dec,,
(주)센트랄모텍,308170,19-Dec,5125840,97739425
(주)센트럴인사이트,12600,11-Dec,-40101892,83942848
(주)센트럴인사이트,12600,12-Dec,8226962,83861243
(주)센트럴인사이트,12600,13-Dec,-33997556,51365061
(주)센트럴인사이트,12600,14-Dec,-14615089,36564884
(주)센트럴인사이트,12600,15-Dec,-16173400,26639128
(주)센트럴인사이트,12600,16-Dec,-16122509,34351950
(주)센트럴인사이트,12600,17-Dec,-5732880,23687386
(주)센트럴인사이트,12600,18-Dec,1474608,24332928
(주)센트럴인사이트,12600,19-Dec,-19373389,6941685
(주)셀루메드,49180,11-Dec,-18238642,31754145
(주)셀루메드,49180,12-Dec,-158846,48750449
(주)셀루메드,49180,13-Dec,-1974669,49202697
(주)셀루메드,49180,14-Dec,-15375030,44012721
(주)셀루메드,49180,15-Dec,-11981385,41269365
(주)셀루메드,49180,16-Dec,-37492886,44554556
(주)셀루메드,49180,17-Dec,-7884455,34521421
(주)셀루메드,49180,18-Dec,-9846328,23016356
(주)셀루메드,49180,19-Dec,-37293720,15725367
(주)셀리드,299660,17-Dec,,
(주)셀리드,299660,19-Dec,,
(주)셀리버리,268600,18-Dec,-6698373,35825803
(주)셀리버리,268600,19-Dec,,
(주)셀바스에이아이,108860,11-Dec,873879,29177674
(주)셀바스에이아이,108860,12-Dec,,
(주)셀바스에이아이,108860,13-Dec,,
(주)셀바스에이아이,108860,14-Dec,-4422894,57806768
(주)셀바스에이아이,108860,15-Dec,-656849,56972085
(주)셀바스에이아이,108860,16-Dec,-19289047,56890089
(주)셀바스에이아이,108860,17-Dec,-4282233,54708950
(주)셀바스에이아이,108860,18-Dec,-26584553,44383436
(주)셀바스에이아이,108860,19-Dec,-8592018,43804207
(주)셀바스헬스케어,208370,14-Dec,,
(주)셀바스헬스케어,208370,15-Dec,,
(주)셀바스헬스케어,208370,16-Dec,-14869694,26915821
(주)셀바스헬스케어,208370,17-Dec,-1116106,27814181
(주)셀바스헬스케어,208370,18-Dec,-19992170,14604808
(주)셀바스헬스케어,208370,19-Dec,-3328422,24137488
(주)셀트리온,68270,18-Dec,237476361,2595259393
(주)셀트리온,68270,19-Dec,301442694,2872913211
(주)셀트리온제약,68760,11-Dec,3434231,128268037
(주)셀트리온제약,68760,12-Dec,3551937,157246082
(주)셀트리온제약,68760,13-Dec,2613059,168412367
(주)셀트리온제약,68760,14-Dec,5869448,214425697
(주)셀트리온제약,68760,15-Dec,6733914,236234422
(주)셀트리온제약,68760,16-Dec,-21105978,276705834
(주)셀트리온제약,68760,17-Dec,15714765,293623668
(주)셀트리온제약,68760,18-Dec,-9388771,270034679
(주)셀트리온제약,68760,19-Dec,8602168,280031378
(주)셀트리온헬스케어,91990,17-Dec,165683864,1704084366
(주)셀트리온헬스케어,91990,18-Dec,14775076,1635478494
(주)셀트리온헬스케어,91990,19-Dec,64962000,1665893807
(주)셀피글로벌,68940,11-Dec,,
(주)셀피글로벌,68940,12-Dec,,
(주)셀피글로벌,68940,13-Dec,,
(주)셀피글로벌,68940,14-Dec,,
(주)셀피글로벌,68940,15-Dec,631685,28981567
(주)셀피글로벌,68940,16-Dec,249934,28211729
(주)셀피글로벌,68940,17-Dec,-9736883,17255722
(주)셀피글로벌,68940,18-Dec,-2714528,13958786
(주)셀피글로벌,68940,19-Dec,6709,14816899
(주)소프트센,32680,11-Sep,,
(주)소프트센,32680,12-Sep,,
(주)소프트센,32680,13-Dec,,
(주)소프트센,32680,14-Dec,3006005,32078011
(주)소프트센,32680,15-Dec,,
(주)소프트센,32680,16-Dec,,
(주)소프트센,32680,17-Dec,,
(주)소프트센,32680,18-Dec,,
(주)소프트센,32680,19-Dec,,
(주)손오공,66910,11-Dec,12926,32297611
(주)손오공,66910,12-Dec,-58481,32340867
(주)손오공,66910,13-Dec,-10060951,22278561
(주)손오공,66910,14-Dec,-4966814,20302934
(주)손오공,66910,15-Dec,9302729,29631418
(주)손오공,66910,16-Dec,1766273,31385543
(주)손오공,66910,17-Dec,-12292550,19092993
(주)손오공,66910,18-Dec,1109914,20202906
(주)손오공,66910,19-Dec,-1917458,24438495
(주)솔고바이오메디칼,43100,11-Dec,-6107056,41139050
(주)솔고바이오메디칼,43100,12-Dec,-8858548,32459601
(주)솔고바이오메디칼,43100,13-Dec,-5835822,30828996
(주)솔고바이오메디칼,43100,14-Dec,-2491867,29389291
(주)솔고바이오메디칼,43100,15-Dec,-6987543,37369941
(주)솔고바이오메디칼,43100,16-Dec,-8010522,32563272
(주)솔고바이오메디칼,43100,17-Dec,-8521580,47017011
(주)솔고바이오메디칼,43100,18-Dec,-15360071,51895182
(주)솔고바이오메디칼,43100,19-Dec,-18787614,33170958
(주)솔루에타,154040,13-Dec,17448958,62332923
(주)솔루에타,154040,14-Dec,2753888,66655912
(주)솔루에타,154040,15-Dec,9384533,76421821
(주)솔루에타,154040,16-Dec,-3448009,74093464
(주)솔루에타,154040,17-Dec,8999,83348317
(주)솔루에타,154040,18-Dec,-16426485,71330869
(주)솔루에타,154040,19-Dec,-3403118,70580995
(주)솔본,35610,11-Dec,-999264,148021671
(주)솔본,35610,12-Dec,-6467134,144669842
(주)솔본,35610,13-Dec,7313873,152088656
(주)솔본,35610,14-Dec,4867544,155405865
(주)솔본,35610,15-Dec,3415497,164086888
(주)솔본,35610,16-Dec,3567437,167650009
(주)솔본,35610,17-Dec,-6157927,165235118
(주)솔본,35610,18-Dec,10063844,177619057
(주)솔본,35610,19-Dec,5773648,183033541
(주)쇼박스,86980,11-Dec,-14745140,100969147
(주)쇼박스,86980,12-Dec,-746151,99489542
(주)쇼박스,86980,13-Dec,5726973,105548763
(주)쇼박스,86980,14-Dec,-792513,105384517
(주)쇼박스,86980,15-Dec,11469705,116104961
(주)쇼박스,86980,16-Dec,13371305,126223092
(주)쇼박스,86980,17-Dec,15845913,138922385
(주)쇼박스,86980,18-Dec,4352363,140710519
(주)쇼박스,86980,19-Dec,3259345,140660326
(주)수산아이앤티,50960,16-Dec,,
(주)수산아이앤티,50960,17-Dec,,
(주)수산아이앤티,50960,18-Dec,,
(주)수산아이앤티,50960,19-Dec,,
(주)수산중공업,17550,11-Dec,12366952,70559349
(주)수산중공업,17550,12-Dec,11718058,80408284
(주)수산중공업,17550,13-Dec,3964433,83143444
(주)수산중공업,17550,14-Dec,5970455,89556442
(주)수산중공업,17550,15-Dec,1288162,89153663
(주)수산중공업,17550,16-Dec,2902652,91273051
(주)수산중공업,17550,17-Dec,2894458,92407113
(주)수산중공업,17550,18-Dec,6651219,98987537
(주)수산중공업,17550,19-Dec,145346,100356148
(주)수젠텍,253840,19-Dec,-9577176,24319878
(주)슈프리마,236200,16-Dec,11122748,88232012
(주)슈프리마,236200,17-Dec,9089245,97215019
(주)슈프리마,236200,18-Dec,11398636,108646405
(주)슈프리마,236200,19-Dec,25942271,136394198
(주)슈프리마아이디,317770,19-Dec,1107081,40231383
(주)슈프리마에이치큐,94840,11-Dec,6082918,100078653
(주)슈프리마에이치큐,94840,12-Dec,17117621,116075956
(주)슈프리마에이치큐,94840,13-Dec,12404629,128455930
(주)슈프리마에이치큐,94840,14-Dec,14741678,143556583
(주)슈프리마에이치큐,94840,15-Dec,12800620,80349617
(주)슈프리마에이치큐,94840,16-Dec,3857835,118326673
(주)슈프리마에이치큐,94840,17-Dec,4652792,122654327
(주)슈프리마에이치큐,94840,18-Dec,7337601,134761571
(주)슈프리마에이치큐,94840,19-Dec,8238775,163742885
(주)슈피겐코리아,192440,14-Dec,38558970,126019051
(주)슈피겐코리아,192440,15-Dec,40569760,164783530
(주)슈피겐코리아,192440,16-Dec,38551772,193600397
(주)슈피겐코리아,192440,17-Dec,40656388,221373462
(주)슈피겐코리아,192440,18-Dec,42704858,261298678
(주)슈피겐코리아,192440,19-Dec,40280863,294608748
(주)스마트솔루션즈,136510,11-Dec,,
(주)스마트솔루션즈,136510,12-Dec,,
(주)스마트솔루션즈,136510,13-Dec,,
(주)스마트솔루션즈,136510,14-Dec,-642668,25245548
(주)스마트솔루션즈,136510,15-Dec,207337,23958121
(주)스마트솔루션즈,136510,16-Dec,1621465,29216232
(주)스마트솔루션즈,136510,17-Dec,3020851,32467560
(주)스마트솔루션즈,136510,18-Dec,962012,32247805
(주)스마트솔루션즈,136510,19-Dec,-5995719,26212597
(주)스맥,99440,11-Dec,,
(주)스맥,99440,12-Dec,,
(주)스맥,99440,13-Dec,,
(주)스맥,99440,14-Dec,,
(주)스맥,99440,15-Dec,,
(주)스맥,99440,16-Dec,1971485,90484055
(주)스맥,99440,17-Dec,334271,96009665
(주)스맥,99440,18-Dec,-1674940,96360098
(주)스맥,99440,19-Dec,-16987126,96588511
(주)스카이문스테크놀로지,33790,11-Dec,,
(주)스카이문스테크놀로지,33790,12-Dec,,
(주)스카이문스테크놀로지,33790,13-Dec,,
(주)스카이문스테크놀로지,33790,14-Dec,,
(주)스카이문스테크놀로지,33790,15-Dec,,
(주)스카이문스테크놀로지,33790,16-Dec,,
(주)스카이문스테크놀로지,33790,17-Dec,-4758219,39534019
(주)스카이문스테크놀로지,33790,18-Dec,-7808868,31622301
(주)스카이문스테크놀로지,33790,19-Dec,,
(주)스킨앤스킨,159910,12-Dec,,
(주)스킨앤스킨,159910,13-Dec,,
(주)스킨앤스킨,159910,14-Dec,,
(주)스킨앤스킨,159910,15-Dec,-15677961,23649293
(주)스킨앤스킨,159910,16-Dec,-11977598,36498317
(주)스킨앤스킨,159910,17-Dec,-18673169,23581339
(주)스킨앤스킨,159910,18-Dec,-13362032,38104218
(주)스킨앤스킨,159910,19-Dec,-6314553,37878841
(주)스타플렉스,115570,11-Dec,-7826140,69500909
(주)스타플렉스,115570,12-Dec,-15489431,55015611
(주)스타플렉스,115570,13-Dec,-1854048,52790371
(주)스타플렉스,115570,14-Dec,-1281744,57952627
(주)스타플렉스,115570,15-Dec,-4724745,54454479
(주)스타플렉스,115570,16-Dec,6251306,64224064
(주)스타플렉스,115570,17-Dec,-8653997,54255150
(주)스타플렉스,115570,18-Dec,6498480,60687557
(주)스타플렉스,115570,19-Dec,-6212002,54033696
(주)스튜디오산타클로스엔터테인먼트,204630,14-Dec,,
(주)스튜디오산타클로스엔터테인먼트,204630,15-Dec,,
(주)스튜디오산타클로스엔터테인먼트,204630,16-Dec,-569867,43222443
(주)스튜디오산타클로스엔터테인먼트,204630,17-Dec,-2465153,45862595
(주)스튜디오산타클로스엔터테인먼트,204630,18-Dec,-359931,46691258
(주)스튜디오산타클로스엔터테인먼트,204630,19-Dec,-5670826,41303485
(주)스페코,13810,11-Dec,-5058960,26990182
(주)스페코,13810,12-Dec,1118003,23546303
(주)스페코,13810,13-Dec,-2227898,30302035
(주)스페코,13810,14-Dec,2407037,42457769
(주)스페코,13810,15-Dec,7622869,52189687
(주)스페코,13810,16-Dec,4764018,44515476
(주)스페코,13810,17-Dec,-349493,42895708
(주)스페코,13810,18-Dec,-6197606,29994320
(주)스페코,13810,19-Dec,9856239,41710998
(주)승일,49830,11-Dec,,
(주)승일,49830,12-Dec,,
(주)승일,49830,13-Dec,,
(주)승일,49830,14-Dec,,
(주)승일,49830,15-Dec,,
(주)승일,49830,16-Dec,,
(주)승일,49830,17-Dec,,
(주)승일,49830,18-Dec,,
(주)승일,49830,19-Dec,,
(주)시공테크,20710,11-Dec,12657832,77211193
(주)시공테크,20710,12-Dec,2371296,79752614
(주)시공테크,20710,13-Dec,-2720472,77581435
(주)시공테크,20710,14-Dec,6873911,83660171
(주)시공테크,20710,15-Dec,1074992,84828534
(주)시공테크,20710,16-Dec,-6749251,78651458
(주)시공테크,20710,17-Dec,18716581,95473290
(주)시공테크,20710,18-Dec,1436995,94463771
(주)시공테크,20710,19-Dec,15340778,108347948
(주)시너지이노베이션,48870,11-Dec,-10102859,71085379
(주)시너지이노베이션,48870,12-Dec,-4150234,75564128
(주)시너지이노베이션,48870,13-Dec,-37476130,42255726
(주)시너지이노베이션,48870,14-Dec,-12049223,30094692
(주)시너지이노베이션,48870,15-Dec,-51363821,-19563771
(주)시너지이노베이션,48870,16-Dec,10572438,13899705
(주)시너지이노베이션,48870,17-Dec,-12221264,28412573
(주)시너지이노베이션,48870,18-Dec,-2177598,70593512
(주)시너지이노베이션,48870,19-Dec,4221716,92675215
(주)시노펙스,25320,11-Dec,2363491,77422039
(주)시노펙스,25320,12-Dec,-29634509,80377116
(주)시노펙스,25320,13-Dec,3455621,88400504
(주)시노펙스,25320,14-Dec,-4326271,86520470
(주)시노펙스,25320,15-Dec,-35339276,61886475
(주)시노펙스,25320,16-Dec,-4227122,68064247
(주)시노펙스,25320,17-Dec,-13790199,54581965
(주)시노펙스,25320,18-Dec,593956,68230772
(주)시노펙스,25320,19-Dec,6184461,82627100
(주)시디즈,134790,11-Dec,1936345,30830683
(주)시디즈,134790,12-Dec,,
(주)시디즈,134790,13-Dec,,
(주)시디즈,134790,14-Dec,,
(주)시디즈,134790,15-Dec,,
(주)시디즈,134790,16-Dec,,
(주)시디즈,134790,17-Dec,,
(주)시디즈,134790,18-Dec,,
(주)시디즈,134790,19-Dec,,
(주)시스웍,269620,17-Dec,5543368,32011541
(주)시스웍,269620,18-Dec,4815530,36065742
(주)시스웍,269620,19-Dec,1971680,38993690
(주)시큐브,131090,11-Dec,,
(주)시큐브,131090,12-Dec,,
(주)시큐브,131090,13-Dec,,
(주)시큐브,131090,14-Dec,,
(주)시큐브,131090,15-Dec,,
(주)시큐브,131090,16-Dec,1319692,21761637
(주)시큐브,131090,17-Dec,3106936,24271594
(주)시큐브,131090,18-Dec,2596981,26565776
(주)시큐브,131090,19-Dec,5145956,31399615
(주)시티랩스,139050,11-Dec,,
(주)시티랩스,139050,12-Dec,,
(주)시티랩스,139050,13-Dec,449217,23237312
(주)시티랩스,139050,14-Dec,1669497,25094140
(주)시티랩스,139050,15-Dec,-721167,24326295
(주)시티랩스,139050,16-Dec,-2655722,27874471
(주)시티랩스,139050,17-Dec,-9350611,30422965
(주)시티랩스,139050,18-Dec,-1065866,30290162
(주)시티랩스,139050,19-Dec,-12001532,70414952
(주)신도리코,29530,11-Dec,65579357,838721137
(주)신도리코,29530,12-Dec,51980140,854044344
(주)신도리코,29530,13-Dec,25311311,823653032
(주)신도리코,29530,14-Dec,17115417,819938618
(주)신도리코,29530,15-Dec,9354847,820235806
(주)신도리코,29530,16-Dec,31789402,841179267
(주)신도리코,29530,17-Dec,31678675,855847078
(주)신도리코,29530,18-Dec,35034112,871556415
(주)신도리코,29530,19-Dec,14487011,870636616
(주)신성이엔지,11930,11-Dec,,
(주)신성이엔지,11930,12-Dec,,
(주)신성이엔지,11930,13-Dec,,
(주)신성이엔지,11930,14-Dec,,
(주)신성이엔지,11930,15-Dec,,
(주)신성이엔지,11930,16-Dec,3166044,122275000
(주)신성이엔지,11930,17-Dec,-39188112,81810558
(주)신성이엔지,11930,18-Dec,10698130,114083620
(주)신성이엔지,11930,19-Dec,2085195,122176331
(주)신세계,4170,11-Dec,3522095019,2179651231
(주)신세계,4170,12-Dec,193732437,3100731761
(주)신세계,4170,13-Dec,194652961,3343858788
(주)신세계,4170,14-Dec,186056566,3569061532
(주)신세계,4170,15-Dec,433181913,4060893110
(주)신세계,4170,16-Dec,323364949,4692940756
(주)신세계,4170,17-Dec,213610457,4919526791
(주)신세계,4170,18-Dec,284880100,5002167671
(주)신세계,4170,19-Dec,593123360,5515130284
(주)신세계아이앤씨,35510,11-Dec,,
(주)신세계아이앤씨,35510,12-Dec,,
(주)신세계아이앤씨,35510,13-Dec,,
(주)신세계아이앤씨,35510,14-Dec,,
(주)신세계아이앤씨,35510,15-Dec,,
(주)신세계아이앤씨,35510,16-Dec,,
(주)신세계아이앤씨,35510,17-Dec,,
(주)신세계아이앤씨,35510,18-Dec,,
(주)신세계아이앤씨,35510,19-Dec,,
(주)신세계인터내셔날,31430,11-Dec,,
(주)신세계인터내셔날,31430,12-Dec,49347205,408976113
(주)신세계인터내셔날,31430,13-Dec,31491814,436232959
(주)신세계인터내셔날,31430,14-Dec,19253675,449689725
(주)신세계인터내셔날,31430,15-Dec,20988506,464795868
(주)신세계인터내셔날,31430,16-Dec,17454544,478512017
(주)신세계인터내셔날,31430,17-Dec,24138483,496188023
(주)신세계인터내셔날,31430,18-Dec,57678052,544835950
(주)신세계인터내셔날,31430,19-Dec,74001043,599297425
(주)신세계푸드,31440,11-Dec,,
(주)신세계푸드,31440,12-Dec,,
(주)신세계푸드,31440,13-Dec,,
(주)신세계푸드,31440,14-Dec,,
(주)신세계푸드,31440,15-Dec,6686472,287143903
(주)신세계푸드,31440,16-Dec,14288743,297179502
(주)신세계푸드,31440,17-Dec,20614502,315063584
(주)신세계푸드,31440,18-Dec,8512515,316905169
(주)신세계푸드,31440,19-Dec,4352741,315100964
(주)신영와코루,5800,11-Sep,17535948,249449685
(주)신영와코루,5800,12-Sep,15378963,261091985
(주)신영와코루,5800,13-Sep,11411213,268435522
(주)신영와코루,5800,14-Sep,5893695,271747957
(주)신영와코루,5800,15-Dec,11352083,283830125
(주)신영와코루,5800,16-Dec,17329785,300267734
(주)신영와코루,5800,17-Dec,9126171,304783174
(주)신영와코루,5800,18-Dec,2709407,308312062
(주)신영와코루,5800,19-Dec,2872501,314364733
(주)신원,9270,11-Dec,338123,193959259
(주)신원,9270,12-Dec,-10105434,182702486
(주)신원,9270,13-Dec,-7087812,173665032
(주)신원,9270,14-Dec,3393639,177450077
(주)신원,9270,15-Dec,6645136,186496976
(주)신원,9270,16-Dec,-5784602,180989170
(주)신원,9270,17-Dec,-9821120,169146314
(주)신원,9270,18-Dec,-6340750,182944216
(주)신원,9270,19-Dec,531288,201587636
(주)신진에스엠,138070,11-Dec,7278690,49009017
(주)신진에스엠,138070,12-Dec,7531750,53286642
(주)신진에스엠,138070,13-Dec,4605251,55431764
(주)신진에스엠,138070,14-Dec,5465824,64788608
(주)신진에스엠,138070,15-Dec,4026449,67126129
(주)신진에스엠,138070,16-Dec,429773,66118362
(주)신진에스엠,138070,17-Dec,4674324,70729759
(주)신진에스엠,138070,18-Dec,3044793,72626496
(주)신진에스엠,138070,19-Dec,2369379,74185156
(주)신테카바이오,226330,19-Dec,,
(주)신화다이나믹스,1770,11-Dec,,
(주)신화다이나믹스,1770,12-Dec,,
(주)신화다이나믹스,1770,13-Dec,,
(주)신화다이나믹스,1770,14-Dec,,
(주)신화다이나믹스,1770,15-Dec,,
(주)신화다이나믹스,1770,16-Dec,,
(주)신화다이나믹스,1770,17-Dec,,
(주)신화다이나믹스,1770,18-Dec,,
(주)신화다이나믹스,1770,19-Dec,,
(주)신화콘텍,187270,14-Dec,6926672,36518034
(주)신화콘텍,187270,15-Dec,-571547,35758154
(주)신화콘텍,187270,16-Dec,381971,38359778
(주)신화콘텍,187270,17-Dec,6161177,52616090
(주)신화콘텍,187270,18-Dec,-758628,51291708
(주)신화콘텍,187270,19-Dec,-2697453,48150647
(주)신흥,4080,11-Dec,2855370,77820950
(주)신흥,4080,12-Dec,1029427,77282406
(주)신흥,4080,13-Dec,1348970,77891901
(주)신흥,4080,14-Dec,6696413,82948189
(주)신흥,4080,15-Dec,2874930,84846845
(주)신흥,4080,16-Dec,1075632,84682692
(주)신흥,4080,17-Dec,3178292,86366842
(주)신흥,4080,18-Dec,3054107,87305089
(주)신흥,4080,19-Dec,2044205,87953945
(주)심텍,222800,15-Dec,10433037,154893993
(주)심텍,222800,16-Dec,29304525,179184444
(주)심텍,222800,17-Dec,16099696,214748127
(주)심텍,222800,18-Dec,2315023,214570818
(주)심텍,222800,19-Dec,-39404353,161521978
(주)심텍홀딩스,36710,11-Dec,42617164,173334357
(주)심텍홀딩스,36710,12-Dec,19730690,208741695
(주)심텍홀딩스,36710,13-Dec,-27550473,171879490
(주)심텍홀딩스,36710,14-Dec,1700275,182987550
(주)심텍홀딩스,36710,15-Dec,124942446,190354987
(주)심텍홀딩스,36710,16-Dec,20849037,207162874
(주)심텍홀딩스,36710,17-Dec,9770225,229763944
(주)심텍홀딩스,36710,18-Dec,1545948,230370203
(주)심텍홀딩스,36710,19-Dec,-38620592,185181477
(주)싸이맥스,160980,15-Dec,1571077,51229230
(주)싸이맥스,160980,16-Dec,6347688,55436334
(주)싸이맥스,160980,17-Dec,17567275,101810587
(주)싸이맥스,160980,18-Dec,13334731,106919554
(주)싸이맥스,160980,19-Dec,3170301,105725392
(주)싸이토젠,217330,18-Dec,,
(주)싸이토젠,217330,19-Dec,,
(주)쌍방울,102280,11-Dec,6045089,73670363
(주)쌍방울,102280,12-Dec,3434567,76356577
(주)쌍방울,102280,13-Dec,-1924693,74744981
(주)쌍방울,102280,14-Dec,-1247594,76740016
(주)쌍방울,102280,15-Dec,-516868,176903425
(주)쌍방울,102280,16-Dec,-16304024,174315792
(주)쌍방울,102280,17-Dec,143382650,301929523
(주)쌍방울,102280,18-Dec,-95271622,204040900
(주)쌍방울,102280,19-Dec,-36403524,166040004
(주)썸에이지,208640,14-Dec,,
(주)썸에이지,208640,15-Dec,,
(주)썸에이지,208640,16-Dec,-7197287,34510641
(주)썸에이지,208640,17-Dec,-8706014,27120323
(주)썸에이지,208640,18-Dec,-29367175,9091593
(주)썸에이지,208640,19-Dec,-14157793,35546229
(주)쎄노텍,222420,15-Dec,,
(주)쎄노텍,222420,16-Dec,,
(주)쎄노텍,222420,17-Dec,,
(주)쎄노텍,222420,18-Dec,,
(주)쎄노텍,222420,19-Dec,,
(주)쎄니트,37760,11-Dec,-5412742,28162679
(주)쎄니트,37760,12-Dec,19846,28122722
(주)쎄니트,37760,13-Dec,2335787,38511746
(주)쎄니트,37760,14-Dec,4773911,43285658
(주)쎄니트,37760,15-Dec,8400461,56746134
(주)쎄니트,37760,16-Dec,7128349,66873388
(주)쎄니트,37760,17-Dec,6746386,75265316
(주)쎄니트,37760,18-Dec,3207115,78099895
(주)쎄니트,37760,19-Dec,1919911,79159923
(주)쎄트렉아이,99320,11-Dec,,
(주)쎄트렉아이,99320,12-Dec,,
(주)쎄트렉아이,99320,13-Dec,,
(주)쎄트렉아이,99320,14-Dec,1790845,44557506
(주)쎄트렉아이,99320,15-Dec,4381171,48120258
(주)쎄트렉아이,99320,16-Dec,3174530,50402467
