,회사명,거래소코드,회계년도,이자보상배율,cashflow_매출액비율,cashflow_부채비율,당좌비율,매입채무회전율,매출액순이익률,매출액총이익률,매출액영업이익률,매출액증가율,매출원가대매출액비율,매출채권회전율,부채비율,순이익증가율,영업이익증가율,유동부채,유동비율,유동자산구성비율,유동자산증가율,유형자산증가율,유형자산회전율,자기자본구성비율,자본증가율,타인자본회전율,재고자산_유동자산비율,재고자산증가율,재고자산회전율,차입금의존도,총자본영업이익률,총자산순이익률,총자산증가율,총자산회전율,현금비율
1137,(주)상보,27580,2017,-1.13,-3.354313893,-3.740639484,77.51885412,13.4973477,-5.509680282,6.46421677,-3.457945069,-47.38722401,93.53578323,1.087971951,239.7660646,0,-101.7038642,74.19552365,110.870244,58.04975923,-24.63463211,-17.91340668,4.661678007,29.43201527,20.83244244,0.327281212,39.92365826,-27.61927984,222.1145865,54.5027996,-4.731949431,-4.335870134,-9.685827199,0.286336992,35.48789582
1138,(주)상보,27580,2018,0.62,-4.411761983,-5.719666007,65.87934524,4.863098317,-23.01816279,13.78534496,3.163146682,23.13333293,86.21465504,1.211509616,495.2574112,0,-96.10411833,93.99609678,83.08403888,64.97609328,-37.58191313,-23.55017409,43.35859271,16.79945499,48.55609546,0.985094158,33.17560793,-45.5207203,570.6493914,42.01998759,10.15497631,-24.82878273,-10.45138298,0.332671378,19.23339049
1139,(주)상보,27580,2019,-1.17,2.414176515,1.57011178,92.13444648,6.390307007,-21.21074762,11.18630178,-10.15220011,-56.59855376,88.81369822,1.828803777,255.0570866,0,-102.0970663,93.83819868,104.4299054,70.39531495,-13.52736747,0,129.7855194,28.16448503,32.0200104,0.373279385,13.61573771,1.497141763,0.419557402,34.51618518,-8.420330144,-9.90961398,-8.541117532,0.243049541,12.56725154
1140,(주)상상인인더스트리,101000,2011,-11.5,-14.27357635,-9.44384695,49.20532601,11.623668,-33.70488559,-4.957898475,-25.39048003,-0.035399736,104.9578985,7.714075198,289.3397912,0,-111.2651076,82.56279619,74.31014983,45.59444113,5.804387683,-18.01681459,5.045368693,25.68450516,0.992761283,3.095299456,31.9304738,-8.642639581,11.25306017,36.93165033,-24.3032983,-16.57251275,-5.402116653,1.216840513,24.26569109
1141,(주)상상인인더스트리,101000,2012,-2.67,-15.15006478,-10.6072557,31.62525424,22.93148066,-13.91781303,3.547072289,-13.98129886,-0.207713373,96.45292771,4.320129935,527.9995222,0,-106.5338882,83.39895801,57.26339154,40.15243634,-10.25748285,-15.89800307,3.492474069,15.92357881,6.53334644,3.037758607,49.88973027,-17.93627926,11.1314961,38.81523683,-25.84280207,-8.192826495,-12.88498323,0.901167638,11.02096047
1142,(주)상상인인더스트리,101000,2013,1.2,-7.432061916,-7.122955743,39.19965747,13.27869524,8.949249406,15.29560815,4.928841879,-0.018866011,84.70439185,3.321326007,257.9102022,-23.62560267,-97.4733108,74.18241423,74.14966135,39.63734702,-6.068526586,-13.80861252,4.763066348,27.93996913,-1.927494191,2.762897757,50.1795684,-9.296626348,12.9870248,50.58751388,6.091641532,6.180619137,-10.82500766,0.942878308,7.23651863
1143,(주)상상인인더스트리,101000,2014,2.04,-0.413327859,-0.647952086,45.76630739,11.98218192,2.923674926,9.285967787,3.461223652,-0.005519153,90.71403221,3.846392797,270.3762737,-10.98532565,-98.23891055,75.37632433,82.00121429,45.1212019,-12.32061058,-12.56864763,3.163041273,26.99956965,-3.081825601,2.241946586,50.3975413,-19.08148185,8.420427966,51.04631807,7.335276005,3.345821116,-12.75628289,0.698763005,14.04484095
1144,(주)상상인인더스트리,101000,2015,3.7,2.230024845,3.612289375,54.69397613,12.0121359,4.669485838,14.9833803,5.939372345,0.011190752,85.0166197,2.831234087,211.2271459,-24.90423339,-96.93942434,62.06006569,97.53625183,41.08190312,-13.35137121,-11.33676873,2.847757413,32.13087332,-6.92699593,2.14297191,50.69262433,-33.49193872,9.028783201,53.65570315,10.16092206,5.133506965,-12.35000471,0.620272115,21.60191943
1145,(주)상상인인더스트리,101000,2016,9.6,8.15815358,12.01474047,26.0204593,10.28820152,7.385597693,19.95768546,11.76241758,0,80.04231454,3.81337252,194.4021291,-3.669497017,-93.75129162,98.53790195,50.18993025,32.65727729,-15.77470239,-7.478838943,2.604929168,33.96714566,-4.005353795,2.105009863,57.1752402,-20.47605593,6.494252813,26.1533601,16.83798553,7.18237762,-6.510255107,0.629738026,5.865862311
1146,(주)상상인인더스트리,101000,2017,-1.21,15.15131078,11.98539484,21.63141782,11.17660498,-22.08493836,9.160914149,-4.59272113,-5.110226243,90.83908585,4.591909942,255.8388909,0,-99.64849835,97.7613501,32.3733639,22.75454582,-15.47904821,-9.485411916,2.241916419,28.10260557,10.59810401,2.675506853,39.25823406,-30.37097597,4.615925608,23.88145888,0.691085522,-12.56063173,-6.704922952,0.675331849,6.038138905
1147,(주)상상인인더스트리,101000,2018,-7.37,5.204327829,7.698288776,98.41358336,9.169401609,-187.5162688,-6.216568656,-27.37457007,0,106.2165687,5.29058864,176.3118658,0,-112.0394159,81.62093701,116.3085628,60.57525697,0,0,1.564396215,36.19098959,0,2.336767114,15.38577988,0,3.208555246,31.85553863,-35.6967276,-176.9907237,0,0.599948957,4.688066063
1148,(주)상상인인더스트리,101000,2019,-0.79,-27.16941466,-38.55975946,177.5386274,9.100151692,-24.60191258,10.06844298,-3.000615407,0,89.93155702,6.150548827,93.93043367,0,-101.4781312,74.51734515,217.4208034,78.47274214,-0.158831488,0,1.873960728,51.56488237,0.164410289,3.051769608,18.37249314,0,3.30108366,18.18821161,-2.000034624,-16.91142006,0.08442257,0.69648636,8.932792276
1149,(주)상지카일룸,42940,2011,-3.08,-1.534987598,-1.816522055,58.07764016,42.0099048,-63.64388186,4.083191625,-19.15998679,0,95.91680838,18.31443073,157.0049821,0,-108.8043804,82.08868336,58.63980513,29.40679539,0,0,0.145273165,38.90975154,0,0.112342518,0.958674694,0,194.7786082,41.91019477,-17.79977234,-46.01128439,0,0.070635909,0.98100138
1150,(주)상지카일룸,42940,2012,-5.95,-48.66266705,-48.56943058,45.26045687,27.26816985,-101.4253707,-12.14215911,-42.10832176,0,112.1421591,4.163948029,233.1249139,0,-117.392348,94.48346154,45.74765096,30.24866103,0,0,5.14022677,30.01876849,0,7.125183308,1.064959781,0,12.47469363,45.79539376,-48.98845359,-70.84272666,0,1.141453504,4.069859211
1151,(주)상지카일룸,42940,2013,-4.34,-58.49017893,-63.68508953,176.6877996,29.25306461,3.985779066,-16.44976848,-41.17604845,0,116.4497685,4.633603859,121.9706662,0,-117.0730256,88.79264913,177.0999225,86.4082471,0,0,3.789864998,45.05099783,0,8.231023459,0.232706434,0,12.99864327,24.94996626,-27.34166011,2.384667572,0,1.294325941,7.956407305
1152,(주)상지카일룸,42940,2014,-10.95,-14.68851818,-21.60497353,120.2631045,61.44728315,-29.81045292,1.979515412,-20.26079333,0,98.02048459,5.127875069,218.6930061,0,-109.1985473,91.35810963,120.4385225,75.5048597,0,0,3.967109714,31.378161,0,10.61310645,0.145649374,0,12.20845506,17.5966643,-32.5864536,-30.08892759,0,1.231844722,7.515977409
1153,(주)상지카일룸,42940,2015,0.3,-0.157251284,-0.537187744,170.6675068,53.74801165,-11.47077187,10.17770477,0.468065621,0,89.82229523,4.416819767,104.8519542,0,-99.76541819,86.24341264,171.1087814,75.53263739,0,0,4.003275854,48.8157413,0,9.359028793,0.257891275,0,13.04811879,31.40753581,0.838272412,-20.05676825,0,1.12570277,3.830169761
1154,(주)상지카일룸,42940,2016,-4.81,-24.96487114,-8.18285208,92.21530492,32.50750057,-128.5366153,-12.25212618,-98.57575376,0,112.2521262,5.373913873,699.3343496,0,-133.0153244,88.73697467,92.38135511,71.72083393,-3.72739606,0,4.13243771,12.51040945,-0.946507398,7.530894351,0.186703444,0,15.44842388,2.568588958,-112.8095964,-36.80478777,-0.250122408,1.023354704,46.57201556
1155,(주)상지카일룸,42940,2017,-6.78,-44.32645413,-43.66573102,218.1681777,36.83240107,-58.84876802,8.519181452,-32.21458808,-38.42553389,91.48081855,6.143468072,50.99015369,0,-113.8727667,70.0476977,218.4146196,51.66700221,-2.316846366,-2.45676335,3.028632555,66.22948421,0.561655706,9.908043461,0.115508287,0,15.34710455,4.799444558,-8.09071031,-19.57730076,0.286745302,0.915319286,17.88303297
1156,(주)상지카일룸,42940,2018,1.05,-135.9049253,-50.73050693,34.39253482,28.70047312,31.10317004,24.07091465,5.925854722,-0.00096706,75.92908535,6.383734215,186.6312163,4.138616488,-96.94660269,95.99735933,127.0719602,79.42730295,-5.465677211,-2.515228596,2.76077834,34.88803533,1.144329214,10.35432746,77.15144874,-50.61566639,9.612198579,39.19175924,2.064140698,7.559611213,-2.393676314,0.792633902,11.96952999
1157,(주)상지카일룸,42940,2019,0.09,4.495247852,4.309706481,45.65108956,43.61682038,-4.891251098,12.43299897,0.563409452,-42.77068997,87.56700103,5.792965261,243.7080845,0,-99.71749946,97.75774282,45.67277938,31.65838804,13.85453912,-4.858880009,2.164713086,29.09445694,2.993368067,9.878307308,0.041710766,0,11.03540009,16.86018985,0.658200366,-3.325019531,-17.5265151,0.670860796,4.845987601
1158,(주)서부티엔디,6730,2011,0.88,51.37554405,5.588840047,87.45897917,6.342678223,1.352836009,50.37300378,9.702110924,0,49.62699622,4.759086223,73.65628237,-1.524706987,-94.90161926,24.73767428,87.93931456,9.227015255,-0.298557135,0,4.68645418,57.58501716,-0.035832667,4.035896114,0.547847976,0,44.45591924,22.01226939,0.388697083,0.062420853,-0.020634248,1.484303788,21.1461931
1159,(주)서부티엔디,6730,2012,0.7,51.49485126,5.12795314,25.34045192,6.827652161,0.749986056,58.32514779,9.57704802,44.73577703,41.67485221,4.58183294,95.02522123,-2.19196994,-92.65780011,60.90269465,25.49243171,7.564772701,-0.322603867,0,3.537546973,51.27541934,-0.03604066,3.553732476,0.598105656,0,37.75234794,7.974199377,0.453127895,0.036389957,-0.01848,1.359400993,7.158282107
1160,(주)서부티엔디,6730,2013,0.9,26.34796741,3.315608831,39.14625229,6.097932772,-40.26795068,71.05423024,18.8326104,0,28.94576976,3.827898768,97.90503415,0,-89.60485635,27.33870018,39.66274743,5.364247873,-0.481237521,0,2.033890171,50.52928558,-0.038971017,1.716286702,1.308514298,0,57.23969918,27.43047762,1.16011681,-2.506824204,-0.019691899,0.915124884,11.54623804
1161,(주)서부티엔디,6730,2014,1.05,25.86575242,3.168465145,50.48611562,6.736572831,0.448367583,73.3059966,19.2966137,0,26.6940034,4.39793234,107.888558,0,-89.32063797,30.63020906,50.66308438,8.053532005,0,0,2.201844537,48.10269549,0,1.620223401,0.350395863,0,25.37357651,28.35749992,1.275709056,0.028503804,0,1.004602607,4.449537995
1162,(주)서부티엔디,6730,2015,1.31,13.58338597,1.566370642,16.72509819,6.694455652,-24.02464554,76.81431046,22.0455424,0,23.18568954,3.746524704,118.751242,0,-87.6116942,55.55935884,16.80007949,5.067061727,0,0,2.254266153,45.71402617,3.314162343,1.655591291,0.446315178,0,21.57074521,20.48162572,1.534043481,-1.503942094,0,1.017878717,2.172387611
1163,(주)서부티엔디,6730,2016,1.39,13.63950677,1.159788573,19.18520757,7.285765756,5.032396338,79.59218201,23.458829,19.63271861,20.40781799,3.784407418,145.2630338,0,-84.09873747,48.5031471,19.25691224,5.531967039,0,0,1.85914043,40.77255281,0,1.554327306,0.372358053,0,32.15426703,30.0653536,1.448810564,0.253441664,0,0.891894615,1.155661514
1164,(주)서부티엔디,6730,2017,-1.03,22.10486471,1.248267876,56.45762116,7.975948472,-46.15335448,15.34974511,-24.34544038,0,84.65025489,4.725222272,210.7155984,0,-111.2810139,25.90517213,56.64041665,9.950537745,0,0,2.149137537,32.18377208,-27.37514948,1.788773678,0.322729777,0,29.55012182,50.22571545,-1.21875438,-1.767489466,-13.45960895,1.021776393,12.90493552
1165,(주)서부티엔디,6730,2018,0,21.20554689,2.130047753,38.0830025,17.17262205,-9.599407071,20.22285445,-0.014263021,0,79.77714555,7.646520856,165.9743642,0,-100.007131,34.26947865,38.23460864,8.176461215,0,0,16.79158123,37.59760843,0,7.68242768,0.396515464,0,39.99201411,37.49493036,-0.001188947,-0.601707612,0,1.730060638,3.699542083
1166,(주)서부티엔디,6730,2019,0.48,28.75550503,3.230465841,17.31589264,10.36068574,0.036810412,30.11356138,11.2860994,0,69.88643862,12.38752682,169.363825,0,-94.01946578,56.45225424,17.41806222,6.182477001,0,0.083625265,18.07335491,37.12450994,0,5.957928519,0.586572596,0,5.178854119,19.91015611,1.073689442,0.002600137,0,2.296777485,1.748232351
1167,(주)서연,7860,2011,46.87,7.205925339,12.72275585,84.3818221,0,4.796418124,9.418138418,4.576184961,-49.55897723,90.58186158,9.460053163,176.5079919,-38.16111608,-97.65784246,84.54024407,100.3704272,54.16589906,-62.76651797,-68.53270512,1.89265078,36.16531999,-34.59777875,0.883563048,42.78299168,-91.11822157,0.464432958,20.72503876,7.130654318,5.405864512,-51.88416016,0.211967128,17.46107505
1168,(주)서연,7860,2012,6.4,3.365696356,7.869178583,84.67054744,140.9110879,2.595675611,10.61109216,4.083117154,-63.4014895,89.38890784,4.192474766,184.2431912,-26.14644546,-97.98878154,78.5989063,101.2454209,51.58141715,-63.18371014,-71.64537358,2.893892732,35.18114175,-30.90765628,0.922314027,41.49434432,-92.32648115,0.747748793,24.22849778,8.387528472,3.933745527,-53.01339554,0.291438356,20.36796025
1169,(주)서연,7860,2013,12.61,4.81782527,11.51918246,91.22511854,23.13353049,3.392478436,13.42246013,6.794326175,-68.91945893,86.57753987,2.328704921,183.6262892,-120.0027245,-96.1565076,82.61017104,106.1581028,56.77734034,-72.57673573,-77.43844304,4.016730356,35.25766256,-40.39815939,0.938367298,51.29491442,-92.98704738,1.190736261,22.15335291,14.91495223,5.251411886,-59.43293489,0.435790794,28.8850421
1170,(주)서연,7860,2014,12.92,8.653062765,12.34785629,93.54107923,112.4847518,13.00707421,12.56498298,6.78612116,-99.91987814,87.43501702,3.759681707,155.843522,13.91685349,-96.48776724,84.57604993,109.0923342,56.20254236,-98.95292804,-97.64850693,3.666471228,39.08639127,-65.22926716,0.862544257,1361.427992,-100,0.930341769,21.90432674,7.545744234,11.30617387,-86.34786604,0.386533989,26.52236867
1171,(주)서연,7860,2015,7.82,4.809890377,9.132303376,83.60690552,40.43364839,3.072113308,11.5009145,4.476331873,-99.81940068,88.4990855,8.119574879,164.6350708,-96.75526527,-97.71059334,83.11170215,98.22947465,50.79008672,-99.79226537,-97.05554713,1.414322971,37.78788643,-68.64328284,0.660176056,7165.936426,-100,1.002798222,28.07370424,6.996160892,3.628752415,-88.07002102,0.35096556,21.16987242
1172,(주)서연,7860,2016,5.61,4.806961101,8.233444856,83.98418679,29.31621527,4.151586675,10.77634528,3.978137282,-99.69707088,89.22365472,5.690441208,173.6384773,-76.5095095,-97.97056449,79.73452865,100.0650834,50.62881896,-99.53306791,-99.67629265,1.300373067,36.54456821,-67.7963109,0.487849117,3441.707645,-100,1.002293254,31.40917031,5.915707777,4.512257614,-87.9044462,0.302215907,19.65126585
1173,(주)서연,7860,2017,-0.8,5.450955099,8.983623379,77.59040074,444.784575,-0.761091947,7.321908907,-0.884120313,-99.6014053,92.67809109,7.555839313,176.7654641,-100.0142023,-100.4401146,84.50012657,92.45969556,49.89940191,-99.7125724,-99.64846915,0.853028215,36.13167572,-65.80808124,0.432660936,5595.12047,-100,0.789109138,29.2300952,-1.287827584,-0.80112739,-87.16895396,0.260991156,23.3045444
1174,(주)서연,7860,2018,0.2,4.286808278,7.003428957,71.47750253,15.36492965,-1.514003769,9.24324932,0.246400944,-99.51029501,90.75675068,3.73344041,183.741057,-103.0211135,-99.87664756,79.80845719,89.08662012,46.04107189,-99.55131417,-99.70773089,2.17638363,35.24340152,-64.11048833,1.96465177,4405.373729,-100,9.004288161,31.13667479,0.369824135,-1.601723883,-86.77015492,1.026550437,11.99356864
1175,(주)서연,7860,2019,1.35,6.298138005,9.836191109,70.02485658,14.71383424,-4.327817171,11.13173073,1.507947878,-99.30782861,88.86826927,4.262323561,175.1981507,0,-99.24029811,80.37614561,81.0943737,41.49558641,-97.20566605,-99.72834068,1.262188004,36.33745347,-62.86377126,1.314041474,488.4944621,-100,9.576215288,29.88390755,2.063006697,-4.30296385,-86.08340167,0.764325111,12.79877801
1176,(주)서연이화,200880,2014,12.56,,,98.71207638,10.95133477,4.752587295,10.47063117,5.358558096,-57.5490622,89.52936883,2.705482093,180.3733319,-74.43211515,-97.24695931,88.04993167,109.9258363,62.26792974,-66.0941201,-69.93131509,0.921603534,35.66673026,-42.27679289,1.073319597,30.08683171,-84.879851,8.168654029,21.68164843,5.766832403,3.648486824,-52.05947652,0.588646467,31.63666108
1177,(주)서연이화,200880,2015,10.74,3.69135295,7.736011906,87.72467694,14.47272242,3.552527724,10.94193008,5.174570219,-53.66514254,89.05806992,2.534966323,178.6332234,-38.62367858,-97.34399651,88.83976201,97.91861109,55.77016983,-61.81162001,-74.40934107,0.915418143,35.88947462,-43.46365175,0.915127569,27.26122351,-91.90809235,9.172279499,27.37024165,9.685857628,4.773076212,-54.37301203,0.554773553,24.70327735
1178,(주)서연이화,200880,2016,7.92,5.25430336,11.25081979,87.94584331,14.03038615,3.908079436,10.13674893,4.487362696,-57.5618902,89.86325107,2.798716239,165.1189615,-53.64344623,-97.70482218,89.02550444,99.35945422,55.09089133,-64.32493966,-75.15524747,0.941250747,37.71891661,-43.27267209,0.910148719,32.19950163,-90.68916376,7.459001973,26.93430882,7.9328118,5.211809898,-56.48386428,0.541042144,23.18797091
1179,(주)서연이화,200880,2017,-0.83,6.409354903,11.78092201,88.42833881,12.15728004,1.514489343,6.644573346,-0.606847619,-53.77160308,93.35542665,2.648834727,162.3644257,41.95772496,-100.3025059,93.31792284,98.36861913,56.8077477,-57.32992074,-75.45538995,0.740158998,38.11492344,-35.83073226,0.748109785,23.68201259,-84.70088444,4.575280271,25.30616469,-0.905535536,1.722729596,-51.9667864,0.434173539,29.96765634
1180,(주)서연이화,200880,2018,0.6,2.900678648,5.372089462,85.66742473,11.31302343,-0.424362721,9.066403053,0.584298645,-49.39323827,90.93359695,3.798848885,154.4531091,0,-99.69801408,84.00205969,98.64502256,50.2983808,-58.37591015,-79.33474298,0.796406252,39.29997175,-0.905099515,1.027225347,31.60635287,-90.63027724,3.343125672,29.06340441,0.835689906,-0.477056411,-35.62508301,0.484575642,15.27709345
1181,(주)서연이화,200880,2019,1.13,4.081247841,6.729019313,71.30085052,17.68927548,-2.445112301,10.5630708,1.106670608,-51.20241343,89.4369292,7.797107656,192.877875,0,-99.44358586,80.27269087,82.12756768,43.41628209,-49.97826063,-81.37285868,1.055538415,34.14392434,-2.059239335,1.092475991,26.3541517,-85.71507514,3.878944313,31.17378725,1.75966339,-2.654932382,-38.13105032,0.62071406,11.90142274
1182,(주)서연탑메탈,19770,2011,45.3,,,244.4781676,22.02273,8.468964612,12.9889231,10.71519818,-9.562631111,87.0110769,6.368382695,41.8567351,0.462586902,-94.33911329,93.24110527,251.9968148,69.32946579,-8.894681224,-30.76183603,1.370351953,70.49365681,-0.046567033,1.271220709,3.274921705,-14.68297601,5.742399992,4.236821681,10.87046415,12.11318176,-9.626981762,0.761039556,59.95796062
1183,(주)서연탑메탈,19770,2012,43.53,0.520061016,2.198149832,235.9961213,39.33661886,6.224286509,11.08300788,8.838316858,-19.25614788,88.91699212,6.829649968,48.5435906,-12.25443897,-95.37652279,80.39026565,251.7867772,66.14764186,-18.56750749,-37.14020711,6.577496853,67.32030688,-1.053412699,2.864768204,7.701397182,-67.39112491,6.639590207,10.77924147,9.067226467,8.597467654,-16.60770422,1.82296872,9.638089906
1184,(주)서연탑메탈,19770,2013,22.14,1.97257545,7.961109593,187.7724316,46.38261318,4.56402723,7.525906322,5.415299656,-37.6440006,92.47409368,5.962322052,58.17166604,-26.27202787,-97.21699617,91.45440267,197.6991515,66.49549752,-28.33705524,-36.39708426,6.285897865,63.222449,-3.975642492,2.542402958,7.006583644,-69.35626817,6.57955094,5.514221348,6.356879538,6.774402904,-24.02788087,1.728341635,17.12251936
1185,(주)서연탑메탈,19770,2014,32.12,6.807416619,24.19173752,157.4305369,0,5.835103516,9.828872622,7.620061036,-36.50742265,90.17112738,15.20946815,61.95057678,-33.70411403,-96.03905632,94.04405132,167.4399689,60.2356105,-29.44451049,-25.54017296,13.24132907,61.74723254,-8.204181314,4.892768034,8.472654368,-75.13228903,10.98352716,13.76362498,8.388002276,7.932245516,-20.40786664,3.072067119,11.09520826
1186,(주)서연탑메탈,19770,2015,3.91,5.203074357,8.929967327,155.6194752,0,0.1065751,6.734956626,2.244698745,-36.42096997,93.26504337,6.193488267,114.2247265,930.0290172,-98.86491096,61.87921052,160.4650771,52.94388674,-43.16933699,-45.0026997,4.268116014,46.67995196,-10.47654226,1.742312912,5.313546416,-52.83857015,4.062770831,34.12173609,2.200280412,0.097529526,-29.46253203,1.142908606,39.24365652
1187,(주)서연탑메탈,19770,2016,3.35,-0.676280491,-1.095725477,126.7748308,0,-0.47159342,6.782229969,2.824246348,-36.44490351,93.21777003,6.281926075,163.1852947,-687.7787004,-98.56765028,61.68626797,137.126365,52.44799133,-27.4642564,-41.71955619,4.645240923,37.99604386,1.787802083,1.437109392,10.40714693,-81.37795541,5.432897329,40.45428026,3.733606129,-0.47376398,-21.51007687,1.045882573,14.23351236
1188,(주)서연탑메탈,19770,2017,2.39,-1.708696487,-2.828903022,93.3917718,0,2.035281876,6.036210334,2.732980358,-14.00275898,93.96378967,6.188040437,159.6140264,-292.1783454,-98.15223802,83.27106716,102.6088623,52.53175417,-22.65551095,-44.77677146,4.647459365,38.51872003,-11.50155468,1.890729409,11.61394076,-83.05873205,5.785457451,31.55101328,3.611026712,2.071670104,-25.51423318,1.108105258,8.046250894
1189,(주)서연탑메탈,19770,2018,-0.47,7.424819777,11.54060012,89.51776237,0,-7.114219265,2.710654242,-0.818496748,-18.42352519,97.28934576,7.561281694,134.6392815,0,-100.4075804,88.88629548,94.95613618,48.43161,-16.89388193,-42.01369462,4.922597921,42.61860987,-5.345093206,2.158897575,6.891488327,-64.18371156,5.185960904,28.79809133,-0.856448444,-6.345133855,-24.64577636,1.211359598,4.477808072
1190,(주)서연탑메탈,19770,2019,0.15,5.609689001,10.03446403,85.80076329,0,-2.007934558,3.133378393,0.222865306,-2.187320813,96.86662161,7.904707038,133.2177327,0,-99.86755122,90.4850466,92.49065836,47.80520162,-13.01159697,-42.03167743,4.893816117,42.87838616,-1.889887017,2.247323831,8.314958326,-73.8485824,4.964776593,31.07351754,0.265539971,-2.05166013,-22.18741432,1.172321645,2.526475904
1191,(주)서울리거,43710,2011,,-8.693927973,-66.7904729,357.7652869,0,-5.43299054,9.043346929,1.376645871,-3.185902516,90.95665307,7.223330454,29.06508665,0,-99.30690634,98.97092997,377.1749301,84.06463166,0.230336484,-2.582080464,4.815432369,77.48028734,2.922174042,2.253981496,5.134232667,-32.91075639,4.571820858,0.155231254,1.536959217,-9.399403083,-0.049120063,1.160776374,171.2949305
1192,(주)서울리거,43710,2012,61.31,-5.20817867,-31.02995623,152.7168081,15.0215634,3.037708542,6.511678192,2.755898521,-5.63123751,93.48832181,7.296918218,62.73375404,10.62985933,-98.60312776,60.49267151,342.894182,79.96252778,-1.107556701,-1.056473911,6.732072395,61.45006645,3.48468152,7.40927081,56.08356638,-6.265015861,11.41813053,16.62427108,5.150267557,6.976940584,0.202998974,1.917553951,47.25353612
1193,(주)서울리거,43710,2013,-15.81,-1.605243588,-7.640154647,79.57289767,11.77879112,-31.46543931,-10.1480882,-17.64305291,-3.107129402,110.1480882,6.81757333,785.206596,0,-108.1064168,96.738352,98.64416243,84.64657147,0.064355747,-0.915150401,7.851332846,11.29679788,50.20892983,6.157188267,19.32096004,0,12.87716605,13.6752285,-329.6771792,-132.8416627,-1.361040185,1.783737499,26.06760953
1194,(주)서울리거,43710,2014,-19.41,-39.16748504,-81.38837136,566.9788816,13.0599172,-94.99804107,4.697447714,-90.3776233,-0.275732925,95.30255229,8.386130832,21.99328889,0,-131.1241694,90.67531237,587.6181771,96.05910167,0.516254788,0,6.419458885,81.97172231,3.360598954,6.19890216,3.507724278,0,13.79246006,2.260961986,-20.65179338,-35.58816215,0.12708744,2.029004719,543.9697098
1195,(주)서울리거,43710,2015,-20.21,-118.5218746,-208.4639433,364.9764872,11.64451092,-106.1489067,44.7787697,-122.7275486,687.9519319,55.2212303,9.801103322,22.55160178,0,-252.9259443,95.98836247,367.1899106,64.85862305,-0.040351451,0,8.05009946,81.59828068,0.155115608,6.664563348,0.603044061,0,16.7813122,0,-24.34007404,-34.35629827,-0.026171395,1.960435035,224.8493294
1196,(주)서울리거,43710,2016,-5.07,-38.19136164,-188.834017,790.1853716,11.48111287,-13.37842903,4.712856049,-1.404206436,-1.264887812,95.28714395,11.86726096,9.459706038,0,-100.6972081,80.45660078,826.0979468,57.44028501,-1.207416922,13.51201856,6.897677354,91.35781889,0.37399464,5.722675498,4.400384889,0,32.59487274,0,-0.328392851,-5.716675909,0.341039932,1.663574923,409.4521703
1197,(주)서울리거,43710,2017,,-24.63246946,-245.1287511,2619.936931,10.3667252,-9.784498554,11.4671867,-10.53957358,0.619187829,88.5328133,12.19065639,3.927975957,0,-105.1599714,56.93351613,2786.602422,59.96244977,0.806748383,0,5.987211962,96.22048258,0.631917681,5.739764325,5.933091822,0,13.82984354,0,-2.059909616,-3.680113595,0.589037997,1.573661726,850.3014832
1198,(주)서울리거,43710,2018,-1.01,-3.299966621,-3.862481189,337.0867962,20.31842518,-22.10311082,19.13705498,-1.242672805,-3.15281882,80.86294502,12.28328771,31.26781795,0,-100.6174997,96.61914586,347.8850663,80.06418529,4.198226187,-24.33502254,5.399822803,76.18013429,3.008865364,6.570011562,2.978914739,-15.19997642,14.92848931,0,-0.227395153,-6.162395109,1.656963209,1.442728066,52.03506482
1199,(주)서울리거,43710,2019,-4.74,-12.70911094,-18.67215606,97.618812,13.81613387,-10.2555781,24.78568226,-11.15425589,-29.86416496,75.21431774,8.690234994,81.05768724,0,-105.63604,92.10587279,156.0754766,64.35750981,-61.12032777,-86.49767526,5.8941179,55.23101588,-20.12642755,6.316709669,96.33337302,-92.30687674,11.82280205,16.44931883,-6.641774309,-6.745539404,-43.32412827,1.284324464,24.79305393
1200,(주)서울제약,18680,2011,2.73,8.044113517,15.80388185,133.8881922,6.482011287,3.042890809,56.6044079,4.059253736,0,43.3955921,9.719097306,109.4285235,0,-97.92832588,46.08095121,181.237623,43.6379662,0,0,1.306126287,47.74898773,0,1.324881708,26.12560797,0,3.391676539,29.18308789,4.363473338,3.12368089,0,0.69686058,24.80354966
1201,(주)서울제약,18680,2012,7.16,15.17760609,19.94400387,103.7837043,15.17760609,11.00280696,56.64877529,13.1572911,0,43.35122471,13.1572911,139.0399107,0,-92.9580923,37.9217298,139.9685755,30.87363301,0,0,30.87363301,41.83401761,0,,25.85213941,0,,37.19189423,12.01946233,8.409721645,0,12.01946233,24.25450779
1202,(주)서울제약,18680,2013,3.46,10.4571425,11.22385597,90.8698627,5.609641133,1.469715947,51.73790876,3.175264895,0,48.26209124,7.065677015,121.4522594,0,-98.38675515,41.6479206,122.4188362,27.96192408,0,0,2.759746636,45.15645958,0,2.420743363,25.77133919,0,17.62749474,35.99804892,2.069591459,0.865143099,0,1.673149318,1.004624166
1203,(주)서울제약,18680,2014,3.16,1.201941204,1.099929531,89.28847943,6.355117588,-1.588393969,51.44685339,1.54589779,0,48.55314661,8.193912272,153.9523766,0,-99.22103007,46.7842393,110.6142526,31.37218536,0,0,2.884625624,39.37746127,0,2.544940183,19.27940812,0,19.00182481,44.06488631,1.088977276,-0.881198966,0,1.772276016,17.49289564
