,회사명,거래소코드,회계년도,이자보상배율,회사명_1,거래소코드_1,회계연도_1,매출액(수익)(*)(IFRS)(천원),매출원가(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),통계청 한국표준산업분류 10차(중분류)
7007,(주)케이씨티시,9070,2011,3.1,(주)케이씨티시,9070,2011,185166604,157966732,286851588,240643610,육상운송 및 파이프라인 운송업
7008,(주)케이씨티시,9070,2012,4.16,(주)케이씨티시,9070,2012,214175433,181198543,331131638,274132374,육상운송 및 파이프라인 운송업
7009,(주)케이씨티시,9070,2013,5.27,(주)케이씨티시,9070,2013,218567442,185698162,375783682,314235024,육상운송 및 파이프라인 운송업
7010,(주)케이씨티시,9070,2014,4.51,(주)케이씨티시,9070,2014,210836977,177709716,356096649,300611792,육상운송 및 파이프라인 운송업
7011,(주)케이씨티시,9070,2015,4.61,(주)케이씨티시,9070,2015,245332563,209744398,357046890,302275612,육상운송 및 파이프라인 운송업
7012,(주)케이씨티시,9070,2016,4.59,(주)케이씨티시,9070,2016,257468145,218035378,349784213,294378075,육상운송 및 파이프라인 운송업
7013,(주)케이씨티시,9070,2017,4.37,(주)케이씨티시,9070,2017,269407698,229039980,364550702,312889548,육상운송 및 파이프라인 운송업
7014,(주)케이씨티시,9070,2018,4.08,(주)케이씨티시,9070,2018,308710252,268454650,400441294,344972363,육상운송 및 파이프라인 운송업
7015,(주)케이씨티시,9070,2019,3.76,(주)케이씨티시,9070,2019,327327784,285757671,446166406,381568531,육상운송 및 파이프라인 운송업
7016,(주)케이씨피드,25880,2011,4.18,(주)케이씨피드,25880,2011,77301481,66816148,78033368,67019757,식료품 제조업
7017,(주)케이씨피드,25880,2012,2.99,(주)케이씨피드,25880,2012,91832670,80716250,92393360,81023982,식료품 제조업
7018,(주)케이씨피드,25880,2013,1.6,(주)케이씨피드,25880,2013,100892718,89461833,101758273,89906211,식료품 제조업
7019,(주)케이씨피드,25880,2014,-0.85,(주)케이씨피드,25880,2014,89636550,79266516,92877336,85067815,식료품 제조업
7020,(주)케이씨피드,25880,2015,-0.31,(주)케이씨피드,25880,2015,79313028,68030610,83421403,73529932,식료품 제조업
7021,(주)케이씨피드,25880,2016,1.59,(주)케이씨피드,25880,2016,75730588,62741055,80776776,69025306,식료품 제조업
7022,(주)케이씨피드,25880,2017,2.71,(주)케이씨피드,25880,2017,74377250,61909122,79688312,67253631,식료품 제조업
7023,(주)케이씨피드,25880,2018,0.37,(주)케이씨피드,25880,2018,63102846,54318836,63728024,54813425,식료품 제조업
7024,(주)케이씨피드,25880,2019,-1.38,(주)케이씨피드,25880,2019,64474083,55055283,64298803,55015860,식료품 제조업
7025,(주)케이아이엔엑스,93320,2011,11111111.11,(주)케이아이엔엑스,93320,2011,19685311,11097411,20160994,11104231,정보서비스업
7026,(주)케이아이엔엑스,93320,2012,0,(주)케이아이엔엑스,93320,2012,25199649,15168340,27197022,15252312,정보서비스업
7027,(주)케이아이엔엑스,93320,2013,62115.49,(주)케이아이엔엑스,93320,2013,28251261,16966179,30572322,16981479,정보서비스업
7028,(주)케이아이엔엑스,93320,2014,1264.7,(주)케이아이엔엑스,93320,2014,32919975,20824342,36498138,20092672,정보서비스업
7029,(주)케이아이엔엑스,93320,2015,0,(주)케이아이엔엑스,93320,2015,34825474,21570747,42125555,22332824,정보서비스업
7030,(주)케이아이엔엑스,93320,2016,11111111.11,(주)케이아이엔엑스,93320,2016,38443271,23299496,44193723,23862045,정보서비스업
7031,(주)케이아이엔엑스,93320,2017,11111111.11,(주)케이아이엔엑스,93320,2017,42019028,23682741,47286324,24802829,정보서비스업
7032,(주)케이아이엔엑스,93320,2018,1061.77,(주)케이아이엔엑스,93320,2018,51955405,28534382,56304485,29215979,정보서비스업
7033,(주)케이아이엔엑스,93320,2019,49.74,(주)케이아이엔엑스,93320,2019,59033025,32407156,64639547,33779891,정보서비스업
7034,(주)케이에스에스해운,44450,2011,14.44,(주)케이에스에스해운,44450,2011,95569451,75155732,98396511,75784130,수상 운송업
7035,(주)케이에스에스해운,44450,2012,3.27,(주)케이에스에스해운,44450,2012,109966154,90547778,112243969,90629658,수상 운송업
7036,(주)케이에스에스해운,44450,2013,4.62,(주)케이에스에스해운,44450,2013,116941221,90189222,118679752,90066921,수상 운송업
7037,(주)케이에스에스해운,44450,2014,3.67,(주)케이에스에스해운,44450,2014,137526098,105996124,,,수상 운송업
7038,(주)케이에스에스해운,44450,2015,4.19,(주)케이에스에스해운,44450,2015,143480707,104219261,143480707,104219261,수상 운송업
7039,(주)케이에스에스해운,44450,2016,3.33,(주)케이에스에스해운,44450,2016,140858346,99837024,141144031,98831998,수상 운송업
7040,(주)케이에스에스해운,44450,2017,2.66,(주)케이에스에스해운,44450,2017,177289935,123693014,177565952,122254074,수상 운송업
7041,(주)케이에스에스해운,44450,2018,1.9,(주)케이에스에스해운,44450,2018,202418731,147133692,202504829,145402274,수상 운송업
7042,(주)케이에스에스해운,44450,2019,2.1,(주)케이에스에스해운,44450,2019,231049579,169328600,231240042,167701723,수상 운송업
7043,(주)케이에스피,73010,2011,35.52,(주)케이에스피,73010,2011,60100197,49290592,,,기타 기계 및 장비 제조업
7044,(주)케이에스피,73010,2012,2.54,(주)케이에스피,73010,2012,50060174,46248215,,,기타 기계 및 장비 제조업
7045,(주)케이에스피,73010,2013,0.92,(주)케이에스피,73010,2013,38018375,34817992,,,기타 기계 및 장비 제조업
7046,(주)케이에스피,73010,2014,-0.67,(주)케이에스피,73010,2014,36900928,35283486,,,기타 기계 및 장비 제조업
7047,(주)케이에스피,73010,2015,-1.12,(주)케이에스피,73010,2015,40286747,39647184,,,기타 기계 및 장비 제조업
7048,(주)케이에스피,73010,2016,-16.1,(주)케이에스피,73010,2016,26193103,31057642,,,기타 기계 및 장비 제조업
7049,(주)케이에스피,73010,2017,-2.85,(주)케이에스피,73010,2017,17799376,19706458,,,기타 기계 및 장비 제조업
7050,(주)케이에스피,73010,2018,-1.76,(주)케이에스피,73010,2018,16783298,17786885,,,기타 기계 및 장비 제조업
7051,(주)케이에스피,73010,2019,4.2,(주)케이에스피,73010,2019,29381172,25810673,,,기타 기계 및 장비 제조업
7052,(주)케이에이치바텍,60720,2011,6.57,(주)케이에이치바텍,60720,2011,278584875,242190366,315935984,278993506,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7053,(주)케이에이치바텍,60720,2012,1.77,(주)케이에이치바텍,60720,2012,241443506,211912834,355916718,320741014,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7054,(주)케이에이치바텍,60720,2013,12.93,(주)케이에이치바텍,60720,2013,558116265,496334461,824185940,712966590,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7055,(주)케이에이치바텍,60720,2014,9.99,(주)케이에이치바텍,60720,2014,370920461,302609846,590031014,514612753,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7056,(주)케이에이치바텍,60720,2015,10.13,(주)케이에이치바텍,60720,2015,461858396,413803295,737937555,669580077,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7057,(주)케이에이치바텍,60720,2016,-5.15,(주)케이에이치바텍,60720,2016,158176006,159775429,378235181,364340324,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7058,(주)케이에이치바텍,60720,2017,-9.95,(주)케이에이치바텍,60720,2017,127309738,149996640,351126827,357958507,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7059,(주)케이에이치바텍,60720,2018,-5.86,(주)케이에이치바텍,60720,2018,47496378,38878264,203983923,197164031,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7060,(주)케이에이치바텍,60720,2019,1.88,(주)케이에이치바텍,60720,2019,28294361,10560051,203636996,175309619,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7061,(주)케이에이치필룩스,33180,2011,3.89,(주)케이에이치필룩스,33180,2011,47927659,34807497,92721944,69838116,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7062,(주)케이에이치필룩스,33180,2012,5.32,(주)케이에이치필룩스,33180,2012,47332532,34114473,94743749,67994411,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7063,(주)케이에이치필룩스,33180,2013,12.19,(주)케이에이치필룩스,33180,2013,48193275,34605075,97345479,68334269,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7064,(주)케이에이치필룩스,33180,2014,17.38,(주)케이에이치필룩스,33180,2014,49810580,35741242,103389948,70830913,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7065,(주)케이에이치필룩스,33180,2015,10.94,(주)케이에이치필룩스,33180,2015,49849608,34688549,94845062,64260677,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7066,(주)케이에이치필룩스,33180,2016,9.38,(주)케이에이치필룩스,33180,2016,51601496,33725944,107790119,70355213,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7067,(주)케이에이치필룩스,33180,2017,3.47,(주)케이에이치필룩스,33180,2017,64401830,41940365,112007824,72503393,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7068,(주)케이에이치필룩스,33180,2018,0.27,(주)케이에이치필룩스,33180,2018,67562183,43602910,110005677,70368800,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7069,(주)케이에이치필룩스,33180,2019,0.44,(주)케이에이치필룩스,33180,2019,86288026,56704665,135103559,89463032,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7070,(주)케이엑스이노베이션,122450,2011,172.04,(주)케이엑스이노베이션,122450,2011,30558566,17145058,43493498,23695314,방송업
7071,(주)케이엑스이노베이션,122450,2012,53.71,(주)케이엑스이노베이션,122450,2012,47873702,31210597,62034002,36887001,방송업
7072,(주)케이엑스이노베이션,122450,2013,12.91,(주)케이엑스이노베이션,122450,2013,29876624,17840150,89370237,46189296,방송업
7073,(주)케이엑스이노베이션,122450,2014,18.79,(주)케이엑스이노베이션,122450,2014,28363212,18866045,114651887,67401857,방송업
7074,(주)케이엑스이노베이션,122450,2015,37.25,(주)케이엑스이노베이션,122450,2015,31070399,22185282,127351243,78560067,방송업
7075,(주)케이엑스이노베이션,122450,2016,11.72,(주)케이엑스이노베이션,122450,2016,35243361,24958872,159467610,89389043,방송업
7076,(주)케이엑스이노베이션,122450,2017,18.16,(주)케이엑스이노베이션,122450,2017,30456228,20480987,204851529,116196816,방송업
7077,(주)케이엑스이노베이션,122450,2018,7.12,(주)케이엑스이노베이션,122450,2018,29575441,21578044,192602110,108614097,방송업
7078,(주)케이엑스이노베이션,122450,2019,7.16,(주)케이엑스이노베이션,122450,2019,32468940,22269027,258032976,148377986,방송업
7079,(주)케이엑스하이텍,52900,2011,-0.4,(주)케이엑스하이텍,52900,2011,68359043,61956466,68403700,61668202,고무 및 플라스틱제품 제조업
7080,(주)케이엑스하이텍,52900,2012,-4.14,(주)케이엑스하이텍,52900,2012,77380997,72017239,77978424,76036253,고무 및 플라스틱제품 제조업
7081,(주)케이엑스하이텍,52900,2013,0.27,(주)케이엑스하이텍,52900,2013,68968293,62028877,72423367,65122651,고무 및 플라스틱제품 제조업
7082,(주)케이엑스하이텍,52900,2014,4.31,(주)케이엑스하이텍,52900,2014,64485717,54045256,73267282,59940306,고무 및 플라스틱제품 제조업
7083,(주)케이엑스하이텍,52900,2015,2.37,(주)케이엑스하이텍,52900,2015,52366441,43870148,59170051,48890832,고무 및 플라스틱제품 제조업
7084,(주)케이엑스하이텍,52900,2016,6.62,(주)케이엑스하이텍,52900,2016,46376270,37002900,46892477,36145757,고무 및 플라스틱제품 제조업
7085,(주)케이엑스하이텍,52900,2017,3.66,(주)케이엑스하이텍,52900,2017,50108229,40934052,51535607,41691998,고무 및 플라스틱제품 제조업
7086,(주)케이엑스하이텍,52900,2018,29.13,(주)케이엑스하이텍,52900,2018,60542837,50232692,61046544,47895603,고무 및 플라스틱제품 제조업
7087,(주)케이엑스하이텍,52900,2019,29.14,(주)케이엑스하이텍,52900,2019,57821525,47326261,58957832,45280535,고무 및 플라스틱제품 제조업
7088,(주)케이엔더블유,105330,2011,4.61,(주)케이엔더블유,105330,2011,48715618,40783065,59337659,49212230,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7089,(주)케이엔더블유,105330,2012,-3.29,(주)케이엔더블유,105330,2012,27184962,23596194,38649362,33473227,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7090,(주)케이엔더블유,105330,2013,0.13,(주)케이엔더블유,105330,2013,48139210,42260460,65080946,56217865,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7091,(주)케이엔더블유,105330,2014,9.65,(주)케이엔더블유,105330,2014,39334652,32073759,71616443,59835344,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7092,(주)케이엔더블유,105330,2015,4.38,(주)케이엔더블유,105330,2015,24187178,18273381,64777702,52582415,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7093,(주)케이엔더블유,105330,2016,-0.36,(주)케이엔더블유,105330,2016,23088071,18091108,67975387,57752519,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7094,(주)케이엔더블유,105330,2017,-4.55,(주)케이엔더블유,105330,2017,48146389,40817139,93788189,84468023,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7095,(주)케이엔더블유,105330,2018,2.05,(주)케이엔더블유,105330,2018,67247878,62505573,122079179,109731124,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7096,(주)케이엔더블유,105330,2019,-5.97,(주)케이엔더블유,105330,2019,38376494,36750675,92972246,83699895,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7097,(주)케이엔엔,58400,2011,11111111.11,(주)케이엔엔,58400,2011,56153497,33138361,57325470,33869615,방송업
7098,(주)케이엔엔,58400,2012,11111111.11,(주)케이엔엔,58400,2012,57122058,35160871,58287024,35077732,방송업
7099,(주)케이엔엔,58400,2013,518.28,(주)케이엔엔,58400,2013,57287350,38024242,58773232,38795497,방송업
7100,(주)케이엔엔,58400,2014,11111111.11,(주)케이엔엔,58400,2014,57932125,37815530,59147022,38963744,방송업
7101,(주)케이엔엔,58400,2015,11111111.11,(주)케이엔엔,58400,2015,61781278,40927114,62748444,41792935,방송업
7102,(주)케이엔엔,58400,2016,11111111.11,(주)케이엔엔,58400,2016,60448318,41636633,61824766,42451997,방송업
7103,(주)케이엔엔,58400,2017,11111111.11,(주)케이엔엔,58400,2017,62316771,40450313,65355375,40589218,방송업
7104,(주)케이엔엔,58400,2018,11111111.11,(주)케이엔엔,58400,2018,60043899,39345732,64113046,39431436,방송업
7105,(주)케이엔엔,58400,2019,352.25,(주)케이엔엔,58400,2019,64352310,43498213,71120187,43266959,방송업
7106,(주)케이엔제이,272110,2019,2.67,(주)케이엔제이,272110,2019,56583038,45159089,56310399,45213365,기타 기계 및 장비 제조업
7107,(주)케이엘넷,39420,2011,1.85,(주)케이엘넷,39420,2011,36802981,31495512,,,우편 및 통신업
7108,(주)케이엘넷,39420,2012,4.55,(주)케이엘넷,39420,2012,33784028,28462255,,,우편 및 통신업
7109,(주)케이엘넷,39420,2013,7.47,(주)케이엘넷,39420,2013,34994364,30279537,34994364,30279537,우편 및 통신업
7110,(주)케이엘넷,39420,2014,19.18,(주)케이엘넷,39420,2014,34682292,28285971,35665831,28593597,우편 및 통신업
7111,(주)케이엘넷,39420,2015,23.65,(주)케이엘넷,39420,2015,33992780,27490088,33992780,27490088,우편 및 통신업
7112,(주)케이엘넷,39420,2016,22.14,(주)케이엘넷,39420,2016,35095238,29575500,35077238,29575500,우편 및 통신업
7113,(주)케이엘넷,39420,2017,39.41,(주)케이엘넷,39420,2017,36477494,27211205,36450494,27211205,우편 및 통신업
7114,(주)케이엘넷,39420,2018,371.18,(주)케이엘넷,39420,2018,39453717,28949570,42138235,30546081,우편 및 통신업
7115,(주)케이엘넷,39420,2019,57.57,(주)케이엘넷,39420,2019,35727819,25654093,38516789,26693219,우편 및 통신업
7116,(주)케이엠,83550,2011,6.86,(주)케이엠,83550,2011,78054272,64195136,116432449,96219469,섬유제품 제조업; 의복제외
7117,(주)케이엠,83550,2012,2.21,(주)케이엠,83550,2012,90610225,79302838,131424508,114076264,섬유제품 제조업; 의복제외
7118,(주)케이엠,83550,2013,4.18,(주)케이엠,83550,2013,94584256,82683271,123348345,104214226,섬유제품 제조업; 의복제외
7119,(주)케이엠,83550,2014,3.83,(주)케이엠,83550,2014,80078837,69069770,114511416,98890397,섬유제품 제조업; 의복제외
7120,(주)케이엠,83550,2015,14.85,(주)케이엠,83550,2015,69406286,56762638,116159771,95110401,섬유제품 제조업; 의복제외
7121,(주)케이엠,83550,2016,12.58,(주)케이엠,83550,2016,60459745,49606649,109621891,91043756,섬유제품 제조업; 의복제외
7122,(주)케이엠,83550,2017,30.93,(주)케이엠,83550,2017,64524491,53897930,110908795,90891759,섬유제품 제조업; 의복제외
7123,(주)케이엠,83550,2018,17.21,(주)케이엠,83550,2018,73254496,60301391,118311427,97340588,섬유제품 제조업; 의복제외
7124,(주)케이엠,83550,2019,12.09,(주)케이엠,83550,2019,84902889,69180267,127562230,103543693,섬유제품 제조업; 의복제외
7125,(주)케이엠더블유,32500,2011,-2.13,(주)케이엠더블유,32500,2011,118117887,93551309,151048033,115225451,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7126,(주)케이엠더블유,32500,2012,5.46,(주)케이엠더블유,32500,2012,254479171,178460200,292511698,187674088,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7127,(주)케이엠더블유,32500,2013,9.21,(주)케이엠더블유,32500,2013,267921867,195088691,317891774,209239016,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7128,(주)케이엠더블유,32500,2014,-2.45,(주)케이엠더블유,32500,2014,202795718,165907075,269477449,206713655,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7129,(주)케이엠더블유,32500,2015,-6.49,(주)케이엠더블유,32500,2015,186238874,169759408,219822353,190035879,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7130,(주)케이엠더블유,32500,2016,-2.03,(주)케이엠더블유,32500,2016,156736978,129903284,210541335,161549998,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7131,(주)케이엠더블유,32500,2017,-0.54,(주)케이엠더블유,32500,2017,145612732,103888647,203720735,142599323,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7132,(주)케이엠더블유,32500,2018,-4.09,(주)케이엠더블유,32500,2018,156620732,130274091,296267920,236038019,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7133,(주)케이엠더블유,32500,2019,24.1,(주)케이엠더블유,32500,2019,597369634,430673200,682876301,465070387,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7134,(주)케이이씨,92220,2011,-1.92,(주)케이이씨,92220,2011,285175848,266943650,301820861,287165836,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7135,(주)케이이씨,92220,2012,-1.64,(주)케이이씨,92220,2012,256779490,256008229,262269893,251858662,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7136,(주)케이이씨,92220,2013,-0.66,(주)케이이씨,92220,2013,258068994,229305499,259791513,227929910,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7137,(주)케이이씨,92220,2014,0.42,(주)케이이씨,92220,2014,210979994,176578421,219931598,185719001,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7138,(주)케이이씨,92220,2015,0.9,(주)케이이씨,92220,2015,201252849,174266905,209099505,174787210,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7139,(주)케이이씨,92220,2016,0.76,(주)케이이씨,92220,2016,220063638,190083624,227690903,193926317,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7140,(주)케이이씨,92220,2017,1.67,(주)케이이씨,92220,2017,227747482,198233742,237212116,201920096,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7141,(주)케이이씨,92220,2018,1.22,(주)케이이씨,92220,2018,206654429,179980943,217374591,185283948,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7142,(주)케이이씨,92220,2019,-2.73,(주)케이이씨,92220,2019,192085842,169964616,201729382,178989965,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
7143,(주)케이지모빌리언스,46440,2011,16.11,(주)케이지모빌리언스,46440,2011,82388498,48532689,82388498,48532689,출판업
7144,(주)케이지모빌리언스,46440,2012,16.25,(주)케이지모빌리언스,46440,2012,95032451,54929297,95032451,54929297,출판업
7145,(주)케이지모빌리언스,46440,2013,10.49,(주)케이지모빌리언스,46440,2013,118648067,66524780,118648067,66524780,출판업
7146,(주)케이지모빌리언스,46440,2014,12.05,(주)케이지모빌리언스,46440,2014,148373063,92748777,,,출판업
7147,(주)케이지모빌리언스,46440,2015,46.59,(주)케이지모빌리언스,46440,2015,172894261,113750946,,,출판업
7148,(주)케이지모빌리언스,46440,2016,29.72,(주)케이지모빌리언스,46440,2016,136685112,74770081,136687237,74772064,출판업
7149,(주)케이지모빌리언스,46440,2017,16.42,(주)케이지모빌리언스,46440,2017,132514301,71828732,170595514,93222797,출판업
7150,(주)케이지모빌리언스,46440,2018,10.37,(주)케이지모빌리언스,46440,2018,135076195,63317064,202941577,103150466,출판업
7151,(주)케이지모빌리언스,46440,2019,7.96,(주)케이지모빌리언스,46440,2019,125600384,61705487,192191691,100126669,출판업
7152,(주)케이지이니시스,35600,2011,95.67,(주)케이지이니시스,35600,2011,180086709,138568439,181404315,139730453,출판업
7153,(주)케이지이니시스,35600,2012,86.49,(주)케이지이니시스,35600,2012,219431246,172380550,,,출판업
7154,(주)케이지이니시스,35600,2013,14.33,(주)케이지이니시스,35600,2013,267621961,212480223,415769259,310875514,출판업
7155,(주)케이지이니시스,35600,2014,11.86,(주)케이지이니시스,35600,2014,298475585,234402342,547791153,434209905,출판업
7156,(주)케이지이니시스,35600,2015,7.45,(주)케이지이니시스,35600,2015,306753676,236696787,696865682,587575149,출판업
7157,(주)케이지이니시스,35600,2016,10.65,(주)케이지이니시스,35600,2016,338859889,270219297,701048399,582965760,출판업
7158,(주)케이지이니시스,35600,2017,18.36,(주)케이지이니시스,35600,2017,443489751,363156980,758453344,524860011,출판업
7159,(주)케이지이니시스,35600,2018,22.07,(주)케이지이니시스,35600,2018,483480981,396348138,924624291,593309624,출판업
7160,(주)케이지이니시스,35600,2019,8.06,(주)케이지이니시스,35600,2019,481270151,385477043,956102654,598882542,출판업
7161,(주)케이티,30200,2011,4.1,(주)케이티,30200,2011,20166817000,0,21990051000,0,우편 및 통신업
7162,(주)케이티,30200,2012,2.57,(주)케이티,30200,2012,18863237000,0,23790359000,0,우편 및 통신업
7163,(주)케이티,30200,2013,1.86,(주)케이티,30200,2013,17937079000,0,23810599000,0,우편 및 통신업
7164,(주)케이티,30200,2014,-0.58,(주)케이티,30200,2014,17435803000,0,23421673000,0,우편 및 통신업
7165,(주)케이티,30200,2015,3.35,(주)케이티,30200,2015,16942357000,0,22281221000,0,우편 및 통신업
7166,(주)케이티,30200,2016,4.27,(주)케이티,30200,2016,17028868000,0,22743665000,0,우편 및 통신업
7167,(주)케이티,30200,2017,4.55,(주)케이티,30200,2017,17341316000,0,23387267000,0,우편 및 통신업
7168,(주)케이티,30200,2018,4.25,(주)케이티,30200,2018,17356537000,0,23460143000,0,우편 및 통신업
7169,(주)케이티,30200,2019,4.29,(주)케이티,30200,2019,18204751000,0,24342064000,0,우편 및 통신업
7170,(주)케이티서브마린,60370,2011,12.99,(주)케이티서브마린,60370,2011,111453207,98215167,,,전문직별 공사업
7171,(주)케이티서브마린,60370,2012,23.28,(주)케이티서브마린,60370,2012,68900018,54905426,,,전문직별 공사업
7172,(주)케이티서브마린,60370,2013,66.69,(주)케이티서브마린,60370,2013,82640020,69616598,,,전문직별 공사업
7173,(주)케이티서브마린,60370,2014,5310.39,(주)케이티서브마린,60370,2014,76652943,60937875,,,전문직별 공사업
7174,(주)케이티서브마린,60370,2015,151.6,(주)케이티서브마린,60370,2015,66418207,55758690,,,전문직별 공사업
7175,(주)케이티서브마린,60370,2016,14.2,(주)케이티서브마린,60370,2016,83959506,71398915,,,전문직별 공사업
7176,(주)케이티서브마린,60370,2017,20.7,(주)케이티서브마린,60370,2017,73738393,59432222,,,전문직별 공사업
7177,(주)케이티서브마린,60370,2018,-10.98,(주)케이티서브마린,60370,2018,61278284,62265419,,,전문직별 공사업
7178,(주)케이티서브마린,60370,2019,2.6,(주)케이티서브마린,60370,2019,55167641,48805009,,,전문직별 공사업
7179,(주)케이티스카이라이프,53210,2011,3.61,(주)케이티스카이라이프,53210,2011,464375704,0,476053233,0,방송업
7180,(주)케이티스카이라이프,53210,2012,12.95,(주)케이티스카이라이프,53210,2012,551270456,0,566456120,0,방송업
7181,(주)케이티스카이라이프,53210,2013,30.95,(주)케이티스카이라이프,53210,2013,600302209,0,623394599,0,방송업
7182,(주)케이티스카이라이프,53210,2014,18.88,(주)케이티스카이라이프,53210,2014,622800455,0,652787112,0,방송업
7183,(주)케이티스카이라이프,53210,2015,41.79,(주)케이티스카이라이프,53210,2015,626397946,0,660956583,0,방송업
7184,(주)케이티스카이라이프,53210,2016,40.87,(주)케이티스카이라이프,53210,2016,625125897,0,665053007,0,방송업
7185,(주)케이티스카이라이프,53210,2017,37.58,(주)케이티스카이라이프,53210,2017,646816149,0,685821509,0,방송업
7186,(주)케이티스카이라이프,53210,2018,67.04,(주)케이티스카이라이프,53210,2018,657494816,0,690820836,0,방송업
7187,(주)케이티스카이라이프,53210,2019,70.83,(주)케이티스카이라이프,53210,2019,658296891,0,694637003,0,방송업
7188,(주)케이티씨에스,58850,2011,130.29,(주)케이티씨에스,58850,2011,380506038,0,,,정보서비스업
7189,(주)케이티씨에스,58850,2012,875.94,(주)케이티씨에스,58850,2012,384172317,0,,,정보서비스업
7190,(주)케이티씨에스,58850,2013,366.5,(주)케이티씨에스,58850,2013,396223232,0,,,정보서비스업
7191,(주)케이티씨에스,58850,2014,242.34,(주)케이티씨에스,58850,2014,438037867,0,594727818,0,정보서비스업
7192,(주)케이티씨에스,58850,2015,300.18,(주)케이티씨에스,58850,2015,481741429,0,1065846503,0,정보서비스업
7193,(주)케이티씨에스,58850,2016,711.86,(주)케이티씨에스,58850,2016,458278860,0,953674070,0,정보서비스업
7194,(주)케이티씨에스,58850,2017,801.23,(주)케이티씨에스,58850,2017,468806488,0,967759848,0,정보서비스업
7195,(주)케이티씨에스,58850,2018,350.02,(주)케이티씨에스,58850,2018,529392970,0,1016085167,0,정보서비스업
7196,(주)케이티씨에스,58850,2019,6.17,(주)케이티씨에스,58850,2019,534472629,0,944861713,0,정보서비스업
7197,(주)케이티아이에스,58860,2011,4163,(주)케이티아이에스,58860,2011,373403318,0,,,정보서비스업
7198,(주)케이티아이에스,58860,2012,420.63,(주)케이티아이에스,58860,2012,388426804,0,,,정보서비스업
7199,(주)케이티아이에스,58860,2013,401.49,(주)케이티아이에스,58860,2013,387720013,0,,,정보서비스업
7200,(주)케이티아이에스,58860,2014,11111111.11,(주)케이티아이에스,58860,2014,450663134,0,,,정보서비스업
7201,(주)케이티아이에스,58860,2015,81.22,(주)케이티아이에스,58860,2015,461098334,0,,,정보서비스업
7202,(주)케이티아이에스,58860,2016,11111111.11,(주)케이티아이에스,58860,2016,436729584,0,,,정보서비스업
7203,(주)케이티아이에스,58860,2017,4767.42,(주)케이티아이에스,58860,2017,438130711,0,,,정보서비스업
