,회사명,거래소코드,회계년도,이자보상배율,회사명_1,거래소코드_1,회계연도_1,매출액(수익)(*)(IFRS)(천원),매출원가(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),통계청 한국표준산업분류 10차(중분류)
4787,(주)엘엑스하우시스,108670,2018,2.03,(주)엘엑스하우시스,108670,2018,2817733000,2253098000,3266496000,2535790000,고무 및 플라스틱제품 제조업
4788,(주)엘엑스하우시스,108670,2019,1.87,(주)엘엑스하우시스,108670,2019,2710501000,2132173000,3186807000,2440053000,고무 및 플라스틱제품 제조업
4789,(주)엘엠에스,73110,2011,5.82,(주)엘엠에스,73110,2011,87570749,55831802,92526620,63646831,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4790,(주)엘엠에스,73110,2012,4.16,(주)엘엠에스,73110,2012,75102442,49420221,84113942,54295786,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4791,(주)엘엠에스,73110,2013,8.48,(주)엘엠에스,73110,2013,103275741,69779116,111677511,73911942,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4792,(주)엘엠에스,73110,2014,8.21,(주)엘엠에스,73110,2014,131722477,93712639,138878415,95157575,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4793,(주)엘엠에스,73110,2015,2.93,(주)엘엠에스,73110,2015,97736245,72996650,123425729,91374059,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4794,(주)엘엠에스,73110,2016,3.91,(주)엘엠에스,73110,2016,92999722,70540232,113507609,81101818,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4795,(주)엘엠에스,73110,2017,8.42,(주)엘엠에스,73110,2017,79786450,62852611,143748592,96943228,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4796,(주)엘엠에스,73110,2018,5.8,(주)엘엠에스,73110,2018,80278509,61033741,109393200,72353110,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4797,(주)엘엠에스,73110,2019,5.65,(주)엘엠에스,73110,2019,145464657,83984836,163181110,93588887,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4798,(주)엘오티베큠,83310,2011,494.19,(주)엘오티베큠,83310,2011,65636334,47376065,66656320,47689036,기타 기계 및 장비 제조업
4799,(주)엘오티베큠,83310,2012,1852.59,(주)엘오티베큠,83310,2012,70454279,50056850,72619688,50130293,기타 기계 및 장비 제조업
4800,(주)엘오티베큠,83310,2013,397.66,(주)엘오티베큠,83310,2013,83001756,62062421,83757931,61014262,기타 기계 및 장비 제조업
4801,(주)엘오티베큠,83310,2014,11111111.11,(주)엘오티베큠,83310,2014,89031946,66395304,88475695,64393526,기타 기계 및 장비 제조업
4802,(주)엘오티베큠,83310,2015,11111111.11,(주)엘오티베큠,83310,2015,127417427,91256085,123883585,88999831,기타 기계 및 장비 제조업
4803,(주)엘오티베큠,83310,2016,1015.31,(주)엘오티베큠,83310,2016,121033850,86058783,124058524,85789370,기타 기계 및 장비 제조업
4804,(주)엘오티베큠,83310,2017,73.59,(주)엘오티베큠,83310,2017,193098291,138686507,200745090,138481977,기타 기계 및 장비 제조업
4805,(주)엘오티베큠,83310,2018,625.42,(주)엘오티베큠,83310,2018,159675553,110581246,169314397,109835451,기타 기계 및 장비 제조업
4806,(주)엘오티베큠,83310,2019,-1.87,(주)엘오티베큠,83310,2019,147403941,106174586,150245826,106711802,기타 기계 및 장비 제조업
4807,(주)엘지,3550,2011,18.53,(주)엘지,3550,2011,589467709,0,10059024000,8277040000,전문 서비스업
4808,(주)엘지,3550,2012,15.27,(주)엘지,3550,2012,616562921,0,9827154000,8215172000,전문 서비스업
4809,(주)엘지,3550,2013,14.74,(주)엘지,3550,2013,568046374,0,9799213000,8184718000,전문 서비스업
4810,(주)엘지,3550,2014,12.16,(주)엘지,3550,2014,575743726,0,9865402000,8361929000,전문 서비스업
4811,(주)엘지,3550,2015,14.23,(주)엘지,3550,2015,574117000,0,9968190000,8340966000,전문 서비스업
4812,(주)엘지,3550,2016,18.01,(주)엘지,3550,2016,614003000,0,10725374000,8924325000,전문 서비스업
4813,(주)엘지,3550,2017,57.86,(주)엘지,3550,2017,714845000,0,11841058000,9293904000,전문 서비스업
4814,(주)엘지,3550,2018,44.86,(주)엘지,3550,2018,757196000,0,11944790000,9557828000,전문 서비스업
4815,(주)엘지,3550,2019,27.15,(주)엘지,3550,2019,874672000,0,6575339000,5216657000,전문 서비스업
4816,(주)엘지생활건강,51900,2011,13.46,(주)엘지생활건강,51900,2011,1995557178,984643520,3452434428,1736266575,화학물질 및 화학제품 제조업; 의약품 제외
4817,(주)엘지생활건강,51900,2012,13.52,(주)엘지생활건강,51900,2012,2144639679,1048374837,3896218098,1903208877,화학물질 및 화학제품 제조업; 의약품 제외
4818,(주)엘지생활건강,51900,2013,13.31,(주)엘지생활건강,51900,2013,2238174818,1107466036,4326255199,2031822797,화학물질 및 화학제품 제조업; 의약품 제외
4819,(주)엘지생활건강,51900,2014,13.62,(주)엘지생활건강,51900,2014,2513352190,1153298788,4677009785,2101828378,화학물질 및 화학제품 제조업; 의약품 제외
4820,(주)엘지생활건강,51900,2015,20.81,(주)엘지생활건강,51900,2015,3031336330,1259869464,5328492268,2226175065,화학물질 및 화학제품 제조업; 의약품 제외
4821,(주)엘지생활건강,51900,2016,44.34,(주)엘지생활건강,51900,2016,3660952827,1464465324,6094059406,2434038196,화학물질 및 화학제품 제조업; 의약품 제외
4822,(주)엘지생활건강,51900,2017,66.67,(주)엘지생활건강,51900,2017,3784444279,1506928250,6270463510,2460927030,화학물질 및 화학제품 제조업; 의약품 제외
4823,(주)엘지생활건강,51900,2018,102.53,(주)엘지생활건강,51900,2018,4060157954,1593622374,6747536802,2696414092,화학물질 및 화학제품 제조업; 의약품 제외
4824,(주)엘지생활건강,51900,2019,84.82,(주)엘지생활건강,51900,2019,4536975744,1695356002,7685424230,2917246275,화학물질 및 화학제품 제조업; 의약품 제외
4825,(주)엘지유플러스,32640,2011,1.72,(주)엘지유플러스,32640,2011,9180949000,0,9185166000,0,우편 및 통신업
4826,(주)엘지유플러스,32640,2012,0.6,(주)엘지유플러스,32640,2012,10904831000,0,10904634000,0,우편 및 통신업
4827,(주)엘지유플러스,32640,2013,2.58,(주)엘지유플러스,32640,2013,11452151000,0,11450300000,0,우편 및 통신업
4828,(주)엘지유플러스,32640,2014,2.74,(주)엘지유플러스,32640,2014,10984928000,0,10999828000,0,우편 및 통신업
4829,(주)엘지유플러스,32640,2015,3.36,(주)엘지유플러스,32640,2015,10780359000,0,10795218000,0,우편 및 통신업
4830,(주)엘지유플러스,32640,2016,5.23,(주)엘지유플러스,32640,2016,11434770000,0,11451046000,0,우편 및 통신업
4831,(주)엘지유플러스,32640,2017,7.07,(주)엘지유플러스,32640,2017,12261930000,0,12279382000,0,우편 및 통신업
4832,(주)엘지유플러스,32640,2018,7.2,(주)엘지유플러스,32640,2018,12096778000,0,12125051000,0,우편 및 통신업
4833,(주)엘지유플러스,32640,2019,6.17,(주)엘지유플러스,32640,2019,12337746000,0,12381969000,0,우편 및 통신업
4834,(주)엘지헬로비전,37560,2012,6.35,(주)엘지헬로비전,37560,2012,774101299,437760955,890993460,501632370,방송업
4835,(주)엘지헬로비전,37560,2013,4.44,(주)엘지헬로비전,37560,2013,1010490503,619059483,1160226581,716306698,방송업
4836,(주)엘지헬로비전,37560,2014,2.96,(주)엘지헬로비전,37560,2014,1084790253,678267635,1270375727,808944372,방송업
4837,(주)엘지헬로비전,37560,2015,3.63,(주)엘지헬로비전,37560,2015,1182612870,760139530,,,방송업
4838,(주)엘지헬로비전,37560,2016,2.01,(주)엘지헬로비전,37560,2016,1100634800,739318773,,,방송업
4839,(주)엘지헬로비전,37560,2017,3.83,(주)엘지헬로비전,37560,2017,1119895014,723035307,,,방송업
4840,(주)엘지헬로비전,37560,2018,3.69,(주)엘지헬로비전,37560,2018,1171387344,116896773,1178041258,116896773,방송업
4841,(주)엘지헬로비전,37560,2019,1.5,(주)엘지헬로비전,37560,2019,1108351145,89972312,1112180459,89972312,방송업
4842,(주)엘지화학,51910,2011,42.24,(주)엘지화학,51910,2011,19809874000,16192361000,22675593000,18594862000,화학물질 및 화학제품 제조업; 의약품 제외
4843,(주)엘지화학,51910,2012,26.17,(주)엘지화학,51910,2012,20442790000,17482874000,23263019000,19955076000,화학물질 및 화학제품 제조업; 의약품 제외
4844,(주)엘지화학,51910,2013,26.72,(주)엘지화학,51910,2013,20255935000,17291982000,23143612000,19834673000,화학물질 및 화학제품 제조업; 의약품 제외
4845,(주)엘지화학,51910,2014,16.56,(주)엘지화학,51910,2014,19675975000,17057579000,22577830000,19573940000,화학물질 및 화학제품 제조업; 의약품 제외
4846,(주)엘지화학,51910,2015,31.4,(주)엘지화학,51910,2015,17334109000,14109705000,20206583000,16540541000,화학물질 및 화학제품 제조업; 의약품 제외
4847,(주)엘지화학,51910,2016,25.9,(주)엘지화학,51910,2016,17264845000,13716875000,20659296000,16595060000,화학물질 및 화학제품 제조업; 의약품 제외
4848,(주)엘지화학,51910,2017,29.32,(주)엘지화학,51910,2017,20880236000,16369235000,25698014000,20134488000,화학물질 및 화학제품 제조업; 의약품 제외
4849,(주)엘지화학,51910,2018,16.57,(주)엘지화학,51910,2018,23315318000,18764050000,28183013000,22836816000,화학물질 및 화학제품 제조업; 의약품 제외
4850,(주)엘지화학,51910,2019,4.28,(주)엘지화학,51910,2019,22312561000,18320366000,28625042000,23779235000,화학물질 및 화학제품 제조업; 의약품 제외
4851,(주)엠게임,58630,2011,-0.15,(주)엠게임,58630,2011,44286992,0,50386559,0,출판업
4852,(주)엠게임,58630,2012,0.19,(주)엠게임,58630,2012,42894294,0,44965696,0,출판업
4853,(주)엠게임,58630,2013,-7.06,(주)엠게임,58630,2013,30730297,0,31915987,0,출판업
4854,(주)엠게임,58630,2014,1.2,(주)엠게임,58630,2014,29767673,0,30725569,0,출판업
4855,(주)엠게임,58630,2015,15.38,(주)엠게임,58630,2015,27807456,0,,,출판업
4856,(주)엠게임,58630,2016,14.05,(주)엠게임,58630,2016,30503898,0,,,출판업
4857,(주)엠게임,58630,2017,28.25,(주)엠게임,58630,2017,27544247,0,,,출판업
4858,(주)엠게임,58630,2018,43.06,(주)엠게임,58630,2018,27301974,0,27118175,0,출판업
4859,(주)엠게임,58630,2019,119.19,(주)엠게임,58630,2019,37541897,0,37630626,0,출판업
4860,(주)엠디에스테크,86960,2011,227.67,(주)엠디에스테크,86960,2011,61065267,38834550,70690493,46148820,출판업
4861,(주)엠디에스테크,86960,2012,597.14,(주)엠디에스테크,86960,2012,63491694,39717536,72716143,47085604,출판업
4862,(주)엠디에스테크,86960,2013,203.46,(주)엠디에스테크,86960,2013,70862013,46278356,83700753,57210306,출판업
4863,(주)엠디에스테크,86960,2014,164.73,(주)엠디에스테크,86960,2014,84564722,55561011,105180653,72849670,출판업
4864,(주)엠디에스테크,86960,2015,314.82,(주)엠디에스테크,86960,2015,92750350,60542316,117801533,80865248,출판업
4865,(주)엠디에스테크,86960,2016,136.13,(주)엠디에스테크,86960,2016,112362709,76528417,150281101,106165019,출판업
4866,(주)엠디에스테크,86960,2017,15,(주)엠디에스테크,86960,2017,110549246,72276064,148934255,101787953,출판업
4867,(주)엠디에스테크,86960,2018,9.36,(주)엠디에스테크,86960,2018,106962693,66484312,158945065,105202314,출판업
4868,(주)엠디에스테크,86960,2019,34.82,(주)엠디에스테크,86960,2019,116923000,75991122,154901982,104469962,출판업
4869,(주)엠씨넥스,97520,2012,1.68,(주)엠씨넥스,97520,2012,159316200,139926552,170354058,147588805,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4870,(주)엠씨넥스,97520,2013,3.39,(주)엠씨넥스,97520,2013,271771627,243162099,297244088,264792434,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4871,(주)엠씨넥스,97520,2014,4.95,(주)엠씨넥스,97520,2014,378395423,326670222,410392827,357024755,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4872,(주)엠씨넥스,97520,2015,6.06,(주)엠씨넥스,97520,2015,421492545,362817699,502865298,436275489,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4873,(주)엠씨넥스,97520,2016,-5.68,(주)엠씨넥스,97520,2016,399262755,376027523,412481617,395155009,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4874,(주)엠씨넥스,97520,2017,2.84,(주)엠씨넥스,97520,2017,625604516,568806316,668465044,605047716,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4875,(주)엠씨넥스,97520,2018,5.59,(주)엠씨넥스,97520,2018,627641511,536995221,696954048,609782102,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4876,(주)엠씨넥스,97520,2019,25.16,(주)엠씨넥스,97520,2019,1184887089,995712590,1267712135,1083588321,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4877,(주)엠아이텍,179290,2018,13.4,(주)엠아이텍,179290,2018,29599153,15225912,29599153,15225912,"의료, 정밀, 광학기기 및 시계 제조업"
4878,(주)엠아이텍,179290,2019,57.46,(주)엠아이텍,179290,2019,32654539,17946513,32654539,17946513,"의료, 정밀, 광학기기 및 시계 제조업"
4879,(주)엠에스씨,9780,2011,1.5,(주)엠에스씨,9780,2011,112592832,91659991,112592896,91844608,식료품 제조업
4880,(주)엠에스씨,9780,2012,1.48,(주)엠에스씨,9780,2012,114908177,92099407,114903220,92149602,식료품 제조업
4881,(주)엠에스씨,9780,2013,2.9,(주)엠에스씨,9780,2013,127198921,101600820,127198058,101816424,식료품 제조업
4882,(주)엠에스씨,9780,2014,4.09,(주)엠에스씨,9780,2014,129225567,101766945,129226165,102005159,식료품 제조업
4883,(주)엠에스씨,9780,2015,5.63,(주)엠에스씨,9780,2015,134818232,105703808,134818282,105854944,식료품 제조업
4884,(주)엠에스씨,9780,2016,9.29,(주)엠에스씨,9780,2016,135622094,104302795,135618091,104323256,식료품 제조업
4885,(주)엠에스씨,9780,2017,10.36,(주)엠에스씨,9780,2017,141954747,109833715,141954747,109865344,식료품 제조업
4886,(주)엠에스씨,9780,2018,10.49,(주)엠에스씨,9780,2018,144605086,113319227,144605455,113355763,식료품 제조업
4887,(주)엠에스씨,9780,2019,12.84,(주)엠에스씨,9780,2019,149239104,117061914,149239104,117068926,식료품 제조업
4888,(주)엠에스오토텍,123040,2011,3.14,(주)엠에스오토텍,123040,2011,142462094,104866805,316363990,259863246,자동차 및 트레일러 제조업
4889,(주)엠에스오토텍,123040,2012,0.21,(주)엠에스오토텍,123040,2012,166529818,126667878,329747992,282603317,자동차 및 트레일러 제조업
4890,(주)엠에스오토텍,123040,2013,1.62,(주)엠에스오토텍,123040,2013,355643993,315266144,676720372,589331391,자동차 및 트레일러 제조업
4891,(주)엠에스오토텍,123040,2014,0.84,(주)엠에스오토텍,123040,2014,316826385,292904080,803779918,731025674,자동차 및 트레일러 제조업
4892,(주)엠에스오토텍,123040,2015,2.14,(주)엠에스오토텍,123040,2015,310355067,276509980,864031681,765028585,자동차 및 트레일러 제조업
4893,(주)엠에스오토텍,123040,2016,2.03,(주)엠에스오토텍,123040,2016,222946522,199463992,747893634,663270912,자동차 및 트레일러 제조업
4894,(주)엠에스오토텍,123040,2017,1.14,(주)엠에스오토텍,123040,2017,203039734,188794775,704192245,639676599,자동차 및 트레일러 제조업
4895,(주)엠에스오토텍,123040,2018,1.32,(주)엠에스오토텍,123040,2018,245348920,234089707,891949819,817552578,자동차 및 트레일러 제조업
4896,(주)엠에스오토텍,123040,2019,2.2,(주)엠에스오토텍,123040,2019,273754814,260117661,1274416674,1134083005,자동차 및 트레일러 제조업
4897,(주)엠투엔,33310,2011,0.8,(주)엠투엔,33310,2011,54823395,50187524,,,금속가공제품 제조업; 기계 및 가구 제외
4898,(주)엠투엔,33310,2012,1.33,(주)엠투엔,33310,2012,43234047,37444282,,,금속가공제품 제조업; 기계 및 가구 제외
4899,(주)엠투엔,33310,2013,3.66,(주)엠투엔,33310,2013,39285920,31420073,,,금속가공제품 제조업; 기계 및 가구 제외
4900,(주)엠투엔,33310,2014,5.62,(주)엠투엔,33310,2014,36012093,29079271,39002935,31236633,금속가공제품 제조업; 기계 및 가구 제외
4901,(주)엠투엔,33310,2015,5.54,(주)엠투엔,33310,2015,29534779,25555929,51008316,41933034,금속가공제품 제조업; 기계 및 가구 제외
4902,(주)엠투엔,33310,2016,5.05,(주)엠투엔,33310,2016,27614935,24606641,49727413,41163963,금속가공제품 제조업; 기계 및 가구 제외
4903,(주)엠투엔,33310,2017,2.73,(주)엠투엔,33310,2017,28613061,26358177,51170397,43452759,금속가공제품 제조업; 기계 및 가구 제외
4904,(주)엠투엔,33310,2018,2.14,(주)엠투엔,33310,2018,29208004,26990435,53252622,45850675,금속가공제품 제조업; 기계 및 가구 제외
4905,(주)엠투엔,33310,2019,0.46,(주)엠투엔,33310,2019,27260839,25538542,46465722,40823724,금속가공제품 제조업; 기계 및 가구 제외
4906,(주)엠플러스,259630,2017,43.81,(주)엠플러스,259630,2017,72109584,59797336,,,기타 기계 및 장비 제조업
4907,(주)엠플러스,259630,2018,1.74,(주)엠플러스,259630,2018,78114604,71292012,,,기타 기계 및 장비 제조업
4908,(주)엠플러스,259630,2019,1.55,(주)엠플러스,259630,2019,104343607,89345505,104343607,89345505,기타 기계 및 장비 제조업
4909,(주)엠피대산,65150,2011,5.01,(주)엠피대산,65150,2011,158518374,100517947,159297346,100813366,도매 및 상품 중개업
4910,(주)엠피대산,65150,2012,11.37,(주)엠피대산,65150,2012,176715324,107390972,177632560,107757376,도매 및 상품 중개업
4911,(주)엠피대산,65150,2013,39.43,(주)엠피대산,65150,2013,170322935,103407307,174593729,104826704,도매 및 상품 중개업
4912,(주)엠피대산,65150,2014,38.85,(주)엠피대산,65150,2014,142888725,86963678,143975989,87407830,도매 및 상품 중개업
4913,(주)엠피대산,65150,2015,-16.5,(주)엠피대산,65150,2015,110334442,61014788,122422450,65723376,도매 및 상품 중개업
4914,(주)엠피대산,65150,2016,0.45,(주)엠피대산,65150,2016,97057714,51149864,151260360,76335949,도매 및 상품 중개업
4915,(주)엠피대산,65150,2017,-0.09,(주)엠피대산,65150,2017,81521073,43615198,145213359,73179526,도매 및 상품 중개업
4916,(주)엠피대산,65150,2018,-0.47,(주)엠피대산,65150,2018,65652118,35185996,119809794,68885097,도매 및 상품 중개업
4917,(주)엠피대산,65150,2019,-1.9,(주)엠피대산,65150,2019,61840102,31162108,109949106,62946090,도매 및 상품 중개업
4918,(주)연우,115960,2015,13.74,(주)연우,115960,2015,199099179,163006148,,,고무 및 플라스틱제품 제조업
4919,(주)연우,115960,2016,57.85,(주)연우,115960,2016,235063011,189885725,234568387,188976970,고무 및 플라스틱제품 제조업
4920,(주)연우,115960,2017,15.48,(주)연우,115960,2017,228721520,198660006,229295328,198740477,고무 및 플라스틱제품 제조업
4921,(주)연우,115960,2018,5.31,(주)연우,115960,2018,271933167,242728494,272929163,243078120,고무 및 플라스틱제품 제조업
4922,(주)연우,115960,2019,14.51,(주)연우,115960,2019,292405059,245569682,294610114,247749844,고무 및 플라스틱제품 제조업
4923,(주)연이비앤티,90740,2011,1.84,(주)연이비앤티,90740,2011,184756881,182335648,421092515,407595730,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4924,(주)연이비앤티,90740,2012,2.36,(주)연이비앤티,90740,2012,193082335,188309597,372847067,358772337,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4925,(주)연이비앤티,90740,2013,11.8,(주)연이비앤티,90740,2013,202040903,194875983,439828561,421789606,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4926,(주)연이비앤티,90740,2014,6.26,(주)연이비앤티,90740,2014,227675097,219266166,447270436,431592769,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4927,(주)연이비앤티,90740,2015,4.54,(주)연이비앤티,90740,2015,191400903,183657656,456097955,440230210,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4928,(주)연이비앤티,90740,2016,6.57,(주)연이비앤티,90740,2016,142048778,136887065,398021215,379659894,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4929,(주)연이비앤티,90740,2017,-9.76,(주)연이비앤티,90740,2017,41892571,41290925,271957133,270411638,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4930,(주)연이비앤티,90740,2018,4.27,(주)연이비앤티,90740,2018,11649150,8996770,287318792,271324400,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4931,(주)연이비앤티,90740,2019,7.1,(주)연이비앤티,90740,2019,9092417,5096287,316139182,294853639,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
4932,(주)영우디에스피,143540,2014,5.94,(주)영우디에스피,143540,2014,62547031,56337166,,,기타 기계 및 장비 제조업
4933,(주)영우디에스피,143540,2015,0.6,(주)영우디에스피,143540,2015,57844490,53074815,,,기타 기계 및 장비 제조업
4934,(주)영우디에스피,143540,2016,19.36,(주)영우디에스피,143540,2016,146159358,131354610,146159358,131354610,기타 기계 및 장비 제조업
4935,(주)영우디에스피,143540,2017,-0.52,(주)영우디에스피,143540,2017,258081454,249240365,258081454,249240365,기타 기계 및 장비 제조업
4936,(주)영우디에스피,143540,2018,-10.34,(주)영우디에스피,143540,2018,145959793,150588506,146297534,151349526,기타 기계 및 장비 제조업
4937,(주)영우디에스피,143540,2019,8.17,(주)영우디에스피,143540,2019,100432751,80598364,100432751,80660508,기타 기계 및 장비 제조업
4938,(주)영원무역,111770,2011,228.11,(주)영원무역,111770,2011,998518690,859675133,990188523,706603035,도매 및 상품 중개업
4939,(주)영원무역,111770,2012,48.65,(주)영원무역,111770,2012,1054456979,909683950,1059149340,764552885,도매 및 상품 중개업
4940,(주)영원무역,111770,2013,54.35,(주)영원무역,111770,2013,1096209968,954020971,1108226794,825529088,도매 및 상품 중개업
4941,(주)영원무역,111770,2014,46.19,(주)영원무역,111770,2014,1140086346,996637009,1246335950,908878143,도매 및 상품 중개업
4942,(주)영원무역,111770,2015,22.18,(주)영원무역,111770,2015,1134904535,973978578,1584939206,1135676081,도매 및 상품 중개업
4943,(주)영원무역,111770,2016,14.17,(주)영원무역,111770,2016,1212014124,1038957000,2001607172,1474629421,도매 및 상품 중개업
4944,(주)영원무역,111770,2017,10.25,(주)영원무역,111770,2017,1237998081,1064912143,2009311225,1472177020,도매 및 상품 중개업
4945,(주)영원무역,111770,2018,12.46,(주)영원무역,111770,2018,1162756094,991236129,2101268459,1532124607,도매 및 상품 중개업
4946,(주)영원무역,111770,2019,12.67,(주)영원무역,111770,2019,1358278805,1171612631,2388266483,1782387007,도매 및 상품 중개업
4947,(주)영원무역홀딩스,9970,2011,270.8,(주)영원무역홀딩스,9970,2011,45490507,0,1405976336,825079549,전문 서비스업
4948,(주)영원무역홀딩스,9970,2012,81.99,(주)영원무역홀딩스,9970,2012,24765794,0,1449208131,893171022,전문 서비스업
4949,(주)영원무역홀딩스,9970,2013,86.41,(주)영원무역홀딩스,9970,2013,24309551,0,1530070464,940459093,전문 서비스업
4950,(주)영원무역홀딩스,9970,2014,49.19,(주)영원무역홀딩스,9970,2014,27005146,0,1644310600,1028699921,전문 서비스업
4951,(주)영원무역홀딩스,9970,2015,25.15,(주)영원무역홀딩스,9970,2015,18448430,0,1880488284,1190776141,전문 서비스업
4952,(주)영원무역홀딩스,9970,2016,15.38,(주)영원무역홀딩스,9970,2016,14598776,0,2338014921,1571364675,전문 서비스업
4953,(주)영원무역홀딩스,9970,2017,11.74,(주)영원무역홀딩스,9970,2017,13866044,0,2384765744,1582546404,전문 서비스업
4954,(주)영원무역홀딩스,9970,2018,15.21,(주)영원무역홀딩스,9970,2018,18604571,0,2518695930,1643814835,전문 서비스업
4955,(주)영원무역홀딩스,9970,2019,17.22,(주)영원무역홀딩스,9970,2019,25713481,0,2737959366,1852264773,전문 서비스업
4956,(주)영풍,670,2011,22.44,(주)영풍,670,2011,1036692168,939030723,1397118394,1274184690,1차 금속 제조업
4957,(주)영풍,670,2012,30.6,(주)영풍,670,2012,1106795683,984760406,1608387846,1417702754,1차 금속 제조업
4958,(주)영풍,670,2013,10.2,(주)영풍,670,2013,1054283881,962423252,3273760331,3011612723,1차 금속 제조업
4959,(주)영풍,670,2014,-2.84,(주)영풍,670,2014,1103441139,1035959163,2796468604,2697570157,1차 금속 제조업
4960,(주)영풍,670,2015,-0.66,(주)영풍,670,2015,1068398876,966156882,2615383130,2503809713,1차 금속 제조업
4961,(주)영풍,670,2016,-0.56,(주)영풍,670,2016,1154667772,1049386615,2654083285,2548135588,1차 금속 제조업
4962,(주)영풍,670,2017,17.21,(주)영풍,670,2017,1458392216,1378574045,3724854999,3440151906,1차 금속 제조업
4963,(주)영풍,670,2018,-9.39,(주)영풍,670,2018,1381855682,1359784893,2971432405,2963560834,1차 금속 제조업
4964,(주)영풍,670,2019,6.54,(주)영풍,670,2019,1347979588,1246030898,3084133444,2866483411,1차 금속 제조업
4965,(주)영흥,12160,2011,36.67,(주)영흥,12160,2011,131608169,113783867,176454981,151143963,1차 금속 제조업
4966,(주)영흥,12160,2012,6.94,(주)영흥,12160,2012,131224614,119575084,197929061,175880005,1차 금속 제조업
4967,(주)영흥,12160,2013,5.21,(주)영흥,12160,2013,127716068,111447274,237109737,211313280,1차 금속 제조업
4968,(주)영흥,12160,2014,2.38,(주)영흥,12160,2014,142851535,126773165,212199828,187895068,1차 금속 제조업
4969,(주)영흥,12160,2015,1.51,(주)영흥,12160,2015,146576760,129265225,208441903,183319256,1차 금속 제조업
4970,(주)영흥,12160,2016,0.28,(주)영흥,12160,2016,167308685,149802339,185856007,164322907,1차 금속 제조업
4971,(주)영흥,12160,2017,0.56,(주)영흥,12160,2017,177010723,160123029,177429264,157011533,1차 금속 제조업
4972,(주)영흥,12160,2018,-0.71,(주)영흥,12160,2018,183979362,168100757,196485437,176847045,1차 금속 제조업
4973,(주)영흥,12160,2019,1.26,(주)영흥,12160,2019,185408512,167643467,197495229,176682964,1차 금속 제조업
4974,(주)예림당,36000,2011,25.9,(주)예림당,36000,2011,53787061,17884289,57816896,21185226,출판업
4975,(주)예림당,36000,2012,37.95,(주)예림당,36000,2012,47996021,16217109,51356824,18180027,출판업
4976,(주)예림당,36000,2013,6.82,(주)예림당,36000,2013,44069278,17054562,138149161,94915444,출판업
4977,(주)예림당,36000,2014,12.64,(주)예림당,36000,2014,45662551,18538243,292494471,227613570,출판업
4978,(주)예림당,36000,2015,1.81,(주)예림당,36000,2015,25319798,11890218,319261870,268282506,출판업
4979,(주)예림당,36000,2016,6.66,(주)예림당,36000,2016,35696333,15922326,452752394,377043270,출판업
4980,(주)예림당,36000,2017,31.32,(주)예림당,36000,2017,26373896,11976825,643302706,526823352,출판업
4981,(주)예림당,36000,2018,22.91,(주)예림당,36000,2018,22951678,11790358,761109382,640998596,출판업
4982,(주)예림당,36000,2019,-0.83,(주)예림당,36000,2019,18398297,12017301,835889331,776482983,출판업
4983,(주)예선테크,250930,2016,-3.62,(주)예선테크,250930,2016,,,,,고무 및 플라스틱제품 제조업
4984,(주)예선테크,250930,2017,-2.42,(주)예선테크,250930,2017,,,,,고무 및 플라스틱제품 제조업
4985,(주)예선테크,250930,2018,-2.26,(주)예선테크,250930,2018,,,,,고무 및 플라스틱제품 제조업
4986,(주)예선테크,250930,2019,15.15,(주)예선테크,250930,2019,25475578,16069408,58932975,40341623,고무 및 플라스틱제품 제조업
