,회사명,거래소코드,회계년도,[제조]자본(*)(IFRS연결),[제조]당기순이익(손실)(IFRS연결),[제조]자본(*)(IFRS),[제조]당기순이익(손실)(IFRS),[제조]자본(*)(IFRS연결2),[제조]자본(*)(IFRS2),자기자본순이익률(개별),자기자본순이익률(연결)
2308,(주)백산,35150,2014/12,92029150.0,-2568375.0,87245124.0,-2904228.0,95444286.0,91582213.0,-0.032480805773001026,-0.027399881869130515
2309,(주)백산,35150,2015/12,103604065.0,15434818.0,97749837.0,14606720.0,92029150.0,87245124.0,0.15791478774386725,0.15779342991424028
2310,(주)백산,35150,2016/12,123057140.0,21610611.0,115373216.0,21064818.0,103604065.0,97749837.0,0.19767751731672126,0.19068645646704296
2311,(주)백산,35150,2017/12,125040707.0,8718449.0,125461769.0,12491066.0,123057140.0,115373216.0,0.10373132458309577,0.07028234307893853
2312,(주)백산,35150,2018/12,138090313.0,14947471.0,134568908.0,12197382.0,125040707.0,125461769.0,0.09381494630343173,0.11361238215091478
2313,(주)백산,35150,2019/12,142234237.0,6247667.0,151687602.0,19780239.0,138090313.0,134568908.0,0.1381994002511943,0.04457452620542867
2315,(주)버킷스튜디오,66410,2011/12,,,19839978.0,-6247430.0,,23676044.0,-0.2871324037845187,
2316,(주)버킷스튜디오,66410,2012/12,,,25075511.0,-7672760.0,,19839978.0,-0.341653187834602,
2317,(주)버킷스튜디오,66410,2013/12,,,21270164.0,-3825677.0,,25075511.0,-0.16509316133598226,
2318,(주)버킷스튜디오,66410,2014/12,,,29780708.0,1212901.0,,21270164.0,0.047517347010252835,
2319,(주)버킷스튜디오,66410,2015/12,,,30693367.0,963684.0,,29780708.0,0.03187097942382748,
2320,(주)버킷스튜디오,66410,2016/12,,,20752354.0,-9683220.0,,30693367.0,-0.37644413614107963,
2321,(주)버킷스튜디오,66410,2017/12,,,21407128.0,796661.0,,20752354.0,0.037792731893622415,
2322,(주)버킷스튜디오,66410,2018/12,,,15720223.0,-9926819.0,,21407128.0,-0.5347442644103534,
2323,(주)버킷스튜디오,66410,2019/12,,,41224908.0,-2982522.0,,15720223.0,-0.1047507292590125,
2324,(주)베노홀딩스,206400,2014/12,,,,,,,,
2325,(주)베노홀딩스,206400,2015/12,22484024.0,-8584372.0,22511893.0,-8076276.0,,,,
2326,(주)베노홀딩스,206400,2016/12,16997827.0,-6724355.0,17685568.0,-6020652.0,22484024.0,22511893.0,-0.2995538449555309,-0.3406301796742002
2327,(주)베노홀딩스,206400,2017/12,13456654.0,-12243001.0,16179188.0,-10333192.0,16997827.0,17685568.0,-0.6102623033811317,-0.8040196777610493
2328,(주)베노홀딩스,206400,2018/12,6985029.0,-14322231.0,7358606.0,-16670349.0,13456654.0,16179188.0,-1.4164750528447994,-1.4012770866273585
2329,(주)베노홀딩스,206400,2019/12,33839081.0,1874323.0,34204301.0,1738277.0,6985029.0,7358606.0,0.08364559293217869,0.09182431656195322
2330,(주)베셀,177350,2015/12,37615299.0,7182452.0,37539029.0,7144900.0,,,,
2331,(주)베셀,177350,2016/12,42383302.0,4187187.0,42301862.0,4174888.0,37615299.0,37539029.0,0.10458019562932984,0.10468150561782949
2332,(주)베셀,177350,2017/12,45268384.0,5012832.0,45160081.0,4974940.0,42383302.0,42301862.0,0.1137623937762279,0.11438073193480842
2333,(주)베셀,177350,2018/12,30541685.0,1281373.0,30172153.0,1013142.0,45268384.0,45160081.0,0.02689796774113987,0.03380482347272366
2334,(주)베셀,177350,2019/12,19497098.0,-11046724.0,19135588.0,-11036565.0,30541685.0,30172153.0,-0.44766054076579986,-0.4415264855662057
2335,(주)베스파,299910,2018/12,90622792.0,-106472185.0,92012176.0,-105112348.0,,,,
2336,(주)베스파,299910,2019/12,84419937.0,-8127695.0,94867259.0,1524645.0,90622792.0,92012176.0,0.01631688366352349,-0.09286526834256566
2338,(주)벽산,7210,2011/12,162206525.0,16145019.0,153109434.0,14893828.0,162170134.0,153755634.0,0.09707085982168553,0.09954488741435616
2339,(주)벽산,7210,2012/12,169865287.0,4873082.0,163027014.0,8712719.0,162206525.0,153109434.0,0.05511999046690118,0.029349567315879253
2340,(주)벽산,7210,2013/12,227306878.0,10359799.0,173883954.0,13658357.0,169865287.0,163027014.0,0.0810799190129067,0.052167799825549206
2341,(주)벽산,7210,2014/12,243220155.0,21358725.0,187234000.0,18142835.0,227306878.0,173883954.0,0.1004814897682988,0.09078638846240318
2342,(주)벽산,7210,2015/12,267366687.0,30281211.0,206313772.0,24376990.0,243220155.0,187234000.0,0.12388325755786517,0.11861336215162395
2343,(주)벽산,7210,2016/12,280264440.0,24403528.0,218502973.0,23144814.0,267366687.0,206313772.0,0.10896375565421744,0.08912396245146233
2344,(주)벽산,7210,2017/12,291835330.0,13356681.0,224721044.0,8109847.0,280264440.0,218502973.0,0.036594799419454746,0.04669353738771823
2345,(주)벽산,7210,2018/12,295700173.0,8429356.0,233157368.0,10471651.0,291835330.0,224721044.0,0.04573987646309911,0.02869394600652754
2346,(주)벽산,7210,2019/12,291541270.0,-1719686.0,222399838.0,-8853831.0,295700173.0,233157368.0,-0.03887033673658978,-0.005856827785228366
2347,(주)보광산업,225530,2015/12,,,43907804.0,10108678.0,,,,
2348,(주)보광산업,225530,2016/12,,,54471078.0,10206935.0,,43907804.0,0.20750256137287676,
2349,(주)보광산업,225530,2017/12,,,58526835.0,9119014.0,,54471078.0,0.16140145880393383,
2350,(주)보광산업,225530,2018/12,,,57600369.0,4565476.0,,58526835.0,0.0786288801028913,
2351,(주)보광산업,225530,2019/12,,,67746110.0,6263682.0,,57600369.0,0.09994188987151366,
2352,(주)보라티알,250000,2017/12,47232400.0,7626579.0,46950936.0,7345115.0,,,,
2353,(주)보라티알,250000,2018/12,51057907.0,4803738.0,50526094.0,4553389.0,47232400.0,46950936.0,0.09342486122115128,0.09774591506769839
2354,(주)보라티알,250000,2019/12,55221100.0,3327724.0,54381869.0,3020306.0,51057907.0,50526094.0,0.05758010952895921,0.06262241422711072
2356,(주)보락,2760,2011/12,,,36861159.0,124894.0,,36879852.0,0.0033873688007884785,
2357,(주)보락,2760,2012/12,,,38521322.0,1921288.0,,36861159.0,0.05097439019020878,
2358,(주)보락,2760,2013/12,,,39251226.0,719939.0,,38521322.0,0.01851396202166348,
2359,(주)보락,2760,2014/12,,,41134484.0,2079543.0,,39251226.0,0.0517391212940708,
2360,(주)보락,2760,2015/12,,,40009910.0,-172456.0,,41134484.0,-0.0042505955494596456,
2361,(주)보락,2760,2016/12,,,42749440.0,3032427.0,,40009910.0,0.07328300669350352,
2362,(주)보락,2760,2017/12,,,43218614.0,1238719.0,,42749440.0,0.02881812353226002,
2363,(주)보락,2760,2018/12,,,43761387.0,1105109.0,,43218614.0,0.025410645833402554,
2364,(주)보락,2760,2019/12,,,43946879.0,648534.0,,43761387.0,0.014788435105991036,
2366,(주)보령,3850,2011/12,,,137969507.0,6178117.0,,136409105.0,0.04503351740841958,
2367,(주)보령,3850,2012/12,,,145793038.0,9401047.0,,137969507.0,0.06625995689459298,
2368,(주)보령,3850,2013/12,,,159980487.0,14126625.0,,145793038.0,0.0923992683800862,
2369,(주)보령,3850,2014/12,,,177356364.0,21590564.0,,159980487.0,0.1280059616137224,
2370,(주)보령,3850,2015/12,,,195940219.0,20301086.0,,177356364.0,0.10876652465902695,
2371,(주)보령,3850,2016/12,,,195348849.0,5614105.0,,195940219.0,0.028695434956542153,
2372,(주)보령,3850,2017/12,249653982.0,56478219.0,248364816.0,55351979.0,,195348849.0,0.24949413717064584,
2373,(주)보령,3850,2018/12,256102642.0,20306902.0,257408464.0,22902114.0,249653982.0,248364816.0,0.09056276757048139,0.08030305896695482
2374,(주)보령,3850,2019/12,282953676.0,32221803.0,286381379.0,34347745.0,256102642.0,257408464.0,0.12632727676746988,0.11954892995058078
2375,(주)본느,226340,2015/12,,,,,,,,
2376,(주)본느,226340,2016/12,,,,,,,,
2377,(주)본느,226340,2017/12,,,,,,,,
2378,(주)본느,226340,2018/12,24803709.0,313437.0,24481949.0,620816.0,,,,
2379,(주)본느,226340,2019/12,33951947.0,5033953.0,34562692.0,6297844.0,24803709.0,24481949.0,0.21332482993672533,0.1713521162966847
2380,(주)부-스타,8470,2011/12,,,45945402.0,3058862.0,,,,
2381,(주)부-스타,8470,2012/12,,,48170635.0,3648876.0,,45945402.0,0.07753994146608617,
2382,(주)부-스타,8470,2013/12,,,52560275.0,4179271.0,,48170635.0,0.08297891878471067,
2383,(주)부-스타,8470,2014/12,,,56137960.0,3845488.0,,52560275.0,0.070755297912611,
2384,(주)부-스타,8470,2015/12,,,60304550.0,5010150.0,,56137960.0,0.0860536242305323,
2385,(주)부-스타,8470,2016/12,,,65944062.0,6266618.0,,60304550.0,0.09927424786262204,
2386,(주)부-스타,8470,2017/12,,,69235513.0,4635252.0,,65944062.0,0.06857917699474939,
2387,(주)부-스타,8470,2018/12,,,71004310.0,2987173.0,,69235513.0,0.04260092370481671,
2388,(주)부-스타,8470,2019/12,,,73654575.0,3493120.0,,71004310.0,0.04829457934782229,
2390,(주)부방,14470,2011/12,128998263.0,6935268.0,132665766.0,6448573.0,123885912.0,128268319.0,0.04942683513347825,0.054849363349841876
2391,(주)부방,14470,2012/12,139555226.0,10693112.0,140572130.0,7846560.0,128998263.0,132665766.0,0.05743390733765568,0.07963487676006324
2392,(주)부방,14470,2013/12,156636396.0,18035410.0,155460494.0,14563124.0,139555226.0,140572130.0,0.09838864246259561,0.12178204014156754
2393,(주)부방,14470,2014/12,169658997.0,15023315.0,169658997.0,15127807.0,156636396.0,155460494.0,0.09305998206056493,0.0920841380068152
2394,(주)부방,14470,2015/12,194584273.0,267039972.0,192470571.0,264981451.0,169658997.0,169658997.0,1.4634621108873385,1.4662726479476202
2395,(주)부방,14470,2016/12,194241481.0,9988648.0,201416590.0,2647428.0,194584273.0,192470571.0,0.013442570675716947,0.05137853085729501
2396,(주)부방,14470,2017/12,193360547.0,-1811262.0,179879465.0,-22178004.0,194241481.0,201416590.0,-0.11632957492833226,-0.009345988251640416
2397,(주)부방,14470,2018/12,194166585.0,1802913.0,179566169.0,-311035.0,193360547.0,179879465.0,-0.0017306372401229388,0.009304705921855299
2398,(주)부방,14470,2019/12,182585679.0,-9421837.0,209217916.0,-10464858.0,194166585.0,179566169.0,-0.05383377768665608,-0.05001608696371364
2400,(주)뷰웍스,100120,2011/12,49202312.0,6599769.0,49229863.0,7091118.0,42618829.0,42712179.0,0.15425191448325676,0.14375271158958916
2401,(주)뷰웍스,100120,2012/12,53600165.0,5502318.0,55361418.0,7218663.0,49202312.0,49229863.0,0.13803565519003444,0.10704640900821874
2402,(주)뷰웍스,100120,2013/12,61952582.0,9413724.0,64122903.0,9973687.0,53600165.0,55361418.0,0.16694553589169242,0.16293379853617845
2403,(주)뷰웍스,100120,2014/12,70895227.0,10587112.0,73694221.0,11240653.0,61952582.0,64122903.0,0.16312418477111743,0.15938707728329943
2404,(주)뷰웍스,100120,2015/12,84689450.0,15776699.0,88642656.0,17002400.0,70895227.0,73694221.0,0.20947058135164198,0.2028053058207011
2405,(주)뷰웍스,100120,2016/12,110383288.0,26871455.0,114164979.0,26733726.0,84689450.0,88642656.0,0.2636362876575135,0.2755019002193941
2406,(주)뷰웍스,100120,2017/12,126081885.0,19616141.0,129455832.0,18683631.0,110383288.0,114164979.0,0.15338288156343097,0.16591145961270162
2407,(주)뷰웍스,100120,2018/12,140747604.0,20801653.0,144019327.0,20888631.0,126081885.0,129455832.0,0.15276437594099726,0.15591719699317041
2408,(주)뷰웍스,100120,2019/12,161453632.0,24320047.0,164044114.0,23774540.0,140747604.0,144019327.0,0.15434833762049682,0.16095266400564953
2410,(주)브리지텍,64480,2011/12,,,23910878.0,2090084.0,,24088946.0,0.08708715265289306,
2411,(주)브리지텍,64480,2012/12,,,28140925.0,5493420.0,,23910878.0,0.2110751091561612,
2412,(주)브리지텍,64480,2013/12,,,36165960.0,6206511.0,,28140925.0,0.19302788496130702,
2413,(주)브리지텍,64480,2014/12,,,38189442.0,3816289.0,,36165960.0,0.10264994599854359,
2414,(주)브리지텍,64480,2015/12,,,43090664.0,6335468.0,,38189442.0,0.15589221795552285,
2415,(주)브리지텍,64480,2016/12,,,49110570.0,7932233.0,,43090664.0,0.17206348886827263,
2416,(주)브리지텍,64480,2017/12,,,43082739.0,-3637422.0,,49110570.0,-0.07890858977629277,
2417,(주)브리지텍,64480,2018/12,,,39444005.0,2065243.0,,43082739.0,0.05005027218812849,
2418,(주)브리지텍,64480,2019/12,,,32925223.0,-3174465.0,,39444005.0,-0.08772969085700348,
2419,(주)브이원텍,251630,2017/12,61440105.0,10997728.0,60997390.0,10895129.0,,,,
2420,(주)브이원텍,251630,2018/12,76967761.0,15285849.0,76682890.0,15229207.0,61440105.0,60997390.0,0.22122568315520566,0.22088121783483028
2421,(주)브이원텍,251630,2019/12,81694859.0,6642301.0,81359996.0,6599481.0,76967761.0,76682890.0,0.08351506565123089,0.08372861862485316
2423,(주)브이티지엠피,18290,2011/12,,,22546145.0,-7380214.0,,29997231.0,-0.2809189116435914,
2424,(주)브이티지엠피,18290,2012/12,,,21909220.0,-973332.0,,22546145.0,-0.04378918045099844,
2425,(주)브이티지엠피,18290,2013/12,,,23334199.0,1176834.0,,21909220.0,0.05202232837443165,
2426,(주)브이티지엠피,18290,2014/12,,,19424460.0,-3628280.0,,23334199.0,-0.1697097189133083,
2427,(주)브이티지엠피,18290,2015/12,,,16380107.0,-24041329.0,,19424460.0,-1.3429196895468671,
2428,(주)브이티지엠피,18290,2016/12,,,33420371.0,-14565415.0,,16380107.0,-0.5849508111147046,
2429,(주)브이티지엠피,18290,2017/12,36114057.0,-13007380.0,26125352.0,-16806251.0,,33420371.0,-0.5644822215022899,
2430,(주)브이티지엠피,18290,2018/12,69714444.0,10707739.0,51905682.0,5014715.0,36114057.0,26125352.0,0.12853129691963328,0.20236021296380263
2431,(주)브이티지엠피,18290,2019/12,61250730.0,3411551.0,62224697.0,3868113.0,69714444.0,51905682.0,0.06778410855886144,0.0520985983647836
2433,(주)블루베리엔에프티,44480,2011/12,24024192.0,-2846234.0,25210236.0,-2155829.0,26805818.0,27544754.0,-0.08172986100461777,-0.11199029864444253
2434,(주)블루베리엔에프티,44480,2012/12,25768897.0,1399581.0,27631021.0,1831090.0,24024192.0,25210236.0,0.06930531573085023,0.05621587365266694
2435,(주)블루베리엔에프티,44480,2013/12,26064453.0,78599.0,28011256.0,216432.0,25768897.0,27631021.0,0.00777940845231765,0.0030327578672804285
2436,(주)블루베리엔에프티,44480,2014/12,25164678.0,-897284.0,25164678.0,-897284.0,26064453.0,28011256.0,-0.033747747618311695,-0.03503022528334514
2437,(주)블루베리엔에프티,44480,2015/12,23782521.0,-1574176.0,23782521.0,-1574176.0,25164678.0,25164678.0,-0.06432139252748661,-0.06432139252748661
2438,(주)블루베리엔에프티,44480,2016/12,22492186.0,-1062790.0,22492186.0,-1062790.0,23782521.0,23782521.0,-0.045933948323000726,-0.045933948323000726
2439,(주)블루베리엔에프티,44480,2017/12,20969213.0,-1421184.0,20969213.0,-1421184.0,22492186.0,22492186.0,-0.06539982755732276,-0.06539982755732276
2440,(주)블루베리엔에프티,44480,2018/12,29068363.0,-7181197.0,29068363.0,-7181197.0,20969213.0,20969213.0,-0.2870321695839143,-0.2870321695839143
2441,(주)블루베리엔에프티,44480,2019/12,91441990.0,-3604285.0,44725403.0,-366992.0,29068363.0,29068363.0,-0.009946422845528713,-0.059817018376836055
2442,(주)블루콤,33560,2011/12,98539376.0,1113693.0,99097320.0,4256145.0,,,,
2443,(주)블루콤,33560,2012/12,98236624.0,3718123.0,102262587.0,5850942.0,98539376.0,99097320.0,0.05811426998722243,0.03779041143228849
2444,(주)블루콤,33560,2013/12,110842328.0,12327480.0,111644913.0,9367519.0,98236624.0,102262587.0,0.08758476444257447,0.11792176957152531
2445,(주)블루콤,33560,2014/12,136172671.0,28516728.0,132745739.0,25394879.0,110842328.0,111644913.0,0.20782201604012251,0.23089065939675996
2446,(주)블루콤,33560,2015/12,160035010.0,30999348.0,156302312.0,31300452.0,136172671.0,132745739.0,0.21657611522867526,0.20930819818949933
2447,(주)블루콤,33560,2016/12,172620212.0,23365071.0,172966375.0,27191792.0,160035010.0,156302312.0,0.16516476102083769,0.1404762015129286
2448,(주)블루콤,33560,2017/12,165209048.0,3140855.0,175534790.0,10131008.0,172620212.0,172966375.0,0.05814045413592807,0.018594333717570823
2449,(주)블루콤,33560,2018/12,166151992.0,1920238.0,177679511.0,3253056.0,165209048.0,175534790.0,0.01841972983987418,0.011590004666812972
2450,(주)블루콤,33560,2019/12,166795530.0,1818654.0,179290228.0,3913440.0,166151992.0,177679511.0,0.021925892155245125,0.01092456846697901
2451,(주)비덴트,121800,2012/06,,,44033920.0,6866697.0,,,,
2452,(주)비덴트,121800,2013/12,,,42578151.0,749343.0,,44033920.0,0.017303431065630565,
2453,(주)비덴트,121800,2014/12,43410250.0,1058838.0,43599233.0,1262568.0,,42578151.0,0.02930160887687192,
2454,(주)비덴트,121800,2015/12,51045548.0,-4155030.0,51545709.0,-3799275.0,43410250.0,43599233.0,-0.07986288961109461,-0.08797829435520729
2455,(주)비덴트,121800,2016/12,51048444.0,-21880913.0,47605317.0,-26082011.0,51045548.0,51545709.0,-0.5261067293443842,-0.42864251992418906
2456,(주)비덴트,121800,2017/12,139893466.0,65783781.0,139192126.0,68336846.0,51048444.0,47605317.0,0.7316678954754214,0.689044966607907
2457,(주)비덴트,121800,2018/12,242328440.0,63840828.0,242881914.0,65266516.0,139893466.0,139192126.0,0.34164328987125114,0.334051120555084
2458,(주)비덴트,121800,2019/12,249074447.0,-7421102.0,249879963.0,-7154750.0,242328440.0,242881914.0,-0.02903938122631999,-0.03020373789541859
2460,(주)비보존헬스케어,82800,2011/12,,,26812457.0,-9415946.0,56149646.0,36504124.0,-0.2974243350252914,
2461,(주)비보존헬스케어,82800,2012/12,,,27850575.0,1083699.0,,26812457.0,0.03965016064238808,
2462,(주)비보존헬스케어,82800,2013/12,,,35389357.0,-2544252.0,,27850575.0,-0.08046346412896206,
2463,(주)비보존헬스케어,82800,2014/12,,,33898334.0,-1298295.0,,35389357.0,-0.03747548752923517,
2464,(주)비보존헬스케어,82800,2015/12,,,24653923.0,-9699364.0,,33898334.0,-0.33130623811819926,
2465,(주)비보존헬스케어,82800,2016/12,,,22742458.0,-1781196.0,,24653923.0,-0.0751616879778226,
2466,(주)비보존헬스케어,82800,2017/12,,,16099543.0,-6667629.0,,22742458.0,-0.34332057197568167,
2467,(주)비보존헬스케어,82800,2018/12,,,68445914.0,-8534275.0,,16099543.0,-0.20188606940760873,
2468,(주)비보존헬스케어,82800,2019/12,108996583.0,-29006089.0,109212481.0,-26832347.0,,68445914.0,-0.3020667500682982,
2470,(주)비비안,2070,2011/12,154013567.0,5316588.0,149554917.0,8476070.0,149562947.0,142971345.0,0.05795083109495311,0.03502634594453509
2471,(주)비비안,2070,2012/12,148970799.0,-1279831.0,150673081.0,3381217.0,154013567.0,149554917.0,0.022524328327300107,-0.008448165275960146
2472,(주)비비안,2070,2013/12,131222957.0,-6014689.0,130456729.0,-8284427.0,148970799.0,150673081.0,-0.05893666701514151,-0.0429323557088831
2473,(주)비비안,2070,2014/12,138991127.0,-177454.0,140134299.0,2212800.0,131222957.0,130456729.0,0.01635530945985393,-0.0013134326484625428
2474,(주)비비안,2070,2015/12,144907725.0,6659556.0,148375835.0,8941012.0,138991127.0,140134299.0,0.06198057500468944,0.046914990695348074
2475,(주)비비안,2070,2016/12,130182406.0,-2289535.0,135563989.0,-1732296.0,144907725.0,148375835.0,-0.01220185302361813,-0.016645708020692315
2476,(주)비비안,2070,2017/12,112783756.0,-1666159.0,111469229.0,-1950054.0,130182406.0,135563989.0,-0.015787787697442372,-0.01371515264747031
2477,(주)비비안,2070,2018/12,104610653.0,-5760916.0,100255730.0,-6728215.0,112783756.0,111469229.0,-0.06355618186706084,-0.05299967029050871
2478,(주)비비안,2070,2019/12,101322923.0,-2433112.0,102144169.0,2952870.0,104610653.0,100255730.0,0.02917857187270632,-0.023630066036438857
2480,(주)비상교육,100220,2011/12,124218062.0,13114079.0,133094086.0,14947245.0,112767948.0,120071712.0,0.11808265664700886,0.11067386636029697
2481,(주)비상교육,100220,2012/12,138584095.0,16872544.0,143408518.0,12601505.0,124218062.0,133094086.0,0.09114926816385426,0.1284049125974259
2482,(주)비상교육,100220,2013/12,151370268.0,13439923.0,153895931.0,10919144.0,138584095.0,143408518.0,0.07345429263993287,0.09270371282531796
2483,(주)비상교육,100220,2014/12,155795031.0,10488934.0,160870861.0,13469045.0,151370268.0,153895931.0,0.08558110539182927,0.068295045268118
2484,(주)비상교육,100220,2015/12,172193294.0,16872546.0,179047862.0,18713656.0,155795031.0,160870861.0,0.1101066504065444,0.10288504019159829
2485,(주)비상교육,100220,2016/12,194809151.0,25618214.0,198639178.0,25275808.0,172193294.0,179047862.0,0.1338452492306858,0.1396078655552281
2486,(주)비상교육,100220,2017/12,209104096.0,18059171.0,208593382.0,13795563.0,194809151.0,198639178.0,0.06775275041858146,0.08942103847364036
2487,(주)비상교육,100220,2018/12,206863373.0,2327869.0,212674756.0,7626530.0,209104096.0,208593382.0,0.036207485504161245,0.011192553136889655
2488,(주)비상교육,100220,2019/12,214408238.0,11156442.0,225429688.0,15902536.0,206863373.0,212674756.0,0.07259700839738571,0.052965553380239526
2489,(주)비씨월드제약,200780,2014/12,,,61710190.0,3741814.0,,,,
2490,(주)비씨월드제약,200780,2015/12,,,67401144.0,6326464.0,,61710190.0,0.0980001337450359,
2491,(주)비씨월드제약,200780,2016/12,,,73875913.0,6474769.0,,67401144.0,0.09166058718224857,
2492,(주)비씨월드제약,200780,2017/12,81460487.0,8065198.0,81227938.0,8082649.0,,73875913.0,0.1042224154705224,
2493,(주)비씨월드제약,200780,2018/12,86612549.0,4967077.0,86405482.0,4992558.0,81460487.0,81227938.0,0.05956518694184012,0.05910617334240336
2494,(주)비씨월드제약,200780,2019/12,85970721.0,-1738976.0,85949854.0,-1552776.0,86612549.0,86405482.0,-0.018018310729874937,-0.02015231256193025
2495,(주)비아트론,141000,2012/12,,,51162663.0,10229946.0,,,,
2496,(주)비아트론,141000,2013/12,,,56479734.0,3910947.0,,51162663.0,0.07266555017350645,
2497,(주)비아트론,141000,2014/12,,,58040630.0,1974262.0,,56479734.0,0.03447879365804321,
2498,(주)비아트론,141000,2015/12,,,70348279.0,6998867.0,,58040630.0,0.1090260374437795,
2499,(주)비아트론,141000,2016/12,99079410.0,13211432.0,99017572.0,13149594.0,,70348279.0,0.15528034633144552,
2500,(주)비아트론,141000,2017/12,108483513.0,12171345.0,108838357.0,12639249.0,99079410.0,99017572.0,0.12161547722797938,0.11727860471496636
2501,(주)비아트론,141000,2018/12,129252709.0,24483832.0,129744533.0,24617236.0,108483513.0,108838357.0,0.2063621242914779,0.20597477148433863
2502,(주)비아트론,141000,2019/12,132701818.0,4800282.0,133141386.0,4735368.0,129252709.0,129744533.0,0.036026029982990454,0.03664973501297804
2504,(주)비에이치,90460,2011/12,59862780.0,8627731.0,61138493.0,6727996.0,40375254.0,43757430.0,0.12827945658097695,0.1721448567117747
2505,(주)비에이치,90460,2012/12,70700646.0,14061730.0,71845810.0,12802448.0,59862780.0,61138493.0,0.19254073918784234,0.2154007508963498
2506,(주)비에이치,90460,2013/12,89099144.0,22119875.0,95335279.0,27633998.0,70700646.0,71845810.0,0.3305876061137513,0.27684485693003724
2507,(주)비에이치,90460,2014/12,101641685.0,12718210.0,108767527.0,15067892.0,89099144.0,95335279.0,0.1476500229987039,0.13335592664326734
2508,(주)비에이치,90460,2015/12,107555366.0,8692616.0,116108164.0,7676240.0,101641685.0,108767527.0,0.06827096308955867,0.08310457493016955
2509,(주)비에이치,90460,2016/12,106034055.0,-24498437.0,122701429.0,-16445331.0,107555366.0,116108164.0,-0.13772755770326195,-0.2293974756362114
2510,(주)비에이치,90460,2017/12,152757239.0,46380929.0,154120781.0,31912462.0,106034055.0,122701429.0,0.2305628728272923,0.35844273030297535
2511,(주)비에이치,90460,2018/12,187910520.0,81634647.0,173519010.0,68196730.0,152757239.0,154120781.0,0.41629088940543246,0.47926253567188903
2512,(주)비에이치,90460,2019/12,279458070.0,56601199.0,239918902.0,33521388.0,187910520.0,173519010.0,0.16215923613700914,0.24221225050660763
2514,(주)비엔지티,32790,2011/12,28828852.0,-1105501.0,29882221.0,656408.0,28198011.0,27578584.0,0.022847156422538806,-0.038771236636319976
2515,(주)비엔지티,32790,2012/12,18789168.0,-11553187.0,16820769.0,-13819063.0,28828852.0,29882221.0,-0.5917849371100223,-0.4852443255725459
2516,(주)비엔지티,32790,2013/12,14118621.0,-6212523.0,10679487.0,-9300135.0,18789168.0,16820769.0,-0.6763671581820911,-0.3775715834327247
2517,(주)비엔지티,32790,2014/12,9076341.0,-7166563.0,5675881.0,-7381583.0,14118621.0,10679487.0,-0.9026495765793836,-0.6179413443315838
2518,(주)비엔지티,32790,2015/12,8589943.0,-9970008.0,8582687.0,-6442392.0,9076341.0,5675881.0,-0.9036520357444029,-1.1287045991109392
2519,(주)비엔지티,32790,2016/12,11477237.0,-5923720.0,10065106.0,-7511085.0,8589943.0,8582687.0,-0.8055736139928195,-0.5903888837395189
2520,(주)비엔지티,32790,2017/12,22537173.0,-2236526.0,21416836.0,-1761834.0,11477237.0,10065106.0,-0.11192664035782798,-0.13150461818976134
2521,(주)비엔지티,32790,2018/12,18383818.0,-5760193.0,19096052.0,-3712443.0,22537173.0,21416836.0,-0.1832721972326436,-0.2815275416961432
2522,(주)비엔지티,32790,2019/12,22520543.0,-18520371.0,23191919.0,-17778939.0,18383818.0,19096052.0,-0.8408508887787499,-0.9055450591197354
2523,(주)비엘,142760,2016/12,,,17462229.0,-5895692.0,,,,
2524,(주)비엘,142760,2017/12,35192613.0,-6646862.0,35176992.0,-6635206.0,,17462229.0,-0.2521012231544992,
2525,(주)비엘,142760,2018/12,68411333.0,-16288373.0,35680409.0,-9133819.0,35192613.0,35176992.0,-0.25780846802439167,-0.31443537874513006
2526,(주)비엘,142760,2019/12,58542114.0,-41657220.0,36068047.0,-28113589.0,68411333.0,35680409.0,-0.783670912723195,-0.6562597705598336
2528,(주)비엘팜텍,65170,2011/12,36766469.0,619650.0,28600814.0,258662.0,35544688.0,26956066.0,0.009311610011217332,0.017138434114669192
2529,(주)비엘팜텍,65170,2012/12,35523272.0,-2526950.0,27764916.0,-2486786.0,36766469.0,28600814.0,-0.08823751595162521,-0.06991171817865553
2530,(주)비엘팜텍,65170,2013/12,30869840.0,-4030503.0,30695433.0,-1283626.0,35523272.0,27764916.0,-0.043914414537621044,-0.12141328757115648
2531,(주)비엘팜텍,65170,2014/12,36608052.0,-1337791.0,36565090.0,-164819.0,30869840.0,30695433.0,-0.004900913422870649,-0.039651238660508244
2532,(주)비엘팜텍,65170,2015/12,32649635.0,-7778689.0,34062446.0,-5482842.0,36608052.0,36565090.0,-0.15526074702648554,-0.22463034319930436
2533,(주)비엘팜텍,65170,2016/12,29035347.0,-4986278.0,30724859.0,-4619827.0,32649635.0,34062446.0,-0.1426151928992879,-0.1616691077254428
2534,(주)비엘팜텍,65170,2017/12,27753028.0,-2650367.0,25398329.0,-5515778.0,29035347.0,30724859.0,-0.1965596822475587,-0.09334188555316118
2535,(주)비엘팜텍,65170,2018/12,71613589.0,1196123.0,62106344.0,1211282.0,27753028.0,25398329.0,0.027684967178838553,0.02407494661914474
2536,(주)비엘팜텍,65170,2019/12,50896333.0,-17453415.0,51756432.0,-9276029.0,71613589.0,62106344.0,-0.16293347704784572,-0.28493063606717506
