,회사명,거래소코드,회계년도,[제조]자본(*)(IFRS연결),[제조]당기순이익(손실)(IFRS연결),[제조]자본(*)(IFRS),[제조]당기순이익(손실)(IFRS),[제조]자본(*)(IFRS연결2),[제조]자본(*)(IFRS2),자기자본순이익률(개별),자기자본순이익률(연결)
10100,SNT중공업(주),3570,2014/12,654291143.0,2593959.0,647541049.0,775663.0,672715945.0,668409303.0,0.0011788636232683647,0.003909487784137593
10101,SNT중공업(주),3570,2015/12,677592870.0,32623127.0,669850804.0,32212254.0,654291143.0,647541049.0,0.0489030715145921,0.04898793991305307
10102,SNT중공업(주),3570,2016/12,653543942.0,-24435794.0,647052703.0,-23625343.0,677592870.0,669850804.0,-0.03588014288734064,-0.03671417359915969
10103,SNT중공업(주),3570,2017/12,604527815.0,-30924389.0,601771808.0,-28425565.0,653543942.0,647052703.0,-0.04552371410013108,-0.04916156622694138
10104,SNT중공업(주),3570,2018/12,607504995.0,19818448.0,601218919.0,16332935.0,604527815.0,601771808.0,0.027153883456326924,0.03270282427420426
10105,SNT중공업(주),3570,2019/12,617104339.0,16645499.0,613582674.0,19378460.0,607504995.0,601218919.0,0.031903909431241585,0.02718499449229251
10107,STX엔진(주),77970,2011/12,1023646383.0,74938265.0,788930622.0,63931174.0,772481894.0,734667736.0,0.08392129548356995,0.08344422384482063
10108,STX엔진(주),77970,2012/12,920531722.0,-59079376.0,723800288.0,-58633303.0,1023646383.0,788930622.0,-0.07751980555484253,-0.06077568289454633
10109,STX엔진(주),77970,2013/12,-66039835.0,-932064244.0,-67574226.0,-941580798.0,920531722.0,723800288.0,11111111.11,11111111.11
10110,STX엔진(주),77970,2014/12,-42437955.0,-74401707.0,-40998166.0,-57699353.0,-66039835.0,-67574226.0,11111111.11,11111111.11
10111,STX엔진(주),77970,2015/12,,,123096625.0,36440341.0,-42437955.0,-40998166.0,0.8877228986721907,
10112,STX엔진(주),77970,2016/12,107263377.0,-27950900.0,109092382.0,-26125989.0,,123096625.0,-0.22504070573849347,
10113,STX엔진(주),77970,2017/12,100022030.0,-6015686.0,106497474.0,-1187642.0,107263377.0,109092382.0,-0.01101760557788025,-0.05804254228084662
10114,STX엔진(주),77970,2018/12,221216295.0,27898724.0,224694389.0,24843550.0,100022030.0,106497474.0,0.15002512305080393,0.1736948665760849
10115,STX엔진(주),77970,2019/12,237465668.0,20377063.0,236380300.0,15939294.0,221216295.0,224694389.0,0.0691397484193716,0.08885050925798013
10117,STX중공업(주),71970,2011/12,365152076.0,7349912.0,363896662.0,6706957.0,356341296.0,356088905.0,0.018630809581214842,0.020374163603543126
10118,STX중공업(주),71970,2012/12,364033282.0,2561546.0,362967595.0,2366478.0,365152076.0,363896662.0,0.006511471646073801,0.007025774645354302
10119,STX중공업(주),71970,2013/12,119943568.0,-455714104.0,129204122.0,-567091943.0,364033282.0,362967595.0,-2.3044475064787195,-1.8832062070737474
10120,STX중공업(주),71970,2014/12,-2235395.0,-125791882.0,-3001493.0,-136007435.0,119943568.0,129204122.0,11111111.11,11111111.11
10121,STX중공업(주),71970,2015/12,106740122.0,-4918846.0,105921923.0,-5103325.0,-2235395.0,-3001493.0,-0.09917030078479074,-0.09413633509611484
10122,STX중공업(주),71970,2016/12,-611390735.0,-718303976.0,-612319600.0,-718601922.0,106740122.0,105921923.0,11111111.11,11111111.11
10123,STX중공업(주),71970,2017/12,145553778.0,735481673.0,146336535.0,737241309.0,-611390735.0,-612319600.0,-3.16424078201211,-3.1576785050998004
10124,STX중공업(주),71970,2018/12,153871493.0,-104718213.0,153687321.0,-105684411.0,145553778.0,146336535.0,-0.7045067176258144,-0.6994614225463955
10125,STX중공업(주),71970,2019/12,130004444.0,-35895797.0,129858223.0,-35849931.0,153871493.0,153687321.0,-0.25286894298716256,-0.25289777907452576
10127,가온미디어(주),78890,2011/12,49679215.0,-8972729.0,50494550.0,-9461482.0,59388310.0,60678822.0,-0.1702112984393421,-0.16453530049389128
10128,가온미디어(주),78890,2012/12,55083780.0,4403357.0,56594178.0,5552071.0,49679215.0,50494550.0,0.10369104393508156,0.08406321335124106
10129,가온미디어(주),78890,2013/12,67745859.0,7488293.0,68202357.0,5429382.0,55083780.0,56594178.0,0.0870117427539154,0.12192974042690136
10130,가온미디어(주),78890,2014/12,82381761.0,11275022.0,85558619.0,14101659.0,67745859.0,68202357.0,0.18342312031109897,0.15020583154518802
10131,가온미디어(주),78890,2015/12,100016730.0,9334204.0,102851600.0,9414709.0,82381761.0,85558619.0,0.09993841151471726,0.10234957481090126
10132,가온미디어(주),78890,2016/12,115690596.0,17526167.0,118406764.0,16150320.0,100016730.0,102851600.0,0.14598607445185666,0.16249950639135918
10133,가온미디어(주),78890,2017/12,123123931.0,6177781.0,127275450.0,8646384.0,115690596.0,118406764.0,0.07038673137323649,0.0517370620422936
10134,가온미디어(주),78890,2018/12,137583625.0,5173367.0,139135885.0,2671453.0,123123931.0,127275450.0,0.020055100133033004,0.039687127441753164
10135,가온미디어(주),78890,2019/12,155913309.0,17797830.0,156975733.0,17232425.0,137583625.0,139135885.0,0.11639141426730511,0.12128119880121133
10137,가온전선(주),500,2011/12,260024740.0,-12724112.0,260904836.0,-12019432.0,279359329.0,279638944.0,-0.04447163188151013,-0.04718015503717074
10138,가온전선(주),500,2012/12,264678851.0,4225902.0,268245554.0,6870109.0,260024740.0,260904836.0,0.025966565006216854,0.01610776854774756
10139,가온전선(주),500,2013/12,269911827.0,8324324.0,275125870.0,10836606.0,264678851.0,268245554.0,0.03988655097180819,0.031142795198535057
10140,가온전선(주),500,2014/12,263581472.0,-563224.0,269732993.0,520493.0,269911827.0,275125870.0,0.0019105608271990245,-0.0021114566989153503
10141,가온전선(주),500,2015/12,262579889.0,2135800.0,261860975.0,1517366.0,263581472.0,269732993.0,0.00570874047239001,0.00811842205950201
10142,가온전선(주),500,2016/12,264573041.0,3988606.0,262187886.0,2286445.0,262579889.0,261860975.0,0.008726075639729327,0.015132633332797752
10143,가온전선(주),500,2017/12,260114965.0,1454588.0,257701695.0,841734.0,264573041.0,262187886.0,0.003238126058925578,0.005544582621924847
10144,가온전선(주),500,2018/12,260405860.0,98902.0,257856936.0,363095.0,260114965.0,257701695.0,0.0014085497872306982,0.0003800116930960447
10145,가온전선(주),500,2019/12,256728215.0,5462904.0,255496664.0,5858884.0,260405860.0,257856936.0,0.022825919600057348,0.021127611828711926
10147,감성코퍼레이션(주),36620,2011/12,,,35275265.0,-13995733.0,,49258012.0,-0.33112955031898267,
10148,감성코퍼레이션(주),36620,2012/12,,,34623313.0,-1238032.0,,35275265.0,-0.035423667703225664,
10149,감성코퍼레이션(주),36620,2013/12,,,27453667.0,-6860387.0,,34623313.0,-0.22102837476952003,
10150,감성코퍼레이션(주),36620,2014/12,,,33135367.0,-10955720.0,,27453667.0,-0.3616403588807836,
10151,감성코퍼레이션(주),36620,2015/12,,,18541528.0,-14034233.0,,33135367.0,-0.5431531054642506,
10152,감성코퍼레이션(주),36620,2016/12,,,12326107.0,9028619.0,,18541528.0,0.5849893585951759,
10153,감성코퍼레이션(주),36620,2017/12,,,9648887.0,-3061247.0,,12326107.0,-0.2786118621920898,
10154,감성코퍼레이션(주),36620,2018/12,10432508.0,-6783528.0,10535702.0,-6645334.0,,9648887.0,-0.6584562113204286,
10155,감성코퍼레이션(주),36620,2019/12,16335003.0,-5950124.0,17850087.0,-4466101.0,10432508.0,10535702.0,-0.3146716126157353,-0.4445780558379149
10157,강남제비스코(주),860,2011/12,303697862.0,24747256.0,225143392.0,17039364.0,282789531.0,212445796.0,0.07787835927975442,0.08439143379847552
10158,강남제비스코(주),860,2012/12,327744309.0,28497818.0,243518126.0,21932596.0,303697862.0,225143392.0,0.0935967437377694,0.09026263784336318
10159,강남제비스코(주),860,2013/12,366146007.0,40186670.0,266030202.0,23054749.0,327744309.0,243518126.0,0.09049092199160351,0.11583003559311815
10160,강남제비스코(주),860,2014/12,399739719.0,38535135.0,288516917.0,26900728.0,366146007.0,266030202.0,0.09701872781706761,0.1006289416079286
10161,강남제비스코(주),860,2015/12,435044200.0,40256389.0,309791578.0,26066569.0,399739719.0,288516917.0,0.08713420991958337,0.09644744725850427
10162,강남제비스코(주),860,2016/12,464239068.0,34680195.0,327542113.0,22368899.0,435044200.0,309791578.0,0.07019525035590814,0.0771285227559688
10163,강남제비스코(주),860,2017/12,484924569.0,23186504.0,342457253.0,16654666.0,464239068.0,327542113.0,0.049715467939711454,0.04885670520055964
10164,강남제비스코(주),860,2018/12,549542540.0,38842325.0,343305097.0,3308075.0,484924569.0,342457253.0,0.009647875827537048,0.07509629772095539
10165,강남제비스코(주),860,2019/12,561179870.0,17412514.0,338943021.0,561596.0,549542540.0,343305097.0,0.0016463101478280662,0.031353493624027985
10167,갤럭시아머니트리(주),94480,2011/12,19348085.0,-41209258.0,41541956.0,-37038596.0,47561095.0,67048136.0,-0.6821726608353919,-1.231796832661826
10168,갤럭시아머니트리(주),94480,2012/12,33200609.0,-9413505.0,42087626.0,458951.0,19348085.0,41541956.0,0.010975805188168942,-0.3582774102815952
10169,갤럭시아머니트리(주),94480,2013/12,20257904.0,-13812475.0,42593354.0,-211376.0,33200609.0,42087626.0,-0.004992289886111379,-0.5167549273209302
10170,갤럭시아머니트리(주),94480,2014/12,45137451.0,25081676.0,43327177.0,1306777.0,20257904.0,42593354.0,0.030418271041644285,0.7670782122063562
10171,갤럭시아머니트리(주),94480,2015/12,47009125.0,1511472.0,46754646.0,2124825.0,45137451.0,43327177.0,0.04717544404046974,0.03280582015331747
10172,갤럭시아머니트리(주),94480,2016/12,53299888.0,3679659.0,52676813.0,3779032.0,47009125.0,46754646.0,0.07601280395573799,0.07336646807600429
10173,갤럭시아머니트리(주),94480,2017/12,64403111.0,3072893.0,65343767.0,4636625.0,53299888.0,52676813.0,0.0785731607148516,0.052214353518723854
10174,갤럭시아머니트리(주),94480,2018/12,83600833.0,4824908.0,84572411.0,4855829.0,64403111.0,65343767.0,0.06478058692238005,0.06519972197497656
10175,갤럭시아머니트리(주),94480,2019/12,91365269.0,8838255.0,92345998.0,8838457.0,83600833.0,84572411.0,0.09991562833916283,0.10102819802203744
10177,경남스틸(주),39240,2011/12,,,54072654.0,9351705.0,,45791204.0,0.1872890790980657,
10178,경남스틸(주),39240,2012/12,,,60094980.0,6340604.0,,54072654.0,0.11107533331206636,
10179,경남스틸(주),39240,2013/12,,,64916410.0,6005799.0,,60094980.0,0.09608402882329362,
10180,경남스틸(주),39240,2014/12,,,70946704.0,7247344.0,,64916410.0,0.10668596923223768,
10181,경남스틸(주),39240,2015/12,,,77823883.0,8175314.0,,70946704.0,0.10990497738642384,
10182,경남스틸(주),39240,2016/12,,,77008479.0,839290.0,,77823883.0,0.010841273609195474,
10183,경남스틸(주),39240,2017/12,,,81055511.0,4254726.0,,77008479.0,0.053835487766694994,
10184,경남스틸(주),39240,2018/12,,,84501701.0,5376211.0,,81055511.0,0.06494686561887741,
10185,경남스틸(주),39240,2019/12,,,87182479.0,4638328.0,,84501701.0,0.054033260373786335,
10187,경남제약(주),53950,2011/12,,,18474401.0,-3727150.0,21972666.0,24606588.0,-0.1730299181386017,
10188,경남제약(주),53950,2012/12,,,24402964.0,5160.0,,18474401.0,0.0002406864321070103,
10189,경남제약(주),53950,2013/12,,,11306798.0,-16609370.0,,24402964.0,-0.9302425482421306,
10190,경남제약(주),53950,2014/12,,,11839269.0,581418.0,,11306798.0,0.05023903197031271,
10191,경남제약(주),53950,2015/12,,,16844995.0,2111411.0,,11839269.0,0.14721737326082343,
10192,경남제약(주),53950,2016/12,,,16821025.0,129813.0,,16844995.0,0.007711811494200978,
10193,경남제약(주),53950,2017/12,,,15253337.0,-3478499.0,,16821025.0,-0.21690214757818096,
10194,경남제약(주),53950,2018/12,28912051.0,3720205.0,29081311.0,3888407.0,,15253337.0,0.17541165546188614,
10195,경남제약(주),53950,2019/12,61193816.0,-4546329.0,61532721.0,-4375637.0,28912051.0,29081311.0,-0.09657747047388864,-0.10091083192174378
10197,경동제약(주),11040,2011/12,150617580.0,20294824.0,150481260.0,20243398.0,138830998.0,138780334.0,0.1399660267377217,0.14023094630646277
10198,경동제약(주),11040,2012/12,153758189.0,8100941.0,153850993.0,7961491.0,150617580.0,150481260.0,0.05232104662925753,0.05322986797940542
10199,경동제약(주),11040,2013/12,169031289.0,18465582.0,169327893.0,18742273.0,153758189.0,153850993.0,0.11598698932330623,0.11441253980403909
10200,경동제약(주),11040,2014/12,190430470.0,24320705.0,190457456.0,24960170.0,169031289.0,169327893.0,0.13875034138758108,0.13531734261613068
10201,경동제약(주),11040,2015/12,204439579.0,13277249.0,204775444.0,13717808.0,190430470.0,190457456.0,0.06941632642424252,0.0672487013569368
10202,경동제약(주),11040,2016/12,208571470.0,16949412.0,208740596.0,16851776.0,204439579.0,204775444.0,0.08150482385157297,0.08207728118188916
10203,경동제약(주),11040,2017/12,219348161.0,20226268.0,219713868.0,20164400.0,208571470.0,208740596.0,0.09412622201084127,0.09453302225342403
10204,경동제약(주),11040,2018/12,217780255.0,5318406.0,210411152.0,3486971.0,219348161.0,219713868.0,0.01621375571223455,0.024333380330964344
10205,경동제약(주),11040,2019/12,234867105.0,22830839.0,225501607.0,19940390.0,217780255.0,210411152.0,0.09148798509933039,0.10087693430930426
10207,경인전자(주),9140,2011/12,55480384.0,923827.0,53012835.0,1196942.0,55783801.0,53609731.0,0.022451945116383713,0.016606008483322825
10208,경인전자(주),9140,2012/12,56982451.0,1149091.0,53228479.0,571599.0,55480384.0,53012835.0,0.010760390256468402,0.020435035271874482
10209,경인전자(주),9140,2013/12,57993209.0,1654392.0,53272516.0,893194.0,56982451.0,53228479.0,0.016773439534532048,0.028778125735481754
10210,경인전자(주),9140,2014/12,57474636.0,-994757.0,53337541.0,292045.0,57993209.0,53272516.0,0.005478751408978235,-0.017230026246700975
10211,경인전자(주),9140,2015/12,59623118.0,1335440.0,54265268.0,1254084.0,57474636.0,53337541.0,0.02330950300749119,0.022808977190117583
10212,경인전자(주),9140,2016/12,59743630.0,2953065.0,53525676.0,-67764.0,59623118.0,54265268.0,-0.0012573226930826396,0.04947885486500814
10213,경인전자(주),9140,2017/12,56057622.0,-2979590.0,53834863.0,-484126.0,59743630.0,53525676.0,-0.009018695407257596,-0.051460410807993684
10214,경인전자(주),9140,2018/12,54644144.0,-680755.0,52919495.0,174939.0,56057622.0,53834863.0,0.0032774118692184915,-0.012298900452952123
10215,경인전자(주),9140,2019/12,54463793.0,243036.0,52482881.0,487901.0,54644144.0,52919495.0,0.009257874794017925,0.004454964628283642
10217,경창산업(주),24910,2011/12,71791210.0,5185677.0,63954001.0,2451167.0,66664638.0,61871466.0,0.03896138132354399,0.07490730185697898
10218,경창산업(주),24910,2012/12,86917085.0,12113004.0,76977946.0,9411480.0,71791210.0,63954001.0,0.13356063263640286,0.1526448759341785
10219,경창산업(주),24910,2013/12,102486027.0,27318406.0,88069816.0,23054359.0,86917085.0,76977946.0,0.27936590863922167,0.28846839644324324
10220,경창산업(주),24910,2014/12,123288708.0,24860193.0,104660422.0,21147261.0,102486027.0,88069816.0,0.21944933207626713,0.22022121297141595
10221,경창산업(주),24910,2015/12,138933394.0,13541743.0,105187937.0,5472865.0,123288708.0,104660422.0,0.052160188681770914,0.10328452786180473
10222,경창산업(주),24910,2016/12,146696897.0,9823560.0,118518925.0,13638632.0,138933394.0,105187937.0,0.12193306792708039,0.06878514155909325
10223,경창산업(주),24910,2017/12,190527848.0,-24335836.0,159428222.0,-21315430.0,146696897.0,118518925.0,-0.15337757721254824,-0.1443300728124207
10224,경창산업(주),24910,2018/12,163443493.0,-26617168.0,114205068.0,-46002791.0,190527848.0,159428222.0,-0.33623680071967854,-0.1503916555775627
10225,경창산업(주),24910,2019/12,92410751.0,-76529123.0,56814958.0,-61792227.0,163443493.0,114205068.0,-0.7226314770879523,-0.5982243780955222
10227,계룡건설산업(주),13580,2011/12,513611872.0,11854301.0,453215452.0,5510907.0,504995247.0,450155504.0,0.012200761964722718,0.02327551178247754
10228,계룡건설산업(주),13580,2012/12,516218459.0,4439648.0,452592850.0,2581420.0,513611872.0,453215452.0,0.005699704880823669,0.0086220960217572
10229,계룡건설산업(주),13580,2013/12,435382778.0,-82612731.0,362131270.0,-92177386.0,516218459.0,452592850.0,-0.22627877029097898,-0.17362888526804215
10230,계룡건설산업(주),13580,2014/12,301688105.0,-111067310.0,238482742.0,-119632224.0,435382778.0,362131270.0,-0.39836641040602294,-0.30137484076955456
10231,계룡건설산업(주),13580,2015/12,317920136.0,16899683.0,249252531.0,10278814.0,301688105.0,238482742.0,0.042149151677205024,0.05454957465615762
10232,계룡건설산업(주),13580,2016/12,329408742.0,18620153.0,265081946.0,17539236.0,317920136.0,249252531.0,0.06820167336361549,0.05752918997690692
10233,계룡건설산업(주),13580,2017/12,382329685.0,56453189.0,307019473.0,44411500.0,329408742.0,265081946.0,0.15525743696853161,0.15863465244655112
10234,계룡건설산업(주),13580,2018/12,439825103.0,94529276.0,337869077.0,63792928.0,382329685.0,307019473.0,0.19784171388994268,0.2299549364176421
10235,계룡건설산업(주),13580,2019/12,502667231.0,74556838.0,412171015.0,83077813.0,439825103.0,337869077.0,0.22152899261283757,0.1582120836645447
10237,계양전기(주),12200,2011/12,138598131.0,6618445.0,137234800.0,8364400.0,134373639.0,132021382.0,0.06212967841904555,0.048491790927684575
10238,계양전기(주),12200,2012/12,144335382.0,5000243.0,147016298.0,8354810.0,138598131.0,137234800.0,0.05878471575860016,0.03534571035422022
10239,계양전기(주),12200,2013/12,149174103.0,5944588.0,153563399.0,7819318.0,144335382.0,147016298.0,0.05202825126275911,0.04050695670022385
10240,계양전기(주),12200,2014/12,152920875.0,6500770.0,155972512.0,5278544.0,149174103.0,153563399.0,0.034106181624916534,0.04303792166978691
10241,계양전기(주),12200,2015/12,160448786.0,9581186.0,160448786.0,9581186.0,152920875.0,155972512.0,0.06055967825528609,0.06114941675863127
10242,계양전기(주),12200,2016/12,179133111.0,17233731.0,176236334.0,17197676.0,160448786.0,160448786.0,0.10215881236450247,0.10149970391383967
10243,계양전기(주),12200,2017/12,179487145.0,7746601.0,179487145.0,7303305.0,179133111.0,176236334.0,0.04106169781387975,0.04320225012610554
10244,계양전기(주),12200,2018/12,182668483.0,7700773.0,182332689.0,7364980.0,179487145.0,179487145.0,0.040710758824791235,0.042527424149266566
10245,계양전기(주),12200,2019/12,177923630.0,-2538605.0,177608573.0,-2517868.0,182668483.0,182332689.0,-0.013990438251005521,-0.014080202580581678
10247,고려산업(주),2140,2011/12,56065197.0,4366811.0,54585428.0,4158772.0,51833580.0,50630590.0,0.07905206980937066,0.08094273394776291
10248,고려산업(주),2140,2012/12,62084126.0,7767098.0,58448211.0,4694567.0,56065197.0,54585428.0,0.08306495378778347,0.1314793483835705
10249,고려산업(주),2140,2013/12,66536454.0,4744577.0,61669406.0,3758816.0,62084126.0,58448211.0,0.06258559058826484,0.07377632724094386
10250,고려산업(주),2140,2014/12,76117815.0,9047449.0,68909172.0,8209829.0,66536454.0,61669406.0,0.12574541897676356,0.12684441991707937
10251,고려산업(주),2140,2015/12,79342019.0,5400031.0,71846973.0,4798166.0,76117815.0,68909172.0,0.06817700214793464,0.06947171962115951
10252,고려산업(주),2140,2016/12,85020283.0,6852573.0,75608973.0,4879802.0,79342019.0,71846973.0,0.06618657480248372,0.08338375547940427
10253,고려산업(주),2140,2017/12,88758115.0,5070273.0,82574771.0,5123273.0,85020283.0,75608973.0,0.06477622631058726,0.058353317309324026
10254,고려산업(주),2140,2018/12,92389590.0,3713061.0,85102462.0,3041508.0,88758115.0,82574771.0,0.03627812727563318,0.04099484451100278
10255,고려산업(주),2140,2019/12,95822999.0,4728661.0,88403751.0,4098127.0,92389590.0,85102462.0,0.0472389654426957,0.05024808409601124
10257,고려신용정보(주),49720,2011/12,,,12338816.0,2272782.0,,10825548.0,0.19623090018789205,
10258,고려신용정보(주),49720,2012/12,12369077.0,869769.0,12318565.0,1019257.0,,12338816.0,0.08267358159408739,
10259,고려신용정보(주),49720,2013/12,12241328.0,297463.0,12567153.0,673800.0,12369077.0,12318565.0,0.054151541860275036,0.024173759025907945
10260,고려신용정보(주),49720,2014/12,12505230.0,1188702.0,13030598.0,1388245.0,12241328.0,12567153.0,0.10846616954747314,0.09607008780776705
10261,고려신용정보(주),49720,2015/12,15278842.0,4013474.0,15166982.0,3376246.0,12505230.0,13030598.0,0.23947062123770904,0.2889046645142584
10262,고려신용정보(주),49720,2016/12,16811407.0,3716543.0,16777237.0,3794232.0,15278842.0,15166982.0,0.2375535930304009,0.2316306738536058
10263,고려신용정보(주),49720,2017/12,,,17309982.0,3582646.0,16811407.0,16777237.0,0.21020465177872094,
10264,고려신용정보(주),49720,2018/12,,,19155059.0,4673849.0,,17309982.0,0.25634683915479484,
10265,고려신용정보(주),49720,2019/12,22548789.0,6621135.0,22834739.0,6907084.0,,19155059.0,0.32898867482048855,
10267,고려아연(주),10130,2011/12,3510411838.0,713725941.0,3307573557.0,676786476.0,2810900125.0,2668438745.0,0.22650103172428174,0.22581576267002534
10268,고려아연(주),10130,2012/12,3986045660.0,568030947.0,3834852635.0,596362414.0,3510411838.0,3307573557.0,0.16699155104128796,0.15154649970377249
10269,고려아연(주),10130,2013/12,4331959019.0,452757832.0,4177089448.0,467666897.0,3986045660.0,3834852635.0,0.11674245573799413,0.10886212486584729
10270,고려아연(주),10130,2014/12,4783113804.0,504874328.0,4572544139.0,462447445.0,4331959019.0,4177089448.0,0.10570669969245193,0.11077790332646693
10271,고려아연(주),10130,2015/12,5219368828.0,513990324.0,4966734318.0,490113815.0,4783113804.0,4572544139.0,0.10275699932846609,0.10277255015782566
10272,고려아연(주),10130,2016/12,5662704694.0,594584342.0,5343333581.0,537489126.0,5219368828.0,4966734318.0,0.10426490519080528,0.10927776600625691
10273,고려아연(주),10130,2017/12,6105650755.0,634031143.0,5754407677.0,530648641.0,5662704694.0,5343333581.0,0.09563182789425238,0.10775186826191181
10274,고려아연(주),10130,2018/12,6374527775.0,534814939.0,5977354454.0,460562560.0,6105650755.0,5754407677.0,0.07851549577245687,0.0857062962223506
10275,고려아연(주),10130,2019/12,6838391895.0,638613352.0,6345028028.0,567066366.0,6374527775.0,5977354454.0,0.09203842955343187,0.09666498668723081
10277,고려제강(주),2240,2011/12,1271781246.0,107293364.0,914713792.0,33416925.0,1155535970.0,889199337.0,0.037049372791609636,0.08840489680768614
10278,고려제강(주),2240,2012/12,1259039466.0,43849714.0,990316429.0,90329431.0,1271781246.0,914713792.0,0.09483254386650489,0.034652564515601295
10279,고려제강(주),2240,2013/12,1270865278.0,36741588.0,1012554185.0,24056370.0,1259039466.0,990316429.0,0.02402189121139105,0.029045827189452474
10280,고려제강(주),2240,2014/12,1488480569.0,298383955.0,1020612699.0,13927791.0,1270865278.0,1012554185.0,0.013700588092010257,0.21627151618156693
10281,고려제강(주),2240,2015/12,1456028586.0,18346364.0,1022893508.0,18546247.0,1488480569.0,1020612699.0,0.018151397765732356,0.012461407341081946
10282,고려제강(주),2240,2016/12,1482333327.0,40289727.0,1047939495.0,31257345.0,1456028586.0,1022893508.0,0.030188185097221962,0.027423257034301207
10283,고려제강(주),2240,2017/12,1458299224.0,22450877.0,1062547177.0,18868400.0,1482333327.0,1047939495.0,0.017880615168367194,0.015269420174489526
10284,고려제강(주),2240,2018/12,1457078456.0,1876027.0,1074881550.0,19244519.0,1458299224.0,1062547177.0,0.018007167918072057,0.001286987283239405
10285,고려제강(주),2240,2019/12,1481868598.0,6058332.0,1082739365.0,20207606.0,1457078456.0,1074881550.0,0.01873137756453385,0.0041227908422197795
10287,고려제약(주),14570,2011/12,,,46970367.0,3786931.0,,44244608.0,0.08303309845779161,
10288,고려제약(주),14570,2012/12,,,47574601.0,1503858.0,,46970367.0,0.03181254448147891,
10289,고려제약(주),14570,2013/12,,,47423408.0,709040.0,,47574601.0,0.014927470743097363,
10290,고려제약(주),14570,2014/12,,,48790935.0,2151405.0,,47423408.0,0.04472108695893709,
10291,고려제약(주),14570,2015/12,,,49678758.0,1773790.0,,48790935.0,0.03602712562534342,
10292,고려제약(주),14570,2016/12,,,53661812.0,5050062.0,,49678758.0,0.09773629079073204,
10293,고려제약(주),14570,2017/12,,,56973183.0,4683288.0,,53661812.0,0.08466196432692928,
10294,고려제약(주),14570,2018/12,,,62799496.0,6562473.0,,56973183.0,0.1095821360061588,
10295,고려제약(주),14570,2019/12,,,65049712.0,3895309.0,,62799496.0,0.0609359895291647,
10297,광동제약(주),9290,2011/12,249517363.0,29893847.0,245308703.0,29028173.0,227306334.0,224422110.0,0.12359492797420552,0.12538742175810946
10298,광동제약(주),9290,2012/12,267270348.0,27761563.0,261720295.0,26677805.0,249517363.0,245308703.0,0.10523187078148141,0.10743894411219852
10299,광동제약(주),9290,2013/12,290822186.0,21998584.0,284701761.0,21435421.0,267270348.0,261720295.0,0.07845737837493148,0.07883489801352547
10300,광동제약(주),9290,2014/12,314395912.0,35063257.0,307372980.0,34483307.0,290822186.0,284701761.0,0.1164829526142545,0.11586982317901538
10301,광동제약(주),9290,2015/12,377727718.0,36083163.0,342612655.0,33362959.0,314395912.0,307372980.0,0.10265752719288943,0.10426797016018656
10302,광동제약(주),9290,2016/12,399679189.0,27899595.0,366560935.0,29168626.0,377727718.0,342612655.0,0.08226089186428953,0.07177604096074747
10303,광동제약(주),9290,2017/12,416301202.0,23083088.0,384746299.0,23850108.0,399679189.0,366560935.0,0.0634896269346982,0.056577555673148525
10304,광동제약(주),9290,2018/12,430838604.0,21974420.0,398766553.0,22991600.0,416301202.0,384746299.0,0.05868850763918292,0.051879087358102496
10305,광동제약(주),9290,2019/12,447457200.0,22655802.0,420976522.0,22924353.0,430838604.0,398766553.0,0.05593058044436667,0.051590368294643474
10307,광전자(주),17900,2011/12,227426650.0,-44009069.0,230206783.0,-42129746.0,279985649.0,278744472.0,-0.16555513160096244,-0.17346473109434818
10308,광전자(주),17900,2012/12,209308625.0,-13430211.0,215803445.0,-13147971.0,227426650.0,230206783.0,-0.0589581591388976,-0.061502753584536995
10309,광전자(주),17900,2013/12,209021286.0,-4789880.0,211569405.0,-8184273.0,209308625.0,215803445.0,-0.03830038805693904,-0.022900012043365458
10310,광전자(주),17900,2014/12,221666179.0,-10661940.0,220201524.0,-8628751.0,209021286.0,211569405.0,-0.03996911519719291,-0.04951126218637452
10311,광전자(주),17900,2015/12,203212882.0,-5148022.0,203249218.0,-3220835.0,221666179.0,220201524.0,-0.015212324270764885,-0.02423288164817329
10312,광전자(주),17900,2016/12,203311673.0,2022186.0,203275162.0,1297638.0,203212882.0,203249218.0,0.006384059917882416,0.009948653655127917
10313,광전자(주),17900,2017/12,206148995.0,2924404.0,205452089.0,2007988.0,203311673.0,203275162.0,0.00982556457925043,0.014284175397281381
10314,광전자(주),17900,2018/12,224399899.0,6337707.0,224321988.0,10302396.0,206148995.0,205452089.0,0.04794331045704276,0.029440126723447115
10315,광전자(주),17900,2019/12,222416088.0,3363538.0,220748193.0,1830389.0,224399899.0,224321988.0,0.008225170223210258,0.015055584839671371
10317,광진실업(주),26910,2011/12,,,28586046.0,4272567.0,,23080284.0,0.16539076803016586,
10318,광진실업(주),26910,2012/12,,,28837092.0,1169019.0,,28586046.0,0.0407159566932758,
10319,광진실업(주),26910,2013/12,,,28099023.0,-581892.0,,28837092.0,-0.020440172287835234,
10320,광진실업(주),26910,2014/12,,,28285526.0,625545.0,,28099023.0,0.022188525441606353,
10321,광진실업(주),26910,2015/12,,,28634142.0,-125414.0,,28285526.0,-0.004406701739722024,
10322,광진실업(주),26910,2016/12,,,28473768.0,-18513.0,,28634142.0,-0.0006483515155781397,
