,회사명,거래소코드,회계년도,총자본증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,매출액총이익률,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가 대 매출액비율,금융비용부담률,금융비용 대 총비용비율,이자부담률,지급이자율,차입금평균이자율,매출액정상영업이익률,유동자산구성비율,재고자산 대 유동자산비율,당좌자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,당좌비율,현금비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,순운전자본비율,차입금비율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 매출액비율,총자본회전률,자기자본회전률,타인자본회전률,매입채무회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,유형자산회전율,순운전자본회전률,운전자본회전률,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,이자보상배율
792,(주)신성이엔지,11930,2011,-3.4,22.11,-45.52,3.73,-0.06,-15.88,0.0,0.0,-9.3,-16.99,-7.78,-21.69,109.3,6.58,4.71,5.83,6.26,19.09,34.72,12.46,36.51,63.49,817.0,44.88,29.3,3.1,0.0,290.9,173.86,116.5,63.54,-23.45,150.27,1.81,2.1,2.47,0.46,1.28,0.71,12.13,30.08,1.72,2.27,7.16,6.18,59.06,1.14,0.65,0.83,407.82,198.48,1010.27,3.04,7.52,15.45,6.51,-1.67
793,(주)신성이엔지,11930,2012,-22.76,-6.6,-25.03,-27.72,-55.69,-19.64,0.0,0.0,-6.49,-41.56,-17.58,-59.12,106.49,8.46,5.09,6.21,6.07,18.53,33.48,12.33,20.95,79.05,242.29,33.05,21.99,2.55,0.0,121.47,377.39,267.69,66.95,-37.54,324.23,-7.85,-9.14,-12.79,0.42,1.42,0.6,11.1,32.87,2.24,3.41,6.56,6.22,58.64,0.86,0.63,0.59,475.1,227.86,890.83,-2.81,-5.27,-10.99,-5.79,-3.08
794,(주)신성이엔지,11930,2013,-7.97,-7.74,4.5,-35.98,-34.28,-4.55,0.0,0.0,0.23,-17.9,-8.63,-47.76,99.77,7.6,4.47,5.6,5.39,21.05,20.51,16.73,14.96,85.04,156.18,42.02,33.41,3.32,0.0,116.8,568.44,334.78,50.83,-29.04,456.92,-0.84,-1.04,-1.41,0.48,2.67,0.59,6.11,59.73,2.44,3.34,9.1,5.15,70.83,0.88,0.66,0.12,773.14,355.34,1418.89,4.05,7.44,16.19,8.06,-1.04
795,(주)신성이엔지,11930,2014,15.76,-6.32,82.26,21.78,13.89,27.63,0.0,0.0,3.59,-6.01,-3.58,-24.12,96.41,5.69,3.98,4.98,5.16,33.14,13.7,28.6,14.72,85.28,139.59,41.78,36.05,5.27,0.0,84.96,579.43,538.94,90.73,-46.19,431.67,-2.74,-3.68,-4.21,0.6,4.01,0.7,4.43,82.48,2.16,2.58,13.42,4.6,79.28,1.21,0.64,0.07,536.31,238.28,1215.79,8.08,18.32,41.24,14.57,-0.28
796,(주)신성이엔지,11930,2015,-6.61,-0.63,-23.33,11.99,23.46,-10.02,0.0,0.0,11.42,1.22,0.63,3.72,88.58,5.71,3.55,4.72,4.61,27.2,20.02,21.76,19.46,80.54,163.92,62.23,49.78,3.13,0.0,99.15,413.91,224.65,44.44,-16.51,334.46,-1.38,-1.71,-2.08,0.52,3.04,0.62,3.73,97.79,1.71,2.04,10.37,4.12,88.51,1.13,0.56,0.09,556.41,247.0,1181.64,14.56,30.91,69.64,27.23,0.78
797,(주)신성이엔지,11930,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.46,0.46,2.66,98.34,3.71,1.41,4.26,4.26,54.23,9.3,49.19,17.62,82.38,141.17,82.5,74.83,16.48,0.0,68.64,467.56,373.09,47.38,-11.5,161.78,10.84,31.34,28.54,0.31,1.78,0.38,0.85,429.02,0.58,0.64,6.2,1.24,294.49,0.92,0.26,0.15,251.66,72.24,817.1,7.14,22.31,82.19,22.82,-1.15
798,(주)신성이엔지,11930,2017,-1.6,-1.95,-2.91,-39.71,-33.04,356.02,-1302.13,0.0,6.71,-3.96,-5.69,-38.33,93.29,1.05,1.78,4.53,4.97,53.51,5.78,50.42,11.98,88.02,94.52,74.89,70.57,10.09,0.0,68.44,734.68,596.41,57.7,-17.94,294.42,3.73,9.31,2.26,1.44,9.71,1.69,3.88,94.09,2.67,2.89,35.3,5.66,64.49,4.22,1.18,0.03,0.0,0.0,0.0,15.18,45.18,155.12,10.46,-0.52
799,(주)신성이엔지,11930,2018,-39.5,-35.83,-56.26,21.75,39.43,-57.13,0.0,0.0,9.93,2.52,1.95,10.92,90.07,2.66,2.51,6.48,5.49,38.69,16.08,32.47,27.61,72.39,131.79,58.77,49.32,5.99,0.0,111.76,262.14,238.43,87.94,-27.15,155.2,-10.31,-17.41,-7.26,0.77,4.34,0.94,2.66,137.16,1.62,1.78,18.14,3.45,105.76,2.23,0.66,0.05,0.0,0.0,0.0,18.26,51.17,221.15,17.76,-0.36
800,(주)신성이엔지,11930,2019,0.84,-0.37,10.64,-3.92,7.1,6.23,-80.45,0.0,12.82,0.46,0.5,1.77,87.18,2.38,3.61,6.46,6.37,42.45,13.96,36.52,29.33,70.67,140.55,63.73,54.83,6.82,0.0,121.09,240.99,227.12,93.11,-24.16,140.8,-6.04,-10.34,-3.94,1.09,3.82,1.52,7.02,51.97,2.68,3.15,17.9,6.03,60.52,3.03,1.02,0.06,0.0,0.0,0.0,22.69,64.31,305.97,20.96,0.87
801,(주)쌍방울,102280,2011,1.55,-5.21,5.98,21.94,9.85,12.94,78.41,12.08,27.66,3.81,4.84,8.59,72.34,1.05,3.06,5.88,5.53,66.93,59.5,27.11,58.58,41.42,177.27,183.22,74.21,12.59,130.99,221.82,70.71,62.36,93.36,30.4,42.11,17.88,30.02,5.86,1.27,2.26,2.92,18.47,19.76,1.94,4.38,3.48,6.42,56.86,4.31,1.25,0.0,25.9,0.45,275.0,17.75,62.66,302.29,14.06,4.38
802,(주)쌍방울,102280,2012,-3.85,-4.56,-6.21,-2.28,3.65,-0.05,-43.18,-33.72,30.85,2.16,2.78,4.58,69.15,0.92,3.02,6.64,6.34,65.28,61.99,24.82,63.14,36.86,183.74,217.96,82.85,8.57,114.54,308.49,58.37,47.44,79.57,35.33,37.15,11.14,17.5,3.13,1.29,2.12,3.28,16.66,21.91,1.95,4.95,3.21,6.45,56.57,4.53,1.29,0.0,24.02,0.3,253.5,18.52,65.49,325.04,14.11,2.82
803,(주)쌍방울,102280,2013,10.6,-3.85,14.51,8.89,-2.11,-14.22,0.0,0.0,31.03,-1.41,-1.51,-2.55,68.97,1.0,2.63,4.38,5.35,67.59,58.95,27.75,55.88,44.12,179.86,217.89,89.45,27.76,108.95,265.06,78.95,55.51,66.19,36.57,59.3,0.18,0.24,0.08,1.07,1.8,2.63,17.08,21.37,1.61,4.06,2.66,5.96,61.28,4.06,1.1,0.0,26.53,0.22,310.62,11.77,47.87,252.9,11.56,-0.12
804,(주)쌍방울,102280,2014,3.68,0.4,6.29,0.4,2.67,2.04,0.0,0.0,30.64,-0.9,-0.92,-1.65,69.36,1.0,2.3,4.44,4.55,69.29,55.68,30.71,55.34,44.66,175.17,219.87,97.44,13.04,102.13,319.84,80.71,56.95,67.88,37.78,60.78,-3.65,-4.84,-1.63,1.02,1.83,2.3,17.6,20.74,1.49,3.49,2.6,6.02,60.61,4.22,1.02,0.0,25.8,0.09,304.06,15.66,65.79,335.26,15.63,0.13
805,(주)쌍방울,102280,2015,56.75,-2.2,78.8,-7.44,130.52,2.65,0.0,276.35,32.34,-0.36,-0.29,-0.41,67.66,1.08,3.0,6.65,5.17,79.04,28.82,56.26,81.38,18.62,274.01,474.48,337.71,164.23,36.52,4431.8,22.88,20.47,0.0,62.38,16.76,-14.73,-20.1,-4.18,0.8,1.12,2.79,33.04,11.05,1.06,1.73,2.77,4.72,77.25,4.37,0.82,0.0,26.36,0.04,528.76,10.28,69.23,345.15,15.67,0.52
806,(주)쌍방울,102280,2016,2.73,-4.07,-12.71,22.22,-1.74,-20.24,0.0,-1558.79,26.81,-14.33,-7.4,-9.23,73.19,0.71,1.8,6.13,5.84,67.16,40.36,40.06,78.06,21.94,269.24,468.25,279.28,108.58,51.32,288.31,28.11,18.37,61.14,52.82,15.48,-19.38,-35.18,-8.34,0.52,0.65,2.54,21.19,17.22,0.71,1.07,2.07,3.56,102.61,3.6,0.58,0.0,0.0,0.0,0.0,2.74,19.72,102.46,5.37,-9.13
807,(주)쌍방울,102280,2017,179.41,-23.66,261.67,-17.59,73.7,-3.63,0.0,0.0,22.42,130.78,33.85,60.32,77.58,-0.36,-0.21,4.29,4.88,86.93,9.2,78.94,48.39,51.61,467.66,203.5,184.78,3.42,18.08,193.21,106.66,88.28,0.0,44.21,11.78,-1.11,-10.02,-3.25,0.26,0.46,0.59,13.34,27.36,0.32,0.38,1.99,5.32,68.61,4.01,0.22,0.0,0.0,0.0,0.0,33.79,891.75,17854.83,192.32,-14.15
808,(주)쌍방울,102280,2018,-39.08,-3.71,-83.14,-11.76,-32.42,-7.28,-166.39,0.0,34.31,-93.72,-18.98,-37.66,65.69,0.14,0.06,4.55,4.73,24.05,48.13,12.48,53.67,46.33,316.04,63.26,32.81,4.11,0.0,240.93,86.31,70.85,81.44,-13.97,18.91,1.87,8.54,3.24,0.2,0.4,0.41,14.81,24.64,0.32,0.38,2.17,6.78,53.8,4.38,0.19,0.0,0.0,0.0,0.0,-29.53,-492.95,-10444.98,-110.41,0.32
809,(주)쌍방울,102280,2019,-10.47,-7.31,-10.67,-8.99,-18.68,-5.03,0.0,-1932.16,23.53,-37.71,-10.1,-19.68,76.47,2.1,1.16,6.7,7.73,24.0,49.04,12.23,48.78,51.22,257.02,55.21,28.14,3.95,0.0,217.85,104.99,89.1,90.02,-19.47,31.75,0.44,1.44,0.79,0.27,0.52,0.55,13.89,26.27,1.12,2.17,2.3,6.04,60.38,4.4,0.41,0.0,47.5,0.01,1703.0,-6.86,-110.71,-2890.72,-24.2,-2.93
810,(주)썸에이지,208640,2014,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,-1.82
811,(주)썸에이지,208640,2015,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,-2.23
812,(주)썸에이지,208640,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.92,-19.09,-20.48,0.0,-6.39,-12.14,0.51,0.51,85.28,0.0,85.28,91.55,8.45,460.7,1727.22,1727.22,244.77,0.0,0.0,9.23,5.39,0.0,80.35,3.26,-87.63,-247.98,-46.11,0.16,0.18,1.9,0.0,0.0,0.19,0.19,0.0,10.38,35.16,2.74,0.18,0.1,0.0,0.0,0.0,-5.45,-92.91,-1402.22,-33.95,-271.55
813,(주)썸에이지,208640,2017,-25.42,-82.98,-26.86,0.0,-20.79,-41.26,0.0,0.0,0.0,-244.9,-26.46,-27.49,0.0,-11.32,-19.27,0.0,11.38,83.63,0.0,83.63,96.46,3.54,356.73,3287.88,3287.88,543.16,0.0,0.0,3.67,2.64,0.0,81.09,0.0,-577.3,0.0,-161.47,0.11,0.12,1.7,0.0,0.0,0.13,0.13,0.0,8.58,42.54,2.75,0.12,0.12,0.0,0.0,0.0,5.53,413.34,1431.45,43.76,-139.54
814,(주)썸에이지,208640,2018,46.25,27.12,56.52,0.0,-66.0,-0.01,0.0,0.0,0.0,-826.18,-84.84,-151.21,0.0,-15.02,-3.23,0.56,1.13,89.5,0.0,89.5,22.11,77.89,120.88,115.53,115.53,24.48,0.0,0.0,352.27,350.37,0.0,12.03,329.98,-50.07,-53.46,-451.17,0.1,0.2,0.22,0.0,0.0,0.12,0.12,0.0,6.0,60.84,8.32,0.08,0.17,0.0,0.0,0.0,-29.8,-2560.78,-8527.74,-344.69,-156.51
815,(주)썸에이지,208640,2019,5.77,-38.71,5.23,0.0,177.92,2.63,0.0,0.0,0.0,-388.1,-33.47,-76.84,0.0,-2.95,-0.54,7.0,2.59,89.04,0.0,89.04,81.73,18.27,205.13,567.79,567.79,210.07,0.0,0.0,22.35,19.19,85.34,73.36,19.2,-221.39,-257.73,-482.1,0.09,0.16,0.18,0.0,0.0,0.1,0.1,0.0,5.19,70.34,9.45,0.06,0.19,1.57,0.0,1260.6,-6.11,-906.59,-5201.98,-72.88,-27.81
816,(주)쎌마테라퓨틱스,15540,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,-3.46,-29.46,-38.19,99.43,-0.13,-4.73,302.56,302.56,52.31,22.4,40.59,77.14,22.86,112.53,256.5,199.05,5.22,36.71,0.0,29.63,26.44,0.0,31.92,1.74,-89.97,-1534.35,-2.42,8.51,11.03,37.22,0.0,0.0,16.26,20.96,72.61,952.16,0.38,59.42,11.7,0.0,142.4,130.24,994.37,-18.08,-126.27,-163.88,-2.12,-6.83
817,(주)쎌마테라퓨틱스,15540,2012,-23.17,-9.88,-17.58,-49.22,-12.18,-32.18,0.0,0.0,0.41,-8.31,-54.22,-66.18,99.59,0.06,2.07,13.58,23.1,56.12,13.8,48.37,88.18,11.82,62.94,510.96,440.45,377.66,17.16,0.0,13.41,12.46,0.0,45.13,11.27,-162.12,-192.82,-2.55,6.53,7.96,36.13,0.0,0.0,12.09,14.84,65.32,1011.57,0.36,42.39,9.29,0.0,189.4,174.51,1745.79,-49.27,-293.37,-377.37,-6.56,-13.71
818,(주)쎌마테라퓨틱스,15540,2013,-10.05,-8.32,-39.35,233.96,-8.74,-15.36,0.0,0.0,0.13,-3.97,-26.6,-29.95,99.87,-0.12,-6.89,23.8,8.21,37.84,75.99,9.09,89.46,10.54,52.97,451.83,108.5,35.98,97.58,15.32,11.78,9.36,0.0,29.46,2.57,-251.39,-1150.14,-3.75,6.69,7.54,59.68,410.21,0.89,14.1,22.48,37.82,1596.02,0.23,39.49,11.7,0.0,126.39,115.64,1222.41,-11.93,-69.7,-90.65,-1.69,-49.39
819,(주)쎌마테라퓨틱스,15540,2014,-3.11,-68.52,12.82,-56.13,-15.09,13.83,0.0,0.0,-0.11,-12.87,-105.11,-125.06,100.11,-0.19,-9.65,6.93,9.84,44.06,29.55,31.04,77.92,22.08,91.16,217.36,153.13,89.58,54.73,59.35,28.33,26.01,0.0,23.79,7.48,-123.8,-469.13,-3.29,8.17,9.75,50.38,146.5,2.49,19.98,41.08,38.89,321.72,1.13,71.48,14.82,0.0,8.78,2.83,1283.05,-82.53,-1484.34,-1806.19,-9.94,-87.91
820,(주)쎌마테라퓨틱스,15540,2015,137.16,-32.73,168.26,-73.39,-36.77,2.73,0.0,0.0,3.04,-27.05,-136.81,-324.52,96.96,0.68,5.55,5.85,11.25,49.83,2.93,48.37,21.57,78.43,41.03,101.95,98.96,17.72,153.35,3760.25,363.61,226.62,57.74,0.95,288.48,-28.37,-35.75,-6.19,5.06,13.21,8.2,206.31,1.77,10.51,11.7,103.47,74.05,4.93,183.36,5.71,0.0,5.84,4.05,1462.18,-80.3,-5091.36,-6681.7,-22.33,-9.64
821,(주)쎌마테라퓨틱스,15540,2016,-53.88,-64.09,-45.19,59.93,-2.19,-31.96,0.0,0.0,0.65,-15.56,-52.1,-184.11,99.35,2.27,10.65,25.91,13.97,59.23,8.55,54.16,44.33,55.67,335.68,151.65,138.68,60.09,25.11,0.0,125.56,88.09,68.64,20.17,112.29,-95.47,-106.75,-10.02,3.35,11.64,4.7,2369.09,0.15,6.34,6.67,128.86,62.76,5.82,228.25,3.4,0.0,8.6,7.71,1618.25,-56.34,-4587.9,-4886.84,-10.62,-2.49
822,(주)쎌마테라퓨틱스,15540,2017,32.09,465.35,2.95,26.64,27.37,-4.29,0.0,0.0,0.94,-10.98,-48.02,-110.56,99.06,0.57,4.39,6.76,7.2,46.16,10.52,41.31,42.75,57.25,340.64,82.96,74.24,2.87,0.0,212.23,133.9,130.15,0.0,-9.48,100.26,-41.1,-54.9,-6.12,4.38,10.07,7.73,134.7,2.71,8.45,9.34,88.45,63.22,5.77,124.28,4.36,0.06,0.0,0.0,0.0,-22.74,-630.47,-904.52,-5.92,-11.62
823,(주)쎌마테라퓨틱스,15540,2018,12.85,28.38,35.55,385.98,-51.34,-43.26,0.0,0.0,1.07,-27.68,-56.73,-189.98,98.93,1.11,3.24,6.71,6.99,55.45,37.72,34.53,18.43,81.57,130.73,70.4,43.85,7.68,0.0,4.41,442.49,427.24,0.0,-23.31,224.29,-45.38,-89.53,-19.15,2.05,6.86,2.92,15.14,24.12,4.01,5.43,15.33,33.22,10.99,36.34,1.72,0.03,0.0,0.0,0.0,-30.92,-541.13,-648.12,-16.0,-15.27
824,(주)쎌마테라퓨틱스,15540,2019,-21.14,-51.32,-0.82,-14.21,-10.35,-79.51,0.0,0.0,3.2,-319.59,-141.53,-724.1,96.8,45.98,25.31,82.48,60.42,69.74,32.62,46.98,20.96,79.04,69.2,92.76,62.5,8.31,0.0,9.89,377.18,358.72,98.48,-5.44,144.59,-62.62,-163.34,-98.55,0.44,2.27,0.55,2.51,145.59,0.72,1.11,2.04,39.55,9.23,8.91,0.32,0.03,0.0,0.0,0.0,-83.41,-2486.7,-562032.74,-166.09,-3.31
825,(주)씨씨에스충북방송,66790,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.16,-9.02,-4.6,-13.33,62.84,3.89,3.57,7.51,7.51,40.1,1.05,39.68,44.4,55.6,107.16,165.91,164.16,7.76,2.65,280.63,125.22,54.43,26.48,15.93,92.5,-1.97,-2.67,-2.15,0.51,1.15,0.92,13.03,28.02,1.27,1.28,120.79,4.64,78.64,1.8,0.79,0.01,320.93,170.15,1133.39,14.09,51.0,110.28,27.64,0.71
826,(주)씨씨에스충북방송,66790,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.76,-0.89,-0.25,0.1,62.24,3.92,1.7,5.34,5.34,20.98,0.52,20.87,34.56,65.44,109.68,36.72,36.53,1.76,0.0,89.4,189.39,165.31,80.48,-36.15,106.52,6.65,11.83,15.32,0.28,0.82,0.43,3.65,99.96,1.35,1.36,260.34,4.08,89.37,0.62,0.36,0.0,506.59,252.9,1889.63,7.45,16.38,29.1,26.23,0.37
827,(주)씨씨에스충북방송,66790,2013,-43.92,-53.69,10.16,405.01,-6.93,-10.41,0.0,0.0,31.03,-11.23,-3.66,-7.67,68.97,3.81,2.13,10.28,6.86,41.21,2.38,40.22,54.28,45.72,102.08,154.47,150.79,15.25,6.76,205.73,84.23,49.14,43.12,14.53,60.55,-9.36,-13.02,-9.43,0.33,0.78,0.56,4.73,77.22,1.15,1.17,77.1,3.88,93.97,0.76,0.44,0.01,524.18,289.79,1609.29,9.86,28.21,61.47,21.74,-0.96
828,(주)씨씨에스충북방송,66790,2014,0.47,-6.84,24.19,-29.88,1.97,-9.13,0.0,0.0,19.06,-15.99,-6.58,-11.39,80.94,-0.43,-0.39,2.25,2.29,50.94,1.35,50.25,54.28,45.72,91.45,157.45,155.33,7.62,3.69,108.11,84.21,59.6,61.72,18.59,62.41,-19.01,-25.65,-21.17,0.41,0.76,0.9,7.23,50.48,0.89,0.91,49.34,4.7,77.6,1.14,0.54,0.02,620.6,386.41,1801.01,6.04,17.32,29.34,14.72,-6.2
829,(주)씨씨에스충북방송,66790,2015,-11.1,29.49,-45.41,-12.68,3.38,-8.84,0.0,0.0,24.38,-11.68,-4.63,-3.89,75.62,0.43,0.39,6.44,5.68,31.28,2.15,30.61,60.4,39.6,88.56,181.07,177.17,14.53,4.81,651.28,65.55,28.6,31.77,14.01,49.73,-1.18,-1.56,-1.11,0.4,0.69,0.92,10.61,34.4,0.95,0.97,58.26,5.72,63.8,0.93,0.59,0.02,806.95,559.16,1626.78,7.59,15.34,22.64,18.03,-0.82
830,(주)씨씨에스충북방송,66790,2016,-22.47,-0.07,-61.25,0.0,-3.99,-14.92,0.0,0.0,18.64,-10.09,-4.07,-6.04,81.36,2.21,2.66,9.0,5.82,15.63,0.0,15.63,74.34,25.66,85.03,107.92,107.92,3.36,0.0,484.66,34.52,19.49,55.26,1.15,24.91,18.58,25.75,10.33,0.4,0.61,1.2,29.92,12.2,1.65,1.68,106.34,5.31,68.72,0.71,1.0,0.01,0.0,0.0,0.0,11.22,17.66,23.94,24.3,-1.7
831,(주)씨씨에스충북방송,66790,2017,-6.21,-9.37,28.58,0.0,-7.52,1.68,0.0,0.0,19.53,-33.46,-16.22,-21.97,80.47,2.37,4.39,7.51,6.84,21.43,0.0,21.43,73.3,26.7,76.86,179.29,179.29,20.17,0.0,352.68,36.42,16.31,38.27,9.48,22.51,38.92,62.98,20.75,0.48,0.66,1.85,26.3,13.88,2.63,2.63,0.0,6.37,57.31,0.75,1.53,0.0,0.0,0.0,0.0,1.74,2.86,3.89,3.47,-2.14
832,(주)씨씨에스충북방송,66790,2018,-15.92,-15.39,-0.38,0.0,-21.61,-1.16,0.0,0.0,11.63,-35.82,-19.26,-27.12,88.37,1.64,3.04,12.48,7.15,25.4,0.0,25.4,68.34,31.66,57.02,82.11,82.11,16.9,0.0,282.2,46.32,45.25,0.0,-5.53,11.53,42.95,172.58,23.09,0.54,0.76,1.86,32.86,11.11,2.31,2.31,0.0,9.94,36.73,0.85,1.23,0.0,0.0,0.0,0.0,2.29,3.63,4.94,3.89,-10.49
833,(주)씨씨에스충북방송,66790,2019,-7.67,-18.88,2.65,0.0,-0.49,-3.3,0.0,0.0,25.87,-7.06,-4.18,-5.9,74.13,2.12,4.32,17.46,16.77,28.24,0.0,28.24,73.66,26.34,52.79,191.06,191.06,30.55,0.0,160.48,35.76,20.06,21.98,13.46,10.7,39.56,132.2,16.9,0.59,0.84,2.03,38.1,9.58,2.21,2.21,0.0,18.48,19.75,0.99,1.19,0.0,511.53,361.49,915.3,18.75,33.56,47.49,30.42,1.35
834,(주)씨아이테크,4920,2011,-8.41,-7.31,-22.22,0.0,-10.79,-3.69,0.0,0.0,3.8,-41.99,-10.44,-11.41,96.2,-3.71,-10.83,3.34,5.72,36.54,0.0,36.54,90.23,9.77,273.09,387.93,387.93,11.38,0.0,669.8,10.83,10.44,0.0,27.12,7.35,-123.91,-182.54,-46.56,0.25,0.27,2.92,6.56,55.64,0.62,0.62,3404.04,1.68,217.52,0.52,0.52,0.0,1285.22,0.29,2690.35,-6.46,-13.53,-59508.33,-24.85,-37.97
835,(주)씨아이테크,4920,2012,-26.11,-7.19,-47.02,0.0,-20.69,-6.44,0.0,0.0,8.91,-122.98,-34.41,-36.99,91.09,-4.03,-16.19,0.0,1.43,26.2,4.91,24.91,96.84,3.16,196.55,1040.35,989.32,244.07,5.43,545.07,3.26,2.6,0.0,23.68,0.0,-80.34,0.0,-7.71,0.28,0.3,4.02,13.55,26.94,0.87,0.89,51.24,2.19,166.96,0.53,0.72,0.03,894.56,0.0,1490.97,-12.95,-21.58,-28961212.25,-39.33,-123.22
836,(주)씨아이테크,4920,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.32,-10.69,-3.01,-4.09,75.68,-1.33,-1.41,4.19,4.19,22.25,18.83,18.06,73.54,26.46,192.96,396.39,321.77,89.19,25.18,187.27,35.97,7.63,0.0,16.64,24.19,-15.69,-23.33,-14.74,0.28,0.38,1.06,7.89,46.24,1.27,1.56,6.72,4.21,86.6,0.53,1.01,0.33,626.92,0.0,1553.96,12.02,22.77,2553.57,42.69,-5.7
837,(주)씨아이테크,4920,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.42,-25.88,-12.34,-19.22,69.58,0.1,0.14,6.48,6.48,34.23,10.72,30.56,65.58,34.42,149.47,115.0,102.66,29.67,82.24,300.34,52.48,45.38,0.0,4.46,38.68,-22.13,-30.02,-15.97,0.48,0.73,1.39,21.73,16.8,1.39,1.56,13.0,7.23,50.45,1.08,0.75,0.0,502.64,0.0,1514.98,-0.28,-0.64,-73.9,-0.59,-3.74
838,(주)씨아이테크,4920,2015,42.34,-2.39,60.01,17.85,57.31,58.01,0.0,0.0,33.8,5.17,3.22,4.74,66.2,-0.85,-1.75,7.0,6.56,38.47,7.9,35.44,72.89,27.11,154.24,166.47,153.32,30.86,19.78,441.83,37.19,31.71,0.0,15.36,21.56,-19.89,-34.3,-10.18,0.62,0.89,2.06,17.33,21.07,1.69,1.86,18.85,4.27,85.56,1.73,0.99,0.17,217.28,12.34,944.26,12.32,40.75,824.84,23.26,2.29
839,(주)씨아이테크,4920,2016,-0.86,-2.01,-14.48,31.03,16.58,-12.99,-235.68,-184.64,35.11,-8.27,-3.82,-4.86,64.89,-2.44,-5.53,50.77,12.02,33.19,12.1,29.17,86.31,13.69,148.38,570.7,501.64,110.79,14.67,325.78,15.86,6.74,0.0,27.37,2.47,-27.58,-177.32,-8.12,0.46,0.58,2.27,12.92,28.26,1.29,1.43,13.13,3.23,113.08,1.54,0.92,0.29,187.91,25.48,818.14,5.9,19.76,198.44,12.7,-1.99
840,(주)씨아이테크,4920,2017,-3.99,55.12,-3.51,9.49,-32.9,17.33,0.0,0.0,37.7,-51.5,-28.65,-39.07,62.3,-0.25,-0.5,5.4,9.91,33.35,13.73,28.77,57.64,42.36,99.57,166.12,143.31,81.12,34.5,464.84,73.5,34.84,45.01,13.28,42.68,0.28,0.49,0.21,0.56,0.77,2.01,25.87,14.11,1.67,1.92,12.96,6.82,53.55,1.43,1.21,0.0,0.0,0.0,0.0,-9.95,-20.62,-68.23,-17.52,-5.71
841,(주)씨아이테크,4920,2018,12.38,-4.16,57.95,184.87,3.7,48.6,0.0,0.0,38.9,-9.38,-7.46,-10.97,61.1,1.25,2.31,7.4,6.59,46.88,24.76,35.27,56.4,43.6,85.3,149.72,112.65,54.67,74.56,148.28,77.3,55.51,80.88,15.57,31.12,1.11,2.76,0.65,0.79,1.39,1.85,15.62,23.37,1.96,2.47,9.58,7.89,46.26,1.79,1.19,0.54,0.0,0.0,0.0,15.74,38.5,151.52,20.95,-3.53
842,(주)씨아이테크,4920,2019,30.48,-42.66,-10.2,60.75,32.34,26.13,0.0,0.0,31.76,-11.2,-9.21,-15.96,68.24,0.67,1.26,4.81,5.27,32.26,44.33,17.96,55.8,44.2,112.89,111.85,62.27,25.02,418.52,118.27,79.22,51.69,84.32,3.42,29.27,-1.5,-4.05,-0.91,0.82,1.47,1.87,11.41,31.98,2.13,3.23,6.26,8.59,42.51,2.93,1.2,0.29,0.0,0.0,0.0,18.55,103.89,498.14,25.56,-7.09
