,회사명,거래소코드,회계년도,총자본증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,매출액총이익률,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가 대 매출액비율,금융비용부담률,금융비용 대 총비용비율,이자부담률,지급이자율,차입금평균이자율,매출액정상영업이익률,유동자산구성비율,재고자산 대 유동자산비율,당좌자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,당좌비율,현금비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,순운전자본비율,차입금비율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 매출액비율,총자본회전률,자기자본회전률,타인자본회전률,매입채무회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,유형자산회전율,순운전자본회전률,운전자본회전률,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,이자보상배율
1329,(주)윈팩,97800,2014,0.02,1.89,12.39,22.36,-11.38,-0.32,0.0,0.0,6.33,-10.1,-5.58,-12.1,93.67,3.18,3.27,3.81,3.96,14.71,18.12,12.04,43.36,56.64,555.74,30.37,24.86,7.56,0.0,180.7,130.64,111.72,84.95,-33.73,112.29,13.66,15.9,14.0,0.55,1.2,1.03,20.85,17.51,3.98,4.82,22.83,11.21,32.55,0.68,0.91,0.08,215.33,139.07,261.51,29.19,35.45,54.89,52.81,0.05
1330,(주)윈팩,97800,2015,-14.58,-13.08,-19.04,-25.35,-18.94,-13.86,0.0,0.0,-5.93,-18.66,-9.58,-22.63,105.93,4.03,3.59,4.54,4.24,13.94,16.7,11.61,41.15,58.85,439.81,26.04,21.69,12.62,0.0,190.61,143.03,130.12,91.43,-39.6,121.65,16.52,19.43,17.45,0.51,1.21,0.89,17.6,20.73,3.58,4.34,20.46,9.56,38.18,0.62,0.79,0.08,238.75,143.41,285.8,23.97,28.69,47.76,43.0,-3.23
1331,(주)윈팩,97800,2016,-8.95,-16.93,-15.37,93.07,-24.54,-19.82,0.0,0.0,-18.87,-37.21,-17.41,-46.07,118.87,5.69,4.28,5.19,5.26,12.96,38.11,8.02,34.1,65.9,282.44,20.01,12.38,0.93,0.0,74.82,193.24,189.93,0.0,-51.81,165.58,6.92,8.08,9.29,0.47,1.24,0.75,14.31,25.51,3.47,4.73,13.1,12.42,29.39,0.58,0.65,0.09,0.0,0.0,0.0,15.71,20.85,38.59,32.01,-4.63
1332,(주)윈팩,97800,2017,0.54,-19.69,128.86,23.64,37.63,35.73,0.0,0.0,-1.91,-15.13,-10.05,-24.87,101.91,3.85,4.29,6.54,5.58,29.5,20.59,23.42,46.68,53.32,194.88,56.51,44.88,29.34,0.0,95.29,114.21,111.81,0.0,-22.7,89.44,3.04,3.88,2.44,0.66,1.64,1.11,12.89,28.32,3.13,4.22,12.07,14.91,24.48,0.96,0.83,0.07,0.0,0.0,0.0,22.28,37.26,83.06,33.63,-1.86
1333,(주)윈팩,97800,2018,5.5,31.18,-44.65,-28.23,11.93,43.18,0.0,0.0,8.61,2.18,2.02,4.19,91.39,1.77,3.15,5.11,4.71,15.47,26.69,11.34,49.53,50.47,206.09,30.89,22.64,4.97,0.0,127.64,101.91,101.16,0.0,-34.63,68.42,16.66,24.81,9.35,0.92,1.92,1.78,15.93,22.91,4.14,5.36,18.19,14.25,25.61,1.34,1.26,0.06,0.0,0.0,0.0,36.2,53.64,130.84,40.25,1.87
1334,(주)윈팩,97800,2019,56.48,56.86,77.4,78.77,26.54,45.05,530.36,221.14,12.46,9.49,9.65,22.07,87.54,2.29,4.14,4.57,6.08,17.54,26.9,12.82,40.05,59.95,252.6,52.54,38.41,16.6,0.0,67.08,149.7,83.38,38.49,-15.85,107.81,22.06,30.62,15.86,1.02,2.33,1.81,14.26,25.59,6.08,8.31,22.66,16.56,22.04,1.33,1.8,0.04,0.0,0.0,0.0,35.44,47.9,92.63,42.52,3.38
1335,(주)유니켐,11330,2011,-8.78,-1.8,-13.97,9.17,-64.75,-1.03,0.0,0.0,-3.1,-15.2,-26.85,-94.2,103.1,1.5,3.7,6.72,7.0,57.43,54.19,26.31,15.57,84.43,23.06,73.99,33.9,0.21,0.0,77.41,542.17,498.49,0.0,-20.19,282.21,-8.02,-15.41,-3.66,1.77,6.2,2.47,9.85,37.05,2.98,5.73,6.21,7.41,49.27,4.85,1.42,0.27,111.69,13.78,295.07,-7.61,-20.1,-162.9,-4.11,-7.33
1336,(주)유니켐,11330,2012,8.66,17.75,5.84,-30.39,-13.97,-9.47,0.0,0.0,-1.14,-8.58,-13.79,-99.3,101.14,2.15,4.01,6.91,7.71,55.94,35.64,36.0,12.33,87.67,48.6,69.47,44.71,0.78,0.0,124.04,711.07,653.12,0.0,-24.58,413.77,-10.37,-17.83,-5.9,1.61,11.57,1.87,6.72,54.32,2.83,5.12,6.35,6.71,54.39,4.07,1.18,0.16,127.09,11.98,309.84,2.78,6.77,71.77,1.8,-3.86
1337,(주)유니켐,11330,2013,0.63,-11.41,10.92,-21.81,44.54,-12.71,0.0,0.0,-2.93,-14.99,-20.12,-133.9,102.93,2.37,3.74,7.01,6.73,61.67,25.12,46.17,17.71,82.29,35.37,81.54,61.05,3.43,0.0,136.5,464.67,427.04,0.0,-13.96,264.52,-20.76,-36.47,-12.77,1.34,8.93,1.58,5.89,61.92,2.28,3.26,7.58,4.52,80.74,3.48,0.98,0.16,118.28,10.32,327.53,-0.92,-2.54,-29.09,-0.68,-5.62
1338,(주)유니켐,11330,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.81,-142.79,-30.39,-130.18,140.81,19.47,5.41,9.35,9.35,38.32,65.69,13.15,23.35,76.65,46.14,59.59,20.45,9.34,0.0,30.93,328.3,275.48,99.24,-25.99,191.12,-48.92,-84.03,-176.16,0.21,0.91,0.28,1.82,200.77,0.56,1.62,0.85,5.88,62.11,0.37,0.21,0.2,316.95,17.5,550.91,-17.23,-29.95,-542.52,-80.96,-3.2
1339,(주)유니켐,11330,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.22,4.76,2.61,6.14,83.78,2.95,2.82,3.92,3.92,61.55,64.57,21.81,42.54,57.46,111.64,121.6,43.08,0.44,363.56,1116.93,135.1,119.0,99.31,10.93,103.43,-47.14,-61.57,-49.3,0.55,1.29,0.96,32.03,11.4,0.89,2.52,1.38,2.87,127.3,1.52,0.49,0.0,120.33,10.46,332.85,14.21,39.3,452.32,25.86,2.0
1340,(주)유니켐,11330,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.89,6.33,16.84,88.0,2.67,3.22,3.99,3.99,54.99,56.24,24.07,41.14,58.86,136.78,105.18,46.03,6.5,1140.92,881.87,143.05,127.07,95.76,2.71,115.64,3.8,4.7,3.14,0.71,1.73,1.21,33.83,10.79,1.29,2.96,2.3,3.84,95.15,1.69,0.66,0.0,128.25,14.59,379.29,18.55,44.62,420.52,26.07,2.06
1341,(주)유니켐,11330,2018,27.76,13.65,39.74,64.04,68.12,26.64,83.9,262.3,24.4,14.0,11.08,23.1,75.6,2.29,3.47,4.18,4.26,60.15,66.02,20.44,53.0,47.0,194.18,132.22,44.93,4.28,270.89,794.62,88.68,85.83,98.02,14.66,73.08,-4.27,-5.18,-2.84,0.79,1.66,1.52,37.23,9.8,1.37,3.59,2.21,4.47,81.63,2.01,0.74,0.0,0.0,0.0,0.0,20.93,63.1,418.5,29.67,6.86
1342,(주)유니켐,11330,2019,43.09,43.37,24.08,17.29,42.07,30.06,38.71,36.05,23.57,14.88,11.23,21.11,76.43,1.47,2.34,2.59,3.04,52.16,62.4,19.61,52.28,47.72,247.56,148.57,55.85,1.61,190.9,450.12,91.26,67.15,71.81,17.05,73.44,-0.59,-0.74,-0.44,0.75,1.44,1.59,27.25,13.4,1.36,3.78,2.13,4.87,74.98,2.02,0.8,0.0,0.0,0.0,0.0,19.78,80.17,479.8,30.84,10.63
1343,(주)유신,54930,2011,0.43,-0.46,-0.14,0.0,-8.74,-21.72,0.0,0.0,4.79,-3.87,-4.84,-7.24,95.21,-1.07,-4.04,5.77,6.11,66.36,0.0,66.36,63.64,36.36,612.15,214.32,214.32,1.41,0.0,193.3,57.14,48.66,0.0,35.4,15.78,2.17,7.85,0.63,1.25,1.87,3.77,16.85,21.67,1.88,1.88,0.0,8.39,43.51,7.53,1.32,0.0,1.12,0.0,103.88,74.2,6853.26,0.0,59.41,-12.47
1344,(주)유신,54930,2012,-2.86,-0.35,-6.27,0.0,-5.96,-16.6,0.0,0.0,8.5,-3.86,-4.08,-6.51,91.5,-0.74,-2.11,4.41,5.46,64.03,0.0,64.03,61.61,38.39,575.68,195.66,195.66,3.49,0.0,220.55,62.32,53.12,0.0,31.3,27.25,-3.92,-8.97,-1.4,1.06,1.69,2.83,15.78,23.13,1.62,1.62,0.0,7.69,47.48,6.3,1.09,0.0,1.18,0.0,111.42,61.73,5852.45,0.0,57.57,-1.9
1345,(주)유신,54930,2013,-1.11,-0.64,-1.12,0.0,3.6,2.36,0.0,0.0,10.07,0.54,0.6,0.94,89.93,-0.4,-1.19,5.06,4.65,64.02,0.0,64.02,64.54,35.46,596.4,220.67,220.67,3.48,0.0,233.67,54.94,44.95,0.0,35.01,22.34,-0.12,-0.29,-0.04,1.1,1.75,2.99,19.8,18.43,1.72,1.72,0.0,8.74,41.77,6.49,1.16,0.0,1.11,0.0,116.48,66.1,6906.11,0.0,59.56,1.02
1346,(주)유신,54930,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,-2.09,-2.0,-3.53,89.1,-0.58,-1.28,3.73,3.73,65.57,0.0,65.57,56.67,43.33,556.25,204.57,204.57,5.64,0.0,336.69,76.47,56.56,0.0,33.52,29.58,-1.79,-4.63,-0.81,0.96,1.69,2.21,26.73,13.65,1.46,1.46,0.0,7.94,45.97,5.98,0.98,0.0,1.1,0.0,129.85,58.59,6940.91,0.0,61.18,0.45
1347,(주)유신,54930,2015,-0.17,7.62,-2.8,0.0,1.12,3.3,0.0,-0.43,10.34,0.7,0.69,1.22,89.66,-0.39,-0.91,4.01,3.82,63.84,0.0,63.84,57.39,42.61,562.46,226.37,226.37,5.72,0.0,362.71,74.23,49.14,0.0,35.64,26.57,0.95,2.64,0.41,0.99,1.74,2.3,28.79,12.68,1.53,1.53,0.0,8.24,44.27,5.96,1.04,0.0,22.48,0.0,130.33,60.66,351.66,0.0,61.22,0.46
1348,(주)유신,54930,2016,-3.12,0.0,-5.99,0.0,2.52,4.1,65.03,223.32,11.57,1.12,1.17,1.98,88.43,-0.42,-1.07,5.04,2.91,61.94,0.0,61.94,60.74,39.26,576.7,278.96,278.96,4.72,0.0,232.45,64.64,36.56,0.0,39.74,10.51,15.0,92.22,5.53,1.05,1.77,2.56,31.48,11.59,1.67,1.67,0.0,10.57,34.54,5.98,1.19,0.0,0.0,0.0,0.0,64.75,363.72,0.0,60.82,2.95
1349,(주)유신,54930,2017,4.93,0.32,9.41,0.0,4.85,-2.08,-9.54,-24.01,12.11,1.03,1.05,1.73,87.89,-0.52,-1.35,1.5,2.16,64.59,0.0,64.59,60.69,39.31,604.67,233.84,233.84,1.92,0.0,769.03,64.76,45.51,0.0,36.97,26.05,2.6,6.46,1.03,1.02,1.68,2.59,42.93,8.5,1.61,1.61,0.0,10.8,33.81,5.85,1.15,0.0,0.0,0.0,0.0,63.14,370.97,0.0,63.55,2.91
1350,(주)유신,54930,2018,-0.87,3.11,-10.63,0.0,-3.9,1.58,0.0,0.0,6.53,-4.91,-4.98,-8.33,93.47,-0.38,-0.97,2.61,2.87,58.23,0.0,58.23,58.84,41.16,581.1,198.43,198.43,4.3,0.0,499.86,69.95,49.87,0.0,28.88,33.0,-22.3,-47.27,-9.02,1.01,1.7,2.52,53.8,6.78,1.65,1.65,0.0,8.94,40.85,5.84,1.13,0.0,0.0,0.0,0.0,59.8,337.77,0.0,58.74,-10.32
1351,(주)유신,54930,2019,5.6,12.99,5.07,0.0,-6.64,10.46,0.0,0.0,6.22,-3.69,-4.04,-7.3,93.78,-0.4,-0.98,2.7,2.82,57.94,0.0,57.94,52.02,47.98,542.52,157.4,157.4,5.55,0.0,537.4,92.23,70.76,93.98,21.13,38.88,-6.98,-16.55,-3.14,1.09,1.98,2.45,55.05,6.63,1.88,1.88,0.0,10.67,34.2,5.96,1.2,0.0,0.0,0.0,0.0,61.34,328.04,0.0,57.59,-11.27
1352,(주)유씨아이,38340,2011,-95.84,-4.85,-98.81,-29.32,-58.18,8.23,0.0,0.0,25.2,-118.39,-9.49,-86.25,74.8,3.31,0.28,7.33,7.5,27.99,31.62,19.14,19.72,80.28,132.79,37.13,25.39,2.76,0.0,123.89,406.99,382.26,0.0,-47.41,336.18,-99.36,-120.29,-79.37,0.08,2.25,0.08,17.29,21.12,0.08,0.09,9.41,15.06,24.24,2.15,0.04,0.14,127.97,0.19,285.2,11.26,24.66,16518.05,11.21,-0.38
1353,(주)유씨아이,38340,2012,16.38,2.69,35.59,-22.32,57.81,83.22,0.0,0.0,12.88,-6.58,-11.2,-47.65,87.12,2.6,5.78,8.18,8.2,32.61,18.11,26.7,26.75,73.25,197.4,85.32,69.87,4.49,0.0,141.92,273.86,142.9,48.47,-5.61,214.45,-12.18,-15.55,-5.64,1.7,7.24,2.22,27.07,13.49,5.58,7.33,23.42,20.08,18.17,3.98,1.98,0.06,112.97,0.04,270.35,4.69,11.64,35767.36,2.97,-0.64
1354,(주)유씨아이,38340,2013,-7.81,-67.74,58.16,-53.14,-45.12,128.36,0.0,0.0,2.21,-5.19,-19.53,-86.43,97.79,3.04,14.52,22.68,21.99,55.95,5.37,52.95,15.05,84.95,87.85,99.07,93.75,9.4,0.0,845.96,564.44,375.25,55.33,-0.53,389.04,-23.07,-33.48,-5.0,3.76,17.79,4.77,71.97,5.07,8.58,9.57,83.3,20.46,17.84,13.56,4.14,0.03,82.25,3.9,376.4,8.63,61.19,1441.46,2.2,-0.74
1355,(주)유씨아이,38340,2014,-35.18,-6.04,-35.53,67.49,147.76,-81.76,0.0,0.0,5.88,-47.67,-41.34,-123.58,94.12,3.34,4.37,28.54,8.36,55.65,13.94,47.89,62.88,37.12,69.83,180.6,155.42,21.09,31.24,90.62,59.02,49.0,73.42,24.83,24.65,-101.95,-244.15,-34.32,0.87,2.56,1.31,15.27,23.9,1.55,1.7,17.8,4.33,84.28,5.23,0.85,0.15,96.82,4.2,419.13,-31.66,-154.87,-1544.59,-28.72,-3.13
1356,(주)유씨아이,38340,2015,8.59,-5.74,-8.16,-15.34,30.8,-44.17,0.0,0.0,15.23,-45.63,-26.93,-39.98,84.77,-2.35,-4.52,7.99,5.74,47.06,12.85,41.02,75.17,24.83,79.47,203.3,177.18,3.12,25.29,150.92,33.04,30.8,100.0,23.91,10.66,-89.43,-277.29,-39.18,0.59,0.85,1.92,7.16,50.97,1.15,1.33,8.59,6.08,60.06,3.1,0.76,0.13,94.54,3.12,510.99,-16.62,-93.66,-1157.2,-29.32,-23.81
1357,(주)유씨아이,38340,2016,22.91,30.17,-2.36,-43.44,-19.57,68.06,0.0,0.0,48.92,-51.96,-44.41,-73.88,51.08,4.0,8.58,11.71,19.09,37.39,7.44,34.6,47.97,52.03,52.95,130.29,120.59,3.35,32.02,585.25,108.48,59.83,24.35,8.69,60.02,3.09,5.59,2.07,0.85,1.42,2.15,21.97,16.62,2.05,2.28,20.12,9.66,37.78,4.66,1.26,0.13,66.95,1.73,398.45,-3.65,-20.83,-244.23,-4.7,0.35
1358,(주)유씨아이,38340,2017,-39.18,-12.69,-52.14,-8.98,-73.56,-16.38,0.0,-138.94,41.31,-67.03,-54.02,-143.26,58.69,2.58,3.34,7.06,7.11,29.42,14.15,25.26,20.85,79.15,65.48,38.51,33.06,4.97,0.0,323.42,379.56,366.37,0.0,-46.98,230.16,14.85,24.49,11.03,0.81,2.14,1.29,39.75,9.18,2.34,2.59,24.38,9.39,38.85,3.68,0.99,0.0,0.0,0.0,0.0,-50.95,-188.89,-5079.81,-47.82,-0.22
1359,(주)유씨아이,38340,2018,-1.52,-2.78,-6.65,4.83,150.6,2.38,0.0,0.0,45.03,-4.57,-5.02,-13.64,54.97,1.56,2.72,10.33,6.21,27.89,15.9,23.45,53.06,46.94,140.47,91.79,77.2,18.21,0.0,300.51,88.46,57.25,35.84,-2.49,39.48,-13.37,-29.96,-5.67,1.1,2.98,1.74,31.6,11.55,3.84,4.51,25.58,10.14,35.98,4.1,1.34,0.24,0.0,0.0,0.0,14.32,53.78,2205.39,12.93,0.74
1360,(주)유씨아이,38340,2019,204.65,144.89,256.38,643.72,286.74,-5.65,0.0,-1710.23,33.09,-45.91,-23.72,-37.16,66.91,0.82,1.19,6.21,8.69,32.62,33.17,21.8,68.06,31.94,221.37,111.18,74.3,6.42,329.91,485.96,46.92,43.11,97.66,3.28,23.61,-38.15,-75.84,-35.52,0.52,0.8,1.45,23.32,15.65,1.64,2.33,5.59,5.68,64.27,2.28,0.85,0.0,0.0,0.0,0.0,6.74,31.47,3590.1,19.64,-8.54
1361,(주)유아이디,69330,2011,-2.91,7.91,-32.28,8.48,42.98,414.69,0.0,259.04,27.73,14.01,18.0,34.75,72.27,1.56,4.15,11.71,6.99,20.45,29.41,14.44,61.88,38.12,463.59,77.75,54.88,1.7,0.0,132.88,61.59,42.51,59.06,-5.85,36.17,61.13,104.09,17.87,1.28,2.48,2.67,27.72,13.17,5.15,6.67,22.56,13.83,26.4,1.98,2.08,0.12,122.66,22.99,180.28,54.35,79.87,426.09,41.67,9.54
1362,(주)유아이디,69330,2012,41.55,30.45,79.71,-43.59,40.43,-0.11,53.03,44.8,37.83,21.46,23.15,37.58,62.17,0.82,2.3,3.61,4.57,25.97,9.23,23.57,61.4,38.6,651.02,85.87,77.94,3.22,0.0,384.35,62.88,49.26,72.67,-4.27,44.67,56.57,79.62,23.73,1.08,1.75,2.81,25.07,14.56,4.55,5.45,27.69,10.37,35.2,1.65,2.06,0.08,139.74,51.46,261.53,45.76,85.64,232.55,49.72,25.87
1363,(주)유아이디,69330,2013,17.15,4.59,43.14,17.85,33.13,26.58,13.48,9.42,34.77,19.24,20.64,31.32,65.23,0.42,1.33,5.8,4.23,31.73,7.6,29.32,69.77,30.23,866.69,115.36,106.6,18.6,57.06,367.83,43.34,39.42,79.67,4.23,19.27,76.2,171.4,23.17,1.07,1.63,3.15,37.21,9.81,3.69,4.02,44.62,9.89,36.91,1.81,1.85,0.06,159.26,68.25,284.0,48.07,85.72,200.02,48.34,30.65
1364,(주)유아이디,69330,2014,-3.18,11.34,-15.9,-76.21,3.77,-36.44,-74.57,-63.6,28.05,7.7,4.94,6.84,71.95,0.17,0.4,2.91,3.6,27.56,2.15,26.97,74.78,25.22,899.4,123.4,120.75,10.17,11.34,585.94,33.73,29.86,89.09,5.23,30.34,74.88,83.24,28.93,0.64,0.89,2.31,39.2,9.31,2.16,2.28,42.35,9.61,37.98,1.06,1.18,0.08,250.22,116.86,388.53,29.46,45.74,97.94,45.13,13.63
1365,(주)유아이디,69330,2015,-2.06,-5.07,7.53,-25.49,-9.07,-54.22,0.0,0.0,13.64,-13.71,-4.14,-5.74,86.36,1.06,1.15,2.89,3.14,30.25,1.49,29.8,69.42,30.58,817.8,99.14,97.66,1.67,0.0,615.7,44.05,43.96,99.78,-0.26,39.64,16.32,18.13,16.35,0.3,0.42,1.08,58.13,6.28,1.05,1.06,57.82,9.72,37.55,0.47,0.55,0.11,311.51,145.02,496.6,12.06,19.23,41.3,39.53,-3.02
1366,(주)유아이디,69330,2016,-13.32,-21.42,-4.86,-35.12,-10.0,-9.93,0.0,0.0,17.78,-25.25,-7.44,-10.52,82.22,1.28,1.28,3.24,2.93,33.21,1.02,32.87,72.08,27.92,736.04,119.71,118.5,1.45,6.17,612.18,38.73,38.48,0.0,5.47,36.44,16.18,17.2,14.25,0.29,0.42,1.0,82.3,4.43,0.93,0.94,73.97,13.4,27.25,0.49,0.48,0.2,0.0,0.0,0.0,8.88,15.65,33.69,28.02,-1.52
1367,(주)유아이디,69330,2017,-10.59,-16.56,-1.56,-3.85,-18.41,-53.64,0.0,0.0,-10.0,-96.96,-15.05,-21.78,110.0,3.36,1.69,3.83,3.91,36.56,0.99,36.2,65.78,34.22,600.57,107.47,106.4,1.41,14.27,262.39,52.03,51.72,0.0,2.54,46.47,1.82,2.04,3.79,0.16,0.22,0.5,62.26,5.86,0.45,0.45,44.43,13.27,27.51,0.28,0.24,0.0,0.0,0.0,0.0,-1.92,-3.64,-8.56,-11.71,-7.53
1368,(주)유아이디,69330,2018,-25.07,-19.58,-42.72,-19.37,-20.44,-45.24,0.0,0.0,-14.76,-148.89,-15.33,-22.7,114.76,12.64,4.0,7.42,6.09,27.95,1.4,27.56,69.83,30.17,477.79,93.48,92.18,0.5,0.0,219.05,43.2,42.81,0.0,-1.95,40.71,-16.38,-17.39,-41.14,0.1,0.15,0.32,35.65,10.24,0.31,0.32,27.48,15.01,24.32,0.19,0.16,0.15,0.0,0.0,0.0,-2.31,-4.06,-12.26,-19.24,-4.84
1369,(주)유아이디,69330,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9,-53.41,-24.03,-87.71,102.9,4.37,2.73,3.86,3.86,21.31,10.38,19.1,27.9,72.1,256.77,30.72,27.53,2.18,0.0,130.75,258.45,248.73,98.2,-48.08,198.01,-16.93,-22.1,-27.14,0.45,1.61,0.62,16.76,21.78,2.11,2.35,20.34,12.82,28.48,0.7,0.5,0.06,0.0,0.0,0.0,-4.82,-7.57,-45.99,-10.72,-4.42
1370,(주)유진로봇,56080,2011,9.17,5.46,15.28,33.92,15.07,15.61,99.38,52.57,30.28,1.41,1.02,1.74,69.72,2.35,4.06,6.46,6.81,35.2,35.04,22.87,59.69,40.31,223.16,115.29,74.89,16.27,264.2,178.53,67.54,51.15,71.71,4.67,42.98,-5.06,-7.96,-2.96,0.72,1.24,1.72,10.0,36.49,2.1,3.12,6.4,5.64,64.72,2.73,1.1,0.49,79.2,19.55,305.39,18.86,72.74,294.72,27.34,1.04
1371,(주)유진로봇,56080,2012,2.19,-6.28,11.18,4.23,-12.29,-3.07,0.0,0.0,19.13,-13.67,-9.04,-16.32,80.87,2.66,3.95,4.7,5.65,38.3,32.85,25.72,51.23,48.77,194.72,104.11,69.91,11.27,832.13,264.96,95.19,71.8,69.13,1.51,73.85,-16.34,-21.06,-12.17,0.66,1.19,1.48,9.26,39.44,1.8,2.72,5.31,4.24,86.13,2.66,0.94,3.43,78.95,16.9,331.93,8.44,35.48,165.71,12.89,-4.37
1372,(주)유진로봇,56080,2013,-0.84,2.61,-0.44,7.39,-17.78,8.83,0.0,0.0,21.53,-13.26,-9.49,-20.24,78.47,2.83,3.81,4.81,5.1,38.45,35.44,24.83,42.48,57.52,160.09,76.42,49.34,6.7,0.0,164.13,135.42,118.45,83.92,-11.86,101.08,-11.99,-16.07,-9.6,0.72,1.53,1.35,9.07,40.24,1.86,2.83,5.46,4.4,82.91,2.96,0.87,1.26,80.28,19.81,326.17,9.93,40.36,163.59,13.83,-3.39
1373,(주)유진로봇,56080,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.59,-0.65,-0.61,-0.96,78.41,1.79,4.49,7.17,7.17,43.3,31.69,29.58,63.04,36.96,226.48,156.91,107.18,22.84,87.38,104.5,58.63,43.78,61.53,15.7,37.85,-0.01,-0.02,0.0,0.93,1.47,2.51,9.55,38.23,2.14,3.13,6.75,9.14,39.95,4.07,1.31,0.16,75.82,18.41,337.43,15.42,70.32,289.72,16.65,0.58
1374,(주)유진로봇,56080,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.38,-4.54,-3.71,-8.44,77.62,0.65,1.07,2.25,2.25,51.02,36.79,32.25,50.42,49.58,216.17,109.78,69.4,8.37,412.83,138.46,98.35,92.17,88.89,4.55,51.79,-14.4,-27.35,-8.73,0.82,1.62,1.65,5.95,61.38,1.6,2.54,4.36,4.29,84.99,4.31,0.84,0.37,75.79,28.33,364.59,9.88,52.11,132.9,12.09,1.23
1375,(주)유진로봇,56080,2016,5.13,37.5,19.46,50.26,-5.33,42.57,0.0,-228.64,21.79,-5.77,-6.56,-19.0,78.21,1.08,2.41,6.19,5.54,57.97,46.27,31.15,47.52,52.48,199.91,133.52,71.74,10.18,184.31,108.98,110.43,91.37,58.96,14.55,42.38,-9.68,-25.23,-4.58,1.14,2.32,2.23,6.95,52.5,2.08,3.59,4.96,5.74,63.56,5.17,1.14,0.27,0.0,0.0,0.0,9.47,38.91,117.89,8.54,-0.71
1376,(주)유진로봇,56080,2017,115.17,76.31,169.93,50.1,203.33,7.75,0.0,0.0,24.11,-6.26,-4.75,-9.65,75.89,0.45,0.82,1.16,1.64,72.73,25.73,54.01,63.29,36.71,381.28,310.26,230.42,141.04,37.97,146.71,58.0,37.04,44.25,49.29,36.05,-14.68,-23.61,-9.7,0.76,1.3,1.82,7.46,48.91,1.11,1.62,3.56,5.99,60.91,3.48,0.78,0.48,0.0,0.0,0.0,5.6,57.57,253.67,10.08,-4.22
1377,(주)유진로봇,56080,2018,-7.91,1.24,-14.59,-8.72,-1.02,25.85,0.0,0.0,19.88,-3.01,-2.19,-1.6,80.12,-0.38,-0.8,2.9,2.0,67.45,27.5,48.9,66.94,33.06,373.37,294.08,213.21,18.9,41.67,243.19,49.38,34.26,25.82,44.52,19.52,-18.01,-45.56,-7.85,0.73,1.12,2.08,13.15,27.76,1.04,1.41,3.91,7.01,52.04,3.41,0.78,0.0,0.0,0.0,0.0,7.52,33.6,426.44,9.91,-3.74
1378,(주)유진로봇,56080,2019,-17.18,-8.51,-18.15,-26.17,-25.83,-11.07,0.0,0.0,14.34,-29.46,-21.75,-29.14,85.66,-0.44,-0.87,2.54,2.7,66.66,24.81,50.13,56.43,43.57,276.91,211.71,159.19,22.77,47.01,265.51,77.21,55.8,43.75,35.17,31.9,-13.67,-33.1,-7.31,0.74,1.19,1.95,16.87,21.63,1.1,1.49,4.19,6.7,54.49,3.15,0.79,0.0,128.72,8.29,417.63,-9.22,-37.5,-587.05,-11.31,-38.48
1379,(주)유테크,178780,2015,5.71,-11.39,39.62,136.48,55.89,-14.59,-50.78,-52.6,16.14,4.7,3.13,6.84,83.86,1.94,2.39,3.62,3.31,44.53,11.35,39.48,54.32,45.68,1444.92,277.67,246.15,90.76,17.74,263.49,84.08,29.52,25.7,28.49,69.17,29.16,35.45,20.51,0.67,1.46,1.23,22.63,16.13,1.7,1.88,18.06,4.07,89.65,1.16,1.15,0.0,222.99,42.89,427.62,26.43,50.68,263.5,40.7,3.44
1380,(주)유테크,178780,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.7,-40.24,-17.75,-42.5,121.7,2.69,2.04,2.67,2.67,35.93,9.91,32.37,41.77,58.23,528.28,211.98,190.99,31.21,18.75,487.79,139.41,40.58,20.36,18.98,121.91,-33.74,-38.58,-44.52,0.44,1.06,0.76,12.55,29.08,1.23,1.36,12.4,2.57,141.87,0.79,0.83,0.41,401.63,107.09,810.84,3.47,6.23,21.83,7.85,-11.74
1381,(주)유테크,178780,2017,28.44,5.12,36.62,67.0,-47.56,12.84,0.0,0.0,2.92,-58.0,-25.28,-90.71,97.08,4.53,2.81,3.25,3.92,38.22,12.11,33.59,20.37,79.63,254.64,67.66,59.47,5.37,0.0,239.98,390.96,277.33,62.71,-18.27,295.75,-7.7,-10.18,-15.82,0.44,1.47,0.62,6.81,53.57,1.17,1.32,10.48,2.27,160.5,0.87,0.57,0.17,408.72,72.24,812.85,-5.56,-12.2,-63.67,-14.33,-5.45
