,회사명,거래소코드,회계년도,개별현금흐름,연결현금흐름,현금흐름,투자축소
329,(주)국영지앤엠,6050,2019/12,-396408.0,,0.0,0
330,(주)국전약품,307750,2018/12,,,0.0,0
331,(주)국전약품,307750,2019/12,,,0.0,0
332,(주)그래디언트,35080,2011/12,-173122093.0,-260754525.0,0.0,0
333,(주)그래디언트,35080,2012/12,52111793.0,52759251.0,0.0,0
334,(주)그래디언트,35080,2013/12,2521692.0,-10169694.0,0.0,0
335,(주)그래디언트,35080,2014/12,13463237.0,-138819396.0,0.0,0
336,(주)그래디언트,35080,2015/12,-11708445.0,-21576537.0,0.0,0
337,(주)그래디언트,35080,2016/12,10175946.0,-65823461.0,0.0,0
338,(주)그래디언트,35080,2017/12,-1423754.0,-158100941.0,0.0,0
339,(주)그래디언트,35080,2018/12,2772568.0,-34993424.0,0.0,0
340,(주)그래디언트,35080,2019/12,1879505.0,-88105524.0,0.0,0
341,(주)그리티,204020,2018/12,-24763196.0,-23503665.0,0.05086302268899378,0
342,(주)그리티,204020,2019/12,4865664.0,11577718.0,0.0,0
343,(주)그린플러스,186230,2019/12,-1466296.0,-833175.0,0.43178253231271174,1
344,(주)글로벌스탠다드테크놀로지,83450,2011/12,-8018854.0,-8602113.0,0.0,0
345,(주)글로벌스탠다드테크놀로지,83450,2012/12,2709335.0,2920877.0,0.0,0
346,(주)글로벌스탠다드테크놀로지,83450,2013/12,-1241318.0,-2967228.0,0.0,0
347,(주)글로벌스탠다드테크놀로지,83450,2014/12,-2949094.0,-3285187.0,0.0,0
348,(주)글로벌스탠다드테크놀로지,83450,2015/12,-6587826.0,-9000109.0,0.0,0
349,(주)글로벌스탠다드테크놀로지,83450,2016/12,-2958189.0,-3735368.0,0.0,0
