,회사명,거래소코드,회계년도,이자보상배율,,
12910,(주)이루다,164060,Dec-19,25.48,,
12911,(주)이루온,65440,Dec-00,65.11,,
12912,(주)이루온,65440,Dec-01,21.74,,
12913,(주)이루온,65440,Dec-02,26,,
12914,(주)이루온,65440,Dec-03,37.71,,
12915,(주)이루온,65440,Dec-04,18.15,,
12916,(주)이루온,65440,Dec-05,9.86,,
12917,(주)이루온,65440,Dec-06,3.05,,
12918,(주)이루온,65440,Dec-07,1.56,,
12919,(주)이루온,65440,Dec-08,0.16,,
12920,(주)이루온,65440,Dec-09,3.44,,
12921,(주)이루온,65440,Dec-10,1.59,,
12922,(주)이루온,65440,Dec-11,1.41,,
12923,(주)이루온,65440,Dec-12,-2.55,,
12924,(주)이루온,65440,Dec-13,2.35,,
12925,(주)이루온,65440,Dec-14,-2.14,,
12926,(주)이루온,65440,Dec-15,1.65,,
12927,(주)이루온,65440,Dec-16,0.59,,
12928,(주)이루온,65440,Dec-17,-0.53,,
12929,(주)이루온,65440,Dec-18,2.08,,
12930,(주)이루온,65440,Dec-19,2,,
12931,(주)이마트,139480,Dec-11,11111111.11,,
12932,(주)이마트,139480,Dec-12,5.67,,
12933,(주)이마트,139480,Dec-13,5.93,,
12934,(주)이마트,139480,Dec-14,4.74,,
12935,(주)이마트,139480,Dec-15,4.05,,
12936,(주)이마트,139480,Dec-16,4.77,,
12937,(주)이마트,139480,Dec-17,5.6,,
12938,(주)이마트,139480,Dec-18,5.68,,
12939,(주)이마트,139480,Dec-19,1.01,,
12940,(주)이미지스테크놀로지,115610,Dec-07,11111111.11,,
12941,(주)이미지스테크놀로지,115610,Dec-08,999999999,,
12942,(주)이미지스테크놀로지,115610,Dec-09,999999999,,
12943,(주)이미지스테크놀로지,115610,Dec-10,999999999,,
12944,(주)이미지스테크놀로지,115610,Dec-11,146.94,,
12945,(주)이미지스테크놀로지,115610,Dec-12,-8.07,,
12946,(주)이미지스테크놀로지,115610,Dec-13,109.54,,
12947,(주)이미지스테크놀로지,115610,Dec-14,180.8,,
12948,(주)이미지스테크놀로지,115610,Dec-15,1611.68,,
12949,(주)이미지스테크놀로지,115610,Dec-16,999999999,,
12950,(주)이미지스테크놀로지,115610,Dec-17,999999999,,
12951,(주)이미지스테크놀로지,115610,Dec-18,999999999,,
12952,(주)이미지스테크놀로지,115610,Dec-19,-1567.28,,
12953,(주)이브이수성,84180,Jun-01,11111111.11,,
12954,(주)이브이수성,84180,Jun-02,3.13,,
12955,(주)이브이수성,84180,Jun-03,4.25,,
12956,(주)이브이수성,84180,Jun-04,4.07,,
12957,(주)이브이수성,84180,Dec-05,18.01,,
12958,(주)이브이수성,84180,Dec-06,5.19,,
12959,(주)이브이수성,84180,Dec-07,4.81,,
12960,(주)이브이수성,84180,Dec-08,6.88,,
12961,(주)이브이수성,84180,Dec-09,7.99,,
12962,(주)이브이수성,84180,Dec-10,4.65,,
12963,(주)이브이수성,84180,Dec-11,5.23,,
12964,(주)이브이수성,84180,Dec-12,2.57,,
12965,(주)이브이수성,84180,Dec-13,4.41,,
12966,(주)이브이수성,84180,Dec-14,6.22,,
12967,(주)이브이수성,84180,Dec-15,8.34,,
12968,(주)이브이수성,84180,Dec-16,17.14,,
12969,(주)이브이수성,84180,Dec-17,-0.98,,
12970,(주)이브이수성,84180,Dec-18,-1.28,,
12971,(주)이브이수성,84180,Dec-19,-0.28,,
12972,(주)이브이첨단소재,131400,Dec-05,11111111.11,,
12973,(주)이브이첨단소재,131400,Dec-06,3.14,,
12974,(주)이브이첨단소재,131400,Dec-07,4.16,,
12975,(주)이브이첨단소재,131400,Dec-08,3.68,,
12976,(주)이브이첨단소재,131400,Dec-09,4.01,,
12977,(주)이브이첨단소재,131400,Dec-10,7.8,,
12978,(주)이브이첨단소재,131400,Dec-11,42.82,,
12979,(주)이브이첨단소재,131400,Dec-12,5.84,,
12980,(주)이브이첨단소재,131400,Dec-13,6.35,,
12981,(주)이브이첨단소재,131400,Dec-14,-8.1,,
12982,(주)이브이첨단소재,131400,Dec-15,-18.85,,
12983,(주)이브이첨단소재,131400,Dec-16,-2.97,,
12984,(주)이브이첨단소재,131400,Dec-17,3,,
12985,(주)이브이첨단소재,131400,Dec-18,4.01,,
12986,(주)이브이첨단소재,131400,Dec-19,1.3,,
12987,(주)이상네트웍스,80010,Dec-02,11111111.11,,
12988,(주)이상네트웍스,80010,Dec-03,50.37,,
12989,(주)이상네트웍스,80010,Dec-04,67.55,,
12990,(주)이상네트웍스,80010,Dec-05,25,,
12991,(주)이상네트웍스,80010,Dec-06,41.3,,
12992,(주)이상네트웍스,80010,Dec-07,64.83,,
12993,(주)이상네트웍스,80010,Dec-08,30.31,,
12994,(주)이상네트웍스,80010,Dec-09,13.06,,
12995,(주)이상네트웍스,80010,Dec-10,62.15,,
12996,(주)이상네트웍스,80010,Dec-11,75.22,,
12997,(주)이상네트웍스,80010,Dec-12,40.14,,
12998,(주)이상네트웍스,80010,Dec-13,33.55,,
12999,(주)이상네트웍스,80010,Dec-14,38.98,,
13000,(주)이상네트웍스,80010,Dec-15,98.47,,
13001,(주)이상네트웍스,80010,Dec-16,203.91,,
13002,(주)이상네트웍스,80010,Dec-17,134.04,,
13003,(주)이상네트웍스,80010,Dec-18,20.63,,
13004,(주)이상네트웍스,80010,Dec-19,7.73,,
13005,(주)이수앱지스,86890,Dec-05,11111111.11,,
13006,(주)이수앱지스,86890,Dec-06,-59.25,,
13007,(주)이수앱지스,86890,Dec-07,-41.92,,
13008,(주)이수앱지스,86890,Dec-08,-25.67,,
13009,(주)이수앱지스,86890,Dec-09,-36.08,,
13010,(주)이수앱지스,86890,Dec-10,-80.22,,
13011,(주)이수앱지스,86890,Dec-11,-175.19,,
13012,(주)이수앱지스,86890,Dec-12,-6.49,,
13013,(주)이수앱지스,86890,Dec-13,-2.78,,
13014,(주)이수앱지스,86890,Dec-14,-2.13,,
13015,(주)이수앱지스,86890,Dec-15,-2.28,,
13016,(주)이수앱지스,86890,Dec-16,-0.84,,
13017,(주)이수앱지스,86890,Dec-17,-11.38,,
13018,(주)이수앱지스,86890,Dec-18,-24.54,,
13019,(주)이수앱지스,86890,Dec-19,-7.64,,
13020,(주)이수페타시스,7660,Dec-00,6.09,,
13021,(주)이수페타시스,7660,Dec-01,0.39,,
13022,(주)이수페타시스,7660,Dec-02,3.96,,
13023,(주)이수페타시스,7660,Dec-03,3.58,,
13024,(주)이수페타시스,7660,Dec-04,17.21,,
13025,(주)이수페타시스,7660,Dec-05,0.37,,
13026,(주)이수페타시스,7660,Dec-06,-2.99,,
13027,(주)이수페타시스,7660,Dec-07,0.33,,
13028,(주)이수페타시스,7660,Dec-08,3.84,,
13029,(주)이수페타시스,7660,Dec-09,3.74,,
13030,(주)이수페타시스,7660,Dec-10,5.86,,
13031,(주)이수페타시스,7660,Dec-11,2.58,,
13032,(주)이수페타시스,7660,Dec-12,4.61,,
13033,(주)이수페타시스,7660,Dec-13,7.44,,
13034,(주)이수페타시스,7660,Dec-14,1.24,,
13035,(주)이수페타시스,7660,Dec-15,2.52,,
13036,(주)이수페타시스,7660,Dec-16,1.47,,
13037,(주)이수페타시스,7660,Dec-17,-1.03,,
13038,(주)이수페타시스,7660,Dec-18,0.82,,
13039,(주)이수페타시스,7660,Dec-19,-2.21,,
13040,(주)이수화학,5950,Dec-00,2.26,,
13041,(주)이수화학,5950,Dec-01,4.7,,
13042,(주)이수화학,5950,Dec-02,7.19,,
13043,(주)이수화학,5950,Dec-03,1.69,,
13044,(주)이수화학,5950,Dec-04,-7.02,,
13045,(주)이수화학,5950,Dec-05,-2.19,,
13046,(주)이수화학,5950,Dec-06,-1.6,,
13047,(주)이수화학,5950,Dec-07,0.31,,
13048,(주)이수화학,5950,Dec-08,1.95,,
13049,(주)이수화학,5950,Dec-09,1.93,,
13050,(주)이수화학,5950,Dec-10,3.05,,
13051,(주)이수화학,5950,Dec-11,2.56,,
13052,(주)이수화학,5950,Dec-12,2.19,,
13053,(주)이수화학,5950,Dec-13,0,,
13054,(주)이수화학,5950,Dec-14,-0.99,,
13055,(주)이수화학,5950,Dec-15,0,,
13056,(주)이수화학,5950,Dec-16,3.01,,
13057,(주)이수화학,5950,Dec-17,1.49,,
13058,(주)이수화학,5950,Dec-18,0.35,,
13059,(주)이수화학,5950,Dec-19,0.51,,
13060,(주)이스타코,15020,Dec-00,-0.41,,
13061,(주)이스타코,15020,Dec-01,1.74,,
13062,(주)이스타코,15020,Dec-02,9.79,,
13063,(주)이스타코,15020,Dec-03,6.85,,
13064,(주)이스타코,15020,Dec-04,-1.38,,
13065,(주)이스타코,15020,Dec-05,0.82,,
13066,(주)이스타코,15020,Dec-06,2.28,,
13067,(주)이스타코,15020,Dec-07,1.81,,
13068,(주)이스타코,15020,Dec-08,4.87,,
13069,(주)이스타코,15020,Dec-09,4.52,,
13070,(주)이스타코,15020,Dec-10,-2.63,,
13071,(주)이스타코,15020,Dec-11,-0.68,,
13072,(주)이스타코,15020,Dec-12,-1.07,,
13073,(주)이스타코,15020,Dec-13,20.03,,
13074,(주)이스타코,15020,Dec-14,-5.48,,
13075,(주)이스타코,15020,Dec-15,-2.39,,
13076,(주)이스타코,15020,Dec-16,-1.75,,
13077,(주)이스타코,15020,Dec-17,0.01,,
13078,(주)이스타코,15020,Dec-18,-1.01,,
13079,(주)이스타코,15020,Dec-19,2.48,,
13080,(주)이스트소프트,47560,Dec-05,11111111.11,,
13081,(주)이스트소프트,47560,Dec-06,29.15,,
13082,(주)이스트소프트,47560,Dec-07,7.81,,
13083,(주)이스트소프트,47560,Dec-08,23.48,,
13084,(주)이스트소프트,47560,Dec-09,30.08,,
13085,(주)이스트소프트,47560,Dec-10,52.85,,
13086,(주)이스트소프트,47560,Dec-11,21.85,,
13087,(주)이스트소프트,47560,Dec-12,-3.98,,
13088,(주)이스트소프트,47560,Dec-13,-2.77,,
13089,(주)이스트소프트,47560,Dec-14,-1.21,,
13090,(주)이스트소프트,47560,Dec-15,-2.21,,
13091,(주)이스트소프트,47560,Dec-16,-2.94,,
13092,(주)이스트소프트,47560,Dec-17,-0.65,,
13093,(주)이스트소프트,47560,Dec-18,1.24,,
13094,(주)이스트소프트,47560,Dec-19,-1.43,,
13095,(주)이씨에스텔레콤,67010,Dec-02,11111111.11,,
13096,(주)이씨에스텔레콤,67010,Dec-03,33.02,,
13097,(주)이씨에스텔레콤,67010,Dec-04,19.24,,
13098,(주)이씨에스텔레콤,67010,Dec-05,17.48,,
13099,(주)이씨에스텔레콤,67010,Mar-07,125.6,,
13100,(주)이씨에스텔레콤,67010,Mar-08,186.19,,
13101,(주)이씨에스텔레콤,67010,Mar-09,68.3,,
13102,(주)이씨에스텔레콤,67010,Mar-10,108.73,,
13103,(주)이씨에스텔레콤,67010,Mar-11,46,,
13104,(주)이씨에스텔레콤,67010,Mar-12,32.33,,
13105,(주)이씨에스텔레콤,67010,Mar-13,37.65,,
13106,(주)이씨에스텔레콤,67010,Mar-14,94.64,,
13107,(주)이씨에스텔레콤,67010,Mar-15,145.17,,
13108,(주)이씨에스텔레콤,67010,Mar-16,94.64,,
13109,(주)이씨에스텔레콤,67010,Mar-17,70.76,,
13110,(주)이씨에스텔레콤,67010,Mar-18,124.43,,
13111,(주)이씨에스텔레콤,67010,Mar-19,83.74,,
13112,(주)이아이디,93230,Dec-04,11111111.11,,
13113,(주)이아이디,93230,Dec-05,218.78,,
13114,(주)이아이디,93230,Dec-06,309.73,,
13115,(주)이아이디,93230,Dec-07,330.3,,
13116,(주)이아이디,93230,Dec-08,60.49,,
13117,(주)이아이디,93230,Dec-09,46.6,,
13118,(주)이아이디,93230,Dec-10,-23.13,,
13119,(주)이아이디,93230,Dec-11,-26.29,,
13120,(주)이아이디,93230,Dec-12,-17.54,,
13121,(주)이아이디,93230,Dec-13,-2.66,,
13122,(주)이아이디,93230,Dec-14,-2.54,,
13123,(주)이아이디,93230,Dec-15,-4.36,,
13124,(주)이아이디,93230,Dec-16,-2.15,,
13125,(주)이아이디,93230,Dec-17,-2.22,,
13126,(주)이아이디,93230,Dec-18,-0.97,,
13127,(주)이아이디,93230,Dec-19,0.71,,
13128,(주)이엔드디,101360,Dec-06,11111111.11,,
13129,(주)이엔드디,101360,Dec-07,11.29,,
13130,(주)이엔드디,101360,Dec-08,2.98,,
13131,(주)이엔드디,101360,Dec-09,4.45,,
13132,(주)이엔드디,101360,Dec-10,4.42,,
13133,(주)이엔드디,101360,Dec-11,1.38,,
13134,(주)이엔드디,101360,Dec-12,1.13,,
13135,(주)이엔드디,101360,Dec-13,1.88,,
13136,(주)이엔드디,101360,Dec-14,0.3,,
13137,(주)이엔드디,101360,Dec-15,-4.4,,
13138,(주)이엔드디,101360,Dec-16,-1.03,,
13139,(주)이엔드디,101360,Dec-17,-1.62,,
13140,(주)이엔드디,101360,Dec-18,0.49,,
13141,(주)이엔드디,101360,Dec-19,9.11,,
13142,(주)이엔에프테크놀로지,102710,Dec-05,11111111.11,,
13143,(주)이엔에프테크놀로지,102710,Dec-06,168.63,,
13144,(주)이엔에프테크놀로지,102710,Dec-07,999999999,,
13145,(주)이엔에프테크놀로지,102710,Dec-08,29.4,,
13146,(주)이엔에프테크놀로지,102710,Dec-09,27.51,,
13147,(주)이엔에프테크놀로지,102710,Dec-10,32.36,,
13148,(주)이엔에프테크놀로지,102710,Dec-11,29.31,,
13149,(주)이엔에프테크놀로지,102710,Dec-12,27.53,,
13150,(주)이엔에프테크놀로지,102710,Dec-13,13.65,,
13151,(주)이엔에프테크놀로지,102710,Dec-14,18.06,,
13152,(주)이엔에프테크놀로지,102710,Dec-15,42.24,,
13153,(주)이엔에프테크놀로지,102710,Dec-16,51.01,,
13154,(주)이엔에프테크놀로지,102710,Dec-17,77.4,,
13155,(주)이엔에프테크놀로지,102710,Dec-18,43.29,,
13156,(주)이엔에프테크놀로지,102710,Dec-19,48.71,,
13157,(주)이엔코퍼레이션,66980,Dec-00,11.57,,
13158,(주)이엔코퍼레이션,66980,Dec-01,248.33,,
13159,(주)이엔코퍼레이션,66980,Dec-02,19.84,,
13160,(주)이엔코퍼레이션,66980,Dec-03,7.47,,
13161,(주)이엔코퍼레이션,66980,Dec-04,-2.26,,
13162,(주)이엔코퍼레이션,66980,Dec-05,3.51,,
13163,(주)이엔코퍼레이션,66980,Dec-06,-0.08,,
13164,(주)이엔코퍼레이션,66980,Dec-07,0.67,,
13165,(주)이엔코퍼레이션,66980,Dec-08,-0.8,,
13166,(주)이엔코퍼레이션,66980,Dec-09,-1.01,,
13167,(주)이엔코퍼레이션,66980,Dec-10,-0.83,,
13168,(주)이엔코퍼레이션,66980,Dec-11,-2.42,,
13169,(주)이엔코퍼레이션,66980,Dec-12,-4.25,,
13170,(주)이엔코퍼레이션,66980,Dec-13,0.61,,
13171,(주)이엔코퍼레이션,66980,Dec-14,-5.96,,
13172,(주)이엔코퍼레이션,66980,Dec-15,-5.22,,
13173,(주)이엔코퍼레이션,66980,Dec-16,128.39,,
13174,(주)이엔코퍼레이션,66980,Dec-17,4.49,,
13175,(주)이엔코퍼레이션,66980,Dec-18,-0.17,,
13176,(주)이엔코퍼레이션,66980,Dec-19,2.11,,
13177,(주)이엔플러스,74610,Dec-03,11111111.11,,
13178,(주)이엔플러스,74610,Dec-04,4.88,,
13179,(주)이엔플러스,74610,Dec-05,-0.55,,
13180,(주)이엔플러스,74610,Dec-06,-4.61,,
13181,(주)이엔플러스,74610,Dec-07,-7.36,,
13182,(주)이엔플러스,74610,Dec-08,-5.2,,
13183,(주)이엔플러스,74610,Dec-09,-4.11,,
13184,(주)이엔플러스,74610,Dec-10,-2.02,,
13185,(주)이엔플러스,74610,Dec-11,-5.61,,
13186,(주)이엔플러스,74610,Dec-12,-6.38,,
13187,(주)이엔플러스,74610,Dec-13,2.71,,
13188,(주)이엔플러스,74610,Dec-14,9.07,,
13189,(주)이엔플러스,74610,Dec-15,19,,
13190,(주)이엔플러스,74610,Dec-16,28.29,,
13191,(주)이엔플러스,74610,Dec-17,-1.37,,
13192,(주)이엔플러스,74610,Dec-18,-3.07,,
13193,(주)이엔플러스,74610,Dec-19,-3.98,,
13194,(주)이엘피,63760,Dec-04,11111111.11,,
13195,(주)이엘피,63760,Dec-07,52.57,,
13196,(주)이엘피,63760,Dec-14,10.95,,
13197,(주)이엘피,63760,Dec-15,18.99,,
13198,(주)이엘피,63760,Dec-16,72.72,,
13199,(주)이엘피,63760,Dec-17,424.79,,
13200,(주)이엘피,63760,Dec-18,999999999,,
13201,(주)이엘피,63760,Dec-19,197.45,,
13202,(주)이엠넷,123570,Dec-07,11111111.11,,
13203,(주)이엠넷,123570,Dec-08,5.42,,
13204,(주)이엠넷,123570,Dec-09,25.62,,
13205,(주)이엠넷,123570,Dec-10,47.44,,
13206,(주)이엠넷,123570,Dec-11,91.47,,
13207,(주)이엠넷,123570,Dec-12,338.91,,
13208,(주)이엠넷,123570,Dec-13,10.35,,
13209,(주)이엠넷,123570,Dec-14,5.42,,
13210,(주)이엠넷,123570,Dec-15,46.99,,
13211,(주)이엠넷,123570,Dec-16,393.81,,
13212,(주)이엠넷,123570,Dec-17,3145.21,,
13213,(주)이엠넷,123570,Dec-18,9271.15,,
13214,(주)이엠넷,123570,Dec-19,829.04,,
13215,(주)이엠앤아이,83470,Dec-04,11111111.11,,
13216,(주)이엠앤아이,83470,Dec-05,5.82,,
13217,(주)이엠앤아이,83470,Dec-06,0.07,,
13218,(주)이엠앤아이,83470,Dec-07,4.67,,
13219,(주)이엠앤아이,83470,Dec-08,6.19,,
13220,(주)이엠앤아이,83470,Dec-09,-2.32,,
13221,(주)이엠앤아이,83470,Dec-10,-4.32,,
13222,(주)이엠앤아이,83470,Dec-11,0.11,,
13223,(주)이엠앤아이,83470,Dec-12,2.96,,
13224,(주)이엠앤아이,83470,Dec-13,0.18,,
13225,(주)이엠앤아이,83470,Dec-14,9.23,,
13226,(주)이엠앤아이,83470,Dec-15,5.39,,
13227,(주)이엠앤아이,83470,Dec-16,-2.11,,
13228,(주)이엠앤아이,83470,Dec-17,-1.35,,
13229,(주)이엠앤아이,83470,Dec-18,-8,,
13230,(주)이엠앤아이,83470,Dec-19,-6.15,,
13231,(주)이엠텍,91120,Dec-04,11111111.11,,
13232,(주)이엠텍,91120,Dec-05,27.5,,
13233,(주)이엠텍,91120,Dec-06,45.69,,
13234,(주)이엠텍,91120,Dec-07,51.04,,
13235,(주)이엠텍,91120,Dec-08,72.06,,
13236,(주)이엠텍,91120,Dec-09,45.06,,
13237,(주)이엠텍,91120,Dec-10,5.23,,
13238,(주)이엠텍,91120,Dec-11,7.27,,
13239,(주)이엠텍,91120,Dec-12,61.21,,
13240,(주)이엠텍,91120,Dec-13,36.37,,
13241,(주)이엠텍,91120,Dec-14,10.59,,
13242,(주)이엠텍,91120,Dec-15,11.41,,
13243,(주)이엠텍,91120,Dec-16,15.02,,
13244,(주)이엠텍,91120,Dec-17,12.73,,
13245,(주)이엠텍,91120,Dec-18,12.09,,
13246,(주)이엠텍,91120,Dec-19,-3.76,,
13247,(주)이오테크닉스,39030,Dec-00,14.14,,
13248,(주)이오테크닉스,39030,Dec-01,-15.01,,
13249,(주)이오테크닉스,39030,Dec-02,7.36,,
13250,(주)이오테크닉스,39030,Dec-03,23.65,,
13251,(주)이오테크닉스,39030,Dec-04,47.68,,
13252,(주)이오테크닉스,39030,Dec-05,29.72,,
13253,(주)이오테크닉스,39030,Dec-06,41.58,,
13254,(주)이오테크닉스,39030,Dec-07,14.08,,
13255,(주)이오테크닉스,39030,Dec-08,11.45,,
13256,(주)이오테크닉스,39030,Dec-09,5.97,,
13257,(주)이오테크닉스,39030,Dec-10,65.7,,
13258,(주)이오테크닉스,39030,Dec-11,15.3,,
13259,(주)이오테크닉스,39030,Dec-12,23.49,,
13260,(주)이오테크닉스,39030,Dec-13,19.04,,
13261,(주)이오테크닉스,39030,Dec-14,33.81,,
13262,(주)이오테크닉스,39030,Dec-15,30.62,,
13263,(주)이오테크닉스,39030,Dec-16,38.59,,
13264,(주)이오테크닉스,39030,Dec-17,122.71,,
13265,(주)이오테크닉스,39030,Dec-18,28.72,,
13266,(주)이오테크닉스,39030,Dec-19,15.27,,
13267,(주)이원,17940,Dec-00,2.94,,
13268,(주)이원,17940,Dec-01,2.75,,
13269,(주)이원,17940,Dec-02,3.8,,
13270,(주)이원,17940,Dec-03,9.56,,
13271,(주)이원,17940,Dec-04,4.39,,
13272,(주)이원,17940,Dec-05,5.14,,
13273,(주)이원,17940,Dec-06,1.92,,
13274,(주)이원,17940,Dec-07,2.76,,
13275,(주)이원,17940,Dec-08,6.63,,
13276,(주)이원,17940,Dec-09,2.13,,
13277,(주)이원,17940,Dec-10,2.29,,
13278,(주)이원,17940,Dec-11,2.2,,
13279,(주)이원,17940,Dec-12,1.9,,
13280,(주)이원,17940,Dec-13,2.05,,
13281,(주)이원,17940,Dec-14,1.7,,
13282,(주)이원,17940,Dec-15,0.68,,
13283,(주)이원,17940,Dec-16,0.24,,
13284,(주)이원,17940,Dec-17,2.02,,
13285,(주)이원,17940,Dec-18,0.31,,
13286,(주)이원,17940,Dec-19,2.03,,
13287,(주)이월드,84680,Dec-05,11111111.11,,
13288,(주)이월드,84680,Dec-06,0.15,,
13289,(주)이월드,84680,Dec-07,0.16,,
13290,(주)이월드,84680,Dec-08,-0.37,,
13291,(주)이월드,84680,Dec-09,-0.17,,
13292,(주)이월드,84680,Dec-10,-0.78,,
13293,(주)이월드,84680,Dec-11,-0.26,,
13294,(주)이월드,84680,Dec-12,-0.46,,
13295,(주)이월드,84680,Dec-13,-0.81,,
13296,(주)이월드,84680,Dec-14,-0.95,,
13297,(주)이월드,84680,Dec-15,0.17,,
13298,(주)이월드,84680,Dec-16,1.54,,
13299,(주)이월드,84680,Dec-17,2.13,,
13300,(주)이월드,84680,Dec-18,1.53,,
13301,(주)이월드,84680,Dec-19,8.22,,
13302,(주)이즈미디어,181340,Dec-10,11111111.11,,
13303,(주)이즈미디어,181340,Dec-11,19.57,,
13304,(주)이즈미디어,181340,Dec-12,71.23,,
13305,(주)이즈미디어,181340,Dec-13,6.39,,
13306,(주)이즈미디어,181340,Dec-14,8.34,,
13307,(주)이즈미디어,181340,Dec-15,7.19,,
13308,(주)이즈미디어,181340,Dec-16,9.63,,
13309,(주)이즈미디어,181340,Dec-17,10.83,,
13310,(주)이즈미디어,181340,Dec-18,21.81,,
13311,(주)이즈미디어,181340,Dec-19,-7.38,,
13312,(주)이지,37370,Dec-00,1212.71,,
13313,(주)이지,37370,Dec-01,142.99,,
13314,(주)이지,37370,Dec-02,235.68,,
13315,(주)이지,37370,Dec-03,4.71,,
13316,(주)이지,37370,Dec-04,10.93,,
13317,(주)이지,37370,Dec-05,24.88,,
13318,(주)이지,37370,Dec-06,75.16,,
13319,(주)이지,37370,Dec-07,0.55,,
13320,(주)이지,37370,Dec-08,0.33,,
13321,(주)이지,37370,Dec-09,6.27,,
13322,(주)이지,37370,Dec-10,9.16,,
13323,(주)이지,37370,Dec-11,2.82,,
13324,(주)이지,37370,Dec-12,0.93,,
13325,(주)이지,37370,Dec-13,11.05,,
13326,(주)이지,37370,Dec-14,10.15,,
13327,(주)이지,37370,Dec-15,-2.44,,
13328,(주)이지,37370,Dec-16,1.17,,
13329,(주)이지,37370,Dec-17,2.57,,
13330,(주)이지,37370,Dec-18,-16.3,,
13331,(주)이지,37370,Dec-19,2.57,,
13332,(주)이지트로닉스,377330,Dec-15,11111111.11,,
13333,(주)이지트로닉스,377330,Dec-16,1.89,,
13334,(주)이지트로닉스,377330,Dec-17,3.93,,
13335,(주)이지트로닉스,377330,Dec-18,6.52,,
13336,(주)이지트로닉스,377330,Dec-19,11.18,,
13337,(주)이지홀딩스,35810,Dec-00,15.68,,
13338,(주)이지홀딩스,35810,Dec-01,13.27,,
13339,(주)이지홀딩스,35810,Dec-02,7.59,,
13340,(주)이지홀딩스,35810,Dec-03,2.01,,
13341,(주)이지홀딩스,35810,Dec-04,1.29,,
13342,(주)이지홀딩스,35810,Dec-05,1.99,,
13343,(주)이지홀딩스,35810,Dec-06,1.46,,
13344,(주)이지홀딩스,35810,Dec-07,1.24,,
13345,(주)이지홀딩스,35810,Dec-08,2.32,,
13346,(주)이지홀딩스,35810,Dec-09,1.34,,
13347,(주)이지홀딩스,35810,Dec-10,2.02,,
13348,(주)이지홀딩스,35810,Dec-11,1.77,,
13349,(주)이지홀딩스,35810,Dec-12,1.11,,
13350,(주)이지홀딩스,35810,Dec-13,0.99,,
13351,(주)이지홀딩스,35810,Dec-14,1.93,,
13352,(주)이지홀딩스,35810,Dec-15,1.91,,
13353,(주)이지홀딩스,35810,Dec-16,2.43,,
13354,(주)이지홀딩스,35810,Dec-17,4.01,,
13355,(주)이지홀딩스,35810,Dec-18,3.46,,
13356,(주)이지홀딩스,35810,Dec-19,1.3,,
13357,(주)이큐셀,160600,Dec-09,11111111.11,,
13358,(주)이큐셀,160600,Dec-10,4.9,,
13359,(주)이큐셀,160600,Dec-11,1.44,,
13360,(주)이큐셀,160600,Dec-12,3.96,,
13361,(주)이큐셀,160600,Dec-13,1.06,,
13362,(주)이큐셀,160600,Dec-14,4.97,,
13363,(주)이큐셀,160600,Dec-15,16.82,,
13364,(주)이큐셀,160600,Dec-16,0.66,,
13365,(주)이큐셀,160600,Dec-17,3.29,,
13366,(주)이큐셀,160600,Dec-18,6.53,,
13367,(주)이큐셀,160600,Dec-19,-16.89,,
13368,(주)이크레더블,92130,Dec-05,11111111.11,,
13369,(주)이크레더블,92130,Dec-06,62.35,,
13370,(주)이크레더블,92130,Dec-07,60.01,,
13371,(주)이크레더블,92130,Sep-09,183.67,,
13372,(주)이크레더블,92130,Sep-10,999999999,,
13373,(주)이크레더블,92130,Sep-11,999999999,,
13374,(주)이크레더블,92130,Sep-12,999999999,,
13375,(주)이크레더블,92130,Dec-13,999999999,,
13376,(주)이크레더블,92130,Dec-14,999999999,,
13377,(주)이크레더블,92130,Dec-15,999999999,,
13378,(주)이크레더블,92130,Dec-16,999999999,,
13379,(주)이크레더블,92130,Dec-17,999999999,,
13380,(주)이크레더블,92130,Dec-18,999999999,,
13381,(주)이크레더블,92130,Dec-19,1894.52,,
13382,(주)이퓨쳐,134060,Dec-08,11111111.11,,
13383,(주)이퓨쳐,134060,Dec-09,19.43,,
13384,(주)이퓨쳐,134060,Dec-10,20.92,,
13385,(주)이퓨쳐,134060,Dec-11,-15.04,,
13386,(주)이퓨쳐,134060,Dec-12,-19020.57,,
13387,(주)이퓨쳐,134060,Dec-13,9530.3,,
13388,(주)이퓨쳐,134060,Dec-14,58.93,,
13389,(주)이퓨쳐,134060,Dec-15,999999999,,
13390,(주)이퓨쳐,134060,Dec-16,999999999,,
13391,(주)이퓨쳐,134060,Dec-17,-109216,,
13392,(주)이퓨쳐,134060,Dec-18,145851.5,,
13393,(주)이퓨쳐,134060,Dec-19,35.81,,
13394,(주)인디에프,14990,Dec-00,5.48,,
13395,(주)인디에프,14990,Dec-01,7.23,,
13396,(주)인디에프,14990,Dec-02,7.81,,
13397,(주)인디에프,14990,Dec-03,1.58,,
13398,(주)인디에프,14990,Dec-04,1.13,,
13399,(주)인디에프,14990,Dec-05,1.26,,
13400,(주)인디에프,14990,Dec-06,1.78,,
13401,(주)인디에프,14990,Dec-07,2.14,,
13402,(주)인디에프,14990,Dec-08,0.68,,
13403,(주)인디에프,14990,Dec-09,0.78,,
13404,(주)인디에프,14990,Dec-10,1.34,,
13405,(주)인디에프,14990,Dec-11,-3.54,,
13406,(주)인디에프,14990,Dec-12,-2.03,,
13407,(주)인디에프,14990,Dec-13,-1.88,,
13408,(주)인디에프,14990,Dec-14,-2.24,,
