,회사명,거래소코드,회계년도,이자보상배율,,
0,(주)CMG제약,58820,Dec-00,11111111.11,,
1,(주)CMG제약,58820,Dec-01,1.03,,
2,(주)CMG제약,58820,Dec-02,-9.99,,
3,(주)CMG제약,58820,Dec-03,-3.37,,
4,(주)CMG제약,58820,Dec-04,-22.92,,
5,(주)CMG제약,58820,Dec-05,-13.4,,
6,(주)CMG제약,58820,Dec-06,-14.08,,
7,(주)CMG제약,58820,Dec-07,999999999,,
8,(주)CMG제약,58820,Dec-08,-5.05,,
9,(주)CMG제약,58820,Dec-09,-8.29,,
10,(주)CMG제약,58820,Dec-10,-7.42,,
11,(주)CMG제약,58820,Dec-11,3.53,,
12,(주)CMG제약,58820,Dec-12,-7.75,,
13,(주)CMG제약,58820,Dec-13,0.7,,
14,(주)CMG제약,58820,Dec-14,3.6,,
15,(주)CMG제약,58820,Dec-15,-32.22,,
16,(주)CMG제약,58820,Dec-16,999999999,,
17,(주)CMG제약,58820,Dec-17,999999999,,
18,(주)CMG제약,58820,Dec-18,999999999,,
19,(주)CMG제약,58820,Dec-19,303,,
20,(주)DB하이텍,990,Dec-00,1.01,,
21,(주)DB하이텍,990,Dec-01,1.37,,
22,(주)DB하이텍,990,Dec-02,1.5,,
23,(주)DB하이텍,990,Dec-03,1.27,,
24,(주)DB하이텍,990,Dec-04,2.94,,
25,(주)DB하이텍,990,Dec-05,1.01,,
26,(주)DB하이텍,990,Dec-06,0.56,,
27,(주)DB하이텍,990,Dec-07,-0.27,,
28,(주)DB하이텍,990,Dec-08,0.18,,
29,(주)DB하이텍,990,Dec-09,-0.77,,
30,(주)DB하이텍,990,Dec-10,-3.82,,
31,(주)DB하이텍,990,Dec-11,-0.75,,
32,(주)DB하이텍,990,Dec-12,-0.31,,
33,(주)DB하이텍,990,Dec-13,-0.16,,
34,(주)DB하이텍,990,Dec-14,0.67,,
35,(주)DB하이텍,990,Dec-15,2.5,,
36,(주)DB하이텍,990,Dec-16,4.41,,
37,(주)DB하이텍,990,Dec-17,6.05,,
38,(주)DB하이텍,990,Dec-18,6.77,,
39,(주)DB하이텍,990,Dec-19,13.44,,
40,(주)ES큐브,50120,Jun-01,11111111.11,,
41,(주)ES큐브,50120,Jun-02,4,,
42,(주)ES큐브,50120,Jun-03,2.24,,
43,(주)ES큐브,50120,Jun-04,1.66,,
44,(주)ES큐브,50120,Dec-05,-4.77,,
45,(주)ES큐브,50120,Dec-06,-6,,
46,(주)ES큐브,50120,Dec-07,-25.03,,
47,(주)ES큐브,50120,Dec-08,-35.62,,
48,(주)ES큐브,50120,Dec-09,10.3,,
49,(주)ES큐브,50120,Dec-10,-7.12,,
50,(주)ES큐브,50120,Dec-11,-245.99,,
51,(주)ES큐브,50120,Dec-12,1.72,,
52,(주)ES큐브,50120,Dec-13,-37.44,,
53,(주)ES큐브,50120,Dec-14,22.2,,
54,(주)ES큐브,50120,Dec-15,-11.86,,
55,(주)ES큐브,50120,Dec-16,8.98,,
56,(주)ES큐브,50120,Dec-17,2.86,,
57,(주)ES큐브,50120,Dec-18,-0.82,,
58,(주)ES큐브,50120,Dec-19,-0.68,,
59,(주)HJ중공업,97230,Dec-07,11111111.11,,
60,(주)HJ중공업,97230,Dec-08,3.39,,
61,(주)HJ중공업,97230,Dec-09,2.07,,
62,(주)HJ중공업,97230,Dec-10,0.54,,
63,(주)HJ중공업,97230,Dec-11,0.55,,
64,(주)HJ중공업,97230,Dec-12,0.27,,
65,(주)HJ중공업,97230,Dec-13,-0.4,,
66,(주)HJ중공업,97230,Dec-14,-0.88,,
67,(주)HJ중공업,97230,Dec-15,-0.5,,
68,(주)HJ중공업,97230,Dec-16,-0.58,,
69,(주)HJ중공업,97230,Dec-17,-1.08,,
70,(주)HJ중공업,97230,Dec-18,0.62,,
71,(주)HJ중공업,97230,Dec-19,0.69,,
72,(주)MH에탄올,23150,Dec-00,2.71,,
73,(주)MH에탄올,23150,Dec-01,2.6,,
74,(주)MH에탄올,23150,Dec-02,5.5,,
75,(주)MH에탄올,23150,Dec-03,18.2,,
76,(주)MH에탄올,23150,Dec-04,15.14,,
77,(주)MH에탄올,23150,Dec-05,11.04,,
78,(주)MH에탄올,23150,Dec-06,8.29,,
79,(주)MH에탄올,23150,Dec-07,7.52,,
80,(주)MH에탄올,23150,Dec-08,-0.61,,
81,(주)MH에탄올,23150,Dec-09,1.18,,
82,(주)MH에탄올,23150,Dec-10,0.77,,
83,(주)MH에탄올,23150,Dec-11,0.12,,
84,(주)MH에탄올,23150,Dec-12,1.08,,
85,(주)MH에탄올,23150,Dec-13,0.87,,
86,(주)MH에탄올,23150,Dec-14,5.62,,
87,(주)MH에탄올,23150,Dec-15,12.69,,
88,(주)MH에탄올,23150,Dec-16,29.41,,
89,(주)MH에탄올,23150,Dec-17,3.46,,
90,(주)MH에탄올,23150,Dec-18,0.1,,
91,(주)MH에탄올,23150,Dec-19,0.73,,
92,(주)SH에너지화학,2360,Jun-00,0.76,,
93,(주)SH에너지화학,2360,Jun-01,1.17,,
94,(주)SH에너지화학,2360,Jun-02,2.09,,
95,(주)SH에너지화학,2360,Jun-03,2.71,,
96,(주)SH에너지화학,2360,Jun-04,0.46,,
97,(주)SH에너지화학,2360,Jun-05,1.15,,
98,(주)SH에너지화학,2360,Dec-06,0.43,,
99,(주)SH에너지화학,2360,Dec-07,2.4,,
100,(주)SH에너지화학,2360,Dec-08,-7.03,,
101,(주)SH에너지화학,2360,Dec-09,4.2,,
102,(주)SH에너지화학,2360,Dec-10,-4.92,,
103,(주)SH에너지화학,2360,Dec-11,2.82,,
104,(주)SH에너지화학,2360,Dec-12,1.72,,
105,(주)SH에너지화학,2360,Dec-13,5.3,,
106,(주)SH에너지화학,2360,Dec-14,26.68,,
107,(주)SH에너지화학,2360,Dec-15,84.87,,
108,(주)SH에너지화학,2360,Dec-16,210.93,,
109,(주)SH에너지화학,2360,Dec-17,162.17,,
110,(주)SH에너지화학,2360,Dec-18,22.72,,
111,(주)SH에너지화학,2360,Dec-19,-24.12,,
112,(주)SIMPAC,9160,Dec-00,1.75,,
113,(주)SIMPAC,9160,Dec-01,0.1,,
114,(주)SIMPAC,9160,Dec-02,1.54,,
115,(주)SIMPAC,9160,Dec-03,3.76,,
116,(주)SIMPAC,9160,Dec-04,4.95,,
117,(주)SIMPAC,9160,Dec-05,7.32,,
118,(주)SIMPAC,9160,Dec-06,6.93,,
119,(주)SIMPAC,9160,Dec-07,12.98,,
120,(주)SIMPAC,9160,Dec-08,7.56,,
121,(주)SIMPAC,9160,Dec-09,10.3,,
122,(주)SIMPAC,9160,Dec-10,13.74,,
123,(주)SIMPAC,9160,Dec-11,20.93,,
124,(주)SIMPAC,9160,Dec-12,15.51,,
125,(주)SIMPAC,9160,Dec-13,16.58,,
126,(주)SIMPAC,9160,Dec-14,8.48,,
127,(주)SIMPAC,9160,Dec-15,14.66,,
128,(주)SIMPAC,9160,Dec-16,16.75,,
129,(주)SIMPAC,9160,Dec-17,10.1,,
130,(주)SIMPAC,9160,Dec-18,4.07,,
131,(주)SIMPAC,9160,Dec-19,3.47,,
132,(주)SNT에너지,100840,Dec-08,11111111.11,,
133,(주)SNT에너지,100840,Dec-09,22.76,,
134,(주)SNT에너지,100840,Dec-10,41.47,,
135,(주)SNT에너지,100840,Dec-11,-9.37,,
136,(주)SNT에너지,100840,Dec-12,77.44,,
137,(주)SNT에너지,100840,Dec-13,50.81,,
138,(주)SNT에너지,100840,Dec-14,41.09,,
139,(주)SNT에너지,100840,Dec-15,359.1,,
140,(주)SNT에너지,100840,Dec-16,999999999,,
141,(주)SNT에너지,100840,Dec-17,999999999,,
142,(주)SNT에너지,100840,Dec-18,999999999,,
143,(주)SNT에너지,100840,Dec-19,1771.27,,
144,(주)SNT홀딩스,36530,Dec-00,999999999,,
145,(주)SNT홀딩스,36530,Dec-01,999999999,,
146,(주)SNT홀딩스,36530,Dec-02,999999999,,
147,(주)SNT홀딩스,36530,Dec-03,27.17,,
148,(주)SNT홀딩스,36530,Dec-04,999999999,,
149,(주)SNT홀딩스,36530,Dec-05,999999999,,
150,(주)SNT홀딩스,36530,Dec-06,999999999,,
151,(주)SNT홀딩스,36530,Dec-07,4.32,,
152,(주)SNT홀딩스,36530,Dec-08,4.95,,
153,(주)SNT홀딩스,36530,Dec-09,5.31,,
154,(주)SNT홀딩스,36530,Dec-10,13.92,,
155,(주)SNT홀딩스,36530,Dec-11,16.87,,
156,(주)SNT홀딩스,36530,Dec-12,20.28,,
157,(주)SNT홀딩스,36530,Dec-13,30.38,,
158,(주)SNT홀딩스,36530,Dec-14,34.38,,
159,(주)SNT홀딩스,36530,Dec-15,218.55,,
160,(주)SNT홀딩스,36530,Dec-16,286.46,,
161,(주)SNT홀딩스,36530,Dec-17,178.66,,
162,(주)SNT홀딩스,36530,Dec-18,59.79,,
163,(주)SNT홀딩스,36530,Dec-19,184.05,,
164,(주)STX,11810,Dec-00,1.36,,
165,(주)STX,11810,Dec-01,0.95,,
166,(주)STX,11810,Dec-02,0.87,,
167,(주)STX,11810,Dec-03,0.89,,
168,(주)STX,11810,Dec-04,1.3,,
169,(주)STX,11810,Dec-05,2.41,,
170,(주)STX,11810,Dec-06,3.02,,
171,(주)STX,11810,Dec-07,8.69,,
172,(주)STX,11810,Dec-08,4.23,,
173,(주)STX,11810,Dec-09,-0.66,,
174,(주)STX,11810,Dec-10,0.73,,
175,(주)STX,11810,Dec-11,1.66,,
176,(주)STX,11810,Dec-12,-3.12,,
177,(주)STX,11810,Dec-13,-10.71,,
178,(주)STX,11810,Dec-14,0.76,,
179,(주)STX,11810,Dec-15,-0.84,,
180,(주)STX,11810,Dec-16,-0.91,,
181,(주)STX,11810,Dec-17,2.02,,
182,(주)STX,11810,Dec-18,-1.12,,
183,(주)STX,11810,Dec-19,0.11,,
184,(주)TCC스틸,2710,Dec-00,1.65,,
185,(주)TCC스틸,2710,Dec-01,2.25,,
186,(주)TCC스틸,2710,Dec-02,1.57,,
187,(주)TCC스틸,2710,Dec-03,2.98,,
188,(주)TCC스틸,2710,Dec-04,2.68,,
189,(주)TCC스틸,2710,Dec-05,2.69,,
190,(주)TCC스틸,2710,Dec-06,-0.22,,
191,(주)TCC스틸,2710,Dec-07,1.42,,
192,(주)TCC스틸,2710,Dec-08,6.79,,
193,(주)TCC스틸,2710,Dec-09,3.3,,
194,(주)TCC스틸,2710,Dec-10,3.69,,
195,(주)TCC스틸,2710,Dec-11,1.41,,
196,(주)TCC스틸,2710,Dec-12,0.57,,
197,(주)TCC스틸,2710,Dec-13,-0.59,,
198,(주)TCC스틸,2710,Dec-14,0.02,,
199,(주)TCC스틸,2710,Dec-15,2.17,,
200,(주)TCC스틸,2710,Dec-16,2.53,,
201,(주)TCC스틸,2710,Dec-17,1.55,,
202,(주)TCC스틸,2710,Dec-18,3.3,,
203,(주)TCC스틸,2710,Dec-19,2.27,,
204,(주)가비아,79940,Dec-02,11111111.11,,
205,(주)가비아,79940,Dec-03,32.22,,
206,(주)가비아,79940,Dec-04,83.72,,
207,(주)가비아,79940,Dec-05,158.9,,
208,(주)가비아,79940,Dec-06,61.81,,
209,(주)가비아,79940,Dec-07,17.14,,
210,(주)가비아,79940,Dec-08,13.34,,
211,(주)가비아,79940,Dec-09,7.66,,
212,(주)가비아,79940,Dec-10,14.98,,
213,(주)가비아,79940,Dec-11,22.28,,
214,(주)가비아,79940,Dec-12,15.43,,
215,(주)가비아,79940,Dec-13,15.81,,
216,(주)가비아,79940,Dec-14,24.59,,
217,(주)가비아,79940,Dec-15,64.83,,
218,(주)가비아,79940,Dec-16,83.64,,
219,(주)가비아,79940,Dec-17,53.72,,
220,(주)가비아,79940,Dec-18,62.3,,
221,(주)가비아,79940,Dec-19,34.25,,
222,(주)가온칩스,399720,Dec-18,11111111.11,,
223,(주)가온칩스,399720,Dec-19,999999999,,
224,(주)강스템바이오텍,217730,Dec-13,11111111.11,,
225,(주)강스템바이오텍,217730,Dec-14,-117.8,,
226,(주)강스템바이오텍,217730,Dec-15,-5.41,,
227,(주)강스템바이오텍,217730,Dec-16,-18.89,,
228,(주)강스템바이오텍,217730,Dec-17,-8.15,,
229,(주)강스템바이오텍,217730,Dec-18,-12.31,,
230,(주)강스템바이오텍,217730,Dec-19,-21.5,,
231,(주)강원랜드,35250,Dec-00,11111111.11,,
232,(주)강원랜드,35250,Dec-01,334.55,,
233,(주)강원랜드,35250,Dec-02,627.87,,
234,(주)강원랜드,35250,Dec-03,999999999,,
235,(주)강원랜드,35250,Dec-04,999999999,,
236,(주)강원랜드,35250,Dec-05,999999999,,
237,(주)강원랜드,35250,Dec-06,999999999,,
238,(주)강원랜드,35250,Dec-07,999999999,,
239,(주)강원랜드,35250,Dec-08,132088.08,,
240,(주)강원랜드,35250,Dec-09,32512.3,,
241,(주)강원랜드,35250,Dec-10,2546.99,,
242,(주)강원랜드,35250,Dec-11,1142.61,,
243,(주)강원랜드,35250,Dec-12,565.68,,
244,(주)강원랜드,35250,Dec-13,1421.81,,
245,(주)강원랜드,35250,Dec-14,2073.72,,
246,(주)강원랜드,35250,Dec-15,2623.81,,
247,(주)강원랜드,35250,Dec-16,836.02,,
248,(주)강원랜드,35250,Dec-17,2241.82,,
249,(주)강원랜드,35250,Dec-18,1834.66,,
250,(주)강원랜드,35250,Dec-19,255.56,,
251,(주)강원에너지,114190,Nov-00,11111111.11,,
252,(주)강원에너지,114190,Nov-01,1.35,,
253,(주)강원에너지,114190,Nov-02,16.82,,
254,(주)강원에너지,114190,Nov-03,11.94,,
255,(주)강원에너지,114190,Nov-04,-5.42,,
256,(주)강원에너지,114190,Nov-05,-82.13,,
257,(주)강원에너지,114190,Nov-06,69.76,,
258,(주)강원에너지,114190,Nov-07,241.72,,
259,(주)강원에너지,114190,Nov-08,569.29,,
260,(주)강원에너지,114190,Nov-09,514.44,,
261,(주)강원에너지,114190,Nov-10,438.92,,
262,(주)강원에너지,114190,Nov-11,376.82,,
263,(주)강원에너지,114190,Dec-12,58.37,,
264,(주)강원에너지,114190,Dec-13,18.11,,
265,(주)강원에너지,114190,Dec-14,39.01,,
266,(주)강원에너지,114190,Dec-15,187.51,,
267,(주)강원에너지,114190,Dec-16,-241.54,,
268,(주)강원에너지,114190,Dec-17,-26.56,,
269,(주)강원에너지,114190,Dec-18,0.2,,
270,(주)강원에너지,114190,Dec-19,-8.38,,
271,(주)갤럭시아에스엠,11420,Dec-00,1.2,,
272,(주)갤럭시아에스엠,11420,Dec-01,1.19,,
273,(주)갤럭시아에스엠,11420,Dec-02,-0.82,,
274,(주)갤럭시아에스엠,11420,Dec-03,0.27,,
275,(주)갤럭시아에스엠,11420,Dec-04,-5.46,,
276,(주)갤럭시아에스엠,11420,Dec-05,-1.7,,
277,(주)갤럭시아에스엠,11420,Dec-06,0.13,,
278,(주)갤럭시아에스엠,11420,Dec-07,2.01,,
279,(주)갤럭시아에스엠,11420,Dec-08,4.1,,
280,(주)갤럭시아에스엠,11420,Dec-09,1.94,,
281,(주)갤럭시아에스엠,11420,Dec-10,0.74,,
282,(주)갤럭시아에스엠,11420,Dec-11,6.31,,
283,(주)갤럭시아에스엠,11420,Dec-12,3.79,,
284,(주)갤럭시아에스엠,11420,Dec-13,1.9,,
285,(주)갤럭시아에스엠,11420,Dec-14,-0.88,,
286,(주)갤럭시아에스엠,11420,Dec-15,5.69,,
287,(주)갤럭시아에스엠,11420,Dec-16,-18.76,,
288,(주)갤럭시아에스엠,11420,Dec-17,-35.52,,
289,(주)갤럭시아에스엠,11420,Dec-18,-157.86,,
290,(주)갤럭시아에스엠,11420,Dec-19,-8.95,,
291,(주)경농,2100,Dec-00,1.4,,
292,(주)경농,2100,Dec-01,1.74,,
293,(주)경농,2100,Dec-02,2.15,,
294,(주)경농,2100,Dec-03,1.27,,
295,(주)경농,2100,Dec-04,2.55,,
296,(주)경농,2100,Dec-05,5.81,,
297,(주)경농,2100,Dec-06,8.33,,
298,(주)경농,2100,Dec-07,9.52,,
299,(주)경농,2100,Dec-08,9.03,,
300,(주)경농,2100,Dec-09,7.04,,
301,(주)경농,2100,Dec-10,6.85,,
302,(주)경농,2100,Dec-11,4.52,,
303,(주)경농,2100,Dec-12,5.6,,
304,(주)경농,2100,Dec-13,4.81,,
305,(주)경농,2100,Dec-14,4.53,,
306,(주)경농,2100,Dec-15,3.96,,
307,(주)경농,2100,Dec-16,3.5,,
308,(주)경농,2100,Dec-17,2.8,,
309,(주)경농,2100,Dec-18,5.16,,
310,(주)경농,2100,Dec-19,2.2,,
311,(주)경동나비엔,9450,Dec-00,9.76,,
312,(주)경동나비엔,9450,Dec-01,17.9,,
313,(주)경동나비엔,9450,Dec-02,9179.82,,
314,(주)경동나비엔,9450,Dec-03,6700.7,,
315,(주)경동나비엔,9450,Dec-04,178.44,,
316,(주)경동나비엔,9450,Dec-05,87.65,,
317,(주)경동나비엔,9450,Dec-06,81.48,,
318,(주)경동나비엔,9450,Dec-07,11.3,,
319,(주)경동나비엔,9450,Dec-08,14.43,,
320,(주)경동나비엔,9450,Dec-09,565.83,,
321,(주)경동나비엔,9450,Dec-10,21.77,,
322,(주)경동나비엔,9450,Dec-11,12,,
323,(주)경동나비엔,9450,Dec-12,11.7,,
324,(주)경동나비엔,9450,Dec-13,14.4,,
325,(주)경동나비엔,9450,Dec-14,4.93,,
326,(주)경동나비엔,9450,Dec-15,6.98,,
327,(주)경동나비엔,9450,Dec-16,25.05,,
328,(주)경동나비엔,9450,Dec-17,30.33,,
329,(주)경동나비엔,9450,Dec-18,11.32,,
330,(주)경동나비엔,9450,Dec-19,11.06,,
331,(주)경동도시가스,267290,Dec-17,11111111.11,,
332,(주)경동도시가스,267290,Dec-18,98.82,,
333,(주)경동도시가스,267290,Dec-19,29.28,,
334,(주)경동인베스트,12320,Dec-00,8.93,,
335,(주)경동인베스트,12320,Dec-01,7.52,,
336,(주)경동인베스트,12320,Dec-02,25.37,,
337,(주)경동인베스트,12320,Dec-03,25.59,,
338,(주)경동인베스트,12320,Dec-04,14.08,,
339,(주)경동인베스트,12320,Dec-05,30.52,,
340,(주)경동인베스트,12320,Dec-06,22.39,,
341,(주)경동인베스트,12320,Dec-07,12.89,,
342,(주)경동인베스트,12320,Dec-08,18.97,,
343,(주)경동인베스트,12320,Dec-09,7.26,,
344,(주)경동인베스트,12320,Dec-10,13.91,,
345,(주)경동인베스트,12320,Dec-11,11.03,,
346,(주)경동인베스트,12320,Dec-12,17.71,,
347,(주)경동인베스트,12320,Dec-13,27.91,,
348,(주)경동인베스트,12320,Dec-14,20.25,,
349,(주)경동인베스트,12320,Dec-15,-4.35,,
350,(주)경동인베스트,12320,Dec-16,7.92,,
351,(주)경동인베스트,12320,Dec-17,9.05,,
352,(주)경동인베스트,12320,Dec-18,10.67,,
353,(주)경동인베스트,12320,Dec-19,5.29,,
354,(주)경방,50,Dec-00,0.49,,
355,(주)경방,50,Dec-01,0.32,,
356,(주)경방,50,Dec-02,1.09,,
357,(주)경방,50,Dec-03,-0.25,,
358,(주)경방,50,Dec-04,-1.36,,
359,(주)경방,50,Dec-05,0.65,,
360,(주)경방,50,Dec-06,-0.3,,
361,(주)경방,50,Dec-07,-4.05,,
362,(주)경방,50,Dec-08,-2.46,,
363,(주)경방,50,Dec-09,-1.65,,
364,(주)경방,50,Dec-10,2.12,,
365,(주)경방,50,Dec-11,1.15,,
366,(주)경방,50,Dec-12,0.36,,
367,(주)경방,50,Dec-13,2.58,,
368,(주)경방,50,Dec-14,2.47,,
369,(주)경방,50,Dec-15,3.9,,
370,(주)경방,50,Dec-16,5.54,,
371,(주)경방,50,Dec-17,6.35,,
372,(주)경방,50,Dec-18,5.13,,
373,(주)경방,50,Dec-19,3.59,,
374,(주)경보제약,214390,Dec-00,1.53,,
375,(주)경보제약,214390,Dec-01,1.22,,
376,(주)경보제약,214390,Dec-02,1.37,,
377,(주)경보제약,214390,Dec-03,2.42,,
378,(주)경보제약,214390,Dec-04,2.13,,
379,(주)경보제약,214390,Dec-05,0.19,,
380,(주)경보제약,214390,Dec-06,2.41,,
381,(주)경보제약,214390,Dec-07,0.92,,
382,(주)경보제약,214390,Dec-08,2.8,,
383,(주)경보제약,214390,Dec-09,3.82,,
384,(주)경보제약,214390,Dec-10,5.93,,
385,(주)경보제약,214390,Dec-11,5.6,,
386,(주)경보제약,214390,Dec-12,9.56,,
387,(주)경보제약,214390,Dec-13,19.13,,
388,(주)경보제약,214390,Dec-14,25.51,,
389,(주)경보제약,214390,Dec-15,29.2,,
390,(주)경보제약,214390,Dec-16,16.24,,
391,(주)경보제약,214390,Dec-17,24.47,,
392,(주)경보제약,214390,Dec-18,19.43,,
393,(주)경보제약,214390,Dec-19,4.77,,
394,(주)경인양행,12610,Dec-00,2.81,,
395,(주)경인양행,12610,Dec-01,8.27,,
396,(주)경인양행,12610,Dec-02,44.16,,
397,(주)경인양행,12610,Dec-03,949.34,,
398,(주)경인양행,12610,Dec-04,999999999,,
399,(주)경인양행,12610,Dec-05,0.33,,
400,(주)경인양행,12610,Dec-06,-0.41,,
401,(주)경인양행,12610,Dec-07,1.79,,
402,(주)경인양행,12610,Dec-08,12.6,,
403,(주)경인양행,12610,Dec-09,9.89,,
404,(주)경인양행,12610,Dec-10,3.96,,
405,(주)경인양행,12610,Dec-11,1.77,,
406,(주)경인양행,12610,Dec-12,1.26,,
407,(주)경인양행,12610,Dec-13,5.73,,
408,(주)경인양행,12610,Dec-14,7.16,,
409,(주)경인양행,12610,Dec-15,4.19,,
410,(주)경인양행,12610,Dec-16,6.44,,
411,(주)경인양행,12610,Dec-17,3.12,,
412,(주)경인양행,12610,Dec-18,5.68,,
413,(주)경인양행,12610,Dec-19,4.66,,
414,(주)고려시멘트,198440,Dec-14,11111111.11,,
415,(주)고려시멘트,198440,Dec-15,11111111.11,,
416,(주)고려시멘트,198440,Dec-16,11111111.11,,
417,(주)고려시멘트,198440,Dec-17,16.79,,
418,(주)고려시멘트,198440,Dec-18,9.2,,
419,(주)고려시멘트,198440,Dec-19,-1.08,,
420,(주)고바이오랩,348150,Dec-19,11111111.11,,
421,(주)고영테크놀러지,98460,Dec-05,11111111.11,,
422,(주)고영테크놀러지,98460,Dec-06,99.61,,
423,(주)고영테크놀러지,98460,Dec-07,251.7,,
424,(주)고영테크놀러지,98460,Dec-08,617.02,,
425,(주)고영테크놀러지,98460,Dec-09,27.74,,
426,(주)고영테크놀러지,98460,Dec-10,55.42,,
427,(주)고영테크놀러지,98460,Dec-11,22785.6,,
428,(주)고영테크놀러지,98460,Dec-12,1627.45,,
429,(주)고영테크놀러지,98460,Dec-13,443.96,,
430,(주)고영테크놀러지,98460,Dec-14,1673.12,,
431,(주)고영테크놀러지,98460,Dec-15,2242.05,,
432,(주)고영테크놀러지,98460,Dec-16,2001.96,,
433,(주)고영테크놀러지,98460,Dec-17,6141.06,,
434,(주)고영테크놀러지,98460,Dec-18,5839.89,,
435,(주)고영테크놀러지,98460,Dec-19,112.96,,
436,(주)골드앤에스,35290,Dec-00,-2.91,,
437,(주)골드앤에스,35290,Dec-01,0.06,,
438,(주)골드앤에스,35290,Dec-02,-10.07,,
439,(주)골드앤에스,35290,Dec-03,1464.76,,
440,(주)골드앤에스,35290,Dec-04,6.17,,
441,(주)골드앤에스,35290,Dec-05,10.71,,
442,(주)골드앤에스,35290,Dec-06,-8.09,,
443,(주)골드앤에스,35290,Dec-07,11.33,,
444,(주)골드앤에스,35290,Dec-08,1.99,,
445,(주)골드앤에스,35290,Dec-09,1.93,,
446,(주)골드앤에스,35290,Dec-10,-7.22,,
447,(주)골드앤에스,35290,Dec-11,1.13,,
448,(주)골드앤에스,35290,Dec-12,-1.91,,
449,(주)골드앤에스,35290,Dec-13,-3.83,,
450,(주)골드앤에스,35290,Dec-14,-1.41,,
451,(주)골드앤에스,35290,Dec-15,1.99,,
452,(주)골드앤에스,35290,Dec-16,2.42,,
453,(주)골드앤에스,35290,Dec-17,-26.15,,
454,(주)골드앤에스,35290,Dec-18,-4.56,,
455,(주)골드앤에스,35290,Dec-19,-1.46,,
456,(주)골드퍼시픽,38530,Dec-00,4.75,,
457,(주)골드퍼시픽,38530,Dec-01,-83.87,,
458,(주)골드퍼시픽,38530,Dec-02,-177.16,,
459,(주)골드퍼시픽,38530,Dec-03,-59.93,,
460,(주)골드퍼시픽,38530,Dec-04,-23.64,,
461,(주)골드퍼시픽,38530,Dec-05,-5.93,,
462,(주)골드퍼시픽,38530,Dec-06,0.13,,
463,(주)골드퍼시픽,38530,Dec-07,-14.13,,
464,(주)골드퍼시픽,38530,Dec-08,-8.02,,
465,(주)골드퍼시픽,38530,Dec-09,999999999,,
466,(주)골드퍼시픽,38530,Dec-10,999999999,,
467,(주)골드퍼시픽,38530,Dec-11,19.03,,
468,(주)골드퍼시픽,38530,Dec-12,2.66,,
469,(주)골드퍼시픽,38530,Dec-13,-11.34,,
470,(주)골드퍼시픽,38530,Dec-14,-4.33,,
471,(주)골드퍼시픽,38530,Dec-15,-9.59,,
472,(주)골드퍼시픽,38530,Dec-16,-17.43,,
473,(주)골드퍼시픽,38530,Dec-17,0.62,,
474,(주)골드퍼시픽,38530,Dec-18,-0.68,,
475,(주)골드퍼시픽,38530,Dec-19,-0.89,,
476,(주)골프존,215000,Dec-15,11111111.11,,
477,(주)골프존,215000,Dec-16,59.8,,
478,(주)골프존,215000,Dec-17,52.52,,
479,(주)골프존,215000,Dec-18,37.61,,
480,(주)골프존,215000,Dec-19,32.18,,
481,(주)골프존뉴딘홀딩스,121440,Dec-07,11111111.11,,
482,(주)골프존뉴딘홀딩스,121440,Dec-08,80416.72,,
483,(주)골프존뉴딘홀딩스,121440,Dec-09,240203.16,,
484,(주)골프존뉴딘홀딩스,121440,Dec-10,3878.1,,
485,(주)골프존뉴딘홀딩스,121440,Dec-11,1101.46,,
486,(주)골프존뉴딘홀딩스,121440,Dec-12,31.08,,
487,(주)골프존뉴딘홀딩스,121440,Dec-13,25.98,,
488,(주)골프존뉴딘홀딩스,121440,Dec-14,22.05,,
489,(주)골프존뉴딘홀딩스,121440,Dec-15,-1.54,,
490,(주)골프존뉴딘홀딩스,121440,Dec-16,5.22,,
491,(주)골프존뉴딘홀딩스,121440,Dec-17,2.81,,
492,(주)골프존뉴딘홀딩스,121440,Dec-18,0.15,,
493,(주)골프존뉴딘홀딩스,121440,Dec-19,-0.36,,
494,(주)공구우먼,366030,Dec-17,11111111.11,,
495,(주)공구우먼,366030,Dec-18,69.2,,
496,(주)공구우먼,366030,Dec-19,999999999,,
497,(주)광림,14200,Dec-00,2.18,,
498,(주)광림,14200,Dec-01,-2.35,,
499,(주)광림,14200,Dec-02,5.39,,
500,(주)광림,14200,Dec-03,5.99,,
501,(주)광림,14200,Dec-04,8.03,,
502,(주)광림,14200,Dec-05,6.24,,
503,(주)광림,14200,Dec-06,4.46,,
504,(주)광림,14200,Dec-07,2.22,,
505,(주)광림,14200,Dec-08,0.6,,
506,(주)광림,14200,Dec-09,0.36,,
507,(주)광림,14200,Dec-10,1.91,,
508,(주)광림,14200,Dec-11,2.8,,
509,(주)광림,14200,Dec-12,1.71,,
510,(주)광림,14200,Dec-13,6.18,,
511,(주)광림,14200,Dec-14,0.7,,
512,(주)광림,14200,Dec-15,0.43,,
513,(주)광림,14200,Dec-16,0.16,,
514,(주)광림,14200,Dec-17,-3.19,,
515,(주)광림,14200,Dec-18,-0.23,,
516,(주)광림,14200,Dec-19,-2.3,,
517,(주)광명전기,17040,Dec-00,0.74,,
518,(주)광명전기,17040,Nov-02,13.92,,
519,(주)광명전기,17040,Nov-03,26.55,,
520,(주)광명전기,17040,Nov-04,5.01,,
521,(주)광명전기,17040,Dec-05,-0.69,,
