,회사명,거래소코드,회계년도,[제조]당기순이익(손실)(IFRS),[제조]자본(*)(IFRS),[제조]자본(*)(IFRS2)
3907,(주)아프리카티비,67160,Dec-16,12974685.0,64058399.0,79668014.0
3908,(주)아프리카티비,67160,Dec-17,12985341.0,74706698.0,64876356.0
3909,(주)아프리카티비,67160,Dec-18,22346092.0,97571031.0,65475001.0
3910,(주)아프리카티비,67160,Dec-19,30152450.0,122452860.0,76514409.0
3911,(주)안랩,53800,Dec-11,11926957.0,133400762.0,
3912,(주)안랩,53800,Dec-12,14694783.0,144886695.0,88084111.0
3913,(주)안랩,53800,Dec-13,5493645.0,147553775.0,88304135.0
3914,(주)안랩,53800,Dec-14,5188816.0,151599681.0,93595853.0
3915,(주)안랩,53800,Dec-15,11401841.0,160634967.0,100548034.0
3916,(주)안랩,53800,Dec-16,14428279.0,170946065.0,110244731.0
3917,(주)안랩,53800,Dec-17,16414480.0,183040378.0,21531893.0
3918,(주)안랩,53800,Dec-18,21739515.0,193151648.0,29705915.0
3919,(주)안랩,53800,Dec-19,18946990.0,204264715.0,41356829.0
3920,(주)안트로젠,65660,Dec-16,371660.0,34023831.0,
3921,(주)안트로젠,65660,Dec-17,738764.0,48768488.0,69425189.0
3922,(주)안트로젠,65660,Dec-18,-961760.0,56072729.0,58859553.0
3923,(주)안트로젠,65660,Dec-19,-4049845.0,68393649.0,87293303.0
3924,(주)알로이스,297570,Dec-18,,,
3925,(주)알로이스,297570,Dec-19,-4020080.0,16522310.0,162251707.0
3926,(주)알루코,1780,Dec-11,-1889289.0,139055896.0,
3927,(주)알루코,1780,Dec-12,-6996591.0,138959161.0,26685111.0
3928,(주)알루코,1780,Dec-13,932069.0,142097467.0,24863984.0
3929,(주)알루코,1780,Dec-14,6386857.0,142353290.0,33214551.0
3930,(주)알루코,1780,Dec-15,16189929.0,173938244.0,37311301.0
3931,(주)알루코,1780,Dec-16,17962110.0,206560840.0,47066727.0
3932,(주)알루코,1780,Dec-17,10670151.0,214571423.0,52066787.0
3933,(주)알루코,1780,Dec-18,14144863.0,223769204.0,62704995.0
3934,(주)알루코,1780,Dec-19,-19720970.0,207703108.0,65842295.0
3935,(주)알에프세미,96610,Dec-11,7452104.0,40842782.0,
3936,(주)알에프세미,96610,Dec-12,4723354.0,45092549.0,279874268.0
3937,(주)알에프세미,96610,Dec-13,5573974.0,50049261.0,344660752.0
3938,(주)알에프세미,96610,Dec-14,2509528.0,51978935.0,358401177.0
3939,(주)알에프세미,96610,Dec-15,2580520.0,54222692.0,443563052.0
3940,(주)알에프세미,96610,Dec-16,1509168.0,55144158.0,455960493.0
3941,(주)알에프세미,96610,Dec-17,-671601.0,54151136.0,478009103.0
3942,(주)알에프세미,96610,Dec-18,488260.0,55190977.0,561406099.0
3943,(주)알에프세미,96610,Dec-19,-2417898.0,52551677.0,758066343.0
3944,(주)알에프텍,61040,Dec-11,7738113.0,74433120.0,
3945,(주)알에프텍,61040,Dec-12,19009995.0,91310280.0,148566796.0
3946,(주)알에프텍,61040,Dec-13,8162377.0,98832226.0,212075971.0
3947,(주)알에프텍,61040,Dec-14,4509453.0,103151089.0,206352521.0
3948,(주)알에프텍,61040,Dec-15,6734382.0,123505837.0,168107312.0
3949,(주)알에프텍,61040,Dec-16,-1397722.0,120497343.0,208174383.0
3950,(주)알에프텍,61040,Dec-17,-12804189.0,108821576.0,187360698.0
3951,(주)알에프텍,61040,Dec-18,-9950369.0,94787092.0,195766852.0
3952,(주)알에프텍,61040,Dec-19,-14095350.0,92637893.0,206985940.0
3953,(주)알엔투테크놀로지,148250,Dec-16,1232656.0,21007501.0,
3954,(주)알엔투테크놀로지,148250,Dec-17,776801.0,21432654.0,33264828.0
3955,(주)알엔투테크놀로지,148250,Dec-18,964679.0,22113449.0,30548864.0
3956,(주)알엔투테크놀로지,148250,Dec-19,908425.0,31669746.0,16562334.0
3957,(주)알테오젠,196170,Dec-14,826649.0,35635634.0,
3958,(주)알테오젠,196170,Dec-15,1154128.0,38307681.0,25974209.0
3959,(주)알테오젠,196170,Dec-16,-3276813.0,45295933.0,28253625.0
3960,(주)알테오젠,196170,Dec-17,-7812953.0,39548273.0,23195126.0
3961,(주)알테오젠,196170,Dec-18,-6358237.0,66078000.0,19420449.0
3962,(주)알테오젠,196170,Dec-19,1754111.0,71128721.0,15159676.0
3963,(주)알톤스포츠,123750,Dec-11,1130803.0,38777740.0,
3964,(주)알톤스포츠,123750,Dec-12,3228265.0,40209446.0,40309002.0
3965,(주)알톤스포츠,123750,Dec-13,1697112.0,43200642.0,41507483.0
3966,(주)알톤스포츠,123750,Dec-14,4617051.0,50940074.0,50146514.0
3967,(주)알톤스포츠,123750,Dec-15,-4138645.0,46648690.0,23836473.0
3968,(주)알톤스포츠,123750,Dec-16,-3369318.0,48435674.0,21351525.0
3969,(주)알톤스포츠,123750,Dec-17,-19181227.0,29435951.0,18596387.0
3970,(주)알톤스포츠,123750,Dec-18,-1516129.0,27942097.0,17612218.0
3971,(주)알톤스포츠,123750,Dec-19,-13797205.0,14109691.0,16135952.0
3972,(주)알티캐스트,85810,Dec-13,16089094.0,86343215.0,
3973,(주)알티캐스트,85810,Dec-14,13002332.0,96702007.0,17692604.0
3974,(주)알티캐스트,85810,Dec-15,810249.0,95596751.0,19636780.0
3975,(주)알티캐스트,85810,Dec-16,1464905.0,95925918.0,26820432.0
3976,(주)알티캐스트,85810,Dec-17,2466587.0,95422483.0,91351661.0
3977,(주)알티캐스트,85810,Dec-18,-7007462.0,89158093.0,108391403.0
3978,(주)알티캐스트,85810,Dec-19,-26597129.0,64823820.0,212311066.0
3979,(주)알파홀딩스,117670,Dec-11,2237511.0,25501281.0,
3980,(주)알파홀딩스,117670,Dec-12,3063629.0,28028752.0,236694471.0
3981,(주)알파홀딩스,117670,Dec-13,3694695.0,30908395.0,254672896.0
3982,(주)알파홀딩스,117670,Dec-14,4497954.0,34542311.0,298478102.0
3983,(주)알파홀딩스,117670,Dec-15,2580836.0,33736884.0,320480631.0
3984,(주)알파홀딩스,117670,Dec-16,-42745872.0,45106283.0,385514391.0
3985,(주)알파홀딩스,117670,Dec-17,-5720132.0,47333927.0,15639723.0
3986,(주)알파홀딩스,117670,Dec-18,-5573730.0,50961753.0,18202419.0
3987,(주)알파홀딩스,117670,Dec-19,-13637631.0,63798213.0,39958590.0
3988,(주)애니플러스,310200,Dec-18,,,
3989,(주)애니플러스,310200,Dec-19,,,57922896.0
3990,(주)애드바이오텍,179530,Dec-19,,,
3991,(주)액션스퀘어,205500,Dec-14,,,
3992,(주)액션스퀘어,205500,Dec-15,-8188170.0,28642577.0,115547699.0
3993,(주)액션스퀘어,205500,Dec-16,-8741482.0,23687554.0,113004198.0
3994,(주)액션스퀘어,205500,Dec-17,-12544739.0,13193216.0,38561921.0
3995,(주)액션스퀘어,205500,Dec-18,-11100340.0,11916712.0,41739073.0
3996,(주)액션스퀘어,205500,Dec-19,-8184727.0,21005051.0,45472365.0
3997,(주)액토즈소프트,52790,Dec-11,11732885.0,92061708.0,
3998,(주)액토즈소프트,52790,Dec-12,10062970.0,104161385.0,55955441.0
3999,(주)액토즈소프트,52790,Dec-13,15102288.0,196083035.0,40101427.0
4000,(주)액토즈소프트,52790,Dec-14,-63605480.0,134275049.0,74685351.0
4001,(주)액토즈소프트,52790,Dec-15,12896819.0,147108337.0,75653489.0
4002,(주)액토즈소프트,52790,Dec-16,-28387222.0,119015928.0,651147606.0
4003,(주)액토즈소프트,52790,Dec-17,645361.0,119068513.0,713951525.0
4004,(주)액토즈소프트,52790,Dec-18,-31136239.0,89083998.0,743408223.0
4005,(주)액토즈소프트,52790,Dec-19,26255856.0,112515004.0,771078159.0
4006,(주)액트로,290740,Dec-18,20015390.0,70051903.0,
4007,(주)액트로,290740,Dec-19,8720361.0,77079687.0,976643700.0
4008,(주)앤디포스,238090,Dec-16,14928811.0,80502541.0,
4009,(주)앤디포스,238090,Dec-17,8072425.0,80516581.0,1201286071.0
4010,(주)앤디포스,238090,Dec-18,-7856611.0,84581240.0,1255824567.0
4011,(주)앤디포스,238090,Dec-19,1822854.0,113465144.0,78094744.0
4012,(주)앤씨앤,92600,Dec-11,6310713.0,65232422.0,
4013,(주)앤씨앤,92600,Dec-12,3193011.0,67643861.0,106301301.0
4014,(주)앤씨앤,92600,Dec-13,-18609883.0,48502079.0,115213565.0
4015,(주)앤씨앤,92600,Dec-14,-1907041.0,46874036.0,114496257.0
4016,(주)앤씨앤,92600,Dec-15,8804943.0,55700834.0,118202545.0
4017,(주)앤씨앤,92600,Dec-16,2024268.0,56943421.0,132152660.0
4018,(주)앤씨앤,92600,Dec-17,-4411427.0,52813470.0,137890693.0
4019,(주)앤씨앤,92600,Dec-18,-11332739.0,42086295.0,137536739.0
4020,(주)앤씨앤,92600,Dec-19,3742415.0,57310139.0,100340335.0
4021,(주)야스,255440,Dec-17,16240812.0,106672924.0,
4022,(주)야스,255440,Dec-18,36026981.0,140344773.0,107670151.0
4023,(주)야스,255440,Dec-19,16318268.0,150634027.0,106880501.0
4024,(주)양지사,30960,Jun-11,4951971.0,61487178.0,
4025,(주)양지사,30960,Jun-12,2851422.0,62278189.0,128296558.0
4026,(주)양지사,30960,Jun-13,1418499.0,62543403.0,132841897.0
4027,(주)양지사,30960,Jun-14,850414.0,62570276.0,145287351.0
4028,(주)양지사,30960,Jun-15,-1401804.0,60088651.0,146889013.0
4029,(주)양지사,30960,Jun-16,2839936.0,62033714.0,105604993.0
4030,(주)양지사,30960,Jun-17,3579596.0,64975054.0,105663763.0
4031,(주)양지사,30960,Jun-18,2603221.0,66773250.0,97283960.0
4032,(주)양지사,30960,Jun-19,2316669.0,68087776.0,101989951.0
4033,(주)어스앤에어로스페이스,263540,Dec-17,747316.0,41739690.0,
4034,(주)어스앤에어로스페이스,263540,Dec-18,-2063066.0,39543002.0,97674030.0
4035,(주)어스앤에어로스페이스,263540,Dec-19,-33093325.0,3019270.0,100859793.0
4036,(주)얼라인드제네틱스,238120,Dec-16,-1258639.0,24588788.0,
4037,(주)얼라인드제네틱스,238120,Dec-17,-1119306.0,23670938.0,113893096.0
4038,(주)얼라인드제네틱스,238120,Dec-18,-2316206.0,21168027.0,211002093.0
4039,(주)얼라인드제네틱스,238120,Dec-19,-135016.0,20991065.0,214082625.0
4040,(주)에너토크,19990,Dec-11,3491563.0,24602767.0,
4041,(주)에너토크,19990,Dec-12,3866043.0,27872850.0,213932281.0
4042,(주)에너토크,19990,Dec-13,2654017.0,29517357.0,201811268.0
4043,(주)에너토크,19990,Dec-14,2771313.0,31537870.0,206348550.0
4044,(주)에너토크,19990,Dec-15,2003468.0,33250946.0,203091712.0
4045,(주)에너토크,19990,Dec-16,1991911.0,40683247.0,194304143.0
4046,(주)에너토크,19990,Dec-17,617726.0,41220933.0,197748626.0
4047,(주)에너토크,19990,Dec-18,1848310.0,42021058.0,79259364.0
4048,(주)에너토크,19990,Dec-19,1163628.0,41435780.0,81408020.0
4049,(주)에넥스,11090,Dec-11,6567704.0,45532196.0,
4050,(주)에넥스,11090,Dec-12,-12228770.0,32605421.0,88477956.0
4051,(주)에넥스,11090,Dec-13,4136531.0,43382462.0,91634573.0
4052,(주)에넥스,11090,Dec-14,5266894.0,53888280.0,95715405.0
4053,(주)에넥스,11090,Dec-15,8253903.0,60086717.0,97719415.0
4054,(주)에넥스,11090,Dec-16,1715248.0,58671091.0,101919598.0
4055,(주)에넥스,11090,Dec-17,1371803.0,59541993.0,98313812.0
4056,(주)에넥스,11090,Dec-18,812827.0,58352162.0,23500510.0
4057,(주)에넥스,11090,Dec-19,-4011572.0,53527257.0,45924008.0
4058,(주)에스디생명공학,217480,Dec-17,20518295.0,113431252.0,
4059,(주)에스디생명공학,217480,Dec-18,194851.0,112944866.0,65796027.0
4060,(주)에스디생명공학,217480,Dec-19,-14793296.0,93111878.0,63637826.0
4061,(주)에스디시스템,121890,Dec-11,-1296118.0,30579308.0,
4062,(주)에스디시스템,121890,Dec-12,52261.0,30554842.0,71899668.0
4063,(주)에스디시스템,121890,Dec-13,-5488317.0,25036132.0,73800867.0
4064,(주)에스디시스템,121890,Dec-14,3259497.0,28304007.0,75105862.0
4065,(주)에스디시스템,121890,Dec-15,2871056.0,30299976.0,40056058.0
4066,(주)에스디시스템,121890,Dec-16,-6881435.0,23101346.0,49670070.0
4067,(주)에스디시스템,121890,Dec-17,-9147176.0,13979665.0,60694862.0
4068,(주)에스디시스템,121890,Dec-18,-5637766.0,16753928.0,67958526.0
4069,(주)에스디시스템,121890,Dec-19,-13517163.0,6310972.0,75988451.0
4070,(주)에스비에스,34120,Dec-11,58037245.0,533338919.0,
4071,(주)에스비에스,34120,Dec-12,28891809.0,549019915.0,77254023.0
4072,(주)에스비에스,34120,Dec-13,26650268.0,563455333.0,83723500.0
4073,(주)에스비에스,34120,Dec-14,-3351903.0,541915023.0,89107649.0
4074,(주)에스비에스,34120,Dec-15,34592271.0,569110220.0,14567715.0
4075,(주)에스비에스,34120,Dec-16,-1085801.0,542811860.0,22733691.0
4076,(주)에스비에스,34120,Dec-17,14014096.0,557785630.0,26382349.0
4077,(주)에스비에스,34120,Dec-18,1501180.0,560713049.0,31891103.0
4078,(주)에스비에스,34120,Dec-19,3278960.0,560708925.0,38707685.0
4079,(주)에스비에스콘텐츠허브,46140,Dec-11,22809343.0,109698083.0,
4080,(주)에스비에스콘텐츠허브,46140,Dec-12,21653184.0,128795927.0,62495890.0
4081,(주)에스비에스콘텐츠허브,46140,Dec-13,24817592.0,151361446.0,82523199.0
4082,(주)에스비에스콘텐츠허브,46140,Dec-14,8840270.0,155685077.0,149173065.0
4083,(주)에스비에스콘텐츠허브,46140,Dec-15,6551020.0,157041998.0,29461624.0
4084,(주)에스비에스콘텐츠허브,46140,Dec-16,2780341.0,156265425.0,33361443.0
4085,(주)에스비에스콘텐츠허브,46140,Dec-17,-5893584.0,148636405.0,36335877.0
4086,(주)에스비에스콘텐츠허브,46140,Dec-18,5164011.0,153156026.0,35199021.0
4087,(주)에스비에스콘텐츠허브,46140,Dec-19,1682833.0,153571342.0,26978795.0
4088,(주)에스씨디,42110,Dec-11,1818276.0,53696531.0,
4089,(주)에스씨디,42110,Dec-12,257869.0,59689357.0,33858492.0
4090,(주)에스씨디,42110,Dec-13,7444065.0,67266818.0,33661329.0
4091,(주)에스씨디,42110,Dec-14,9333794.0,76395366.0,32979823.0
4092,(주)에스씨디,42110,Dec-15,9841610.0,86971795.0,12955895.0
4093,(주)에스씨디,42110,Dec-16,5819792.0,92586050.0,11195749.0
4094,(주)에스씨디,42110,Dec-17,2563395.0,95237186.0,11861283.0
4095,(주)에스씨디,42110,Dec-18,5811352.0,98491671.0,11353611.0
4096,(주)에스씨디,42110,Dec-19,-2747328.0,94725955.0,21760385.0
4097,(주)에스아이리소스,65420,Dec-11,1061447.0,39027036.0,
4098,(주)에스아이리소스,65420,Dec-12,-2137999.0,37249211.0,31238081.0
4099,(주)에스아이리소스,65420,Dec-13,112161.0,37192291.0,28363850.0
4100,(주)에스아이리소스,65420,Dec-14,-11880282.0,25291903.0,49381466.0
4101,(주)에스아이리소스,65420,Dec-15,-10620743.0,15635231.0,34850338.0
4102,(주)에스아이리소스,65420,Dec-16,-3898280.0,11228279.0,40614725.0
4103,(주)에스아이리소스,65420,Dec-17,1754705.0,15107112.0,44849481.0
4104,(주)에스아이리소스,65420,Dec-18,-1778558.0,16942342.0,46359284.0
4105,(주)에스아이리소스,65420,Dec-19,-11015441.0,11510200.0,46642263.0
4106,(주)에스앤더블류,103230,Dec-11,-1282758.0,52023518.0,
4107,(주)에스앤더블류,103230,Dec-12,2565333.0,55064435.0,48596836.0
4108,(주)에스앤더블류,103230,Dec-13,565689.0,55361669.0,45234824.0
4109,(주)에스앤더블류,103230,Dec-14,200352.0,55149534.0,46983386.0
4110,(주)에스앤더블류,103230,Dec-15,2615040.0,57344158.0,158587624.0
4111,(주)에스앤더블류,103230,Dec-16,-1072387.0,56254776.0,158901913.0
4112,(주)에스앤더블류,103230,Dec-17,-4191839.0,52440937.0,165740269.0
4113,(주)에스앤더블류,103230,Dec-18,-10219575.0,42222988.0,177035337.0
4114,(주)에스앤더블류,103230,Dec-19,-2754370.0,38950621.0,188807154.0
4115,(주)에스앤에스텍,101490,Dec-11,4957330.0,62894586.0,
4116,(주)에스앤에스텍,101490,Dec-12,4721167.0,66998834.0,210484028.0
4117,(주)에스앤에스텍,101490,Dec-13,-8045395.0,58200062.0,191344789.0
4118,(주)에스앤에스텍,101490,Dec-14,-10630740.0,48633108.0,292350572.0
4119,(주)에스앤에스텍,101490,Dec-15,7373238.0,65581321.0,62102703.0
4120,(주)에스앤에스텍,101490,Dec-16,8961485.0,75143905.0,61739650.0
4121,(주)에스앤에스텍,101490,Dec-17,3131678.0,78359802.0,60505117.0
4122,(주)에스앤에스텍,101490,Dec-18,4622718.0,79668014.0,60197890.0
4123,(주)에스앤에스텍,101490,Dec-19,10098863.0,88584280.0,69510158.0
4124,(주)에스에너지,95910,Dec-11,676281.0,65475001.0,
4125,(주)에스에너지,95910,Dec-12,10328995.0,76514409.0,95980248.0
4126,(주)에스에너지,95910,Dec-13,9223645.0,83982678.0,88310770.0
4127,(주)에스에너지,95910,Dec-14,5106779.0,88084111.0,108801463.0
4128,(주)에스에너지,95910,Dec-15,2995935.0,88304135.0,36160211.0
4129,(주)에스에너지,95910,Dec-16,2839990.0,93595853.0,27164487.0
4130,(주)에스에너지,95910,Dec-17,-4135901.0,100548034.0,19441398.0
4131,(주)에스에너지,95910,Dec-18,879785.0,110244731.0,20670169.0
4132,(주)에스에너지,95910,Dec-19,-572346.0,107947650.0,22080260.0
4133,(주)에스에스알,275630,Dec-18,926037.0,21531893.0,
4134,(주)에스에스알,275630,Dec-19,1064866.0,22990515.0,28006226.0
4135,(주)에스에이엠티,31330,Dec-11,10572059.0,41356829.0,
4136,(주)에스에이엠티,31330,Dec-12,14969926.0,53705694.0,30053028.0
4137,(주)에스에이엠티,31330,Dec-13,15963748.0,69425189.0,11178484.0
4138,(주)에스에이엠티,31330,Dec-14,-10539961.0,58859553.0,11629902.0
4139,(주)에스에이엠티,31330,Dec-15,22980211.0,87293303.0,9283117.0
4140,(주)에스에이엠티,31330,Dec-16,32256841.0,146496664.0,6959149.0
4141,(주)에스에이엠티,31330,Dec-17,26257075.0,162251707.0,3765750.0
4142,(주)에스에이엠티,31330,Dec-18,24603696.0,176896928.0,5939136.0
4143,(주)에스에이엠티,31330,Dec-19,27653672.0,191566399.0,9758883.0
4144,(주)에스에이티,60540,Dec-11,-2503956.0,24863984.0,
4145,(주)에스에이티,60540,Dec-12,7548749.0,33214551.0,25465454.0
4146,(주)에스에이티,60540,Dec-13,1755925.0,37311301.0,37081645.0
4147,(주)에스에이티,60540,Dec-14,2856986.0,47066727.0,37913155.0
4148,(주)에스에이티,60540,Dec-15,2095002.0,52066787.0,34512535.0
4149,(주)에스에이티,60540,Dec-16,2836691.0,62704995.0,38582001.0
4150,(주)에스에이티,60540,Dec-17,2987125.0,65842295.0,48836939.0
4151,(주)에스에이티,60540,Dec-18,3988310.0,70411410.0,27546286.0
4152,(주)에스에이티,60540,Dec-19,5313289.0,74418053.0,29900102.0
4153,(주)에스에프에이,56190,Dec-11,75623322.0,344660752.0,
4154,(주)에스에프에이,56190,Dec-12,68339577.0,358401177.0,36685247.0
4155,(주)에스에프에이,56190,Dec-13,59794121.0,443563052.0,38648224.0
4156,(주)에스에프에이,56190,Dec-14,37946406.0,455960493.0,40630742.0
4157,(주)에스에프에이,56190,Dec-15,34646456.0,478009103.0,78111774.0
4158,(주)에스에프에이,56190,Dec-16,90456123.0,561406099.0,73434427.0
4159,(주)에스에프에이,56190,Dec-17,178761205.0,758066343.0,64736011.0
4160,(주)에스에프에이,56190,Dec-18,142577752.0,751195515.0,114638878.0
4161,(주)에스에프에이,56190,Dec-19,162393440.0,870970875.0,151838636.0
4162,(주)에스에프에이반도체,36540,Dec-11,14085309.0,212075971.0,
4163,(주)에스에프에이반도체,36540,Dec-12,-8070618.0,206352521.0,162971567.0
4164,(주)에스에프에이반도체,36540,Dec-13,-36231404.0,168107312.0,177162095.0
4165,(주)에스에프에이반도체,36540,Dec-14,4161165.0,208174383.0,187917253.0
4166,(주)에스에프에이반도체,36540,Dec-15,-217760629.0,187360698.0,289659228.0
4167,(주)에스에프에이반도체,36540,Dec-16,3396761.0,195766852.0,305135321.0
4168,(주)에스에프에이반도체,36540,Dec-17,6686029.0,206985940.0,99267932.0
4169,(주)에스에프에이반도체,36540,Dec-18,6784791.0,213477954.0,107429712.0
4170,(주)에스에프에이반도체,36540,Dec-19,11830114.0,227732431.0,94671105.0
4171,(주)에스엘바이오닉스,214310,Dec-15,5124275.0,33264828.0,
4172,(주)에스엘바이오닉스,214310,Dec-16,-11859253.0,30548864.0,217649706.0
4173,(주)에스엘바이오닉스,214310,Dec-17,-14327107.0,16562334.0,250944640.0
4174,(주)에스엘바이오닉스,214310,Dec-18,-16812414.0,31417505.0,281325947.0
4175,(주)에스엘바이오닉스,214310,Dec-19,-22981931.0,27014560.0,307001351.0
4176,(주)에스엠라이프디자인그룹,63440,Dec-11,391627.0,28253625.0,
4177,(주)에스엠라이프디자인그룹,63440,Dec-12,-4779880.0,23195126.0,352043045.0
4178,(주)에스엠라이프디자인그룹,63440,Dec-13,-5662371.0,19420449.0,373870728.0
4179,(주)에스엠라이프디자인그룹,63440,Dec-14,-6358701.0,15159676.0,396771464.0
4180,(주)에스엠라이프디자인그룹,63440,Dec-15,-7468712.0,13306103.0,431618553.0
4181,(주)에스엠라이프디자인그룹,63440,Dec-16,-3568945.0,40309002.0,66294542.0
4182,(주)에스엠라이프디자인그룹,63440,Dec-17,768269.0,41507483.0,121569991.0
4183,(주)에스엠라이프디자인그룹,63440,Dec-18,-1958489.0,50146514.0,119762178.0
4184,(주)에스엠라이프디자인그룹,63440,Dec-19,-2963320.0,48852704.0,130584973.0
4185,(주)에스엠벡셀,10580,Dec-11,-1299735.0,21351525.0,
4186,(주)에스엠벡셀,10580,Dec-12,-2564402.0,18596387.0,158852895.0
4187,(주)에스엠벡셀,10580,Dec-13,-2199332.0,17612218.0,149184205.0
4188,(주)에스엠벡셀,10580,Dec-14,-1548096.0,16135952.0,80160471.0
4189,(주)에스엠벡셀,10580,Dec-15,-3015719.0,13863651.0,95656331.0
4190,(주)에스엠벡셀,10580,Dec-16,-5491414.0,17692604.0,49384929.0
4191,(주)에스엠벡셀,10580,Dec-17,-5428854.0,19636780.0,43834659.0
4192,(주)에스엠벡셀,10580,Dec-18,2835270.0,26820432.0,52221049.0
4193,(주)에스엠벡셀,10580,Dec-19,-11195573.0,19362186.0,55111323.0
4194,(주)에스엠엔터테인먼트,41510,Dec-11,16487446.0,108391403.0,
4195,(주)에스엠엔터테인먼트,41510,Dec-12,37177156.0,212311066.0,57632536.0
4196,(주)에스엠엔터테인먼트,41510,Dec-13,17563774.0,228264622.0,67670848.0
4197,(주)에스엠엔터테인먼트,41510,Dec-14,1886340.0,236694471.0,55874865.0
4198,(주)에스엠엔터테인먼트,41510,Dec-15,4521214.0,254672896.0,66117056.0
4199,(주)에스엠엔터테인먼트,41510,Dec-16,5293893.0,298478102.0,21190882.0
4200,(주)에스엠엔터테인먼트,41510,Dec-17,18673267.0,320480631.0,15144922.0
4201,(주)에스엠엔터테인먼트,41510,Dec-18,12390299.0,385514391.0,12814189.0
4202,(주)에스엠엔터테인먼트,41510,Dec-19,12325434.0,411964920.0,77201096.0
4203,(주)에스엠컬처앤콘텐츠,48550,Dec-11,818537.0,18202419.0,
4204,(주)에스엠컬처앤콘텐츠,48550,Dec-12,-10482100.0,39958590.0,86443555.0
4205,(주)에스엠컬처앤콘텐츠,48550,Dec-13,1122881.0,56474185.0,121497905.0
4206,(주)에스엠컬처앤콘텐츠,48550,Dec-14,-10757148.0,57922896.0,156097410.0
4207,(주)에스엠컬처앤콘텐츠,48550,Dec-15,-5470562.0,55754575.0,153956468.0
4208,(주)에스엠컬처앤콘텐츠,48550,Dec-16,-528250.0,56508428.0,42884307.0
4209,(주)에스엠컬처앤콘텐츠,48550,Dec-17,-17592661.0,115547699.0,43094358.0
4210,(주)에스엠컬처앤콘텐츠,48550,Dec-18,-1892736.0,113004198.0,46381499.0
4211,(주)에스엠컬처앤콘텐츠,48550,Dec-19,3062872.0,116215057.0,58870961.0
4212,(주)에스엠코어,7820,Dec-11,6010950.0,38561921.0,
4213,(주)에스엠코어,7820,Dec-12,5462286.0,41739073.0,63547235.0
4214,(주)에스엠코어,7820,Dec-13,4417958.0,45472365.0,66082631.0
4215,(주)에스엠코어,7820,Dec-14,6349101.0,49457489.0,69286996.0
4216,(주)에스엠코어,7820,Dec-15,2860604.0,55955441.0,73074816.0
4217,(주)에스엠코어,7820,Dec-16,-12283695.0,40101427.0,75351522.0
4218,(주)에스엠코어,7820,Dec-17,-2392558.0,74685351.0,80510753.0
4219,(주)에스엠코어,7820,Dec-18,2451956.0,75653489.0,71614650.0
4220,(주)에스엠코어,7820,Dec-19,4468839.0,78435063.0,15397864.0
4221,(주)에스원,12750,Dec-11,117329184.0,713951525.0,
4222,(주)에스원,12750,Dec-12,92162645.0,743408223.0,53135693.0
4223,(주)에스원,12750,Dec-13,74246868.0,771078159.0,62988464.0
4224,(주)에스원,12750,Dec-14,102305633.0,833710437.0,25906697.0
4225,(주)에스원,12750,Dec-15,188191653.0,976643700.0,30614838.0
4226,(주)에스원,12750,Dec-16,138464680.0,1096160558.0,36986522.0
4227,(주)에스원,12750,Dec-17,140944815.0,1201286071.0,40413227.0
4228,(주)에스원,12750,Dec-18,101069579.0,1255824567.0,43642674.0
4229,(주)에스원,12750,Dec-19,141011143.0,1318704692.0,44397114.0
4230,(주)에스제이그룹,306040,Dec-19,12419280.0,70240991.0,
4231,(주)에스제이엠,123700,Dec-11,13351766.0,97932734.0,
4232,(주)에스제이엠,123700,Dec-12,12092906.0,106301301.0,48436255.0
4233,(주)에스제이엠,123700,Dec-13,11577554.0,115213565.0,43182616.0
4234,(주)에스제이엠,123700,Dec-14,7238739.0,114496257.0,48658837.0
4235,(주)에스제이엠,123700,Dec-15,7146192.0,118202545.0,54835338.0
4236,(주)에스제이엠,123700,Dec-16,14854542.0,132152660.0,60234524.0
4237,(주)에스제이엠,123700,Dec-17,6856823.0,137890693.0,65448009.0
4238,(주)에스제이엠,123700,Dec-18,2388324.0,137536739.0,46520771.0
4239,(주)에스제이엠,123700,Dec-19,1881662.0,137619136.0,53436574.0
4240,(주)에스제이엠홀딩스,25530,Dec-11,8767575.0,107422456.0,
4241,(주)에스제이엠홀딩스,25530,Dec-12,2258572.0,107670151.0,69900509.0
4242,(주)에스제이엠홀딩스,25530,Dec-13,171638.0,106880501.0,28996740.0
4243,(주)에스제이엠홀딩스,25530,Dec-14,7823008.0,122970451.0,29329171.0
4244,(주)에스제이엠홀딩스,25530,Dec-15,11140754.0,128296558.0,30491626.0
4245,(주)에스제이엠홀딩스,25530,Dec-16,5673839.0,132841897.0,37350623.0
4246,(주)에스제이엠홀딩스,25530,Dec-17,15329920.0,145287351.0,8493921.0
4247,(주)에스제이엠홀딩스,25530,Dec-18,3468326.0,146889013.0,8831027.0
4248,(주)에스제이엠홀딩스,25530,Dec-19,4972059.0,150965853.0,19647281.0
4249,(주)에스지글로벌,1380,Dec-11,1190345.0,105663763.0,
4250,(주)에스지글로벌,1380,Dec-12,-9575294.0,97283960.0,87307440.0
4251,(주)에스지글로벌,1380,Dec-13,2785900.0,101989951.0,67881795.0
4252,(주)에스지글로벌,1380,Dec-14,-1421545.0,101455405.0,54719717.0
