,회사명,회계년도,[제조]영업이익증가율,[제조]재고자산증가율,[제조]자기자본증가율,[제조]매출액증가율,[제조]매출액총이익률,[제조]부가가치율,[제조]노동소득분배율,이자보상배율(이자비용),이자보상배율(이자비용)(IFRS연결),이자보상배율
0,(주)CMG제약,2000/12,,,,,,,,4.996818750162807,77777777.77,4.996818750162807
1,(주)CMG제약,2001/12,0.0,0.0,0.0,0.0,5.53,11.57,65.34,1.0320245975865725,77777777.77,1.0320245975865725
2,(주)CMG제약,2002/12,0.0,-39.91,-25.65,66.81,-10.12,0.46,2111.99,-9.989502830388664,77777777.77,-9.989502830388664
3,(주)CMG제약,2003/12,0.0,-11.75,-1.55,-34.12,0.7,10.69,63.75,-3.368570986334891,77777777.77,-3.368570986334891
4,(주)CMG제약,2004/12,0.0,-53.72,-60.2,-24.76,-14.51,-15.02,0.0,-22.923709375201913,77777777.77,-22.923709375201913
5,(주)CMG제약,2005/12,0.0,-93.53,33.56,-68.0,-26.71,-44.87,0.0,-13.40481501888111,77777777.77,-13.40481501888111
6,(주)CMG제약,2006/12,0.0,0.0,106.42,-20.58,3.74,-78.95,0.0,-14.082157222076779,77777777.77,-14.082157222076779
7,(주)CMG제약,2007/12,0.0,0.0,193.28,-45.98,17.48,-20.72,0.0,-inf,77777777.77,11111111.11
8,(주)CMG제약,2008/12,0.0,445.64,19.57,501.81,36.6,-8.5,0.0,-5.0521699440264145,77777777.77,-5.0521699440264145
9,(주)CMG제약,2009/12,0.0,42.07,-61.98,-6.12,24.33,-113.66,0.0,-8.285655441690087,77777777.77,-8.285655441690087
10,(주)CMG제약,2010/12,0.0,18.7,82.1,11.86,23.74,-3.98,0.0,-7.334933993675439,77777777.77,-7.334933993675439
11,(주)CMG제약,2011/12,0.0,-4.87,6.72,56.4,41.83,21.37,82.14,3.8504332870278493,3.438821635686093,3.438821635686093
12,(주)CMG제약,2012/12,0.0,7.73,72.78,-8.43,28.34,-6.82,0.0,-7.451259946949602,-7.746653035661656,-7.746653035661656
13,(주)CMG제약,2013/12,0.0,56.29,55.2,25.02,38.46,25.72,59.94,0.725508113319215,0.6976873373165071,0.6976873373165071
14,(주)CMG제약,2014/12,-45.78,6.37,0.04,11.96,37.07,24.25,65.41,3.6308857049820906,3.600797785737545,3.600797785737545
15,(주)CMG제약,2015/12,0.0,11.04,-4.47,18.85,36.26,10.49,149.88,-32.20440936991106,-32.220568708505574,-32.220568708505574
16,(주)CMG제약,2016/12,0.0,17.2,115.71,21.92,40.36,27.66,55.3,inf,inf,11111111.11
17,(주)CMG제약,2017/12,-9.95,23.63,-3.13,25.98,43.43,27.63,60.08,inf,inf,11111111.11
18,(주)CMG제약,2018/12,64.75,8.45,6.16,20.05,45.6,29.59,58.86,inf,inf,11111111.11
19,(주)CMG제약,2019/12,1.4,5.56,73.26,17.56,49.34,29.37,64.84,303.01105551029906,303.01105551029906,303.01105551029906
20,(주)DB하이텍,2000/12,13.65,-3.39,0.5,44.94,24.39,16.29,34.82,1.0058945781956845,1.019041480563966,1.019041480563966
21,(주)DB하이텍,2001/12,11.98,-4.56,1.34,-2.38,23.64,14.47,37.11,1.3684854524180372,1.426702039088235,1.426702039088235
22,(주)DB하이텍,2002/12,-7.27,7.18,2.07,-6.29,18.61,17.66,38.19,1.5042577594827575,1.5652596226714424,1.5652596226714424
23,(주)DB하이텍,2003/12,-21.03,0.13,7.45,7.11,16.41,14.67,40.34,1.268837357286621,77777777.77,1.268837357286621
24,(주)DB하이텍,2004/12,116.51,47.18,16.45,34.37,18.96,13.92,32.13,2.935227941909811,2.850758019584263,2.850758019584263
25,(주)DB하이텍,2005/12,-63.29,-2.51,7.09,7.85,14.18,10.35,47.17,1.006710224354559,1.006487565588481,1.006487565588481
26,(주)DB하이텍,2006/12,-37.29,-23.47,0.44,-6.83,14.13,11.38,48.75,0.560050598875806,0.5996090239130912,0.5996090239130912
27,(주)DB하이텍,2007/12,0.0,62.0,119.52,27.82,15.75,26.58,11.91,-0.12172907845407283,-0.27476048238046474,-0.27476048238046474
28,(주)DB하이텍,2008/12,0.0,8.4,-2.75,-1.79,15.14,13.85,28.61,-0.503306743088638,0.1818711046105939,0.1818711046105939
29,(주)DB하이텍,2009/12,0.0,-15.43,-26.7,-14.45,12.78,27.42,16.32,-0.7611114272509804,-0.7737242051388445,-0.7737242051388445
30,(주)DB하이텍,2010/12,0.0,-70.65,-31.32,-48.53,-22.53,39.02,10.53,-2.7989818814000085,-2.7022822632259884,-2.7022822632259884
31,(주)DB하이텍,2011/12,0.0,-3.28,-32.66,-9.96,17.06,20.75,22.63,-0.6166659078666133,-0.614943765600333,-0.614943765600333
32,(주)DB하이텍,2012/12,0.0,2.79,-5.88,9.28,16.6,23.38,18.55,-0.28746201720697295,-0.31120805985360445,-0.31120805985360445
33,(주)DB하이텍,2013/12,0.0,-8.69,-28.14,-15.44,18.08,19.7,24.17,-0.15774493686040994,-0.1613998308449393,-0.1613998308449393
34,(주)DB하이텍,2014/12,0.0,-4.42,-31.01,14.98,24.11,18.63,21.6,0.6697599841163264,0.6734615154019633,0.6734615154019633
35,(주)DB하이텍,2015/12,174.49,20.64,104.01,17.42,34.46,40.94,9.39,2.4854681055155874,2.497378397282174,2.497378397282174
36,(주)DB하이텍,2016/12,38.12,-8.52,31.26,15.98,37.51,29.79,12.85,4.39202236850623,4.408392188449,4.408392188449
37,(주)DB하이텍,2017/12,-17.13,-1.74,21.15,-12.08,37.3,28.38,15.29,6.010938695967928,6.046470466998775,6.046470466998775
38,(주)DB하이텍,2018/12,-20.7,-42.83,22.88,-1.54,32.17,31.71,12.1,6.7589376777611285,6.765454463153758,6.765454463153758
39,(주)DB하이텍,2019/12,60.48,20.86,18.94,20.64,36.43,34.55,9.66,13.428588244869616,13.43869297630878,13.43869297630878
40,(주)ES큐브,2001/06,,,,,,,,3.1886025452394313,77777777.77,3.1886025452394313
41,(주)ES큐브,2002/06,0.0,0.0,0.0,0.0,10.41,5.78,44.64,4.001257772418848,3.786065205570135,3.786065205570135
42,(주)ES큐브,2003/06,-83.09,-35.85,4.21,-12.38,8.79,5.17,67.82,2.241474914240065,5.540248429692517,5.540248429692517
43,(주)ES큐브,2004/06,-13.21,36.07,80.4,-6.0,10.32,4.7,96.22,1.6587066271335844,0.4013008520981916,0.4013008520981916
44,(주)ES큐브,2005/12,0.0,0.0,0.0,0.0,6.89,-25.03,0.0,-4.770374083958773,-5.126014342096856,-5.126014342096856
45,(주)ES큐브,2006/12,0.0,179.47,2.26,-7.95,11.05,-13.4,0.0,-5.995279895536246,-4.834104604321337,-4.834104604321337
46,(주)ES큐브,2007/12,0.0,28.07,41.49,-14.17,12.06,9.07,175.38,-25.03295819011599,77777777.77,-25.03295819011599
47,(주)ES큐브,2008/12,0.0,-8.11,4.85,10.24,9.75,-14.99,0.0,-35.6158600875112,77777777.77,-35.6158600875112
48,(주)ES큐브,2009/12,0.0,-0.96,8.51,117.58,21.06,19.94,37.52,10.296704624067994,77777777.77,10.296704624067994
49,(주)ES큐브,2010/12,-24.89,125.46,3.21,22.59,17.85,1.94,274.23,9.558723739210684,77777777.77,9.558723739210684
50,(주)ES큐브,2011/12,0.0,-49.36,-6.82,20.38,30.21,12.44,93.3,-142.76890871654084,-245.98995889210863,-245.98995889210863
51,(주)ES큐브,2012/12,0.0,7.06,1.88,5.94,28.36,22.41,50.35,20.032848413412328,1.7198051823047011,1.7198051823047011
52,(주)ES큐브,2013/12,-66.38,3.74,9.61,3.72,25.75,-14.81,0.0,9.514328279730085,-37.44007586960715,-37.44007586960715
53,(주)ES큐브,2014/12,50.09,-37.85,-5.69,-18.84,17.79,4.26,196.41,inf,22.199299338263916,22.199299338263916
54,(주)ES큐브,2015/12,627.37,50.14,8.84,-0.81,16.68,16.98,40.09,inf,-11.864403511027477,-11.864403511027477
55,(주)ES큐브,2016/12,-0.47,5.77,55.62,-5.61,18.24,57.23,11.02,11.58129638355519,8.976584891709797,8.976584891709797
56,(주)ES큐브,2017/12,-8.03,-2.96,2.24,6.57,17.81,11.72,51.65,2.7644294524011825,2.864323848516386,2.864323848516386
57,(주)ES큐브,2018/12,-68.14,37.25,-6.83,-15.62,17.93,0.67,1172.54,0.46651814779606676,-0.8163276448119512,-0.8163276448119512
58,(주)ES큐브,2019/12,-15.01,-16.38,-18.84,-8.88,20.4,-22.99,0.0,0.16599880182590207,-0.6842956704634415,-0.6842956704634415
59,(주)HJ중공업,2007/12,,,,,,,,2.903368194016001,0.8630150728563188,0.8630150728563188
60,(주)HJ중공업,2008/12,0.0,0.0,0.0,0.0,17.29,8.26,17.59,4.883100356879742,3.3943130160497264,3.3943130160497264
61,(주)HJ중공업,2009/12,-9.69,-38.73,-1.12,-16.12,18.35,11.23,14.82,2.5670064049011416,2.0745542949756888,2.0745542949756888
62,(주)HJ중공업,2010/12,-56.3,-34.92,-3.01,-14.62,11.96,7.1,26.13,1.0461847702447917,0.9742195439390968,0.9742195439390968
63,(주)HJ중공업,2011/12,-80.92,5.93,-7.12,-15.96,6.87,6.19,37.51,0.22275411622205865,0.44173607667317755,0.44173607667317755
64,(주)HJ중공업,2012/12,-25.61,-11.12,-0.61,-14.48,7.44,13.39,20.4,0.17016224065896132,0.27383946592144076,0.27383946592144076
65,(주)HJ중공업,2013/12,0.0,199.78,-3.16,-2.7,1.37,-2.95,0.0,-0.718740736349084,-0.39671787152029375,-0.39671787152029375
66,(주)HJ중공업,2014/12,0.0,-6.1,-2.37,-6.66,0.04,-1.53,0.0,-0.7808350052546097,-0.8793760159149907,-0.8793760159149907
67,(주)HJ중공업,2015/12,0.0,57.04,-21.82,13.47,3.38,-5.01,0.0,-0.7516503108501694,-0.5009467306235799,-0.5009467306235799
68,(주)HJ중공업,2016/12,0.0,-28.16,-34.36,-5.52,7.89,-6.95,0.0,0.4029428825869915,-0.5842417724875519,-0.5842417724875519
69,(주)HJ중공업,2017/12,75.76,26.38,-37.69,-9.91,11.07,-7.36,0.0,0.8865014675652734,-1.081943349867878,-1.081943349867878
70,(주)HJ중공업,2018/12,0.0,-20.74,0.0,0.78,11.41,-47.83,0.0,-0.6623616421310373,0.6166798316218891,0.6166798316218891
71,(주)HJ중공업,2019/12,0.0,-29.96,0.0,-8.08,10.59,7.59,45.56,0.6382952286282306,0.6909940575780303,0.6909940575780303
72,(주)SH에너지화학,2000/06,0.0,0.0,0.0,0.0,16.9,14.69,28.47,0.7582817187380844,0.7493101017340417,0.7493101017340417
73,(주)SH에너지화학,2001/06,-42.66,-26.8,101.44,-3.06,14.26,16.57,24.36,1.171915091046947,1.0491064055310642,1.0491064055310642
74,(주)SH에너지화학,2002/06,90.3,4.92,30.79,4.14,20.69,20.48,26.11,2.0901117421142765,2.0327575956418014,2.0327575956418014
75,(주)SH에너지화학,2003/06,5.52,19.1,-2.31,20.48,18.52,10.47,48.22,2.7111971190371333,0.949176088160788,0.949176088160788
76,(주)SH에너지화학,2004/06,-86.24,-7.48,-12.37,5.64,9.8,7.81,74.33,0.46135027444806004,-0.09264431381693355,-0.09264431381693355
77,(주)SH에너지화학,2005/06,82.51,20.84,78.88,24.49,9.98,2.88,54.4,1.1466061243660957,-0.37643999639545905,-0.37643999639545905
78,(주)SH에너지화학,2006/12,0.0,0.0,0.0,0.0,9.32,3.91,34.22,0.4299673236380544,0.5413742733641377,0.5413742733641377
79,(주)SH에너지화학,2007/12,305.27,76.7,9.4,7.02,9.47,5.9,24.25,2.080262460999748,2.40323658374984,2.40323658374984
80,(주)SH에너지화학,2008/12,-62.3,-51.01,20.65,3.29,6.74,-3.5,0.0,0.6288086314144721,-7.032640627782437,-7.032640627782437
81,(주)SH에너지화학,2009/12,483.14,40.66,4.48,-1.57,10.59,6.54,24.54,4.504272264824235,4.198965032132379,4.198965032132379
82,(주)SH에너지화학,2010/12,-42.2,-6.21,-9.08,9.87,8.29,-0.13,0.0,2.655334802154443,2.555475849238405,2.555475849238405
83,(주)SH에너지화학,2011/12,28.19,83.05,1.8,14.9,7.05,5.18,25.41,3.085945821084463,2.4186402303859342,2.4186402303859342
84,(주)SH에너지화학,2012/12,-34.6,27.86,0.6,11.09,6.98,3.81,36.7,2.262645686223733,1.7184295680359682,1.7184295680359682
85,(주)SH에너지화학,2013/12,150.58,-15.95,7.54,19.74,7.13,5.22,29.65,5.946608954947875,5.3035498019907426,5.3035498019907426
86,(주)SH에너지화학,2014/12,181.47,16.36,19.52,-1.22,13.28,11.42,14.04,25.429781982104018,26.68079857113113,26.68079857113113
87,(주)SH에너지화학,2015/12,12.95,-17.86,8.8,-5.77,16.27,11.78,19.44,85.00230883444692,84.87051336099462,84.87051336099462
88,(주)SH에너지화학,2016/12,3.06,-5.39,13.6,0.23,16.16,14.11,17.06,209.46679625093194,210.93076377766693,210.93076377766693
89,(주)SH에너지화학,2017/12,-44.11,71.85,2.56,-13.86,12.43,9.89,23.44,155.23367543900946,162.16637508147232,162.16637508147232
90,(주)SH에너지화학,2018/12,-78.68,12.37,-1.56,-2.12,6.47,5.39,41.18,30.799095161414,22.724675465166595,22.724675465166595
91,(주)SH에너지화학,2019/12,0.0,-23.82,-6.42,-23.56,4.56,2.0,135.27,-18.20151731043247,-24.116209034543843,-24.116209034543843
92,(주)STX,2000/12,-14.34,28.87,-2.27,-5.67,18.82,28.72,46.95,1.359035203981467,1.3265838430674994,1.3265838430674994
93,(주)STX,2001/12,-40.53,-41.26,4.8,16.56,12.63,20.32,47.41,0.9452830607215543,1.1265730746749678,1.1265730746749678
94,(주)STX,2002/12,-17.12,-5.76,31.33,23.85,9.24,24.66,28.91,0.8678577413600778,2.266969904362722,2.266969904362722
95,(주)STX,2003/12,-11.6,10.07,11.73,24.07,7.76,13.22,52.57,0.8877564993232431,2.232915162810523,2.232915162810523
96,(주)STX,2004/12,-16.04,-73.05,-22.69,-29.16,7.42,11.25,19.79,1.299159817914062,-0.6619610425353551,-0.6619610425353551
97,(주)STX,2005/12,130.94,25.75,44.12,99.26,8.15,6.96,21.42,2.4111615204253547,2.2021630941729358,2.2021630941729358
98,(주)STX,2006/12,78.77,99.9,16.57,43.22,9.92,9.35,26.04,3.021230600505279,3.2009375588469418,3.2009375588469418
99,(주)STX,2007/12,160.99,-53.32,89.63,33.06,17.18,14.78,24.07,6.6459296952849325,8.685527835226015,8.685527835226015
100,(주)STX,2008/12,-45.49,1032.09,124.17,92.71,6.67,4.52,36.74,1.5725552166406433,4.228172679390394,4.228172679390394
101,(주)STX,2009/12,0.0,-13.32,-9.36,-7.99,0.09,-4.75,0.0,-1.184760714763072,-0.6558568968608394,-0.6558568968608394
102,(주)STX,2010/12,0.0,-3.8,5.57,45.68,6.8,6.11,29.45,0.903798529071867,0.8289997149237277,0.8289997149237277
103,(주)STX,2011/12,-27.84,20.78,30.59,28.71,4.42,5.52,17.93,0.6710781008721373,1.6647366030881017,1.6647366030881017
104,(주)STX,2012/12,-71.26,-54.85,-3.53,-1.36,2.89,2.21,40.94,0.1917163985469642,-3.117352901003172,-3.117352901003172
105,(주)STX,2013/12,0.0,-56.01,0.0,-53.97,4.27,-80.16,0.0,-0.8037898260505708,-10.70805406488677,-10.70805406488677
106,(주)STX,2014/12,0.0,211.07,0.0,-31.86,4.49,30.22,2.9,0.5253545144498295,0.7622373141978472,0.7622373141978472
107,(주)STX,2015/12,0.0,-3.42,31.74,5.48,0.73,-0.55,0.0,-0.4177577741407529,-0.8407144966046649,-0.8407144966046649
108,(주)STX,2016/12,0.0,-2.57,0.0,7.59,-1.95,-27.89,0.0,-2.9478319027979043,-0.9109061342006345,-0.9109061342006345
109,(주)STX,2017/12,0.0,-26.06,0.0,8.87,3.36,22.98,2.53,1.5611093863189485,2.016801721375269,2.016801721375269
110,(주)STX,2018/12,0.0,-13.76,39.15,-16.65,0.76,2.12,33.96,-0.5781537946054616,-1.1190368014538845,-1.1190368014538845
111,(주)STX,2019/12,0.0,0.61,-18.64,-6.92,1.0,-1.22,0.0,-1.0486143010258766,0.11186484065019839,0.11186484065019839
112,(주)TCC스틸,2000/12,-8.28,35.33,15.5,8.14,11.38,14.77,50.21,1.6524093749868418,2.3933314163815074,2.3933314163815074
113,(주)TCC스틸,2001/12,31.68,-12.57,6.95,-3.76,15.2,18.32,47.57,2.2468902125816075,2.1210111158129683,2.1210111158129683
114,(주)TCC스틸,2002/12,-46.13,-11.94,0.91,5.58,11.33,15.45,52.36,1.570347756699542,1.876973584045366,1.876973584045366
115,(주)TCC스틸,2003/12,76.1,67.37,8.87,9.49,13.17,17.89,46.76,2.9789916964471668,1.3941098556467821,1.3941098556467821
116,(주)TCC스틸,2004/12,-15.92,21.32,9.65,19.31,11.54,12.69,13.83,2.675854639000946,0.9309495111090378,0.9309495111090378
117,(주)TCC스틸,2005/12,11.11,46.62,6.34,3.33,11.46,9.05,19.94,2.6851490995610265,0.8451898669326084,0.8451898669326084
118,(주)TCC스틸,2006/12,0.0,-25.25,3.28,-5.73,7.33,8.47,18.89,-0.22374537512292927,-0.11152533500256405,-0.11152533500256405
119,(주)TCC스틸,2007/12,0.0,28.69,2.25,5.58,10.22,6.0,24.2,1.4608015100044094,1.4199896379743764,1.4199896379743764
120,(주)TCC스틸,2008/12,579.55,16.74,0.19,52.19,19.54,4.72,25.75,7.199918308540802,6.793573483870423,6.793573483870423
121,(주)TCC스틸,2009/12,-69.69,-33.19,9.85,-16.05,11.99,9.33,17.74,3.976102237002216,3.3021128314515833,3.3021128314515833
122,(주)TCC스틸,2010/12,1.67,58.5,4.06,20.43,10.41,7.5,19.87,3.658757896246665,3.238240508717398,3.238240508717398
123,(주)TCC스틸,2011/12,-20.19,23.11,29.34,10.88,8.29,5.8,21.74,1.8264620130117348,1.4232552115648822,1.4232552115648822
124,(주)TCC스틸,2012/12,-8.68,-0.93,2.01,-3.58,9.36,5.54,21.65,1.4448523770254043,0.5687960743306734,0.5687960743306734
125,(주)TCC스틸,2013/12,-28.5,-17.32,0.16,-4.79,8.14,4.54,25.99,1.009811468554747,-0.5875773214293436,-0.5875773214293436
126,(주)TCC스틸,2014/12,30.19,-5.75,0.0,-4.33,9.05,4.94,25.15,1.3142754080511385,0.02486258027608521,0.02486258027608521
127,(주)TCC스틸,2015/12,34.06,-22.72,-63.56,-12.77,10.96,-38.15,0.0,2.1117351438350256,2.172610145653192,2.172610145653192
128,(주)TCC스틸,2016/12,-8.78,-1.74,20.99,-9.38,11.25,10.84,11.01,2.3564605241066396,2.5256773291727725,2.5256773291727725
129,(주)TCC스틸,2017/12,-49.14,7.1,-3.24,5.21,8.78,3.84,30.31,1.4052854818366782,1.5528961727069968,1.5528961727069968
130,(주)TCC스틸,2018/12,141.22,29.54,9.73,5.26,8.68,6.78,20.75,3.4599684475985057,3.297707633383518,3.297707633383518
131,(주)TCC스틸,2019/12,-22.38,8.21,-0.86,-3.41,7.96,6.3,25.42,2.3443717490104063,2.265063548146235,2.265063548146235
132,(주)강스템바이오텍,2013/12,,,,,,,,-53.6610528727731,77777777.77,-53.6610528727731
133,(주)강스템바이오텍,2014/12,0.0,0.0,0.0,0.0,75.98,-1385.12,0.0,-117.79544322382738,77777777.77,-117.79544322382738
134,(주)강스템바이오텍,2015/12,0.0,49.75,377.29,613.09,82.97,-194.04,0.0,-5.406980375277196,77777777.77,-5.406980375277196
135,(주)강스템바이오텍,2016/12,0.0,74.02,8.19,-43.23,93.16,-871.21,0.0,-18.89379527859286,77777777.77,-18.89379527859286
136,(주)강스템바이오텍,2017/12,0.0,196.02,7.36,540.04,55.46,-88.4,0.0,-7.932208063523189,-8.153865871601186,-8.153865871601186
137,(주)강스템바이오텍,2018/12,0.0,-70.9,94.36,-81.44,72.37,-884.23,0.0,-11.946338014101324,-12.310529562613958,-12.310529562613958
138,(주)강스템바이오텍,2019/12,0.0,-93.16,47.76,-71.82,49.86,-7020.62,0.0,-23.338280451588858,-21.502309154616313,-21.502309154616313
139,(주)강원에너지,2000/11,,,,,,,,2.686505577868557,77777777.77,2.686505577868557
140,(주)강원에너지,2001/11,0.0,0.0,0.0,0.0,18.3,11.16,71.01,1.3459150224449317,77777777.77,1.3459150224449317
141,(주)강원에너지,2002/11,505.13,-49.47,29.32,87.26,18.18,12.62,39.17,16.8185706401766,77777777.77,16.8185706401766
142,(주)강원에너지,2003/11,-78.69,-27.43,5.18,-23.43,15.4,9.25,71.8,11.944765353335058,77777777.77,11.944765353335058
143,(주)강원에너지,2004/11,0.0,9.56,-15.85,-12.74,13.85,8.42,85.92,-5.42220393311964,77777777.77,-5.42220393311964
144,(주)강원에너지,2005/11,0.0,74.01,-23.26,4.49,3.83,0.87,942.68,-82.12576423385556,77777777.77,-82.12576423385556
145,(주)강원에너지,2006/11,0.0,-28.76,18.33,28.88,17.45,10.19,61.06,69.76157708759531,77777777.77,69.76157708759531
146,(주)강원에너지,2007/11,201.15,42.78,60.92,38.08,22.36,14.2,42.15,241.7203994293866,77777777.77,241.7203994293866
147,(주)강원에너지,2008/11,91.84,290.4,31.69,57.24,20.94,8.8,42.79,569.2901050788091,77777777.77,569.2901050788091
148,(주)강원에너지,2009/11,-34.75,-37.24,104.28,-21.87,20.88,13.32,31.79,514.4369391219985,77777777.77,514.4369391219985
149,(주)강원에너지,2010/11,-58.05,-15.84,7.78,-20.83,21.84,14.01,55.06,438.9215589541194,77777777.77,438.9215589541194
150,(주)강원에너지,2011/11,254.29,439.86,27.34,64.02,25.3,20.63,27.8,376.82456664674237,77777777.77,376.82456664674237
151,(주)강원에너지,2012/12,0.0,0.0,0.0,0.0,19.75,13.97,25.23,58.36838771622036,77777777.77,58.36838771622036
152,(주)강원에너지,2013/12,-72.15,-45.21,27.06,-52.42,23.18,16.8,40.02,18.111021514408268,77777777.77,18.111021514408268
153,(주)강원에너지,2014/12,-49.72,-16.77,9.96,1.62,21.2,9.38,77.84,39.01396185678301,77777777.77,39.01396185678301
154,(주)강원에너지,2015/12,-46.0,-28.95,8.79,-5.11,17.05,10.01,69.56,762.2569444444445,187.5077568134172,187.5077568134172
155,(주)강원에너지,2016/12,0.0,-72.83,-2.07,-9.02,16.29,11.13,72.22,-166.1704126750184,-241.56042741341193,-241.56042741341193
156,(주)강원에너지,2017/12,0.0,7.8,-12.33,86.99,1.04,-3.92,0.0,-89.84279085183958,-26.564904074686744,-26.564904074686744
157,(주)강원에너지,2018/12,0.0,50.46,4.6,3.36,6.86,9.12,41.72,0.3498211616800943,0.20141444301511807,0.20141444301511807
158,(주)강원에너지,2019/12,0.0,-78.15,-53.53,-50.47,-14.43,-60.7,0.0,-9.325096510401375,-8.38423208401042,-8.38423208401042
159,(주)갤럭시아에스엠,2000/12,0.0,7.36,9.49,43.3,12.54,16.28,45.04,1.2022575381351333,1.2309631859058088,1.2309631859058088
160,(주)갤럭시아에스엠,2001/12,-2.66,0.56,5.13,-19.05,13.97,18.49,48.67,1.1907946408579972,1.2736527863195504,1.2736527863195504
161,(주)갤럭시아에스엠,2002/12,0.0,25.84,-22.79,-2.36,4.13,8.19,118.64,-0.819358711088138,77777777.77,-0.819358711088138
162,(주)갤럭시아에스엠,2003/12,0.0,-17.95,-17.95,1.85,10.31,7.0,76.75,0.2660872207106061,0.2616783992100691,0.2616783992100691
163,(주)갤럭시아에스엠,2004/12,0.0,-36.79,16.09,-52.6,-24.09,15.28,40.81,-5.460843341401554,-5.467368324739297,-5.467368324739297
164,(주)갤럭시아에스엠,2005/12,0.0,-24.22,-38.98,7.84,0.38,-8.23,0.0,-1.6998305506001499,-2.8065260170965174,-2.8065260170965174
165,(주)갤럭시아에스엠,2006/12,0.0,-65.47,0.0,44.0,9.15,62.58,4.3,0.1342271120544465,-0.1786709702962082,-0.1786709702962082
166,(주)갤럭시아에스엠,2007/12,987.27,0.0,0.0,-1.5,21.29,66.35,5.23,2.0065419995815152,77777777.77,2.0065419995815152
167,(주)갤럭시아에스엠,2008/12,1.82,0.0,57.81,17.95,20.69,39.76,10.72,4.102461840507295,77777777.77,4.102461840507295
168,(주)갤럭시아에스엠,2009/12,-66.94,0.0,16.02,-12.06,11.56,47.16,7.23,1.936766317803236,77777777.77,1.936766317803236
169,(주)갤럭시아에스엠,2010/12,72.83,0.0,-4.6,-10.82,16.57,21.71,17.29,4.450247127482798,77777777.77,4.450247127482798
170,(주)갤럭시아에스엠,2011/12,-24.84,0.0,12.41,-25.23,17.55,41.98,8.03,3.3708036725569386,3.8690580418905833,3.8690580418905833
171,(주)갤럭시아에스엠,2012/12,-43.51,0.0,2.5,17.12,9.77,21.38,12.89,3.1516199802491913,3.793232649612973,3.793232649612973
172,(주)갤럭시아에스엠,2013/12,-59.2,0.0,-10.66,-17.37,8.74,7.09,45.86,2.257658667940371,1.9008464205847857,1.9008464205847857
173,(주)갤럭시아에스엠,2014/12,0.0,0.0,4.14,6.87,5.28,4.55,80.72,-1.4141277756608848,-0.8841967174760871,-0.8841967174760871
174,(주)갤럭시아에스엠,2015/12,0.0,0.0,116.5,62.85,9.91,12.9,23.91,9.857083400154261,5.694557074556315,5.694557074556315
175,(주)갤럭시아에스엠,2016/12,0.0,0.0,-11.48,-15.1,0.85,3.99,136.78,-18.55689559933714,-18.760120424719396,-18.760120424719396
176,(주)갤럭시아에스엠,2017/12,0.0,0.0,-9.71,-19.16,-0.41,-9.02,0.0,-33.36309267403304,-35.520551375935405,-35.520551375935405
177,(주)갤럭시아에스엠,2018/12,0.0,0.0,-33.82,-40.33,-9.45,-60.56,0.0,-102.11771442532334,-157.8562201285712,-157.8562201285712
178,(주)갤럭시아에스엠,2019/12,0.0,0.0,-18.65,30.42,6.25,6.34,61.23,-15.222638181105449,-8.94623676989416,-8.94623676989416
179,(주)경방,2000/12,-77.79,-12.84,523.89,-20.04,11.69,36.48,57.77,0.4872727294168842,0.40074837886529263,0.40074837886529263
180,(주)경방,2001/12,-35.28,2.81,-6.75,3.4,9.16,26.8,63.74,0.3230381062393318,0.13059633773513335,0.13059633773513335
181,(주)경방,2002/12,154.07,-1.89,3.21,7.26,11.58,31.73,55.1,1.088088342163984,0.0055501582888906635,0.0055501582888906635
182,(주)경방,2003/12,0.0,24.47,0.01,-2.91,7.75,27.67,68.76,-0.2462513107882474,-0.03632046759190429,-0.03632046759190429
183,(주)경방,2004/12,0.0,-1.37,-2.54,-6.38,5.45,6.98,41.78,-1.3636877610047755,-0.9145004601315281,-0.9145004601315281
184,(주)경방,2005/12,0.0,-5.44,0.13,-5.71,9.7,21.02,13.05,0.6484281024914393,0.6453855961742193,0.6453855961742193
185,(주)경방,2006/12,0.0,-10.83,-5.69,-4.7,6.81,-5.93,0.0,-0.3002684769325495,-0.6515811112653036,-0.6515811112653036
186,(주)경방,2007/12,0.0,6.91,16.71,-2.6,0.97,66.36,4.47,-5.774986314130973,-4.047681648345539,-4.047681648345539
187,(주)경방,2008/12,0.0,13.71,-3.23,1.73,6.09,-4.62,0.0,0.4617135179765206,-2.4564608397713523,-2.4564608397713523
188,(주)경방,2009/12,0.0,-28.91,85.6,14.52,2.95,21.31,11.52,-1.0725018987807335,-1.653101580789717,-1.653101580789717
189,(주)경방,2010/12,0.0,28.35,2.72,53.57,17.95,26.16,5.69,1.9305082834546063,1.6905158178414512,1.6905158178414512
190,(주)경방,2011/12,-45.87,80.04,-12.88,1.28,10.64,14.98,8.6,1.2366545297110931,1.145065108983702,1.145065108983702
191,(주)경방,2012/12,-63.5,-29.57,-1.02,-3.75,5.58,13.41,9.25,0.43432777647916687,0.3621026679449015,0.3621026679449015
192,(주)경방,2013/12,335.67,-29.22,2.36,-0.24,15.62,21.9,4.92,2.8972587655677127,2.5839159532794893,2.5839159532794893
193,(주)경방,2014/12,-10.6,-2.77,-4.96,-2.95,18.64,21.11,5.43,2.929466676913624,2.4662622086119455,2.4662622086119455
