,회사명,거래소코드,회계년도,이자보상배율,매출액(수익)(*)(IFRS)(천원),매출원가(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),통계청 한국표준산업분류 10차(중분류)
492,(주)남성,4270,2016,1.01,70870441.0,61792790.0,83724292.0,61569580.0,도매 및 상품 중개업
493,(주)남성,4270,2017,1.79,78335735.0,67575734.0,91991880.0,67081001.0,도매 및 상품 중개업
494,(주)남성,4270,2018,0.23,63605003.0,55793000.0,83251810.0,64188932.0,도매 및 상품 중개업
495,(주)남성,4270,2019,0.13,57819890.0,50618204.0,72953026.0,54057224.0,도매 및 상품 중개업
496,(주)내츄럴엔도텍,168330,2013,675.61,84281121.0,24456508.0,,,연구개발업
497,(주)내츄럴엔도텍,168330,2014,4036.59,124067457.0,39572553.0,,,연구개발업
498,(주)내츄럴엔도텍,168330,2015,-805.99,44506401.0,13905861.0,44506401.0,13905861.0,연구개발업
499,(주)내츄럴엔도텍,168330,2016,-34.59,6556020.0,4249562.0,6556020.0,4249562.0,연구개발업
500,(주)내츄럴엔도텍,168330,2017,-1.96,9238808.0,5910004.0,9238808.0,5910004.0,연구개발업
501,(주)내츄럴엔도텍,168330,2018,-6.1,8892649.0,10021678.0,8928362.0,12032388.0,연구개발업
502,(주)내츄럴엔도텍,168330,2019,-4.35,6615116.0,8355704.0,6580460.0,9955380.0,연구개발업
503,(주)네오리진,94860,2011,1.61,23311768.0,17082439.0,42947694.0,35654342.0,출판업
504,(주)네오리진,94860,2012,1.27,24667502.0,17652841.0,,,출판업
505,(주)네오리진,94860,2013,-2.65,41569623.0,31371899.0,,,출판업
506,(주)네오리진,94860,2014,-8.5,34582751.0,28428850.0,,,출판업
507,(주)네오리진,94860,2015,-19.24,12413198.0,7394424.0,,,출판업
508,(주)네오리진,94860,2016,9.47,10654596.0,5297135.0,,,출판업
509,(주)네오리진,94860,2017,2.48,9032026.0,4028907.0,9263380.0,4114151.0,출판업
510,(주)네오리진,94860,2018,-12.63,9064462.0,5123416.0,,,출판업
511,(주)네오리진,94860,2019,3.22,11270250.0,6559683.0,,,출판업
512,(주)네오셈,253590,2018,11111111.11,,,,,기타 기계 및 장비 제조업
513,(주)네오셈,253590,2019,-7.64,25334754.0,13678942.0,27225588.0,13957524.0,기타 기계 및 장비 제조업
514,(주)네오오토,212560,2015,9.39,115393747.0,100703076.0,,,자동차 및 트레일러 제조업
515,(주)네오오토,212560,2016,10.05,140544448.0,124333117.0,,,자동차 및 트레일러 제조업
516,(주)네오오토,212560,2017,1.7,128249343.0,119701284.0,,,자동차 및 트레일러 제조업
517,(주)네오오토,212560,2018,2.49,115243742.0,105265933.0,,,자동차 및 트레일러 제조업
518,(주)네오오토,212560,2019,0.84,118441501.0,109319189.0,,,자동차 및 트레일러 제조업
519,(주)네오위즈,95660,2011,16.86,592103340.0,368238006.0,667748340.0,404835206.0,출판업
520,(주)네오위즈,95660,2012,12.72,588447125.0,375321856.0,674589550.0,426674549.0,출판업
521,(주)네오위즈,95660,2013,10.3,371656266.0,200811862.0,442897817.0,247094563.0,출판업
522,(주)네오위즈,95660,2014,5.0,139550248.0,58190551.0,201029653.0,97213907.0,출판업
523,(주)네오위즈,95660,2015,4.15,125990929.0,48365432.0,190070606.0,89001598.0,출판업
524,(주)네오위즈,95660,2016,31.06,117653566.0,49306518.0,191038418.0,90392826.0,출판업
525,(주)네오위즈,95660,2017,81.79,106849588.0,48083020.0,174045348.0,91937730.0,출판업
526,(주)네오위즈,95660,2018,590.79,155574255.0,80506895.0,215490230.0,104316848.0,출판업
527,(주)네오위즈,95660,2019,296.81,202617148.0,98975385.0,254498033.0,114293832.0,출판업
528,(주)네오위즈홀딩스,42420,2011,29.73,13097599.0,0.0,727227250.0,445201473.0,출판업
529,(주)네오위즈홀딩스,42420,2012,20.9,19093083.0,0.0,742971136.0,482711056.0,출판업
530,(주)네오위즈홀딩스,42420,2013,17.47,3582577.0,0.0,512084970.0,289691305.0,출판업
531,(주)네오위즈홀딩스,42420,2014,17.44,1582089.0,0.0,262205577.0,135450174.0,출판업
532,(주)네오위즈홀딩스,42420,2015,196.79,634975.0,0.0,199471968.0,94870705.0,출판업
533,(주)네오위즈홀딩스,42420,2016,452.43,543311.0,0.0,201698095.0,96783407.0,출판업
534,(주)네오위즈홀딩스,42420,2017,58.57,551698.0,0.0,184864190.0,98457745.0,출판업
535,(주)네오위즈홀딩스,42420,2018,248.6,693917.0,0.0,228327081.0,112175792.0,출판업
536,(주)네오위즈홀딩스,42420,2019,268.11,1860715.0,0.0,253948130.0,114229214.0,출판업
537,(주)네오크레마,311390,2019,3.38,18448423.0,14316949.0,19776649.0,15222930.0,식료품 제조업
538,(주)네오티스,85910,2011,61.44,29184036.0,22266719.0,,,자동차 및 트레일러 제조업
539,(주)네오티스,85910,2012,33.52,34980811.0,26628765.0,,,자동차 및 트레일러 제조업
540,(주)네오티스,85910,2013,7.82,36283655.0,28532136.0,36116964.0,27630395.0,자동차 및 트레일러 제조업
541,(주)네오티스,85910,2014,6.55,37658799.0,29864953.0,37658799.0,28502483.0,자동차 및 트레일러 제조업
542,(주)네오티스,85910,2015,4.06,35730680.0,29459020.0,35730680.0,28724370.0,자동차 및 트레일러 제조업
543,(주)네오티스,85910,2016,5.32,40161938.0,32562523.0,40161938.0,31663302.0,자동차 및 트레일러 제조업
544,(주)네오티스,85910,2017,7.31,43473210.0,35645759.0,43473210.0,34282804.0,자동차 및 트레일러 제조업
545,(주)네오티스,85910,2018,6.77,45195339.0,36699388.0,45195339.0,35138242.0,자동차 및 트레일러 제조업
546,(주)네오티스,85910,2019,4.37,42566577.0,34806972.0,42409365.0,33502835.0,자동차 및 트레일러 제조업
547,(주)네오팜,92730,2011,37.77,16944305.0,4440190.0,,,화학물질 및 화학제품 제조업; 의약품 제외
548,(주)네오팜,92730,2012,28.19,18774372.0,4579226.0,,,화학물질 및 화학제품 제조업; 의약품 제외
549,(주)네오팜,92730,2013,188.23,20137821.0,5074497.0,,,화학물질 및 화학제품 제조업; 의약품 제외
550,(주)네오팜,92730,2014,629.34,25602822.0,6852609.0,,,화학물질 및 화학제품 제조업; 의약품 제외
551,(주)네오팜,92730,2015,8584.92,35964570.0,9395139.0,,,화학물질 및 화학제품 제조업; 의약품 제외
552,(주)네오팜,92730,2016,11111111.11,42257057.0,10419795.0,42368623.0,10491982.0,화학물질 및 화학제품 제조업; 의약품 제외
553,(주)네오팜,92730,2017,11111111.11,53553213.0,13425665.0,53633507.0,13490376.0,화학물질 및 화학제품 제조업; 의약품 제외
554,(주)네오팜,92730,2018,9212.39,66336414.0,18167360.0,66274582.0,17938729.0,화학물질 및 화학제품 제조업; 의약품 제외
555,(주)네오팜,92730,2019,1337.32,83586492.0,23813661.0,83240333.0,23136104.0,화학물질 및 화학제품 제조업; 의약품 제외
556,(주)네오펙트,290660,2018,-5.77,4556630.0,1551445.0,5653093.0,1476785.0,"의료, 정밀, 광학기기 및 시계 제조업"
557,(주)네오펙트,290660,2019,-15.37,5240117.0,2713749.0,12311251.0,9084639.0,"의료, 정밀, 광학기기 및 시계 제조업"
558,(주)네온테크,306620,2018,11111111.11,,,,,기타 기계 및 장비 제조업
559,(주)네온테크,306620,2019,11111111.11,,,,,기타 기계 및 장비 제조업
560,(주)네이블커뮤니케이션즈,153460,2012,71.34,28494249.0,12276157.0,,,출판업
561,(주)네이블커뮤니케이션즈,153460,2013,4.62,21933881.0,9421259.0,,,출판업
562,(주)네이블커뮤니케이션즈,153460,2014,126.65,23815420.0,11849430.0,23696900.0,11849430.0,출판업
563,(주)네이블커뮤니케이션즈,153460,2015,11111111.11,22857730.0,11952927.0,,,출판업
564,(주)네이블커뮤니케이션즈,153460,2016,11111111.11,21590435.0,10558971.0,,,출판업
565,(주)네이블커뮤니케이션즈,153460,2017,11111111.11,13473262.0,8137687.0,,,출판업
566,(주)네이블커뮤니케이션즈,153460,2018,11111111.11,15833273.0,8809429.0,,,출판업
567,(주)네이블커뮤니케이션즈,153460,2019,-454.29,12360704.0,5587620.0,,,출판업
568,(주)네이처셀,7390,2011,-1.42,22793853.0,21306113.0,,,의료용 물질 및 의약품 제조업
569,(주)네이처셀,7390,2012,-0.67,27205250.0,24515493.0,,,의료용 물질 및 의약품 제조업
570,(주)네이처셀,7390,2013,1.54,29208214.0,25683376.0,,,의료용 물질 및 의약품 제조업
571,(주)네이처셀,7390,2014,-2.98,25355151.0,23959027.0,,,의료용 물질 및 의약품 제조업
572,(주)네이처셀,7390,2015,-2.61,30553552.0,27359103.0,,,의료용 물질 및 의약품 제조업
573,(주)네이처셀,7390,2016,-7.91,26787767.0,22854062.0,,,의료용 물질 및 의약품 제조업
574,(주)네이처셀,7390,2017,-0.81,27215252.0,19593489.0,,,의료용 물질 및 의약품 제조업
575,(주)네이처셀,7390,2018,7.8,26715298.0,15731861.0,,,의료용 물질 및 의약품 제조업
576,(주)네이처셀,7390,2019,8.3,23072026.0,10170173.0,,,의료용 물질 및 의약품 제조업
577,(주)네패스,33640,2011,3.47,215792824.0,172823069.0,276089822.0,229235676.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
578,(주)네패스,33640,2012,7.99,257273977.0,189598259.0,290541326.0,212982961.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
579,(주)네패스,33640,2013,-0.1,229529877.0,180659824.0,364128942.0,323671420.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
580,(주)네패스,33640,2014,0.66,191486707.0,156892866.0,328792875.0,282825609.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
581,(주)네패스,33640,2015,0.42,219352855.0,166846850.0,279220555.0,225695889.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
582,(주)네패스,33640,2016,1.36,223644590.0,180342718.0,254535006.0,207412137.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
583,(주)네패스,33640,2017,3.32,261721389.0,201891662.0,285034101.0,222930178.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
584,(주)네패스,33640,2018,4.79,267505341.0,204335654.0,273317888.0,210101744.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
585,(주)네패스,33640,2019,11.65,343577304.0,256065166.0,356317076.0,242594426.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
586,(주)넥센,5720,2011,3.15,239883610.0,210062880.0,281033576.0,240775423.0,고무 및 플라스틱제품 제조업
587,(주)넥센,5720,2012,5.24,218800500.0,181530674.0,285150563.0,232348549.0,고무 및 플라스틱제품 제조업
588,(주)넥센,5720,2013,26.31,223755894.0,177656378.0,379858452.0,264046885.0,고무 및 플라스틱제품 제조업
589,(주)넥센,5720,2014,32.06,214828028.0,165608427.0,354340603.0,233765860.0,고무 및 플라스틱제품 제조업
590,(주)넥센,5720,2015,39.55,193901062.0,145287282.0,306141351.0,187846972.0,고무 및 플라스틱제품 제조업
591,(주)넥센,5720,2016,80.13,192727587.0,140954685.0,321408358.0,179098637.0,고무 및 플라스틱제품 제조업
592,(주)넥센,5720,2017,75.08,212026557.0,165550477.0,314030027.0,205618490.0,고무 및 플라스틱제품 제조업
593,(주)넥센,5720,2018,12.87,341728815.0,295865191.0,1360025189.0,998361049.0,고무 및 플라스틱제품 제조업
594,(주)넥센,5720,2019,10.21,352221398.0,306735979.0,2291341654.0,1621747837.0,고무 및 플라스틱제품 제조업
595,(주)넥스턴바이오사이언스,89140,2011,40.44,27402406.0,20225073.0,,,기타 기계 및 장비 제조업
596,(주)넥스턴바이오사이언스,89140,2012,158.14,21342061.0,15124286.0,,,기타 기계 및 장비 제조업
597,(주)넥스턴바이오사이언스,89140,2013,284.57,22017749.0,15492317.0,,,기타 기계 및 장비 제조업
598,(주)넥스턴바이오사이언스,89140,2014,2169.07,20512028.0,13359663.0,,,기타 기계 및 장비 제조업
599,(주)넥스턴바이오사이언스,89140,2015,7799.11,16181653.0,11191714.0,,,기타 기계 및 장비 제조업
600,(주)넥스턴바이오사이언스,89140,2016,97436.72,74373034.0,49737306.0,,,기타 기계 및 장비 제조업
601,(주)넥스턴바이오사이언스,89140,2017,1532.55,43707618.0,30152563.0,,,기타 기계 및 장비 제조업
602,(주)넥스턴바이오사이언스,89140,2018,-624.03,26649697.0,18044507.0,,,기타 기계 및 장비 제조업
603,(주)넥스턴바이오사이언스,89140,2019,2394.07,32446754.0,24854900.0,,,기타 기계 및 장비 제조업
604,(주)넥스트아이,137940,2011,17771.19,17766393.0,10248372.0,,,"의료, 정밀, 광학기기 및 시계 제조업"
605,(주)넥스트아이,137940,2012,4655.9,23002665.0,12456900.0,25700825.0,14825353.0,"의료, 정밀, 광학기기 및 시계 제조업"
606,(주)넥스트아이,137940,2013,11111111.11,23926935.0,14197669.0,27906402.0,17632346.0,"의료, 정밀, 광학기기 및 시계 제조업"
607,(주)넥스트아이,137940,2014,102.65,26827608.0,17692883.0,29162012.0,19754366.0,"의료, 정밀, 광학기기 및 시계 제조업"
608,(주)넥스트아이,137940,2015,100.62,23004561.0,15531398.0,26565766.0,17875118.0,"의료, 정밀, 광학기기 및 시계 제조업"
609,(주)넥스트아이,137940,2016,6.38,22779239.0,16825674.0,39439948.0,28516754.0,"의료, 정밀, 광학기기 및 시계 제조업"
610,(주)넥스트아이,137940,2017,0.84,26394171.0,19268843.0,59482937.0,40479614.0,"의료, 정밀, 광학기기 및 시계 제조업"
611,(주)넥스트아이,137940,2018,5.06,26390218.0,20630545.0,87218818.0,56121664.0,"의료, 정밀, 광학기기 및 시계 제조업"
612,(주)넥스트아이,137940,2019,3.95,24578616.0,22969330.0,87989318.0,64058638.0,"의료, 정밀, 광학기기 및 시계 제조업"
613,(주)넥스트엔터테인먼트월드,160550,2014,13.68,54388887.0,43321749.0,61981056.0,47452410.0,영상ㆍ오디오 기록물 제작 및 배급업
614,(주)넥스트엔터테인먼트월드,160550,2015,-5.5,76567592.0,70325157.0,82586150.0,73838928.0,영상ㆍ오디오 기록물 제작 및 배급업
615,(주)넥스트엔터테인먼트월드,160550,2016,14.66,103941613.0,86084437.0,125723993.0,99920680.0,영상ㆍ오디오 기록물 제작 및 배급업
616,(주)넥스트엔터테인먼트월드,160550,2017,-6.92,57004350.0,49975749.0,94538544.0,73587274.0,영상ㆍ오디오 기록물 제작 및 배급업
617,(주)넥스트엔터테인먼트월드,160550,2018,-6.46,87625568.0,78047307.0,161222834.0,133948816.0,영상ㆍ오디오 기록물 제작 및 배급업
618,(주)넥스트엔터테인먼트월드,160550,2019,-3.05,65461700.0,52706926.0,149180097.0,120874917.0,영상ㆍ오디오 기록물 제작 및 배급업
619,(주)넥슨게임즈,225570,2015,12.43,,,,,출판업
620,(주)넥슨게임즈,225570,2016,-2.22,,,,,출판업
621,(주)넥슨게임즈,225570,2017,-62.24,22407505.0,0.0,,,출판업
622,(주)넥슨게임즈,225570,2018,-236.72,23584094.0,0.0,,,출판업
623,(주)넥슨게임즈,225570,2019,-30.19,28498282.0,0.0,,,출판업
624,(주)넵튠,217270,2015,-3.35,,,,,출판업
625,(주)넵튠,217270,2016,-58.73,7345180.0,0.0,18335549.0,0.0,출판업
626,(주)넵튠,217270,2017,-51.27,7112477.0,0.0,20528450.0,0.0,출판업
627,(주)넵튠,217270,2018,-48.7,6580514.0,0.0,18174243.0,0.0,출판업
628,(주)넵튠,217270,2019,-24.07,7858331.0,0.0,18037054.0,0.0,출판업
629,(주)노랑풍선,104620,2019,-4.42,75861593.0,0.0,76779803.0,0.0,사업지원 서비스업
630,(주)노루페인트,90350,2011,2.17,360300788.0,297889549.0,387059408.0,313485273.0,화학물질 및 화학제품 제조업; 의약품 제외
631,(주)노루페인트,90350,2012,2.38,388476033.0,316576246.0,418644745.0,333530091.0,화학물질 및 화학제품 제조업; 의약품 제외
632,(주)노루페인트,90350,2013,2.93,397752527.0,319459826.0,433477073.0,338930285.0,화학물질 및 화학제품 제조업; 의약품 제외
633,(주)노루페인트,90350,2014,3.84,415584075.0,325229466.0,458147572.0,348902977.0,화학물질 및 화학제품 제조업; 의약품 제외
634,(주)노루페인트,90350,2015,5.3,419623762.0,321995063.0,461646501.0,342654487.0,화학물질 및 화학제품 제조업; 의약품 제외
635,(주)노루페인트,90350,2016,5.74,432008469.0,328336212.0,478935529.0,350471794.0,화학물질 및 화학제품 제조업; 의약품 제외
636,(주)노루페인트,90350,2017,5.49,479767969.0,377825938.0,551409798.0,420206043.0,화학물질 및 화학제품 제조업; 의약품 제외
637,(주)노루페인트,90350,2018,4.57,537142428.0,436348307.0,614726256.0,483753501.0,화학물질 및 화학제품 제조업; 의약품 제외
638,(주)노루페인트,90350,2019,6.28,564410946.0,449684023.0,647452120.0,500399179.0,화학물질 및 화학제품 제조업; 의약품 제외
639,(주)노루홀딩스,320,2011,1.05,24611009.0,0.0,547974061.0,437075689.0,전문 서비스업
640,(주)노루홀딩스,320,2012,1.2,25779927.0,0.0,585634923.0,460002018.0,전문 서비스업
641,(주)노루홀딩스,320,2013,1.81,39806209.0,0.0,613234216.0,467808864.0,전문 서비스업
642,(주)노루홀딩스,320,2014,2.91,35964059.0,0.0,669995655.0,495810961.0,전문 서비스업
643,(주)노루홀딩스,320,2015,2.92,34672425.0,0.0,683481222.0,494360225.0,전문 서비스업
644,(주)노루홀딩스,320,2016,2.69,81209820.0,0.0,690144458.0,496197972.0,전문 서비스업
645,(주)노루홀딩스,320,2017,2.41,42261655.0,0.0,771302006.0,576119198.0,전문 서비스업
646,(주)노루홀딩스,320,2018,1.43,32516984.0,0.0,835993399.0,652800939.0,전문 서비스업
647,(주)노루홀딩스,320,2019,3.36,29788835.0,0.0,884292309.0,674244549.0,전문 서비스업
648,(주)노바렉스,194700,2018,11111111.11,107299812.0,86668423.0,107311222.0,86646381.0,식료품 제조업
649,(주)노바렉스,194700,2019,389.16,159077916.0,130502088.0,159100863.0,130485539.0,식료품 제조업
650,(주)노바텍,285490,2018,11111111.11,25865920.0,15809558.0,25883507.0,15486739.0,기타 제품 제조업
651,(주)노바텍,285490,2019,665.98,24833626.0,15842430.0,26133499.0,15107712.0,기타 제품 제조업
652,(주)노블엠앤비,106520,2012,11.2,83617749.0,67612549.0,85612148.0,69892005.0,"의료, 정밀, 광학기기 및 시계 제조업"
653,(주)노블엠앤비,106520,2013,17.99,152712125.0,124950130.0,153755286.0,124865197.0,"의료, 정밀, 광학기기 및 시계 제조업"
654,(주)노블엠앤비,106520,2014,1.3,77158349.0,66839407.0,77158349.0,67098364.0,"의료, 정밀, 광학기기 및 시계 제조업"
655,(주)노블엠앤비,106520,2015,-4.2,64856256.0,64210734.0,70713722.0,66821991.0,"의료, 정밀, 광학기기 및 시계 제조업"
656,(주)노블엠앤비,106520,2016,-6.13,52251867.0,58181300.0,63662855.0,62220237.0,"의료, 정밀, 광학기기 및 시계 제조업"
657,(주)노블엠앤비,106520,2017,-4.91,55483850.0,59421692.0,60316673.0,61813700.0,"의료, 정밀, 광학기기 및 시계 제조업"
658,(주)노블엠앤비,106520,2018,-3.67,58748007.0,62748802.0,64349679.0,65804468.0,"의료, 정밀, 광학기기 및 시계 제조업"
659,(주)노블엠앤비,106520,2019,-0.29,64600882.0,52781276.0,75340573.0,64270061.0,"의료, 정밀, 광학기기 및 시계 제조업"
660,(주)노터스,278650,2019,10.34,32452769.0,0.0,46039645.0,0.0,연구개발업
661,(주)녹십자,6280,2011,26.01,698866474.0,456818177.0,767911771.0,509056095.0,의료용 물질 및 의약품 제조업
662,(주)녹십자,6280,2012,34.94,715596640.0,481007052.0,811774313.0,558194735.0,의료용 물질 및 의약품 제조업
663,(주)녹십자,6280,2013,44.02,793754169.0,540592011.0,888168207.0,613274391.0,의료용 물질 및 의약품 제조업
664,(주)녹십자,6280,2014,20.91,854258393.0,570164820.0,975327106.0,664827551.0,의료용 물질 및 의약품 제조업
665,(주)녹십자,6280,2015,18.28,912910940.0,603338542.0,1047812247.0,708815564.0,의료용 물질 및 의약품 제조업
666,(주)녹십자,6280,2016,14.57,1033113771.0,727595031.0,1197903918.0,845825581.0,의료용 물질 및 의약품 제조업
667,(주)녹십자,6280,2017,14.32,1098478748.0,784204912.0,1287916286.0,921112428.0,의료용 물질 및 의약품 제조업
668,(주)녹십자,6280,2018,6.59,1141422783.0,848859325.0,1334877810.0,989010126.0,의료용 물질 및 의약품 제조업
669,(주)녹십자,6280,2019,4.19,1146093542.0,836424682.0,1369709727.0,997394419.0,의료용 물질 및 의약품 제조업
670,(주)녹십자엠에스,142280,2014,9.68,81334576.0,66364388.0,,,의료용 물질 및 의약품 제조업
671,(주)녹십자엠에스,142280,2015,2.64,89301322.0,76280905.0,89298322.0,75917238.0,의료용 물질 및 의약품 제조업
672,(주)녹십자엠에스,142280,2016,-3.5,86162555.0,73592819.0,86162555.0,73697055.0,의료용 물질 및 의약품 제조업
673,(주)녹십자엠에스,142280,2017,0.26,98107431.0,83090904.0,98389224.0,82984731.0,의료용 물질 및 의약품 제조업
674,(주)녹십자엠에스,142280,2018,-6.18,86321685.0,78008245.0,86321905.0,78137247.0,의료용 물질 및 의약품 제조업
675,(주)녹십자엠에스,142280,2019,-5.1,94084564.0,85132803.0,94085373.0,84615078.0,의료용 물질 및 의약품 제조업
676,(주)녹십자웰빙,234690,2019,116.86,66937567.0,30865216.0,,,의료용 물질 및 의약품 제조업
677,(주)녹십자홀딩스,5250,2011,6.7,34013200.0,0.0,817952804.0,534680424.0,전문 서비스업
678,(주)녹십자홀딩스,5250,2012,11.58,30842528.0,0.0,856575203.0,581877361.0,전문 서비스업
679,(주)녹십자홀딩스,5250,2013,14.14,34467648.0,0.0,938298393.0,639263345.0,전문 서비스업
680,(주)녹십자홀딩스,5250,2014,12.54,36775636.0,0.0,1044768160.0,707447542.0,전문 서비스업
681,(주)녹십자홀딩스,5250,2015,11.36,47791895.0,0.0,1132876997.0,763273323.0,전문 서비스업
682,(주)녹십자홀딩스,5250,2016,8.82,98335182.0,0.0,1354466206.0,961698365.0,전문 서비스업
683,(주)녹십자홀딩스,5250,2017,8.1,115366471.0,0.0,1465489007.0,1053201532.0,전문 서비스업
684,(주)녹십자홀딩스,5250,2018,2.81,140083966.0,0.0,1548714795.0,1142160627.0,전문 서비스업
685,(주)녹십자홀딩스,5250,2019,1.65,63553295.0,0.0,1524799074.0,1095011572.0,전문 서비스업
686,(주)녹원씨엔아이,65560,2011,2.99,27504233.0,21452457.0,31094117.0,20957816.0,인쇄 및 기록매체 복제업
687,(주)녹원씨엔아이,65560,2012,-4.75,18312284.0,17376125.0,27705495.0,19739458.0,인쇄 및 기록매체 복제업
688,(주)녹원씨엔아이,65560,2013,-10.45,12938738.0,12580099.0,15090112.0,12996723.0,인쇄 및 기록매체 복제업
689,(주)녹원씨엔아이,65560,2014,-6.5,3251585.0,3192896.0,5068245.0,4683759.0,인쇄 및 기록매체 복제업
690,(주)녹원씨엔아이,65560,2015,1.06,7489388.0,4005966.0,7329185.0,3914052.0,인쇄 및 기록매체 복제업
691,(주)녹원씨엔아이,65560,2016,-3.27,3875841.0,3171539.0,3875841.0,3171539.0,인쇄 및 기록매체 복제업
692,(주)녹원씨엔아이,65560,2017,2.53,4347268.0,3466665.0,22075102.0,8135827.0,인쇄 및 기록매체 복제업
693,(주)녹원씨엔아이,65560,2018,2.98,31693454.0,14146099.0,76356153.0,50072710.0,인쇄 및 기록매체 복제업
694,(주)녹원씨엔아이,65560,2019,2.87,30113118.0,14116826.0,62274838.0,42833400.0,인쇄 및 기록매체 복제업
695,(주)농심,4370,2011,34.68,1970686353.0,1463826859.0,2170883423.0,1592746952.0,식료품 제조업
696,(주)농심,4370,2012,26.75,1958917740.0,1434791842.0,2175710560.0,1577645689.0,식료품 제조업
697,(주)농심,4370,2013,35.3,1870807165.0,1357455692.0,2086651379.0,1500535418.0,식료품 제조업
698,(주)농심,4370,2014,37.19,1801320197.0,1304620980.0,2041702670.0,1456355029.0,식료품 제조업
699,(주)농심,4370,2015,61.58,1878665375.0,1330951610.0,2181623581.0,1509622908.0,식료품 제조업
700,(주)농심,4370,2016,26.87,1862187459.0,1318589146.0,2217015272.0,1503710527.0,식료품 제조업
701,(주)농심,4370,2017,33.49,1855364121.0,1285155050.0,2208260640.0,1473891444.0,식료품 제조업
702,(주)농심,4370,2018,24.29,1857814054.0,1362001740.0,2236436215.0,1564692859.0,식료품 제조업
703,(주)농심,4370,2019,13.82,1905694049.0,1409083926.0,2343942952.0,1626034453.0,식료품 제조업
704,(주)농심홀딩스,72710,2011,10.47,19810280.0,0.0,323877236.0,275794673.0,전문 서비스업
705,(주)농심홀딩스,72710,2012,4.41,19995280.0,0.0,314201314.0,259541401.0,전문 서비스업
706,(주)농심홀딩스,72710,2013,13.92,19995280.0,0.0,357018441.0,271323548.0,전문 서비스업
707,(주)농심홀딩스,72710,2014,7.37,20135280.0,0.0,387375241.0,315866369.0,전문 서비스업
708,(주)농심홀딩스,72710,2015,14.63,17035280.0,0.0,449116217.0,351517218.0,전문 서비스업
709,(주)농심홀딩스,72710,2016,23.61,19090280.0,0.0,497827569.0,365938979.0,전문 서비스업
710,(주)농심홀딩스,72710,2017,16.58,19090280.0,0.0,496615431.0,402928415.0,전문 서비스업
711,(주)농심홀딩스,72710,2018,13.34,18121130.0,0.0,543242596.0,454577658.0,전문 서비스업
712,(주)농심홀딩스,72710,2019,12.06,18121130.0,0.0,536687272.0,459271528.0,전문 서비스업
713,(주)누리플랜,69140,2011,5.57,59649314.0,46116196.0,59455540.0,46019496.0,금속가공제품 제조업; 기계 및 가구 제외
714,(주)누리플랜,69140,2012,-2.1,44832148.0,36643614.0,45093612.0,36709950.0,금속가공제품 제조업; 기계 및 가구 제외
715,(주)누리플랜,69140,2013,-3.78,39376335.0,34796984.0,39376335.0,34796984.0,금속가공제품 제조업; 기계 및 가구 제외
716,(주)누리플랜,69140,2014,-7.07,30610605.0,29982298.0,,,금속가공제품 제조업; 기계 및 가구 제외
717,(주)누리플랜,69140,2015,2.97,32142752.0,25256029.0,,,금속가공제품 제조업; 기계 및 가구 제외
718,(주)누리플랜,69140,2016,2.68,34411741.0,28049262.0,,,금속가공제품 제조업; 기계 및 가구 제외
719,(주)누리플랜,69140,2017,1.71,34578601.0,27641030.0,35622763.0,28307746.0,금속가공제품 제조업; 기계 및 가구 제외
720,(주)누리플랜,69140,2018,-3.53,31804243.0,26430455.0,47668330.0,39128884.0,금속가공제품 제조업; 기계 및 가구 제외
721,(주)누리플랜,69140,2019,-0.94,32924027.0,27154176.0,91289924.0,74758078.0,금속가공제품 제조업; 기계 및 가구 제외
722,(주)누리플렉스,40160,2011,0.79,37187313.0,27884189.0,63302018.0,43443324.0,출판업
723,(주)누리플렉스,40160,2012,-3.57,26445775.0,18371127.0,48208331.0,31765002.0,출판업
724,(주)누리플렉스,40160,2013,2.55,32167243.0,20076171.0,37449748.0,21800207.0,출판업
725,(주)누리플렉스,40160,2014,1.32,34484983.0,20123196.0,38851721.0,21908742.0,출판업
726,(주)누리플렉스,40160,2015,16.93,53246868.0,30012237.0,58420237.0,33104350.0,출판업
727,(주)누리플렉스,40160,2016,26.21,47591731.0,25107419.0,51323868.0,27031454.0,출판업
728,(주)누리플렉스,40160,2017,1.9,96144114.0,70558169.0,117558807.0,87678464.0,출판업
729,(주)누리플렉스,40160,2018,11.96,146182075.0,103412125.0,190385732.0,137757432.0,출판업
730,(주)누리플렉스,40160,2019,8.52,100090535.0,66906370.0,147947451.0,105786376.0,출판업
731,(주)누보,332290,2019,11111111.11,,,,,화학물질 및 화학제품 제조업; 의약품 제외
