,회사명,거래소코드,회계년도,이자보상배율
429,(주)나노엔텍,39860,13-Dec,-0.44
430,(주)나노엔텍,39860,14-Dec,-8.4
431,(주)나노엔텍,39860,15-Dec,-32.63
432,(주)나노엔텍,39860,16-Dec,-42.07
433,(주)나노엔텍,39860,17-Dec,3.38
434,(주)나노엔텍,39860,18-Dec,18.0
435,(주)나노엔텍,39860,19-Dec,133.96
436,(주)나무가,190510,15-Dec,8.35
437,(주)나무가,190510,16-Dec,-0.37
438,(주)나무가,190510,17-Dec,-18.62
439,(주)나무가,190510,18-Dec,1.01
440,(주)나무가,190510,19-Dec,1.15
441,(주)나스미디어,89600,13-Dec,11111111.11
442,(주)나스미디어,89600,14-Dec,11111111.11
443,(주)나스미디어,89600,15-Dec,11111111.11
444,(주)나스미디어,89600,16-Dec,171.59
445,(주)나스미디어,89600,17-Dec,147.4
446,(주)나스미디어,89600,18-Dec,326.73
447,(주)나스미디어,89600,19-Dec,35.89
448,(주)나이벡,138610,11-Dec,-3.91
449,(주)나이벡,138610,12-Dec,-2.68
450,(주)나이벡,138610,13-Dec,-5.06
451,(주)나이벡,138610,14-Dec,-5.51
452,(주)나이벡,138610,15-Dec,-3.41
453,(주)나이벡,138610,16-Dec,-3.51
454,(주)나이벡,138610,17-Dec,-1.81
455,(주)나이벡,138610,18-Dec,-4.64
456,(주)나이벡,138610,19-Dec,-2.23
457,(주)나이스디앤비,130580,11-Dec,39.1
458,(주)나이스디앤비,130580,12-Dec,11111111.11
459,(주)나이스디앤비,130580,13-Dec,48.46
460,(주)나이스디앤비,130580,14-Dec,51.13
461,(주)나이스디앤비,130580,15-Dec,11111111.11
462,(주)나이스디앤비,130580,16-Dec,11111111.11
463,(주)나이스디앤비,130580,17-Dec,11111111.11
464,(주)나이스디앤비,130580,18-Dec,11111111.11
465,(주)나이스디앤비,130580,19-Dec,323.47
466,(주)나이스홀딩스,34310,11-Dec,23.73
467,(주)나이스홀딩스,34310,12-Dec,42.71
468,(주)나이스홀딩스,34310,13-Dec,27.01
469,(주)나이스홀딩스,34310,14-Dec,16.68
470,(주)나이스홀딩스,34310,15-Dec,14.86
471,(주)나이스홀딩스,34310,16-Dec,17.14
472,(주)나이스홀딩스,34310,17-Dec,15.51
473,(주)나이스홀딩스,34310,18-Dec,9.62
474,(주)나이스홀딩스,34310,19-Dec,8.47
475,(주)나인테크,267320,17-Dec,-88.77
476,(주)나인테크,267320,18-Dec,599.55
477,(주)나인테크,267320,19-Dec,23.02
478,(주)남선알미늄,8350,11-Dec,0.85
479,(주)남선알미늄,8350,12-Dec,-0.73
480,(주)남선알미늄,8350,13-Dec,3.16
481,(주)남선알미늄,8350,14-Dec,4.69
482,(주)남선알미늄,8350,15-Dec,7.95
483,(주)남선알미늄,8350,16-Dec,12.45
484,(주)남선알미늄,8350,17-Dec,8.89
485,(주)남선알미늄,8350,18-Dec,5.19
486,(주)남선알미늄,8350,19-Dec,7.9
487,(주)남성,4270,11-Dec,-0.06
488,(주)남성,4270,12-Dec,-0.01
489,(주)남성,4270,13-Dec,0.39
490,(주)남성,4270,14-Dec,0.41
491,(주)남성,4270,15-Dec,0.65
492,(주)남성,4270,16-Dec,1.01
493,(주)남성,4270,17-Dec,1.79
494,(주)남성,4270,18-Dec,0.23
495,(주)남성,4270,19-Dec,0.13
496,(주)내츄럴엔도텍,168330,13-Dec,675.61
497,(주)내츄럴엔도텍,168330,14-Dec,4036.59
498,(주)내츄럴엔도텍,168330,15-Dec,-805.99
499,(주)내츄럴엔도텍,168330,16-Dec,-34.59
500,(주)내츄럴엔도텍,168330,17-Dec,-1.96
501,(주)내츄럴엔도텍,168330,18-Dec,-6.1
502,(주)내츄럴엔도텍,168330,19-Dec,-4.35
503,(주)네오리진,94860,11-Dec,1.61
504,(주)네오리진,94860,12-Dec,1.27
505,(주)네오리진,94860,13-Dec,-2.65
506,(주)네오리진,94860,14-Dec,-8.5
507,(주)네오리진,94860,15-Dec,-19.24
508,(주)네오리진,94860,16-Dec,9.47
509,(주)네오리진,94860,17-Dec,2.48
510,(주)네오리진,94860,18-Dec,-12.63
511,(주)네오리진,94860,19-Dec,3.22
512,(주)네오셈,253590,18-Dec,11111111.11
513,(주)네오셈,253590,19-Dec,-7.64
514,(주)네오오토,212560,15-Dec,9.39
515,(주)네오오토,212560,16-Dec,10.05
516,(주)네오오토,212560,17-Dec,1.7
517,(주)네오오토,212560,18-Dec,2.49
518,(주)네오오토,212560,19-Dec,0.84
519,(주)네오위즈,95660,11-Dec,16.86
520,(주)네오위즈,95660,12-Dec,12.72
521,(주)네오위즈,95660,13-Dec,10.3
522,(주)네오위즈,95660,14-Dec,5.0
523,(주)네오위즈,95660,15-Dec,4.15
524,(주)네오위즈,95660,16-Dec,31.06
525,(주)네오위즈,95660,17-Dec,81.79
526,(주)네오위즈,95660,18-Dec,590.79
527,(주)네오위즈,95660,19-Dec,296.81
528,(주)네오위즈홀딩스,42420,11-Dec,29.73
529,(주)네오위즈홀딩스,42420,12-Dec,20.9
530,(주)네오위즈홀딩스,42420,13-Dec,17.47
531,(주)네오위즈홀딩스,42420,14-Dec,17.44
532,(주)네오위즈홀딩스,42420,15-Dec,196.79
533,(주)네오위즈홀딩스,42420,16-Dec,452.43
534,(주)네오위즈홀딩스,42420,17-Dec,58.57
535,(주)네오위즈홀딩스,42420,18-Dec,248.6
536,(주)네오위즈홀딩스,42420,19-Dec,268.11
537,(주)네오크레마,311390,19-Dec,3.38
538,(주)네오티스,85910,11-Dec,61.44
539,(주)네오티스,85910,12-Dec,33.52
540,(주)네오티스,85910,13-Dec,7.82
541,(주)네오티스,85910,14-Dec,6.55
542,(주)네오티스,85910,15-Dec,4.06
543,(주)네오티스,85910,16-Dec,5.32
544,(주)네오티스,85910,17-Dec,7.31
545,(주)네오티스,85910,18-Dec,6.77
546,(주)네오티스,85910,19-Dec,4.37
547,(주)네오팜,92730,11-Dec,37.77
548,(주)네오팜,92730,12-Dec,28.19
549,(주)네오팜,92730,13-Dec,188.23
550,(주)네오팜,92730,14-Dec,629.34
551,(주)네오팜,92730,15-Dec,8584.92
552,(주)네오팜,92730,16-Dec,11111111.11
553,(주)네오팜,92730,17-Dec,11111111.11
554,(주)네오팜,92730,18-Dec,9212.39
555,(주)네오팜,92730,19-Dec,1337.32
556,(주)네오펙트,290660,18-Dec,-5.77
557,(주)네오펙트,290660,19-Dec,-15.37
558,(주)네온테크,306620,18-Dec,11111111.11
559,(주)네온테크,306620,19-Dec,11111111.11
560,(주)네이블커뮤니케이션즈,153460,12-Dec,71.34
561,(주)네이블커뮤니케이션즈,153460,13-Dec,4.62
