,회사명,거래소코드,회계년도,이자보상배율
128,(주)나노엔텍,39860,11-Dec,-12.31
129,(주)나노엔텍,39860,12-Dec,-5.04
130,(주)나노엔텍,39860,13-Dec,-0.44
131,(주)나노엔텍,39860,14-Dec,-8.4
132,(주)나노엔텍,39860,15-Dec,-32.63
133,(주)나노엔텍,39860,16-Dec,-42.07
134,(주)나노엔텍,39860,17-Dec,3.38
135,(주)나노엔텍,39860,18-Dec,18.0
136,(주)나노엔텍,39860,19-Dec,133.96
137,(주)나이벡,138610,11-Dec,-3.91
138,(주)나이벡,138610,12-Dec,-2.68
139,(주)나이벡,138610,13-Dec,-5.06
140,(주)나이벡,138610,14-Dec,-5.51
141,(주)나이벡,138610,15-Dec,-3.41
142,(주)나이벡,138610,16-Dec,-3.51
143,(주)나이벡,138610,17-Dec,-1.81
144,(주)나이벡,138610,18-Dec,-4.64
145,(주)나이벡,138610,19-Dec,-2.23
146,(주)남성,4270,11-Dec,-0.06
147,(주)남성,4270,12-Dec,-0.01
148,(주)남성,4270,13-Dec,0.39
149,(주)남성,4270,14-Dec,0.41
150,(주)남성,4270,15-Dec,0.65
151,(주)남성,4270,16-Dec,1.01
152,(주)남성,4270,17-Dec,1.79
153,(주)남성,4270,18-Dec,0.23
154,(주)남성,4270,19-Dec,0.13
155,(주)내츄럴엔도텍,168330,13-Dec,675.61
156,(주)내츄럴엔도텍,168330,14-Dec,4036.59
157,(주)내츄럴엔도텍,168330,15-Dec,-805.99
158,(주)내츄럴엔도텍,168330,16-Dec,-34.59
159,(주)내츄럴엔도텍,168330,17-Dec,-1.96
160,(주)내츄럴엔도텍,168330,18-Dec,-6.1
161,(주)내츄럴엔도텍,168330,19-Dec,-4.35
162,(주)네오리진,94860,11-Dec,1.61
163,(주)네오리진,94860,12-Dec,1.27
164,(주)네오리진,94860,13-Dec,-2.65
165,(주)네오리진,94860,14-Dec,-8.5
166,(주)네오리진,94860,15-Dec,-19.24
167,(주)네오리진,94860,16-Dec,9.47
168,(주)네오리진,94860,17-Dec,2.48
169,(주)네오리진,94860,18-Dec,-12.63
170,(주)네오리진,94860,19-Dec,3.22
171,(주)네이처셀,7390,11-Dec,-1.42
172,(주)네이처셀,7390,12-Dec,-0.67
173,(주)네이처셀,7390,13-Dec,1.54
174,(주)네이처셀,7390,14-Dec,-2.98
175,(주)네이처셀,7390,15-Dec,-2.61
176,(주)네이처셀,7390,16-Dec,-7.91
177,(주)네이처셀,7390,17-Dec,-0.81
178,(주)네이처셀,7390,18-Dec,7.8
179,(주)네이처셀,7390,19-Dec,8.3
180,(주)넥슨게임즈,225570,15-Dec,12.43
181,(주)넥슨게임즈,225570,16-Dec,-2.22
182,(주)넥슨게임즈,225570,17-Dec,-62.24
183,(주)넥슨게임즈,225570,18-Dec,-236.72
184,(주)넥슨게임즈,225570,19-Dec,-30.19
185,(주)넵튠,217270,15-Dec,-3.35
186,(주)넵튠,217270,16-Dec,-58.73
187,(주)넵튠,217270,17-Dec,-51.27
188,(주)넵튠,217270,18-Dec,-48.7
189,(주)넵튠,217270,19-Dec,-24.07
190,(주)노블엠앤비,106520,12-Dec,11.2
191,(주)노블엠앤비,106520,13-Dec,17.99
192,(주)노블엠앤비,106520,14-Dec,1.3
193,(주)노블엠앤비,106520,15-Dec,-4.2
194,(주)노블엠앤비,106520,16-Dec,-6.13
195,(주)노블엠앤비,106520,17-Dec,-4.91
196,(주)노블엠앤비,106520,18-Dec,-3.67
197,(주)노블엠앤비,106520,19-Dec,-0.29
198,(주)녹십자엠에스,142280,14-Dec,9.68
199,(주)녹십자엠에스,142280,15-Dec,2.64
200,(주)녹십자엠에스,142280,16-Dec,-3.5
201,(주)녹십자엠에스,142280,17-Dec,0.26
202,(주)녹십자엠에스,142280,18-Dec,-6.18
203,(주)녹십자엠에스,142280,19-Dec,-5.1
204,(주)녹원씨엔아이,65560,11-Dec,2.99
205,(주)녹원씨엔아이,65560,12-Dec,-4.75
206,(주)녹원씨엔아이,65560,13-Dec,-10.45
207,(주)녹원씨엔아이,65560,14-Dec,-6.5
208,(주)녹원씨엔아이,65560,15-Dec,1.06
209,(주)녹원씨엔아이,65560,16-Dec,-3.27
210,(주)녹원씨엔아이,65560,17-Dec,2.53
211,(주)녹원씨엔아이,65560,18-Dec,2.98
212,(주)녹원씨엔아이,65560,19-Dec,2.87
213,(주)누리플랜,69140,11-Dec,5.57
214,(주)누리플랜,69140,12-Dec,-2.1
215,(주)누리플랜,69140,13-Dec,-3.78
216,(주)누리플랜,69140,14-Dec,-7.07
217,(주)누리플랜,69140,15-Dec,2.97
218,(주)누리플랜,69140,16-Dec,2.68
219,(주)누리플랜,69140,17-Dec,1.71
220,(주)누리플랜,69140,18-Dec,-3.53
221,(주)누리플랜,69140,19-Dec,-0.94
222,(주)뉴인텍,12340,11-Dec,0.99
223,(주)뉴인텍,12340,12-Dec,-3.18
224,(주)뉴인텍,12340,13-Dec,-1.14
225,(주)뉴인텍,12340,14-Dec,-3.15
226,(주)뉴인텍,12340,15-Dec,-0.66
227,(주)뉴인텍,12340,16-Dec,-9.04
228,(주)뉴인텍,12340,17-Dec,-1.93
229,(주)뉴인텍,12340,18-Dec,-3.18
230,(주)뉴인텍,12340,19-Dec,0.34
231,(주)다날,64260,11-Dec,-0.33
232,(주)다날,64260,12-Dec,-0.31
233,(주)다날,64260,13-Dec,0.79
234,(주)다날,64260,14-Dec,1.06
235,(주)다날,64260,15-Dec,0.3
